,how,do,both,chloroplast,membranes,compare,to,cyanobacterium,'s,original,double,membranes,?
is,0.22544461488723755,0.30895981192588806,0.31409940123558044,0.20798198878765106,0.20728234946727753,0.2483411580324173,0.42745086550712585,0.21424748003482819,0.02396530658006668,0.2681281864643097,0.1794169545173645,0.20728234946727753,0.22961433231830597
the,0.33890387415885925,0.30239659547805786,0.4931981563568115,0.21317854523658752,0.2330547422170639,0.26994526386260986,0.535392165184021,0.22151070833206177,-0.01540423184633255,0.4037000238895416,0.21355170011520386,0.2330547422170639,0.22068053483963013
product,0.24579623341560364,0.2507864534854889,0.19386105239391327,0.3370571434497833,0.24994109570980072,0.2794362008571625,0.24510730803012848,0.3026100695133209,-0.0510377511382103,0.1588737666606903,0.11188959330320358,0.24994109570980072,0.19651241600513458
of,0.2480744868516922,0.26150479912757874,0.3565710783004761,0.2069506198167801,0.23994219303131104,0.27714359760284424,0.41548454761505127,0.22479623556137085,-0.03817026689648628,0.30228546261787415,0.18580502271652222,0.23994219303131104,0.1826142966747284
the,0.33890387415885925,0.30239659547805786,0.4931981563568115,0.21317854523658752,0.2330547422170639,0.26994526386260986,0.535392165184021,0.22151070833206177,-0.01540423184633255,0.4037000238895416,0.21355170011520386,0.2330547422170639,0.22068053483963013
host,0.15428608655929565,0.16446317732334137,0.1827588826417923,0.2808496356010437,0.2300373613834381,0.14552098512649536,0.18300798535346985,0.2655635476112366,-0.04823359102010727,0.14563415944576263,0.10763802379369736,0.2300373613834381,0.1021634042263031
's,-0.026164190843701363,-0.01994597539305687,0.03109198436141014,-0.026425376534461975,-0.0862593725323677,-0.0016840395983308554,0.03782717138528824,0.000577604747377336,0.9999999403953552,0.0564689077436924,0.05522814020514488,-0.0862593725323677,-0.023395681753754616
cell,0.20469050109386444,0.19975709915161133,0.19116415083408356,0.5453585982322693,0.5867394804954529,0.1584264487028122,0.19730474054813385,0.42432311177253723,-0.07942157983779907,0.13515517115592957,0.2111879140138626,0.5867394804954529,0.2058541625738144
membrane,0.19094710052013397,0.2031068652868271,0.230787992477417,0.6168951392173767,0.9437052011489868,0.15142810344696045,0.17791007459163666,0.48407647013664246,-0.09767278283834457,0.09810427576303482,0.22057689726352692,0.9437052011489868,0.18908235430717468
infolding,0.3764955401420593,0.2835811376571655,0.3304305970668793,0.357744425535202,0.3995606601238251,0.34995129704475403,0.3010130524635315,0.3284793496131897,-0.014544185250997543,0.2673676311969757,0.2373909205198288,0.3995606601238251,0.2983103394508362
to,0.44169697165489197,0.38876664638519287,0.3897709250450134,0.22531428933143616,0.21002532541751862,0.31307893991470337,1.0,0.21549971401691437,0.03782717138528824,0.30182456970214844,0.16518351435661316,0.21002532541751862,0.29463258385658264
form,0.1948026418685913,0.23068922758102417,0.23292303085327148,0.2410242110490799,0.2366238385438919,0.19555072486400604,0.2772196829319,0.308196097612381,0.07059726119041443,0.19971825182437897,0.19110745191574097,0.2366238385438919,0.1463010311126709
a,0.29312583804130554,0.26237669587135315,0.3171786069869995,0.237538680434227,0.1770123988389969,0.26195162534713745,0.45503583550453186,0.28310778737068176,0.04866964742541313,0.25438275933265686,0.2448195219039917,0.1770123988389969,0.23916715383529663
vesicle,0.1972314864397049,0.22354954481124878,0.13136479258537292,0.5711701512336731,0.6431914567947388,0.21839295327663422,0.18441574275493622,0.4406779706478119,-0.11009125411510468,0.14442577958106995,0.2829976975917816,0.6431914567947388,0.1686500906944275
to,0.44169697165489197,0.38876664638519287,0.3897709250450134,0.22531428933143616,0.21002532541751862,0.31307893991470337,1.0,0.21549971401691437,0.03782717138528824,0.30182456970214844,0.16518351435661316,0.21002532541751862,0.29463258385658264
surround,0.15843111276626587,0.1669616848230362,0.2557676136493683,0.28726208209991455,0.31176671385765076,0.06024709716439247,0.2518214285373688,0.21552933752536774,0.021072840318083763,0.14356668293476105,0.1630285233259201,0.31176671385765076,0.013390609063208103
the,0.33890387415885925,0.30239659547805786,0.4931981563568115,0.21317854523658752,0.2330547422170639,0.26994526386260986,0.535392165184021,0.22151070833206177,-0.01540423184633255,0.4037000238895416,0.21355170011520386,0.2330547422170639,0.22068053483963013
ancestral,0.14666299521923065,0.17321372032165527,0.22028693556785583,0.3328225314617157,0.3425511419773102,0.1747158169746399,0.2574222981929779,0.3326723277568817,0.02520277164876461,0.2629089057445526,0.1463949829339981,0.3425511419773102,0.11722901463508606
cyanobacterium—which,0.2692333459854126,0.2734718918800354,0.23529042303562164,0.6885828971862793,0.5450091361999512,0.16918323934078217,0.2634214460849762,0.9764482378959656,0.015539344400167465,0.21696697175502777,0.25541141629219055,0.5450091361999512,0.22538232803344727
is,0.22544461488723755,0.30895981192588806,0.31409940123558044,0.20798198878765106,0.20728234946727753,0.2483411580324173,0.42745086550712585,0.21424748003482819,0.02396530658006668,0.2681281864643097,0.1794169545173645,0.20728234946727753,0.22961433231830597
not,0.4869767427444458,0.6619802713394165,0.4334387183189392,0.2822718620300293,0.31035181879997253,0.2892451286315918,0.5149973034858704,0.31210336089134216,0.002583299996331334,0.21079102158546448,0.20143049955368042,0.31035181879997253,0.41942933201789856
true—both,0.35265040397644043,0.3427572250366211,0.45576876401901245,0.25373342633247375,0.26742956042289734,0.349597692489624,0.32810482382774353,0.2706378698348999,0.04257269576191902,0.25160494446754456,0.20184703171253204,0.26742956042289734,0.3537127375602722
chloroplast,0.23138970136642456,0.2310386300086975,0.20422939956188202,1.0000001192092896,0.6360809803009033,0.17614956200122833,0.22531428933143616,0.6836907267570496,-0.026425376534461975,0.23150280117988586,0.28560876846313477,0.6360809803009033,0.12532055377960205
membranes,0.2158939689397812,0.2719106078147888,0.23099347949028015,0.6360809803009033,0.9999999403953552,0.18151980638504028,0.21002532541751862,0.5246164202690125,-0.0862593725323677,0.11198829859495163,0.22432202100753784,0.9999999403953552,0.20524227619171143
are,0.311818927526474,0.41111594438552856,0.4594642221927643,0.26561424136161804,0.36286166310310364,0.3406890630722046,0.3504326641559601,0.2544892728328705,-0.008927806280553341,0.19794520735740662,0.20160768926143646,0.36286166310310364,0.24591213464736938
homologous,0.27022677659988403,0.2353481650352478,0.3509090840816498,0.48024576902389526,0.5290442109107971,0.2802906036376953,0.22563998401165009,0.4963231384754181,-0.04107346758246422,0.24039602279663086,0.2835235595703125,0.5290442109107971,0.16717518866062164
to,0.44169697165489197,0.38876664638519287,0.3897709250450134,0.22531428933143616,0.21002532541751862,0.31307893991470337,1.0,0.21549971401691437,0.03782717138528824,0.30182456970214844,0.16518351435661316,0.21002532541751862,0.29463258385658264
the,0.33890387415885925,0.30239659547805786,0.4931981563568115,0.21317854523658752,0.2330547422170639,0.26994526386260986,0.535392165184021,0.22151070833206177,-0.01540423184633255,0.4037000238895416,0.21355170011520386,0.2330547422170639,0.22068053483963013
cyanobacterium,0.2369239777326584,0.24484635889530182,0.17449632287025452,0.6836907267570496,0.5246164202690125,0.1498277634382248,0.21549971401691437,1.0000001192092896,0.000577604747377336,0.17551565170288086,0.239004984498024,0.5246164202690125,0.20120567083358765
's,-0.026164190843701363,-0.01994597539305687,0.03109198436141014,-0.026425376534461975,-0.0862593725323677,-0.0016840395983308554,0.03782717138528824,0.000577604747377336,0.9999999403953552,0.0564689077436924,0.05522814020514488,-0.0862593725323677,-0.023395681753754616
original,0.18727099895477295,0.1608448624610901,0.3024774193763733,0.23150280117988586,0.11198829859495163,0.22916418313980103,0.30182456970214844,0.17551565170288086,0.0564689077436924,1.0,0.16207832098007202,0.11198829859495163,0.17256900668144226
double,0.1738475114107132,0.12869450449943542,0.26264190673828125,0.28560876846313477,0.22432202100753784,0.14964953064918518,0.16518351435661316,0.239004984498024,0.05522814020514488,0.16207832098007202,1.0000001192092896,0.22432202100753784,0.10017921775579453
membranes,0.2158939689397812,0.2719106078147888,0.23099347949028015,0.6360809803009033,0.9999999403953552,0.18151980638504028,0.21002532541751862,0.5246164202690125,-0.0862593725323677,0.11198829859495163,0.22432202100753784,0.9999999403953552,0.20524227619171143
.,0.3287222981452942,0.3613996207714081,0.42281273007392883,0.2371024191379547,0.23524518311023712,0.24470208585262299,0.4645031690597534,0.26192423701286316,-0.003708066651597619,0.275844931602478,0.22321613132953644,0.23524518311023712,0.4130953550338745
