,which,year,resulted,in,the,suspension,of,one,of,the,two,soccer,teams,?
at,0.3286694884300232,0.3146436810493469,0.22695128619670868,0.4374977946281433,0.457212895154953,0.14357946813106537,0.42558613419532776,0.32580816745758057,0.42558613419532776,0.457212895154953,0.32178381085395813,0.17296957969665527,0.25427719950675964,0.21978627145290375
the,0.6521818041801453,0.3609684407711029,0.2975946068763733,0.6662389636039734,1.0,0.279620885848999,0.733189046382904,0.5514441132545471,0.733189046382904,1.0,0.43858039379119873,0.1894586831331253,0.3164927661418915,0.22068053483963013
stubhub,0.33020758628845215,0.17463743686676025,0.1489052027463913,0.2719562351703644,0.28344836831092834,0.23915629088878632,0.30214178562164307,0.3372209668159485,0.30214178562164307,0.28344836831092834,0.2309323102235794,0.2471633404493332,0.21058344841003418,0.4566129446029663
center,0.22164148092269897,0.1111270859837532,0.15786851942539215,0.27253323793411255,0.29064592719078064,0.131540447473526,0.24526838958263397,0.1608579307794571,0.24526838958263397,0.29064592719078064,0.09610814601182938,0.17761297523975372,0.1594773381948471,0.12538520991802216
and,0.506277859210968,0.2506658732891083,0.28832435607910156,0.4954058527946472,0.5171257257461548,0.21360312402248383,0.5116966962814331,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.4671151638031006,0.20550738275051117,0.2197335660457611,0.20544172823429108
were,0.2807837128639221,0.23735305666923523,0.3060646653175354,0.3815755248069763,0.3906462490558624,0.15436682105064392,0.34038281440734863,0.3453167676925659,0.34038281440734863,0.3906462490558624,0.4493520259857178,0.12905265390872955,0.28874582052230835,0.17890112102031708
local,0.24027122557163239,0.169598788022995,0.14301137626171112,0.2223825752735138,0.2130540907382965,0.026574037969112396,0.20668989419937134,0.1661648005247116,0.20668989419937134,0.2130540907382965,0.10719843953847885,0.14517433941364288,0.136668860912323,0.15022775530815125
rivals,0.2069394737482071,0.16727329790592194,0.1634170562028885,0.1964770406484604,0.22553907334804535,0.16820327937602997,0.16559164226055145,0.26121267676353455,0.16559164226055145,0.22553907334804535,0.20777380466461182,0.26934927701950073,0.3674739599227905,0.10840261727571487
.,0.45942068099975586,0.32538118958473206,0.23092694580554962,0.5591574311256409,0.5934505462646484,0.22476492822170258,0.5352458953857422,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3524959683418274,0.2262214869260788,0.23459066450595856,0.4130953550338745
,which,year,resulted,in,the,suspension,of,one,of,the,two,soccer,teams,?
however,0.5545716285705566,0.25639933347702026,0.3886486291885376,0.3982149362564087,0.49814513325691223,0.20510470867156982,0.3800618350505829,0.44038087129592896,0.3800618350505829,0.49814513325691223,0.3944382965564728,0.1786445528268814,0.20327074825763702,0.2152075469493866
",",0.3658004403114319,0.28560417890548706,0.21903154253959656,0.5201468467712402,0.4933079481124878,0.1453205645084381,0.4946078956127167,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.35859420895576477,0.22345763444900513,0.22220629453659058,0.31091248989105225
chivas,0.19227571785449982,0.16624383628368378,0.09909502416849136,0.2812504470348358,0.2529444992542267,0.10468833893537521,0.20651642978191376,0.16479656100273132,0.20651642978191376,0.2529444992542267,0.17236481606960297,0.31696435809135437,0.3374957740306854,0.16370920836925507
were,0.2807837128639221,0.23735305666923523,0.3060646653175354,0.3815755248069763,0.3906462490558624,0.15436682105064392,0.34038281440734863,0.3453167676925659,0.34038281440734863,0.3906462490558624,0.4493520259857178,0.12905265390872955,0.28874582052230835,0.17890112102031708
suspended,0.2886699140071869,0.1888844072818756,0.23370105028152466,0.20142072439193726,0.28768354654312134,0.6727052927017212,0.2760421931743622,0.18193940818309784,0.2760421931743622,0.28768354654312134,0.24621769785881042,0.09679576754570007,0.23682276904582977,0.13118882477283478
following,0.342348575592041,0.2646180987358093,0.2952266335487366,0.355264812707901,0.39779382944107056,0.14644818007946014,0.3576679527759552,0.3153666853904724,0.3576679527759552,0.39779382944107056,0.32845747470855713,0.14281480014324188,0.21183735132217407,0.1555173695087433
the,0.6521818041801453,0.3609684407711029,0.2975946068763733,0.6662389636039734,1.0,0.279620885848999,0.733189046382904,0.5514441132545471,0.733189046382904,1.0,0.43858039379119873,0.1894586831331253,0.3164927661418915,0.22068053483963013
2014,-0.052017729729413986,0.07599447667598724,-0.11380965262651443,0.13996225595474243,0.059490643441677094,0.012536940164864063,0.0493064783513546,0.07360579073429108,0.0493064783513546,0.059490643441677094,0.06350475549697876,0.01860816217958927,-0.05728425458073616,0.058127544820308685
mls,0.2647126317024231,0.2813926041126251,0.14626090228557587,0.2699325680732727,0.3407278060913086,0.2457161396741867,0.21883505582809448,0.237865149974823,0.21883505582809448,0.3407278060913086,0.20656393468379974,0.4891650080680847,0.5787674784660339,0.17685566842556
season,0.20103639364242554,0.3561827838420868,0.2082834392786026,0.2184021919965744,0.2507155239582062,0.17877574265003204,0.1598338931798935,0.24332979321479797,0.1598338931798935,0.2507155239582062,0.24167193472385406,0.3102039098739624,0.44570213556289673,0.16793298721313477
",",0.3658004403114319,0.28560417890548706,0.21903154253959656,0.5201468467712402,0.4933079481124878,0.1453205645084381,0.4946078956127167,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.35859420895576477,0.22345763444900513,0.22220629453659058,0.31091248989105225
with,0.46403205394744873,0.3220449686050415,0.33347630500793457,0.4080928862094879,0.4223487675189972,0.15959885716438293,0.41827285289764404,0.3855307400226593,0.41827285289764404,0.4223487675189972,0.4333336651325226,0.15650519728660583,0.20248530805110931,0.2433311939239502
a,0.56894451379776,0.29350247979164124,0.2727489173412323,0.539380669593811,0.5829201340675354,0.24738124012947083,0.5052502155303955,0.4910551905632019,0.5052502155303955,0.5829201340675354,0.3289857804775238,0.15960252285003662,0.21163642406463623,0.23916715383529663
second,0.336174339056015,0.3195519745349884,0.216278538107872,0.34510284662246704,0.4620301127433777,0.18374143540859222,0.353416383266449,0.4495090842247009,0.353416383266449,0.4620301127433777,0.3657524287700653,0.22505183517932892,0.2255905717611313,0.17239587008953094
mls,0.2647126317024231,0.2813926041126251,0.14626090228557587,0.2699325680732727,0.3407278060913086,0.2457161396741867,0.21883505582809448,0.237865149974823,0.21883505582809448,0.3407278060913086,0.20656393468379974,0.4891650080680847,0.5787674784660339,0.17685566842556
team,0.17144864797592163,0.17860233783721924,0.10434025526046753,0.18841172754764557,0.22564226388931274,0.14616312086582184,0.20352502167224884,0.2511517107486725,0.20352502167224884,0.22564226388931274,0.19235610961914062,0.42577049136161804,0.673422634601593,0.11243411153554916
scheduled,0.245613694190979,0.23149797320365906,0.2037266492843628,0.23272886872291565,0.23960356414318085,0.20002354681491852,0.13178972899913788,0.21979965269565582,0.13178972899913788,0.23960356414318085,0.22013512253761292,0.12853597104549408,0.21063187718391418,0.15473315119743347
to,0.5345056653022766,0.23523004353046417,0.24989460408687592,0.45010748505592346,0.535392165184021,0.22713440656661987,0.41548454761505127,0.4025384783744812,0.41548454761505127,0.535392165184021,0.3343428373336792,0.1366727501153946,0.2634691894054413,0.29463258385658264
return,0.19066447019577026,0.21540093421936035,0.20810401439666748,0.1852470338344574,0.2543797492980957,0.2003282755613327,0.20821265876293182,0.18708348274230957,0.20821265876293182,0.2543797492980957,0.12320644408464432,0.043008990585803986,0.16069690883159637,0.14655634760856628
in,0.4840516746044159,0.3359307050704956,0.3197503983974457,1.0,0.6662389636039734,0.17704683542251587,0.5696388483047485,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.36463531851768494,0.2415911853313446,0.2639528214931488,0.20430970191955566
2018,0.07552410662174225,0.07912212610244751,0.003686200361698866,0.15414007008075714,0.12160612642765045,-0.06487654894590378,0.11388065665960312,0.12527333199977875,0.11388065665960312,0.12160612642765045,0.1323714703321457,-0.03813505545258522,-0.018638985231518745,0.003483723383396864
.,0.45942068099975586,0.32538118958473206,0.23092694580554962,0.5591574311256409,0.5934505462646484,0.22476492822170258,0.5352458953857422,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3524959683418274,0.2262214869260788,0.23459066450595856,0.4130953550338745
