,vetra,and,i,germanica,and,xx,valeria,were,the,two,legions,for,what,?
as,0.19152867794036865,0.49487000703811646,0.28558287024497986,0.17326238751411438,0.49487000703811646,0.13316188752651215,0.14067108929157257,0.3025437891483307,0.48381632566452026,0.3029302954673767,0.196883425116539,0.44774648547172546,0.31749409437179565,0.27043893933296204
follows,0.09745960682630539,0.3256111145019531,0.1580999195575714,0.12076416611671448,0.3256111145019531,0.13141866028308868,0.14182999730110168,0.15002356469631195,0.3630034327507019,0.268174409866333,0.20946571230888367,0.26121172308921814,0.28637656569480896,0.16897420585155487
:,0.04229244962334633,-0.04625999182462692,-0.05796085670590401,0.008365658111870289,-0.04625999182462692,0.1267109215259552,0.1343982070684433,-0.04773278534412384,-0.03403344005346298,0.016365518793463707,-0.043723251670598984,-0.02522280067205429,-0.12022944539785385,-0.07156077772378922
for,0.21315261721611023,0.5064792633056641,0.257647842168808,0.11638443917036057,0.5064792633056641,0.16021662950515747,0.09494353085756302,0.33592689037323,0.4739971458911896,0.34734001755714417,0.14817868173122406,0.9999999403953552,0.3017193675041199,0.264628142118454
the,0.2227081060409546,0.5171257257461548,0.26687872409820557,0.28964531421661377,0.5171257257461548,0.2355078011751175,0.10397842526435852,0.3906462490558624,1.0,0.43858039379119873,0.2824350595474243,0.4739971458911896,0.42745697498321533,0.22068053483963013
army,0.1916978806257248,0.25581875443458557,0.24484141170978546,0.2611386179924011,0.25581875443458557,0.16415753960609436,0.2411762923002243,0.2540908753871918,0.31011611223220825,0.13596199452877045,0.4798121452331543,0.17493335902690887,0.1698741316795349,0.180583193898201
of,0.20404498279094696,0.5116966962814331,0.25849398970603943,0.2573557198047638,0.5116966962814331,0.13862080872058868,0.0662296712398529,0.34038281440734863,0.733189046382904,0.37726253271102905,0.32204335927963257,0.4185989499092102,0.33290785551071167,0.1826142966747284
germania,0.20894768834114075,0.20308150351047516,0.2191181182861328,0.772019624710083,0.20308150351047516,0.2469136267900467,0.28517428040504456,0.2418314665555954,0.25158780813217163,0.18240925669670105,0.4873729348182678,0.17504307627677917,0.19265617430210114,0.16800276935100555
inferior,0.14697888493537903,0.23964464664459229,0.1299971640110016,0.35675859451293945,0.23964464664459229,0.19437162578105927,0.1507372260093689,0.29908469319343567,0.26365524530410767,0.1561504602432251,0.2995465397834778,0.16665704548358917,0.30428844690322876,0.10856961458921432
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
two,0.17112387716770172,0.4671151638031006,0.18247975409030914,0.19840827584266663,0.4671151638031006,0.15935669839382172,0.13767804205417633,0.4493520259857178,0.43858039379119873,1.0000001192092896,0.2680635154247284,0.34734001755714417,0.23363454639911652,0.19645625352859497
legions,0.19779247045516968,0.26136550307273865,0.19917744398117065,0.44488489627838135,0.26136550307273865,0.17155598104000092,0.3821743130683899,0.2566218078136444,0.2824350595474243,0.2680635154247284,1.0,0.14817868173122406,0.13887666165828705,0.11789947748184204
at,0.16016162931919098,0.3571503460407257,0.21474871039390564,0.1479063332080841,0.3571503460407257,0.12522301077842712,0.09467336535453796,0.2947486639022827,0.457212895154953,0.32178381085395813,0.16402316093444824,0.34237727522850037,0.2838611304759979,0.21978627145290375
vetera,0.43979954719543457,0.22124505043029785,0.2584349811077118,0.15735261142253876,0.22124505043029785,0.15100125968456268,0.2230367809534073,0.1900353878736496,0.2575794458389282,0.1829330027103424,0.26993322372436523,0.23541851341724396,0.15914814174175262,0.23232965171337128
(,0.19330404698848724,0.4862271547317505,0.3179941475391388,0.17313435673713684,0.4862271547317505,0.19548073410987854,0.22118839621543884,0.14743882417678833,0.33289089798927307,0.2169162482023239,0.14815764129161835,0.3357032239437103,0.2411840260028839,0.40561532974243164
xanten,0.2554592788219452,0.25780385732650757,0.2085159868001938,0.29643040895462036,0.25780385732650757,0.2405204474925995,0.22630153596401215,0.20371876657009125,0.2944592237472534,0.25441980361938477,0.2415168583393097,0.21551665663719177,0.15414007008075714,0.199308380484581
),0.22532153129577637,0.4961937665939331,0.3128665089607239,0.16540366411209106,0.4961937665939331,0.1941394805908203,0.2419842928647995,0.1566188633441925,0.3456730246543884,0.24161455035209656,0.13455748558044434,0.3639558255672455,0.26259949803352356,0.42300865054130554
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
i,0.23046430945396423,0.31928038597106934,0.9999999403953552,0.24083034694194794,0.31928038597106934,0.17733003199100494,0.23698656260967255,0.19386646151542664,0.26687872409820557,0.18247975409030914,0.19917744398117065,0.257647842168808,0.4411132335662842,0.4695145785808563
germanica,0.22847513854503632,0.2020006626844406,0.24083034694194794,1.0,0.2020006626844406,0.23506180942058563,0.28750067949295044,0.2391088902950287,0.28964531421661377,0.19840827584266663,0.44488489627838135,0.11638443917036057,0.2269933521747589,0.21863973140716553
and,0.15630216896533966,1.0,0.31928038597106934,0.2020006626844406,1.0,0.12197627127170563,0.13898566365242004,0.42175528407096863,0.5171257257461548,0.4671151638031006,0.26136550307273865,0.5064792633056641,0.31309178471565247,0.20544172823429108
xx,0.22295162081718445,0.12197627127170563,0.17733003199100494,0.23506180942058563,0.12197627127170563,1.0,0.2478504180908203,0.1598629355430603,0.2355078011751175,0.15935669839382172,0.17155598104000092,0.16021662950515747,0.05625376105308533,0.11678656935691833
valeria,0.30561551451683044,0.13898566365242004,0.23698656260967255,0.28750067949295044,0.13898566365242004,0.2478504180908203,0.9999999403953552,0.15088586509227753,0.10397842526435852,0.13767804205417633,0.3821743130683899,0.09494353085756302,0.10654117166996002,0.1743042916059494
(,0.19330404698848724,0.4862271547317505,0.3179941475391388,0.17313435673713684,0.4862271547317505,0.19548073410987854,0.22118839621543884,0.14743882417678833,0.33289089798927307,0.2169162482023239,0.14815764129161835,0.3357032239437103,0.2411840260028839,0.40561532974243164
pannonian,0.21608629822731018,0.20275357365608215,0.2081523984670639,0.4496699273586273,0.20275357365608215,0.1985570639371872,0.3402283787727356,0.22733065485954285,0.2882448732852936,0.24004220962524414,0.3764859735965729,0.08652517199516296,0.14547616243362427,0.11939829587936401
troops,0.11586962640285492,0.23100681602954865,0.2818274199962616,0.2615925073623657,0.23100681602954865,0.12825345993041992,0.2607063949108124,0.3331645429134369,0.3229958415031433,0.20784486830234528,0.47409531474113464,0.1535932570695877,0.18311697244644165,0.14329779148101807
),0.22532153129577637,0.4961937665939331,0.3128665089607239,0.16540366411209106,0.4961937665939331,0.1941394805908203,0.2419842928647995,0.1566188633441925,0.3456730246543884,0.24161455035209656,0.13455748558044434,0.3639558255672455,0.26259949803352356,0.42300865054130554
;,-0.00836681667715311,0.08403264731168747,0.07611601799726486,0.10704366117715836,0.08403264731168747,0.025826573371887207,0.06977956742048264,0.14040996134281158,0.09152708947658539,0.04032390937209129,0.04513564705848694,0.0293948445469141,0.10986888408660889,0.10349778085947037
two,0.17112387716770172,0.4671151638031006,0.18247975409030914,0.19840827584266663,0.4671151638031006,0.15935669839382172,0.13767804205417633,0.4493520259857178,0.43858039379119873,1.0000001192092896,0.2680635154247284,0.34734001755714417,0.23363454639911652,0.19645625352859497
legions,0.19779247045516968,0.26136550307273865,0.19917744398117065,0.44488489627838135,0.26136550307273865,0.17155598104000092,0.3821743130683899,0.2566218078136444,0.2824350595474243,0.2680635154247284,1.0,0.14817868173122406,0.13887666165828705,0.11789947748184204
at,0.16016162931919098,0.3571503460407257,0.21474871039390564,0.1479063332080841,0.3571503460407257,0.12522301077842712,0.09467336535453796,0.2947486639022827,0.457212895154953,0.32178381085395813,0.16402316093444824,0.34237727522850037,0.2838611304759979,0.21978627145290375
oppidum,0.2643449008464813,0.20726755261421204,0.19770604372024536,0.5186570286750793,0.20726755261421204,0.18918290734291077,0.3439193069934845,0.26462557911872864,0.3552173972129822,0.21316997706890106,0.3831285238265991,0.12925176322460175,0.27979549765586853,0.1925942599773407
ubiorum,0.3982647955417633,0.21621277928352356,0.26151084899902344,0.4009622037410736,0.21621277928352356,0.24884413182735443,0.2933301031589508,0.14009930193424225,0.3133620619773865,0.14085228741168976,0.2514667212963104,0.19956308603286743,0.2721254527568817,0.2848631739616394
(,0.19330404698848724,0.4862271547317505,0.3179941475391388,0.17313435673713684,0.4862271547317505,0.19548073410987854,0.22118839621543884,0.14743882417678833,0.33289089798927307,0.2169162482023239,0.14815764129161835,0.3357032239437103,0.2411840260028839,0.40561532974243164
``,0.09445369243621826,0.036644238978624344,0.050574399530887604,0.0461927093565464,0.036644238978624344,0.14755116403102875,0.10477844625711441,0.006090171169489622,0.029072100296616554,0.07021170109510422,0.15610796213150024,0.01270448137074709,0.008517155423760414,0.0685480609536171
town,0.1401478499174118,0.2459200918674469,0.17250823974609375,0.19986698031425476,0.2459200918674469,0.13563896715641022,0.15059450268745422,0.2269844114780426,0.2974243760108948,0.1290370523929596,0.10034085810184479,0.13830983638763428,0.19713185727596283,0.09902279824018478
of,0.20404498279094696,0.5116966962814331,0.25849398970603943,0.2573557198047638,0.5116966962814331,0.13862080872058868,0.0662296712398529,0.34038281440734863,0.733189046382904,0.37726253271102905,0.32204335927963257,0.4185989499092102,0.33290785551071167,0.1826142966747284
the,0.2227081060409546,0.5171257257461548,0.26687872409820557,0.28964531421661377,0.5171257257461548,0.2355078011751175,0.10397842526435852,0.3906462490558624,1.0,0.43858039379119873,0.2824350595474243,0.4739971458911896,0.42745697498321533,0.22068053483963013
ubii,0.2903747260570526,0.2337752729654312,0.2887812554836273,0.25175854563713074,0.2337752729654312,0.2833622992038727,0.19285765290260315,0.18959547579288483,0.2894813120365143,0.23633578419685364,0.2722580134868622,0.18539811670780182,0.18329322338104248,0.23300966620445251
'',-0.02899361588060856,0.021612688899040222,0.06827187538146973,0.0036902285646647215,0.021612688899040222,-0.06909051537513733,-0.05315941944718361,0.007215402089059353,0.041273195296525955,-0.004284570459276438,-0.10265503823757172,-0.04479556903243065,0.08143015950918198,0.018684765323996544
),0.22532153129577637,0.4961937665939331,0.3128665089607239,0.16540366411209106,0.4961937665939331,0.1941394805908203,0.2419842928647995,0.1566188633441925,0.3456730246543884,0.24161455035209656,0.13455748558044434,0.3639558255672455,0.26259949803352356,0.42300865054130554
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
which,0.24297042191028595,0.506277859210968,0.25654318928718567,0.2252068668603897,0.506277859210968,0.1493493914604187,0.09005238860845566,0.2807837128639221,0.6521818041801453,0.4674137234687805,0.22379732131958008,0.44095608592033386,0.5261979103088379,0.25814583897590637
was,0.16730982065200806,0.3740963041782379,0.23566235601902008,0.2031363993883133,0.3740963041782379,0.10998591035604477,0.16931593418121338,0.590133786201477,0.48711544275283813,0.27166637778282166,0.21089579164981842,0.3863949179649353,0.22111038863658905,0.18412111699581146
renamed,0.08886570483446121,0.17359377443790436,0.15382543206214905,0.14101624488830566,0.17359377443790436,0.12541882693767548,0.03202178329229355,0.20863108336925507,0.2855224609375,0.1492379605770111,0.12170696258544922,0.1537042260169983,0.16309694945812225,0.13648955523967743
to,0.1820199340581894,0.48971283435821533,0.3140375316143036,0.23916146159172058,0.48971283435821533,0.17511141300201416,0.17248158156871796,0.31913647055625916,0.535392165184021,0.3343428373336792,0.2220085710287094,0.4451248347759247,0.455847829580307,0.29463258385658264
colonia,0.15078942477703094,0.19246184825897217,0.12855832278728485,0.3375324308872223,0.19246184825897217,0.12222404778003693,0.2748221457004547,0.20343239605426788,0.2522081732749939,0.15484094619750977,0.2716384828090668,0.12795720994472504,0.13335645198822021,0.13169905543327332
agrippina,0.2869265377521515,0.2530461251735687,0.23674741387367249,0.41165265440940857,0.2530461251735687,0.17752011120319366,0.5193946957588196,0.23237822949886322,0.2560017704963684,0.2330155223608017,0.39351075887680054,0.1462697982788086,0.19574831426143646,0.13996095955371857
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
descending,0.10924608260393143,0.24708589911460876,0.19866205751895905,0.19430701434612274,0.24708589911460876,0.06999951601028442,0.037594690918922424,0.17453685402870178,0.34936797618865967,0.2682552635669708,0.17279979586601257,0.17426346242427826,0.2586769163608551,0.14083170890808105
to,0.1820199340581894,0.48971283435821533,0.3140375316143036,0.23916146159172058,0.48971283435821533,0.17511141300201416,0.17248158156871796,0.31913647055625916,0.535392165184021,0.3343428373336792,0.2220085710287094,0.4451248347759247,0.455847829580307,0.29463258385658264
cologne,0.15321741998195648,0.22293949127197266,0.13668455183506012,0.38291868567466736,0.22293949127197266,0.13434365391731262,0.18138165771961212,0.10740557312965393,0.1949973702430725,0.16622775793075562,0.15597768127918243,0.18533070385456085,0.13229849934577942,0.12676802277565002
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
v,0.2646629214286804,0.19040757417678833,0.2959514260292053,0.1764763444662094,0.19040757417678833,0.14047248661518097,0.1307322382926941,0.1089601069688797,0.18580520153045654,0.11187897622585297,0.0664612203836441,0.13933385908603668,0.16628342866897583,0.28677162528038025
alaudae,0.18368491530418396,0.1835915595293045,0.22009769082069397,0.32352346181869507,0.1835915595293045,0.12182479351758957,0.22366563975811005,0.13970591127872467,0.2297319769859314,0.20131656527519226,0.2568298876285553,0.15970006585121155,0.22771914303302765,0.27438852190971375
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
a,0.22089876234531403,0.3739250600337982,0.3155658543109894,0.23196947574615479,0.3739250600337982,0.16178521513938904,0.10250736027956009,0.17203083634376526,0.5829201340675354,0.3289857804775238,0.13107535243034363,0.44038116931915283,0.3320399522781372,0.23916715383529663
celtic,0.15876305103302002,0.18960003554821014,0.14803029596805573,0.44610244035720825,0.18960003554821014,0.07783788442611694,0.17227521538734436,0.18746845424175262,0.252739280462265,0.167180597782135,0.29149195551872253,0.15245205163955688,0.15326356887817383,0.17777416110038757
legion,0.21259017288684845,0.2190190702676773,0.1260421723127365,0.33134451508522034,0.2190190702676773,0.21893516182899475,0.347194641828537,0.19145643711090088,0.2677367329597473,0.1765153706073761,0.8013643622398376,0.18959364295005798,0.08106428384780884,0.08998584002256393
recruited,0.1261070966720581,0.2614280581474304,0.12097566574811935,0.16398954391479492,0.2614280581474304,0.14305640757083893,0.16849704086780548,0.27194252610206604,0.2166408747434616,0.2694902718067169,0.3040477931499481,0.2868426740169525,0.12390090525150299,0.09634052217006683
from,0.16894879937171936,0.3601827025413513,0.1677764356136322,0.20667877793312073,0.3601827025413513,0.14836563169956207,0.12006645649671555,0.29991888999938965,0.40150508284568787,0.25732070207595825,0.2464572787284851,0.314039945602417,0.2737620174884796,0.19969791173934937
gallia,0.24359315633773804,0.22131572663784027,0.17340558767318726,0.46860748529434204,0.22131572663784027,0.2069963663816452,0.45914652943611145,0.18470263481140137,0.2404649257659912,0.18530964851379395,0.46666184067726135,0.1378493756055832,0.1879986822605133,0.11362983286380768
narbonensis,0.3071110248565674,0.1538672000169754,0.14509277045726776,0.33139699697494507,0.1538672000169754,0.1625339388847351,0.2592814266681671,0.15684741735458374,0.22759991884231567,0.20239078998565674,0.23231077194213867,0.07731939107179642,0.1472930908203125,0.18129488825798035
and,0.15630216896533966,1.0,0.31928038597106934,0.2020006626844406,1.0,0.12197627127170563,0.13898566365242004,0.42175528407096863,0.5171257257461548,0.4671151638031006,0.26136550307273865,0.5064792633056641,0.31309178471565247,0.20544172823429108
xxi,0.3269309997558594,0.15118056535720825,0.22960279881954193,0.2302820384502411,0.15118056535720825,0.5652150511741638,0.34324225783348083,0.22820398211479187,0.22909332811832428,0.17564935982227325,0.23673884570598602,0.12593093514442444,0.06845451891422272,0.13385747373104095
",",0.23669195175170898,0.6633074283599854,0.3467482030391693,0.2710793614387512,0.6633074283599854,0.2275100201368332,0.20846016705036163,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.21732504665851593,0.4464869201183319,0.3087472915649414,0.31091248989105225
possibly,0.12210738658905029,0.29933324456214905,0.29808509349823,0.27434009313583374,0.29933324456214905,0.061645518988370895,0.1551070511341095,0.27576109766960144,0.3130749762058258,0.2571035921573639,0.22014719247817993,0.22211717069149017,0.30713677406311035,0.3334614038467407
a,0.22089876234531403,0.3739250600337982,0.3155658543109894,0.23196947574615479,0.3739250600337982,0.16178521513938904,0.10250736027956009,0.17203083634376526,0.5829201340675354,0.3289857804775238,0.13107535243034363,0.44038116931915283,0.3320399522781372,0.23916715383529663
galatian,0.149819478392601,0.2195185273885727,0.16661256551742554,0.4383510947227478,0.2195185273885727,0.21766193211078644,0.31539368629455566,0.17089411616325378,0.23906350135803223,0.18871665000915527,0.3033956289291382,0.1561957746744156,0.11869986355304718,0.17105670273303986
legion,0.21259017288684845,0.2190190702676773,0.1260421723127365,0.33134451508522034,0.2190190702676773,0.21893516182899475,0.347194641828537,0.19145643711090088,0.2677367329597473,0.1765153706073761,0.8013643622398376,0.18959364295005798,0.08106428384780884,0.08998584002256393
from,0.16894879937171936,0.3601827025413513,0.1677764356136322,0.20667877793312073,0.3601827025413513,0.14836563169956207,0.12006645649671555,0.29991888999938965,0.40150508284568787,0.25732070207595825,0.2464572787284851,0.314039945602417,0.2737620174884796,0.19969791173934937
the,0.2227081060409546,0.5171257257461548,0.26687872409820557,0.28964531421661377,0.5171257257461548,0.2355078011751175,0.10397842526435852,0.3906462490558624,1.0,0.43858039379119873,0.2824350595474243,0.4739971458911896,0.42745697498321533,0.22068053483963013
other,0.1439221352338791,0.5504306554794312,0.24405211210250854,0.24413272738456726,0.5504306554794312,0.12958241999149323,0.0728478655219078,0.4041554927825928,0.44152235984802246,0.46609029173851013,0.212107315659523,0.3273986279964447,0.341873437166214,0.24682199954986572
side,0.1944124400615692,0.3098753094673157,0.17187748849391937,0.17231622338294983,0.3098753094673157,0.07923192530870438,0.04431335628032684,0.19292019307613373,0.37146830558776855,0.28367456793785095,0.13827407360076904,0.14891928434371948,0.2532914876937866,0.07831130921840668
of,0.20404498279094696,0.5116966962814331,0.25849398970603943,0.2573557198047638,0.5116966962814331,0.13862080872058868,0.0662296712398529,0.34038281440734863,0.733189046382904,0.37726253271102905,0.32204335927963257,0.4185989499092102,0.33290785551071167,0.1826142966747284
the,0.2227081060409546,0.5171257257461548,0.26687872409820557,0.28964531421661377,0.5171257257461548,0.2355078011751175,0.10397842526435852,0.3906462490558624,1.0,0.43858039379119873,0.2824350595474243,0.4739971458911896,0.42745697498321533,0.22068053483963013
empire,0.19703905284404755,0.27479609847068787,0.24779938161373138,0.34910762310028076,0.27479609847068787,0.14133737981319427,0.26993879675865173,0.25456157326698303,0.32532164454460144,0.15367045998573303,0.43378767371177673,0.18193261325359344,0.21723191440105438,0.14909450709819794
.,0.25456753373146057,0.588965117931366,0.33645379543304443,0.18871380388736725,0.588965117931366,0.21717563271522522,0.19893978536128998,0.3378238379955292,0.5934505462646484,0.3524959683418274,0.19646696746349335,0.4726039469242096,0.3567904531955719,0.4130953550338745
