,warsaw,'s,national,museum,is,one,of,the,most,what,?
are,0.12567314505577087,-0.008927806280553341,0.17082279920578003,0.12469582259654999,0.5330929756164551,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.48698675632476807,0.29724663496017456,0.24591213464736938
national,0.19670157134532928,-0.05226261913776398,1.0000001192092896,0.2500859498977661,0.23413582146167755,0.2082243114709854,0.3314673602581024,0.32739606499671936,0.212355375289917,0.16882304847240448,0.15643028914928436
museum,0.24001078307628632,-0.011753248050808907,0.2500859498977661,1.0000001192092896,0.18299639225006104,0.20303620398044586,0.23314370214939117,0.24861779808998108,0.15799327194690704,0.1771627515554428,0.14128351211547852
with,0.15415489673614502,-0.04624466598033905,0.15206176042556763,0.08185859024524689,0.3250955045223236,0.3855307400226593,0.41827285289764404,0.4223487675189972,0.336320698261261,0.2464839518070221,0.2433311939239502
a,0.19591784477233887,0.04866964742541313,0.27889734506607056,0.14725451171398163,0.658733606338501,0.4910551905632019,0.5052502155303955,0.5829201340675354,0.3508910834789276,0.3320399522781372,0.23916715383529663
collection,0.12622085213661194,0.003388406243175268,0.217006117105484,0.4441815912723541,0.21135231852531433,0.29259923100471497,0.2915455996990204,0.25281965732574463,0.24239301681518555,0.215459942817688,0.20069393515586853
of,0.19253842532634735,-0.03817026689648628,0.3314673602581024,0.23314370214939117,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.4178851246833801,0.33290785551071167,0.1826142966747284
works,0.16889216005802155,0.04286740720272064,0.13869330286979675,0.2308025360107422,0.30236580967903137,0.2639932632446289,0.1964656114578247,0.26337864995002747,0.2340836375951767,0.2418437898159027,0.19597402215003967
whose,0.17702950537204742,-0.019954677671194077,0.1112518459558487,0.017854614183306694,0.26491984724998474,0.38778331875801086,0.37058958411216736,0.38253846764564514,0.34039464592933655,0.22831642627716064,0.16990536451339722
origin,0.08409714698791504,-0.029064321890473366,0.15196636319160461,0.15417233109474182,0.22072334587574005,0.16148081421852112,0.23941168189048767,0.24161343276500702,0.2714861333370209,0.20149369537830353,0.12716172635555267
ranges,0.07477326691150665,0.0009687899728305638,0.13792188465595245,0.07804493606090546,0.26551249623298645,0.25190773606300354,0.25018027424812317,0.2618407607078552,0.21775023639202118,0.20017047226428986,0.10840721428394318
in,0.22642600536346436,-0.037580832839012146,0.28915393352508545,0.2407650351524353,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.41416558623313904,0.30808621644973755,0.20430970191955566
time,0.1637357622385025,0.01301188487559557,0.19250556826591492,0.1336563527584076,0.25187405943870544,0.4878559708595276,0.35127586126327515,0.43061500787734985,0.35173171758651733,0.36319252848625183,0.27391523122787476
from,0.2396499514579773,-0.01936490088701248,0.17547941207885742,0.20791949331760406,0.27355384826660156,0.32194891571998596,0.4249346852302551,0.40150508284568787,0.28580769896507263,0.2737620174884796,0.19969791173934937
antiquity,0.19076476991176605,-0.04742353409528732,0.09810291975736618,0.239325612783432,0.20044873654842377,0.23556822538375854,0.34980958700180054,0.3004048764705658,0.27300503849983215,0.1817406713962555,0.16758611798286438
till,0.14896471798419952,-0.001351460930891335,0.13300977647304535,0.11253838241100311,0.08941567689180374,0.13141629099845886,0.16914160549640656,0.20668664574623108,0.10972028970718384,0.26231494545936584,0.1827678382396698
the,0.23137180507183075,-0.01540423184633255,0.32739606499671936,0.24861779808998108,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.47635307908058167,0.42745697498321533,0.22068053483963013
present,0.06736642867326736,0.010861009359359741,0.11005846410989761,0.1676148623228073,0.1967432200908661,0.23905925452709198,0.3116828501224518,0.2829846143722534,0.18883636593818665,0.30940163135528564,0.21759982407093048
epoch,0.09468439221382141,0.053685467690229416,0.09619289636611938,0.17179080843925476,0.14773544669151306,0.18840566277503967,0.22761239111423492,0.25456464290618896,0.20271742343902588,0.25109848380088806,0.17884482443332672
as,0.14492812752723694,-0.05775856226682663,0.21661384403705597,0.15384963154792786,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.3548237979412079,0.31749409437179565,0.27043893933296204
well,0.13796460628509521,-0.0049502006731927395,0.22215932607650757,0.17272178828716278,0.33406564593315125,0.4386667311191559,0.3343164324760437,0.42630070447921753,0.4756048619747162,0.4154493808746338,0.24815571308135986
as,0.14492812752723694,-0.05775856226682663,0.21661384403705597,0.15384963154792786,0.43216490745544434,0.3954789340496063,0.3886612355709076,0.48381632566452026,0.3548237979412079,0.31749409437179565,0.27043893933296204
one,0.13329707086086273,0.06913424283266068,0.2082243114709854,0.20303620398044586,0.4544198513031006,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.5404669642448425,0.376489520072937,0.2673267424106598
of,0.19253842532634735,-0.03817026689648628,0.3314673602581024,0.23314370214939117,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.4178851246833801,0.33290785551071167,0.1826142966747284
the,0.23137180507183075,-0.01540423184633255,0.32739606499671936,0.24861779808998108,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.47635307908058167,0.42745697498321533,0.22068053483963013
best,0.06704753637313843,0.06545830518007278,0.18944062292575836,0.15108419954776764,0.30476391315460205,0.3874412178993225,0.23660683631896973,0.3134109377861023,0.3848520517349243,0.3036847710609436,0.2799045741558075
collections,0.1679878830909729,0.006817140616476536,0.24930749833583832,0.447247713804245,0.20405815541744232,0.29809001088142395,0.3185039758682251,0.27174001932144165,0.269905686378479,0.22708594799041748,0.1873358190059662
of,0.19253842532634735,-0.03817026689648628,0.3314673602581024,0.23314370214939117,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.4178851246833801,0.33290785551071167,0.1826142966747284
paintings,0.16261500120162964,0.014467387460172176,0.18414539098739624,0.3647291660308838,0.1893506497144699,0.21648649871349335,0.21768251061439514,0.2167874127626419,0.26212847232818604,0.22357428073883057,0.1866389960050583
in,0.22642600536346436,-0.037580832839012146,0.28915393352508545,0.2407650351524353,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.41416558623313904,0.30808621644973755,0.20430970191955566
the,0.23137180507183075,-0.01540423184633255,0.32739606499671936,0.24861779808998108,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.47635307908058167,0.42745697498321533,0.22068053483963013
country,0.14886943995952606,0.0747150406241417,0.2563340365886688,0.13286592066287994,0.24409033358097076,0.26064035296440125,0.28866857290267944,0.30432501435279846,0.2174985557794571,0.22705033421516418,0.12647280097007751
including,0.11240771412849426,0.0074059427715837955,0.23123744130134583,0.21556918323040009,0.25093933939933777,0.3568016290664673,0.44195112586021423,0.3738902807235718,0.4393967390060425,0.18328791856765747,0.1633303165435791
some,0.1486753523349762,0.056411296129226685,0.19008179008960724,0.14952780306339264,0.3038453459739685,0.4537518322467804,0.4300730526447296,0.4566698372364044,0.6355911493301392,0.4491020441055298,0.2562315762042999
paintings,0.16261500120162964,0.014467387460172176,0.18414539098739624,0.3647291660308838,0.1893506497144699,0.21648649871349335,0.21768251061439514,0.2167874127626419,0.26212847232818604,0.22357428073883057,0.1866389960050583
from,0.2396499514579773,-0.01936490088701248,0.17547941207885742,0.20791949331760406,0.27355384826660156,0.32194891571998596,0.4249346852302551,0.40150508284568787,0.28580769896507263,0.2737620174884796,0.19969791173934937
adolf,0.34558016061782837,0.03073660098016262,0.1377129703760147,0.01980557106435299,0.1169748604297638,0.11519709974527359,0.2062341570854187,0.23496994376182556,0.1404234915971756,0.1794750839471817,0.16571351885795593
hitler,0.3572941720485687,0.08302460610866547,0.1441926807165146,0.024987826123833656,0.11709331721067429,0.15225175023078918,0.20085355639457703,0.2337159663438797,0.1636200249195099,0.23170879483222961,0.22639022767543793
's,0.02839025668799877,0.9999999403953552,-0.05226261913776398,-0.011753248050808907,0.02396530658006668,0.06913424283266068,-0.03817026689648628,-0.01540423184633255,0.024445664137601852,0.02692362666130066,-0.023395681753754616
private,0.14208947122097015,0.08433578908443451,0.16998161375522614,0.21051907539367676,0.1420905888080597,0.24056240916252136,0.18706899881362915,0.18291357159614563,0.20440927147865295,0.16778090596199036,0.14389030635356903
collection,0.12622085213661194,0.003388406243175268,0.217006117105484,0.4441815912723541,0.21135231852531433,0.29259923100471497,0.2915455996990204,0.25281965732574463,0.24239301681518555,0.215459942817688,0.20069393515586853
",",0.25300899147987366,-0.0016132977325469255,0.23933029174804688,0.20741747319698334,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.3636029064655304,0.3087472915649414,0.31091248989105225
and,0.2083624005317688,0.06895173341035843,0.2608908712863922,0.21554097533226013,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.4309377074241638,0.31309178471565247,0.20544172823429108
museum,0.24001078307628632,-0.011753248050808907,0.2500859498977661,1.0000001192092896,0.18299639225006104,0.20303620398044586,0.23314370214939117,0.24861779808998108,0.15799327194690704,0.1771627515554428,0.14128351211547852
of,0.19253842532634735,-0.03817026689648628,0.3314673602581024,0.23314370214939117,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.4178851246833801,0.33290785551071167,0.1826142966747284
the,0.23137180507183075,-0.01540423184633255,0.32739606499671936,0.24861779808998108,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.47635307908058167,0.42745697498321533,0.22068053483963013
polish,0.6311136484146118,0.047667719423770905,0.12666994333267212,0.17116215825080872,0.14989061653614044,0.16238172352313995,0.16866981983184814,0.17708231508731842,0.14404712617397308,0.08233486860990524,0.14012759923934937
army,0.2348434329032898,0.03417222201824188,0.20045478641986847,0.14988547563552856,0.15909184515476227,0.16603176295757294,0.2669098675251007,0.31011611223220825,0.1781715601682663,0.1698741316795349,0.180583193898201
whose,0.17702950537204742,-0.019954677671194077,0.1112518459558487,0.017854614183306694,0.26491984724998474,0.38778331875801086,0.37058958411216736,0.38253846764564514,0.34039464592933655,0.22831642627716064,0.16990536451339722
set,0.08846039324998856,0.05998389050364494,0.11207105964422226,0.1482827514410019,0.21148966252803802,0.25091665983200073,0.20671486854553223,0.2927955985069275,0.15995323657989502,0.28954121470451355,0.1698019951581955
portrays,0.09024740755558014,-0.018981583416461945,0.08312692493200302,0.1535453200340271,0.24465838074684143,0.22641032934188843,0.24156837165355682,0.2010500729084015,0.2688072919845581,0.20306366682052612,0.13466791808605194
the,0.23137180507183075,-0.01540423184633255,0.32739606499671936,0.24861779808998108,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.47635307908058167,0.42745697498321533,0.22068053483963013
history,0.14789769053459167,-0.0466335192322731,0.2300690859556198,0.36523616313934326,0.1751103699207306,0.3155480921268463,0.31014925241470337,0.33215048909187317,0.3151164948940277,0.28630873560905457,0.2501974403858185
of,0.19253842532634735,-0.03817026689648628,0.3314673602581024,0.23314370214939117,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.4178851246833801,0.33290785551071167,0.1826142966747284
arms,0.060409724712371826,-0.04347587376832962,0.14593671262264252,0.17998600006103516,0.14908017218112946,0.2046997994184494,0.30713436007499695,0.2508765757083893,0.21953366696834564,0.1261218786239624,0.1243237629532814
.,0.26825499534606934,-0.003708066651597619,0.29436907172203064,0.19497929513454437,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.35404038429260254,0.3567904531955719,0.4130953550338745
