,who,was,the,associate,administrator,that,houbolt,spoke,with,?
robert,0.2748492956161499,0.24186499416828156,0.2257954627275467,0.17139434814453125,0.1594233363866806,0.17482081055641174,0.38280972838401794,0.1347924917936325,0.19348889589309692,0.11293095350265503
seamans,0.29676353931427,0.2059934288263321,0.29178768396377563,0.1767587661743164,0.2131880670785904,0.21812424063682556,0.3398193418979645,0.18330106139183044,0.18361619114875793,0.15091076493263245
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.021947627887129784,0.026378612965345383,0.0633435994386673,0.018654683604836464,0.05164329335093498,0.12944702804088593,0.10349778085947037
while,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.20863814651966095,0.18571428954601288,0.43523597717285156,0.22717876732349396,0.24607564508914948,0.4426766335964203,0.21076419949531555
acknowledging,0.320743590593338,0.21771858632564545,0.29385995864868164,0.21628603339195251,0.28427234292030334,0.4321209788322449,0.15085521340370178,0.32450008392333984,0.3031335473060608,0.25490888953208923
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.2016943246126175,0.2705237567424774,1.0,0.20796407759189606,0.2786484360694885,0.4154358208179474,0.32716336846351624
he,0.5500732064247131,0.5410010814666748,0.4571082592010498,0.2732650339603424,0.28635507822036743,0.36068853735923767,0.29460495710372925,0.3249238431453705,0.2845253646373749,0.2089974731206894
spoke,0.3549655079841614,0.38978081941604614,0.268061101436615,0.15869605541229248,0.17124304175376892,0.2786484360694885,0.10423784703016281,1.0,0.22391703724861145,0.16296985745429993
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.0722736194729805,0.0961422249674797,0.05285148695111275,0.014900666661560535,0.06329567730426788,0.08974023163318634,0.0685480609536171
somewhat,0.19545090198516846,0.22471950948238373,0.24373650550842285,0.13980548083782196,0.2499067634344101,0.3846902549266815,0.11475080251693726,0.18896760046482086,0.29086029529571533,0.23247024416923523
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2852577567100525,0.24365711212158203,0.4735107421875,0.23489683866500854,0.24983882904052734,0.40387406945228577,0.27043893933296204
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.2032746970653534,0.23652416467666626,0.47537946701049805,0.32289475202560425,0.18961507081985474,0.3783375024795532,0.23916715383529663
voice,0.2275296300649643,0.20301766693592072,0.19344258308410645,0.06801152974367142,0.1550193727016449,0.14016781747341156,0.26964059472084045,0.22409145534038544,0.1491735577583313,0.17046543955802917
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.20705638825893402,0.16844739019870758,0.435920387506485,0.24648047983646393,0.21915249526500702,0.4080928862094879,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.25426939129829407,0.23136885464191437,0.5473989248275757,0.27896469831466675,0.268061101436615,0.4223487675189972,0.22068053483963013
wilderness,0.15926168859004974,0.15084365010261536,0.26517605781555176,0.05949496850371361,0.08849501609802246,0.22422441840171814,0.2510209381580353,0.22973696887493134,0.08112889528274536,0.1363435983657837
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.27230769395828247,0.30028748512268066,0.4137537479400635,0.42276179790496826,0.2793640196323395,0.4120737314224243,0.31091248989105225
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.04070844128727913,0.025477133691310883,0.007880004122853279,-0.07223563641309738,0.009258952923119068,0.07907696813344955,0.018684765323996544
houbolt,0.303770512342453,0.34106895327568054,0.27896469831466675,0.2634555995464325,0.3103731870651245,0.20796407759189606,1.0,0.10423784703016281,0.17035625874996185,0.22379930317401886
pleaded,0.25950244069099426,0.3323846459388733,0.21491344273090363,0.3501950800418854,0.2817520797252655,0.2681078612804413,0.2827705442905426,0.29737168550491333,0.23037853837013245,0.18678340315818787
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.2016943246126175,0.2705237567424774,1.0,0.20796407759189606,0.2786484360694885,0.4154358208179474,0.32716336846351624
lor,0.19569316506385803,0.19599664211273193,0.19965508580207825,0.16845116019248962,0.25294771790504456,0.14702755212783813,0.293305903673172,0.15610279142856598,0.08844403922557831,0.19372881948947906
should,0.2982507050037384,0.2850143015384674,0.32399165630340576,0.13421958684921265,0.3363673985004425,0.4588061273097992,0.1399758756160736,0.20620383322238922,0.29016703367233276,0.4442402422428131
not,0.369414746761322,0.2888734042644501,0.4310511648654938,0.20010000467300415,0.2750423550605774,0.6600887179374695,0.14518575370311737,0.24025049805641174,0.3409014642238617,0.41942933201789856
be,0.3371641933917999,0.42228707671165466,0.4248143136501312,0.1531977355480194,0.3183789849281311,0.6036020517349243,0.17955847084522247,0.1969110518693924,0.36101722717285156,0.3324260413646698
discounted,0.25443586707115173,0.23272159695625305,0.2977820634841919,0.18218879401683807,0.280892550945282,0.36008450388908386,0.14670787751674652,0.2153022587299347,0.21269190311431885,0.17140984535217285
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.20705638825893402,0.16844739019870758,0.435920387506485,0.24648047983646393,0.21915249526500702,0.4080928862094879,0.20430970191955566
studies,0.13456499576568604,0.22014805674552917,0.22738903760910034,0.33445391058921814,0.1797412633895874,0.26255905628204346,0.23124602437019348,0.2110448032617569,0.17316602170467377,0.1388726830482483
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.30520564317703247,0.22513146698474884,0.41498205065727234,0.24302005767822266,0.21485641598701477,0.41827285289764404,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.25426939129829407,0.23136885464191437,0.5473989248275757,0.27896469831466675,0.268061101436615,0.4223487675189972,0.22068053483963013
question,0.3076270818710327,0.21166403591632843,0.28031662106513977,0.20918786525726318,0.28706520795822144,0.4109575152397156,0.17867723107337952,0.2801068127155304,0.21963532269001007,0.48000848293304443
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.25058677792549133,0.279374897480011,0.4460422694683075,0.3526487350463867,0.23284921050071716,0.4446153938770294,0.4130953550338745
