,when,did,luther,produce,a,hymnic,version,of,the,lord,'s,prayer,?
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.5829201340675354,0.26652225852012634,0.27268242835998535,0.733189046382904,1.0,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22068053483963013
small,0.3321642279624939,0.20443524420261383,0.12053710222244263,0.2604418694972992,0.41262131929397583,0.19430938363075256,0.13270513713359833,0.353353351354599,0.39655908942222595,0.13850955665111542,0.08369652181863785,0.15554364025592804,0.13914890587329865
catechism,0.17368461191654205,0.16412173211574554,0.3202340006828308,0.1280854493379593,0.1963084191083908,0.41887784004211426,0.2823457419872284,0.2834422290325165,0.23989783227443695,0.21302156150341034,-0.03376629948616028,0.40363210439682007,0.25135189294815063
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.427140474319458,0.30642732977867126,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.14705438911914825,0.3382980525493622,0.3783375024795532,0.21286609768867493,0.2542000412940979,0.41827285289764404,0.4223487675189972,0.08871696144342422,-0.04624466598033905,0.16581103205680847,0.2433311939239502
one,0.38307374715805054,0.27659472823143005,0.1255420446395874,0.20605838298797607,0.4910551905632019,0.26043930649757385,0.24625015258789062,0.4999135136604309,0.5514441132545471,0.20721577107906342,0.06913424283266068,0.21730543673038483,0.2673267424106598
stanza,0.14883388578891754,0.10650855302810669,0.11311165988445282,0.11322618275880814,0.18222494423389435,0.3232496976852417,0.24573874473571777,0.2453700751066208,0.2326212227344513,0.14385256171226501,-0.1017952486872673,0.26513397693634033,0.14266060292720795
for,0.43402108550071716,0.318512886762619,0.12958186864852905,0.24403390288352966,0.44038116931915283,0.24600154161453247,0.19780562818050385,0.4185989499092102,0.4739971458911896,0.2191227525472641,-0.07241261005401611,0.1658758968114853,0.264628142118454
each,0.3531915247440338,0.20516681671142578,0.16104361414909363,0.30956384539604187,0.434999018907547,0.16202493011951447,0.12027660012245178,0.38460010290145874,0.470844566822052,0.11852969974279404,0.021750088781118393,0.22243736684322357,0.21173812448978424
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5052502155303955,0.2967688739299774,0.14166875183582306,1.0,0.733189046382904,0.20127125084400177,-0.03817026689648628,0.18775463104248047,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.5829201340675354,0.26652225852012634,0.27268242835998535,0.733189046382904,1.0,0.2489406019449234,-0.01540423184633255,0.2471906840801239,0.22068053483963013
seven,0.1915208101272583,0.11491922289133072,0.13361068069934845,0.11218131333589554,0.2029859572649002,0.2077542245388031,0.1348942071199417,0.273354172706604,0.28151169419288635,0.14443372189998627,0.05859247222542763,0.1815817505121231,0.1732930988073349
prayer,0.1472240537405014,0.1209011897444725,0.23982968926429749,0.10978774726390839,0.20626325905323029,0.4346781075000763,0.16964641213417053,0.18775463104248047,0.2471906840801239,0.27337387204170227,0.06618055701255798,1.0000001192092896,0.2122897058725357
petitions,0.22436831891536713,0.23897767066955566,0.2068224996328354,0.11682895570993423,0.2613472044467926,0.2487146258354187,0.17148306965827942,0.2515133023262024,0.26148080825805664,0.1572423279285431,0.022324591875076294,0.2697086036205292,0.2089788168668747
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.427140474319458,0.30642732977867126,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.23110952973365784,-0.0016132977325469255,0.1917228251695633,0.31091248989105225
plus,0.17334413528442383,0.17571574449539185,0.08150237053632736,0.12107859551906586,0.2122514247894287,0.24387963116168976,0.18242645263671875,0.25934526324272156,0.2724461257457733,0.03025565855205059,0.10238919407129288,0.10349180549383163,0.143734410405159
opening,0.2410094141960144,0.143735870718956,0.08738609403371811,0.18531598150730133,0.2575104236602783,0.2523634135723114,0.23655761778354645,0.2651100158691406,0.37298497557640076,0.17784054577350616,0.03635485842823982,0.20396845042705536,0.16502447426319122
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2701570689678192,0.3739250600337982,0.26196327805519104,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.22902889549732208,0.06895173341035843,0.17425645887851715,0.20544172823429108
closing,0.250838041305542,0.2093646377325058,0.11449485272169113,0.14951074123382568,0.22376655042171478,0.3107905685901642,0.19237281382083893,0.18359942734241486,0.29856032133102417,0.11067750304937363,0.027921859174966812,0.15954555571079254,0.20759470760822296
stanzas,0.17386886477470398,0.15234817564487457,0.1724177747964859,0.1554420441389084,0.21686995029449463,0.37206733226776123,0.25124576687812805,0.2896997630596161,0.2725447416305542,0.14565372467041016,-0.07067827880382538,0.31041663885116577,0.15863151848316193
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2587496340274811,0.50484299659729,0.2946828305721283,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.14438843727111816,-0.003708066651597619,0.14948903024196625,0.4130953550338745
