,what,type,of,ratios,are,used,in,geochronologic,and,thermochronologic,studies,?
measured,0.23318471014499664,0.1295863687992096,0.26447921991348267,0.4329896867275238,0.24699005484580994,0.3536057472229004,0.23880761861801147,0.2953501343727112,0.19594891369342804,0.3881435990333557,0.2344295084476471,0.17351430654525757
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.11642739921808243,0.3841303884983063,0.3090210556983948,1.0,0.23719236254692078,0.4954058527946472,0.28261494636535645,0.30442532896995544,0.20430970191955566
minerals,0.24195240437984467,0.1691332757472992,0.2877640724182129,0.32178354263305664,0.3359486162662506,0.27327004075050354,0.23507511615753174,0.33565840125083923,0.259337455034256,0.3842836022377014,0.24132966995239258,0.19654792547225952
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.32612112164497375,0.45265161991119385,0.37621384859085083,0.435920387506485,0.28254982829093933,0.4731321930885315,0.35629764199256897,0.26255905628204346,0.32716336846351624
give,0.32935357093811035,0.1843826174736023,0.33489471673965454,0.2198551446199417,0.2951275110244751,0.2823134660720825,0.20895415544509888,0.20588651299476624,0.3040338158607483,0.25999462604522705,0.15211589634418488,0.2985610067844391
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20106638967990875,0.40399202704429626,0.3718377649784088,0.6662389636039734,0.3030722439289093,0.5171257257461548,0.34499162435531616,0.22738903760910034,0.22068053483963013
amount,0.2602839767932892,0.24691428244113922,0.2541177570819855,0.3548080325126648,0.2873819172382355,0.27664682269096375,0.2569429874420166,0.1380729377269745,0.2668909728527069,0.24252265691757202,0.13580666482448578,0.17984020709991455
of,0.33290785551071167,0.18112817406654358,1.0,0.22878147661685944,0.39081433415412903,0.3075267970561981,0.5696388483047485,0.2865223288536072,0.5116966962814331,0.32483145594596863,0.26975658535957336,0.1826142966747284
time,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.20307976007461548,0.24188680946826935,0.2869652807712555,0.3431483507156372,0.2586275339126587,0.3025408685207367,0.3288692235946655,0.1405213177204132,0.27391523122787476
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.32612112164497375,0.45265161991119385,0.37621384859085083,0.435920387506485,0.28254982829093933,0.4731321930885315,0.35629764199256897,0.26255905628204346,0.32716336846351624
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.19515210390090942,0.4313911199569702,0.23367926478385925,0.4173259735107422,0.1393817514181137,0.43716782331466675,0.1950455904006958,0.24284861981868744,0.15994466841220856
passed,0.22233739495277405,0.06003176048398018,0.2703755795955658,0.13327433168888092,0.14285653829574585,0.20536816120147705,0.2297387272119522,0.10579085350036621,0.2603820264339447,0.19610066711902618,0.176186203956604,0.12064517289400101
since,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.15383478999137878,0.30560651421546936,0.23610791563987732,0.4325680434703827,0.14017219841480255,0.3515571057796478,0.2033606320619583,0.11472364515066147,0.2876587212085724
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2373046725988388,0.265255331993103,0.3864384889602661,0.539380669593811,0.22228270769119263,0.3739250600337982,0.28332558274269104,0.24775946140289307,0.23916715383529663
rock,0.1923677921295166,0.18739546835422516,0.2653365731239319,0.16601958870887756,0.2232755869626999,0.18291133642196655,0.19663549959659576,0.2259875386953354,0.2808155119419098,0.2456371933221817,0.12123125046491623,0.13172835111618042
passed,0.22233739495277405,0.06003176048398018,0.2703755795955658,0.13327433168888092,0.14285653829574585,0.20536816120147705,0.2297387272119522,0.10579085350036621,0.2603820264339447,0.19610066711902618,0.176186203956604,0.12064517289400101
through,0.23167094588279724,0.1296497881412506,0.3647414743900299,0.1571090668439865,0.2637137472629547,0.20277023315429688,0.38533157110214233,0.1901613026857376,0.3666759729385376,0.24411487579345703,0.1855110377073288,0.16913433372974396
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.24739804863929749,0.30942749977111816,0.294392853975296,0.3793783485889435,0.2653564512729645,0.3841775357723236,0.31606927514076233,0.1987047642469406,0.15103481709957123
particular,0.4548671245574951,0.3430236876010895,0.3490585684776306,0.34514954686164856,0.3587656319141388,0.4243784248828888,0.3090636432170868,0.27129966020584106,0.29526737332344055,0.3048543930053711,0.27146875858306885,0.2741454839706421
closure,0.24223414063453674,0.11146799474954605,0.10923299193382263,0.35131457448005676,0.20242443680763245,0.15257704257965088,0.19485266506671906,0.14663165807724,0.1900031715631485,0.20801278948783875,0.12185925990343094,0.24107147753238678
temperature,0.26338207721710205,0.19105668365955353,0.21649840474128723,0.3747352063655853,0.2518121302127838,0.23570287227630615,0.269207626581192,0.24431771039962769,0.2216416299343109,0.39989128708839417,0.14537297189235687,0.2011885941028595
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20860883593559265,0.4062570035457611,0.3120402991771698,0.5201468467712402,0.2200002819299698,0.6633074283599854,0.269906222820282,0.26373082399368286,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20106638967990875,0.40399202704429626,0.3718377649784088,0.6662389636039734,0.3030722439289093,0.5171257257461548,0.34499162435531616,0.22738903760910034,0.22068053483963013
point,0.3286605179309845,0.1194918230175972,0.269877165555954,0.29793697595596313,0.2547467350959778,0.1886732280254364,0.24451331794261932,0.1954820305109024,0.23319636285305023,0.23075367510318756,0.1573592573404312,0.19189560413360596
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.13459956645965576,0.2074895054101944,0.22295412421226501,0.4374977946281433,0.1931789219379425,0.3571503460407257,0.25059112906455994,0.22942647337913513,0.21978627145290375
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.31784749031066895,0.42922598123550415,0.414506196975708,0.4840516746044159,0.33739084005355835,0.506277859210968,0.41905584931373596,0.21723276376724243,0.25814583897590637
different,0.39262300729751587,0.32853832840919495,0.3747533857822418,0.35516655445098877,0.5170795917510986,0.4402783513069153,0.29409363865852356,0.32068488001823425,0.39536112546920776,0.3688693344593048,0.2763093113899231,0.24476227164268494
radiometric,0.2903249263763428,0.2240673005580902,0.2906482219696045,0.4104299545288086,0.26679906249046326,0.3650185167789459,0.23563922941684723,0.4862169623374939,0.24802857637405396,0.5056027770042419,0.32063373923301697,0.13896988332271576
isotopes,0.1776542365550995,0.2350449115037918,0.22727559506893158,0.3762085437774658,0.2572533190250397,0.25701582431793213,0.17971833050251007,0.3301599323749542,0.21556945145130157,0.4132842719554901,0.3023243546485901,0.1561429351568222
stop,0.33920153975486755,0.17972078919410706,0.2052845060825348,0.1218632236123085,0.24806568026542664,0.28132301568984985,0.20196323096752167,0.08748383074998856,0.2426174432039261,0.17839477956295013,0.12970151007175446,0.23117060959339142
diffusing,0.35300520062446594,0.30079010128974915,0.2860882878303528,0.4580329954624176,0.3833145499229431,0.4073081612586975,0.23359805345535278,0.28328490257263184,0.30206382274627686,0.4060079753398895,0.2754334807395935,0.2990126609802246
into,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.16042199730873108,0.2930682599544525,0.21789848804473877,0.38021373748779297,0.21624669432640076,0.36597734689712524,0.25829973816871643,0.173822283744812,0.15662476420402527
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2113747000694275,0.48576638102531433,0.3150506615638733,0.4954058527946472,0.21957086026668549,1.0,0.2639951705932617,0.30504533648490906,0.20544172823429108
out,0.3633197546005249,0.18749801814556122,0.34176841378211975,0.21165218949317932,0.31390950083732605,0.2197798490524292,0.3576207756996155,0.15309005975723267,0.3881998062133789,0.2082933932542801,0.16734781861305237,0.22020699083805084
of,0.33290785551071167,0.18112817406654358,1.0,0.22878147661685944,0.39081433415412903,0.3075267970561981,0.5696388483047485,0.2865223288536072,0.5116966962814331,0.32483145594596863,0.26975658535957336,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20106638967990875,0.40399202704429626,0.3718377649784088,0.6662389636039734,0.3030722439289093,0.5171257257461548,0.34499162435531616,0.22738903760910034,0.22068053483963013
crystal,0.22523897886276245,0.08751829713582993,0.17134107649326324,0.18173125386238098,0.10133101791143417,0.1617911010980606,0.23655912280082703,0.18941350281238556,0.18483155965805054,0.23477599024772644,0.05913824960589409,0.17370280623435974
lattice,0.20927949249744415,0.15581636130809784,0.2593778073787689,0.346364289522171,0.2822531759738922,0.29300931096076965,0.2894676923751831,0.344086229801178,0.29877158999443054,0.40033861994743347,0.21793033182621002,0.12518279254436493
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21749508380889893,0.3452940285205841,0.33111312985420227,0.5591574311256409,0.21194998919963837,0.588965117931366,0.25609543919563293,0.22173671424388885,0.4130953550338745
