,what,city,in,victoria,is,called,the,sporting,capital,of,australia,?
and,0.31309178471565247,0.2827445864677429,0.4954058527946472,0.24507255852222443,0.3859752118587494,0.3251761794090271,0.5171257257461548,0.26027247309684753,0.218168243765831,0.5116966962814331,0.2804507613182068,0.20544172823429108
the,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.2204313427209854,0.5823672413825989,0.489897221326828,1.0,0.2211751937866211,0.3049491047859192,0.733189046382904,0.26828548312187195,0.22068053483963013
host,0.12779991328716278,0.21471206843852997,0.21661671996116638,0.06628845632076263,0.18300022184848785,0.15732689201831818,0.26909032464027405,0.25524312257766724,0.16374149918556213,0.1709926575422287,0.1397964358329773,0.1021634042263031
of,0.33290785551071167,0.32503411173820496,0.5696388483047485,0.2505437433719635,0.4854315221309662,0.4222904443740845,0.733189046382904,0.19587038457393646,0.30823585391044617,1.0,0.2669609785079956,0.1826142966747284
the,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.2204313427209854,0.5823672413825989,0.489897221326828,1.0,0.2211751937866211,0.3049491047859192,0.733189046382904,0.26828548312187195,0.22068053483963013
1956,0.1479085087776184,0.05998188257217407,0.09307657182216644,0.06658031791448593,0.05727637931704521,0.1241980716586113,0.0733926072716713,0.10374041646718979,-0.023025980219244957,0.10223212838172913,0.06586690247058868,0.12402702867984772
summer,0.16213102638721466,0.20265105366706848,0.31081318855285645,0.16887231171131134,0.17436888813972473,0.2115183025598526,0.2685571610927582,0.25232574343681335,0.1442694067955017,0.2329561412334442,0.19226795434951782,0.11625723540782928
olympics,0.16770169138908386,0.22772172093391418,0.25125735998153687,0.1449986845254898,0.12306572496891022,0.11657795310020447,0.22065100073814392,0.3458130657672882,0.16634739935398102,0.17032378911972046,0.1642191857099533,0.14495649933815002
and,0.31309178471565247,0.2827445864677429,0.4954058527946472,0.24507255852222443,0.3859752118587494,0.3251761794090271,0.5171257257461548,0.26027247309684753,0.218168243765831,0.5116966962814331,0.2804507613182068,0.20544172823429108
the,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.2204313427209854,0.5823672413825989,0.489897221326828,1.0,0.2211751937866211,0.3049491047859192,0.733189046382904,0.26828548312187195,0.22068053483963013
2006,-0.0008085015579126775,-0.07960782945156097,-0.04600946605205536,-0.07631634920835495,0.07398132234811783,0.12112881243228912,0.11294147372245789,0.02600250020623207,-0.08172375708818436,0.10009169578552246,-0.050280459225177765,-0.1194092258810997
commonwealth,0.1751948744058609,0.24972665309906006,0.2471591830253601,0.2913157641887665,0.1592666506767273,0.13152924180030823,0.3297852873802185,0.23035000264644623,0.30710211396217346,0.3000677525997162,0.31561052799224854,0.13252873718738556
games,0.1820194572210312,0.17271248996257782,0.24802106618881226,0.09138665348291397,0.17599987983703613,0.18328243494033813,0.2676136791706085,0.36526942253112793,0.1529160887002945,0.2499092072248459,0.12335414439439774,0.1360001415014267
.,0.3567904531955719,0.29856356978416443,0.5591574311256409,0.23069117963314056,0.4569662809371948,0.300344854593277,0.5934505462646484,0.2595202326774597,0.23657599091529846,0.5352458953857422,0.2899940609931946,0.4130953550338745
,what,city,in,victoria,is,called,the,sporting,capital,of,australia,?
culturally,0.25300973653793335,0.23540569841861725,0.23738472163677216,0.11798512190580368,0.21864451467990875,0.21151922643184662,0.2812896966934204,0.18238437175750732,0.26402345299720764,0.24142678081989288,0.19931349158287048,0.13023632764816284
",",0.3087472915649414,0.35839709639549255,0.5201468467712402,0.2279360294342041,0.4691906273365021,0.26549121737480164,0.4933079481124878,0.2571864128112793,0.28033894300460815,0.4946078956127167,0.22314006090164185,0.31091248989105225
melbourne,0.10823550075292587,0.2566491961479187,0.21059004962444305,0.5566045641899109,0.14877618849277496,0.22210079431533813,0.2464369535446167,0.2712974548339844,0.14316412806510925,0.1963735967874527,0.6183432340621948,0.09101688116788864
is,0.28837618231773376,0.3186660706996918,0.5394441485404968,0.1633591204881668,1.0,0.430266410112381,0.5823672413825989,0.19381001591682434,0.2849797308444977,0.4854315221309662,0.1734699010848999,0.22961433231830597
home,0.1608789712190628,0.2925249934196472,0.30467477440834045,0.11941828578710556,0.22316986322402954,0.22441831231117249,0.28978195786476135,0.19432730972766876,0.21329748630523682,0.24402645230293274,0.1754150688648224,0.0757145956158638
to,0.455847829580307,0.20300441980361938,0.45010748505592346,0.18328198790550232,0.42745086550712585,0.2987143397331238,0.535392165184021,0.1764773279428482,0.1844596415758133,0.41548454761505127,0.24799345433712006,0.29463258385658264
a,0.3320399522781372,0.2349124401807785,0.539380669593811,0.15216270089149475,0.658733606338501,0.4868806302547455,0.5829201340675354,0.2138347178697586,0.16007359325885773,0.5052502155303955,0.17524918913841248,0.23916715383529663
number,0.23046229779720306,0.18381020426750183,0.3024539053440094,0.16931062936782837,0.22390379011631012,0.20936982333660126,0.35145696997642517,0.17331942915916443,0.14240238070487976,0.2778518795967102,0.21465371549129486,0.19256845116615295
of,0.33290785551071167,0.32503411173820496,0.5696388483047485,0.2505437433719635,0.4854315221309662,0.4222904443740845,0.733189046382904,0.19587038457393646,0.30823585391044617,1.0,0.2669609785079956,0.1826142966747284
museums,0.18489275872707367,0.3420276343822479,0.2833188474178314,0.16491734981536865,0.19032974541187286,0.1814892590045929,0.2721219062805176,0.29076042771339417,0.2798987030982971,0.2631984055042267,0.20806419849395752,0.1374243199825287
",",0.3087472915649414,0.35839709639549255,0.5201468467712402,0.2279360294342041,0.4691906273365021,0.26549121737480164,0.4933079481124878,0.2571864128112793,0.28033894300460815,0.4946078956127167,0.22314006090164185,0.31091248989105225
art,0.19292277097702026,0.23188018798828125,0.2282189577817917,0.22166135907173157,0.17386884987354279,0.1624414622783661,0.20297785103321075,0.21047300100326538,0.17891250550746918,0.22648051381111145,0.20577692985534668,0.138971745967865
galleries,0.17793069779872894,0.22320909798145294,0.2712664008140564,0.2599138021469116,0.16632306575775146,0.18283121287822723,0.27603694796562195,0.2909683585166931,0.1850045919418335,0.24172402918338776,0.313486784696579,0.1957392692565918
and,0.31309178471565247,0.2827445864677429,0.4954058527946472,0.24507255852222443,0.3859752118587494,0.3251761794090271,0.5171257257461548,0.26027247309684753,0.218168243765831,0.5116966962814331,0.2804507613182068,0.20544172823429108
theatres,0.13976961374282837,0.2984752655029297,0.3121017515659332,0.15620064735412598,0.190605029463768,0.19718866050243378,0.2874569296836853,0.3027063012123108,0.22327463328838348,0.20605787634849548,0.20559653639793396,0.10397201776504517
and,0.31309178471565247,0.2827445864677429,0.4954058527946472,0.24507255852222443,0.3859752118587494,0.3251761794090271,0.5171257257461548,0.26027247309684753,0.218168243765831,0.5116966962814331,0.2804507613182068,0.20544172823429108
is,0.28837618231773376,0.3186660706996918,0.5394441485404968,0.1633591204881668,1.0,0.430266410112381,0.5823672413825989,0.19381001591682434,0.2849797308444977,0.4854315221309662,0.1734699010848999,0.22961433231830597
also,0.42747777700424194,0.2577536404132843,0.5073733329772949,0.23245859146118164,0.5012649297714233,0.5140911936759949,0.6021018624305725,0.27878910303115845,0.22019171714782715,0.4924938678741455,0.26121261715888977,0.21848613023757935
described,0.22590412199497223,0.13717254996299744,0.28813880681991577,0.09520433098077774,0.2517563998699188,0.40023574233055115,0.2878154516220093,0.055586718022823334,0.10246696323156357,0.297532320022583,0.1615380048751831,0.1374269425868988
as,0.31749409437179565,0.21195319294929504,0.3887844979763031,0.19515912234783173,0.43216490745544434,0.2827680706977844,0.48381632566452026,0.2329227775335312,0.19028405845165253,0.3886612355709076,0.21074992418289185,0.27043893933296204
the,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.2204313427209854,0.5823672413825989,0.489897221326828,1.0,0.2211751937866211,0.3049491047859192,0.733189046382904,0.26828548312187195,0.22068053483963013
``,0.008517155423760414,-0.009671642445027828,0.04765888676047325,-0.06768359988927841,0.058766357600688934,0.00907047651708126,0.029072100296616554,0.04167095571756363,0.14263363182544708,0.06780257821083069,-0.0577358677983284,0.0685480609536171
sporting,0.13019490242004395,0.2257005125284195,0.24529825150966644,0.21182699501514435,0.19381001591682434,0.21861182153224945,0.2211751937866211,1.0,0.1710646152496338,0.19587038457393646,0.21076451241970062,0.14904242753982544
capital,0.17967931926250458,0.5637158751487732,0.3233928978443146,0.17855964601039886,0.2849797308444977,0.18517236411571503,0.3049491047859192,0.1710646152496338,0.9999999403953552,0.30823585391044617,0.14529405534267426,0.0907452180981636
of,0.33290785551071167,0.32503411173820496,0.5696388483047485,0.2505437433719635,0.4854315221309662,0.4222904443740845,0.733189046382904,0.19587038457393646,0.30823585391044617,1.0,0.2669609785079956,0.1826142966747284
australia,0.1913539320230484,0.16613131761550903,0.2697675824165344,0.5548879504203796,0.1734699010848999,0.18822696805000305,0.26828548312187195,0.21076451241970062,0.14529405534267426,0.2669609785079956,1.0,0.15702682733535767
'',0.08143015950918198,0.08278307318687439,0.07432962208986282,0.1006186231970787,0.0793738141655922,0.021102847531437874,0.041273195296525955,-0.09380938857793808,0.042600397020578384,0.13035868108272552,0.008269610814750195,0.018684765323996544
.,0.3567904531955719,0.29856356978416443,0.5591574311256409,0.23069117963314056,0.4569662809371948,0.300344854593277,0.5934505462646484,0.2595202326774597,0.23657599091529846,0.5352458953857422,0.2899940609931946,0.4130953550338745
