,what,were,european,countries,doing,during,the,1700,'s,?
industrializing,0.19526326656341553,0.25160637497901917,0.2833186686038971,0.3602076470851898,0.27829238772392273,0.29957762360572815,0.29904186725616455,0.07623965293169022,0.009459507651627064,0.08651439845561981
nations,0.19211222231388092,0.21524956822395325,0.398174911737442,0.586427628993988,0.1668795943260193,0.27692583203315735,0.3506215214729309,0.0967726930975914,0.03843874856829643,0.20999202132225037
engaging,0.2777644097805023,0.20767556130886078,0.155035600066185,0.24219436943531036,0.4083978533744812,0.21629367768764496,0.23593446612358093,0.019742758944630623,0.0009697227505967021,0.2109413743019104
in,0.30808621644973755,0.3815755248069763,0.23319172859191895,0.3027990758419037,0.27240219712257385,0.4627237319946289,0.6662389636039734,0.03750363364815712,-0.037580832839012146,0.20430970191955566
the,0.42745697498321533,0.3906462490558624,0.3423081040382385,0.33290645480155945,0.29305580258369446,0.4838213622570038,1.0,0.004123383201658726,-0.01540423184633255,0.22068053483963013
process,0.3466717302799225,0.15144316852092743,0.17462414503097534,0.17400036752223969,0.38942399621009827,0.26115119457244873,0.264274537563324,0.04792051389813423,-0.12054654210805893,0.2460896074771881
of,0.33290785551071167,0.34038281440734863,0.2507138252258301,0.2800094783306122,0.25269845128059387,0.3869180977344513,0.733189046382904,0.04021696373820305,-0.03817026689648628,0.1826142966747284
colonizing,0.2945277690887451,0.2529168128967285,0.3221682012081146,0.3405662477016449,0.26079100370407104,0.2992766201496124,0.3490079641342163,0.06936913728713989,-0.004344758111983538,0.13917478919029236
",",0.3087472915649414,0.36755475401878357,0.19684812426567078,0.2966555655002594,0.31285786628723145,0.3225448727607727,0.4933079481124878,0.09487230330705643,-0.0016132977325469255,0.31091248989105225
influencing,0.27614906430244446,0.17644451558589935,0.22610443830490112,0.2753865122795105,0.3029728829860687,0.27188488841056824,0.252848744392395,0.02805853821337223,0.009376081638038158,0.14824119210243225
",",0.3087472915649414,0.36755475401878357,0.19684812426567078,0.2966555655002594,0.31285786628723145,0.3225448727607727,0.4933079481124878,0.09487230330705643,-0.0016132977325469255,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.24143946170806885,0.37200918793678284,0.31533369421958923,0.36462149024009705,0.5171257257461548,0.04428659379482269,0.06895173341035843,0.20544172823429108
annexing,0.2770809531211853,0.25239288806915283,0.2182668149471283,0.36390796303749084,0.3167359530925751,0.2614966034889221,0.3796091675758362,0.12517905235290527,-0.03894120454788208,0.18826758861541748
other,0.341873437166214,0.4041554927825928,0.27191635966300964,0.42453643679618835,0.3138623535633087,0.2524319589138031,0.44152235984802246,0.11499103903770447,0.04445967823266983,0.24682199954986572
parts,0.3415631353855133,0.2637208104133606,0.11907311528921127,0.3633352816104889,0.1608823537826538,0.300234317779541,0.4042440354824066,0.06627724319696426,0.060162968933582306,0.12310896813869476
of,0.33290785551071167,0.34038281440734863,0.2507138252258301,0.2800094783306122,0.25269845128059387,0.3869180977344513,0.733189046382904,0.04021696373820305,-0.03817026689648628,0.1826142966747284
the,0.42745697498321533,0.3906462490558624,0.3423081040382385,0.33290645480155945,0.29305580258369446,0.4838213622570038,1.0,0.004123383201658726,-0.01540423184633255,0.22068053483963013
world,0.21669597923755646,0.2498536854982376,0.3524537980556488,0.37250030040740967,0.19118203222751617,0.37288811802864075,0.33604270219802856,-0.008424240164458752,0.11877062171697617,0.17579582333564758
in,0.30808621644973755,0.3815755248069763,0.23319172859191895,0.3027990758419037,0.27240219712257385,0.4627237319946289,0.6662389636039734,0.03750363364815712,-0.037580832839012146,0.20430970191955566
order,0.16634008288383484,0.16340558230876923,0.1275564432144165,0.22213059663772583,0.2151225358247757,0.14459867775440216,0.3284194767475128,0.002277140039950609,-0.07080218195915222,0.13725648820400238
to,0.455847829580307,0.31913647055625916,0.21011990308761597,0.3111797273159027,0.3272162973880768,0.2828781306743622,0.535392165184021,0.0239768847823143,0.03782717138528824,0.29463258385658264
gain,0.27609169483184814,0.18545067310333252,0.17634131014347076,0.22055365145206451,0.33735963702201843,0.17804226279258728,0.2682225704193115,0.05755078047513962,0.05691658332943916,0.1417919248342514
political,0.21846716105937958,0.16721121966838837,0.22624807059764862,0.29528099298477173,0.21527042984962463,0.23011183738708496,0.20477235317230225,0.04203471541404724,0.04151610657572746,0.17130474746227264
power,0.22216427326202393,0.18395109474658966,0.12864074110984802,0.2364107370376587,0.1414341777563095,0.20807330310344696,0.2647338807582855,0.00802568718791008,0.05344679579138756,0.15304024517536163
.,0.3567904531955719,0.3378238379955292,0.2095622420310974,0.27938392758369446,0.3253456652164459,0.3485563397407532,0.5934505462646484,0.11603859066963196,-0.003708066651597619,0.4130953550338745
