,which,park,is,home,to,the,fresno,chafffee,zoo,?
of,0.5011631846427917,0.24561640620231628,0.4854315221309662,0.24402645230293274,0.41548454761505127,0.733189046382904,0.1875009983778,0.3379131853580475,0.17279347777366638,0.1826142966747284
trails,0.269779235124588,0.42297014594078064,0.18645219504833221,0.15190520882606506,0.23499739170074463,0.24708525836467743,0.20823119580745697,0.26940014958381653,0.2670764923095703,0.14906084537506104
",",0.3658004403114319,0.22495080530643463,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.2561432421207428,0.40927040576934814,0.18975742161273956,0.31091248989105225
is,0.4457404911518097,0.2076987773180008,1.0,0.22316986322402954,0.42745086550712585,0.5823672413825989,0.2127077877521515,0.29222187399864197,0.18982386589050293,0.22961433231830597
in,0.4840516746044159,0.22758090496063232,0.5394441485404968,0.30467477440834045,0.45010748505592346,0.6662389636039734,0.26126348972320557,0.3073926568031311,0.234311044216156,0.20430970191955566
north,0.2384447455406189,0.31304728984832764,0.2993389368057251,0.2224818617105484,0.2743184268474579,0.36298373341560364,0.2349468171596527,0.29955196380615234,0.2122148722410202,0.11829731613397598
fresno,0.14756552875041962,0.2707971930503845,0.2127077877521515,0.2809726595878601,0.22500741481781006,0.22571885585784912,1.0000001192092896,0.3303057849407196,0.2067095935344696,0.13224096596240997
and,0.506277859210968,0.21340665221214294,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.5171257257461548,0.21513071656227112,0.3961632251739502,0.20921050012111664,0.20544172823429108
is,0.4457404911518097,0.2076987773180008,1.0,0.22316986322402954,0.42745086550712585,0.5823672413825989,0.2127077877521515,0.29222187399864197,0.18982386589050293,0.22961433231830597
adjacent,0.3638322949409485,0.24121837317943573,0.24897289276123047,0.18211908638477325,0.26758721470832825,0.3491702079772949,0.18277698755264282,0.2765920162200928,0.0946105346083641,0.10849558562040329
to,0.5345056653022766,0.14257338643074036,0.42745086550712585,0.31056779623031616,1.0,0.535392165184021,0.22500741481781006,0.32204216718673706,0.19072142243385315,0.29463258385658264
the,0.6521818041801453,0.24748283624649048,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.22571885585784912,0.3949142396450043,0.19178812205791473,0.22068053483963013
san,0.190042182803154,0.2602390944957733,0.1594623327255249,0.16137748956680298,0.21651452779769897,0.2858080565929413,0.4697914123535156,0.26752227544784546,0.15029948949813843,0.10952327400445938
joaquin,0.19910109043121338,0.20150180160999298,0.2345224916934967,0.1660393476486206,0.18899260461330414,0.23419608175754547,0.36139971017837524,0.26587072014808655,0.10397210717201233,0.10146427899599075
river,0.25416892766952515,0.29018110036849976,0.20670881867408752,0.12135666608810425,0.13636653125286102,0.2894456386566162,0.16414673626422882,0.27628231048583984,0.17154760658740997,0.15390869975090027
parkway,0.1732339709997177,0.5503975749015808,0.14795438945293427,0.29994672536849976,0.19341397285461426,0.21162426471710205,0.33804184198379517,0.39625704288482666,0.3139397203922272,0.09138009697198868
.,0.45942068099975586,0.22825266420841217,0.4569662809371948,0.3067048490047455,0.4645031690597534,0.5934505462646484,0.2480216920375824,0.43195998668670654,0.20070484280586243,0.4130953550338745
