,what,country,has,such,unmanageable,students,that,many,teachers,do,not,discipline,them,?
western,0.2454150915145874,0.18683478236198425,0.2023000717163086,0.15428437292575836,0.1397683322429657,0.12827306985855103,0.21672776341438293,0.24915564060211182,0.1610943078994751,0.05893397331237793,0.15095296502113342,0.13561880588531494,0.17635491490364075,0.17439141869544983
countries,0.22319257259368896,0.5439597368240356,0.26221421360969543,0.3344930112361908,0.23923861980438232,0.3088742196559906,0.31063947081565857,0.4298940598964691,0.2734912931919098,0.25890177488327026,0.30537277460098267,0.23142412304878235,0.35276833176612854,0.15128466486930847
",",0.3087472915649414,0.27878350019454956,0.3734780251979828,0.39626169204711914,0.2791862189769745,0.26501646637916565,0.4137537479400635,0.40610817074775696,0.28049156069755554,0.3283645510673523,0.3769696354866028,0.18374353647232056,0.3985835015773773,0.31091248989105225
classroom,0.2124699205160141,0.12205691635608673,0.17418037354946136,0.1756274551153183,0.31598761677742004,0.5304811596870422,0.2551419138908386,0.2254517376422882,0.49553152918815613,0.2328576296567917,0.25095072388648987,0.3398951590061188,0.24163052439689636,0.23190370202064514
discipline,0.2522185742855072,0.26778045296669006,0.12605911493301392,0.19905582070350647,0.24721676111221313,0.32113873958587646,0.273926705121994,0.17930376529693604,0.28530004620552063,0.1809845119714737,0.2240573763847351,1.0000001192092896,0.23134185373783112,0.06836310029029846
and,0.31309178471565247,0.30884742736816406,0.43716782331466675,0.44540345668792725,0.28017276525497437,0.28111961483955383,0.4731321930885315,0.5296266674995422,0.28640416264533997,0.276123583316803,0.39099299907684326,0.22925299406051636,0.48717668652534485,0.20544172823429108
behavior,0.3737046718597412,0.1167820617556572,0.17274105548858643,0.2189645618200302,0.3396916091442108,0.22489891946315765,0.3315574526786804,0.24846015870571136,0.21937033534049988,0.2610781192779541,0.32436221837997437,0.30839651823043823,0.26992860436439514,0.20805177092552185
is,0.28837618231773376,0.24409033358097076,0.5668748617172241,0.23545363545417786,0.2677586078643799,0.2124544233083725,0.3995479643344879,0.2649032473564148,0.15701442956924438,0.30895981192588806,0.3776007890701294,0.13422119617462158,0.2390832006931305,0.22961433231830597
highly,0.22724121809005737,0.10938099771738052,0.22858038544654846,0.2809763550758362,0.33351993560791016,0.1816927194595337,0.33355817198753357,0.3362792730331421,0.1533408761024475,0.21016843616962433,0.35518497228622437,0.21963459253311157,0.2951469123363495,0.1542806625366211
problematic,0.45097509026527405,0.1610989272594452,0.28712889552116394,0.3708229064941406,0.4491875171661377,0.2705343961715698,0.4655032753944397,0.3281819224357605,0.20435133576393127,0.3676452040672302,0.45301151275634766,0.2616347670555115,0.404722660779953,0.3816973865032196
.,0.3567904531955719,0.26130348443984985,0.4105546176433563,0.3298943042755127,0.23469457030296326,0.2607303857803345,0.4460422694683075,0.3974229395389557,0.24628326296806335,0.3613996207714081,0.4824007451534271,0.129770427942276,0.39945515990257263,0.4130953550338745
