,when,was,the,britain,can,make,it,exhibition,held,?
1946,0.010080029256641865,0.2015553116798401,0.10058440268039703,0.1760820746421814,-0.0014469779562205076,0.0820959061384201,0.04651753231883049,0.11818164587020874,0.12330436706542969,-0.07362531870603561
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26227492094039917,0.3139454126358032,0.324553906917572,0.48329564929008484,0.16028228402137756,0.2880980372428894,0.31091248989105225
attracting,0.27070116996765137,0.13123078644275665,0.2592545449733734,0.14109279215335846,0.2932966649532318,0.3184075653553009,0.28654763102531433,0.28865334391593933,0.21325616538524628,0.10183928906917572
nearly,0.31576305627822876,0.2735367715358734,0.3409946858882904,0.2348460555076599,0.2406940758228302,0.2667495012283325,0.36425790190696716,0.22533152997493744,0.2463713139295578,0.11670064926147461
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.18575294315814972,0.3915780484676361,0.34303420782089233,0.5452592968940735,0.18410839140415192,0.22326228022575378,0.23916715383529663
million,0.17012886703014374,0.24203833937644958,0.277012437582016,0.20850154757499695,0.1659025400876999,0.16034354269504547,0.27422818541526794,0.134216770529747,0.13986122608184814,0.23092924058437347
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.3187123239040375,0.3675691485404968,0.4160483181476593,0.40957894921302795,0.17623993754386902,0.22757986187934875,0.20544172823429108
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.18575294315814972,0.3915780484676361,0.34303420782089233,0.5452592968940735,0.18410839140415192,0.22326228022575378,0.23916715383529663
half,0.2626088559627533,0.21022500097751617,0.3189295828342438,0.11555098742246628,0.14452819526195526,0.230149507522583,0.2682355046272278,0.1683887392282486,0.16989390552043915,0.07471233606338501
visitors,0.17407481372356415,0.1626231074333191,0.24606233835220337,0.21006768941879272,0.19183498620986938,0.16879761219024658,0.26550620794296265,0.3101731836795807,0.26726171374320984,0.15025043487548828
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.25750598311424255,0.35783761739730835,0.3547073304653168,0.5593622326850891,0.16661708056926727,0.2628571093082428,0.4130953550338745
