,when,did,luther,enter,into,the,senate,of,the,theology,faculty,of,the,university,of,wittenberg,?
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.30870890617370605,0.36597734689712524,0.5171257257461548,0.20134705305099487,0.5116966962814331,0.5171257257461548,0.22933346033096313,0.21924199163913727,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.2583361864089966,0.20544172823429108
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.20928232371807098,0.2826121151447296,0.4933079481124878,0.22473450005054474,0.4946078956127167,0.4933079481124878,0.23964712023735046,0.24666790664196014,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.23876431584358215,0.31091248989105225
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.1972694844007492,0.30585673451423645,0.5107308030128479,0.17351797223091125,0.3966929316520691,0.5107308030128479,0.1613156795501709,0.1844133585691452,0.3966929316520691,0.5107308030128479,0.18291500210762024,0.3966929316520691,0.19844768941402435,0.2714994251728058
21,-0.13404759764671326,-0.051883723586797714,0.017629003152251244,-0.022548498585820198,-0.08328564465045929,-0.05849577113986015,-0.013839234597980976,-0.0006609548581764102,-0.05849577113986015,0.05363136902451515,0.15442143380641937,-0.0006609548581764102,-0.05849577113986015,0.2052443027496338,-0.0006609548581764102,0.12759895622730255,-0.01186173316091299
october,0.273419588804245,0.2746104896068573,0.1806728094816208,0.08490690588951111,0.10170821845531464,0.2621108889579773,0.17948977649211884,0.20846129953861237,0.2621108889579773,0.22386275231838226,0.14555327594280243,0.20846129953861237,0.2621108889579773,0.2243635505437851,0.20846129953861237,0.16249266266822815,0.29706719517707825
1512,0.3112803101539612,0.15409989655017853,0.0697980523109436,0.169407457113266,0.19340582191944122,0.4898953437805176,0.1291370391845703,0.4531100392341614,0.4898953437805176,0.0974297747015953,0.1444445252418518,0.4531100392341614,0.4898953437805176,0.22699715197086334,0.4531100392341614,0.22378869354724884,0.1460285484790802
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.20928232371807098,0.2826121151447296,0.4933079481124878,0.22473450005054474,0.4946078956127167,0.4933079481124878,0.23964712023735046,0.24666790664196014,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.23876431584358215,0.31091248989105225
was,0.37326499819755554,0.41399896144866943,0.19185513257980347,0.1587110310792923,0.2322220653295517,0.48711544275283813,0.21166695654392242,0.4069072902202606,0.48711544275283813,0.21140047907829285,0.2076377123594284,0.4069072902202606,0.48711544275283813,0.290752112865448,0.4069072902202606,0.23245899379253387,0.18412111699581146
received,0.17342817783355713,0.3125181496143341,0.1771141141653061,0.15935145318508148,0.14207829535007477,0.24890556931495667,0.18524475395679474,0.2628524899482727,0.24890556931495667,0.22235731780529022,0.21449726819992065,0.2628524899482727,0.24890556931495667,0.2126474231481552,0.2628524899482727,0.16274158656597137,0.11905962228775024
into,0.389646977186203,0.14888085424900055,0.12939998507499695,0.31468522548675537,1.0,0.39493247866630554,0.17212055623531342,0.32255905866622925,0.39493247866630554,0.1441497504711151,0.0790683701634407,0.32255905866622925,0.39493247866630554,0.12447744607925415,0.32255905866622925,0.2091197371482849,0.15662476420402527
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3499310314655304,0.39493247866630554,1.0,0.23380520939826965,0.733189046382904,1.0,0.1939574033021927,0.19605974853038788,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.31221258640289307,0.22068053483963013
senate,0.17796114087104797,0.11589532345533371,0.20684945583343506,0.11804082244634628,0.17212055623531342,0.23380520939826965,1.0000001192092896,0.2684692442417145,0.23380520939826965,0.20956149697303772,0.28019893169403076,0.2684692442417145,0.23380520939826965,0.22244486212730408,0.2684692442417145,0.3091261088848114,0.18454359471797943
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.23793351650238037,0.32255905866622925,0.733189046382904,0.2684692442417145,1.0,0.733189046382904,0.274120032787323,0.28538843989372253,1.0,0.733189046382904,0.30646374821662903,1.0,0.296735942363739,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3499310314655304,0.39493247866630554,1.0,0.23380520939826965,0.733189046382904,1.0,0.1939574033021927,0.19605974853038788,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.31221258640289307,0.22068053483963013
theological,0.15722805261611938,0.1656060516834259,0.38423416018486023,0.1353399008512497,0.1591101735830307,0.24311421811580658,0.25883740186691284,0.32424458861351013,0.24311421811580658,0.8213702440261841,0.36443793773651123,0.32424458861351013,0.24311421811580658,0.3945237994194031,0.32424458861351013,0.23488076031208038,0.13711953163146973
faculty,0.12572208046913147,0.08883927762508392,0.1986842155456543,0.13680264353752136,0.0790683701634407,0.19605974853038788,0.28019893169403076,0.28538843989372253,0.19605974853038788,0.45002803206443787,1.0,0.28538843989372253,0.19605974853038788,0.6468125581741333,0.28538843989372253,0.19082489609718323,0.04951627925038338
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.23793351650238037,0.32255905866622925,0.733189046382904,0.2684692442417145,1.0,0.733189046382904,0.274120032787323,0.28538843989372253,1.0,0.733189046382904,0.30646374821662903,1.0,0.296735942363739,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3499310314655304,0.39493247866630554,1.0,0.23380520939826965,0.733189046382904,1.0,0.1939574033021927,0.19605974853038788,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.31221258640289307,0.22068053483963013
university,0.20851898193359375,0.15114416182041168,0.2046351283788681,0.18826043605804443,0.12447744607925415,0.263973206281662,0.22244486212730408,0.30646374821662903,0.263973206281662,0.4616926908493042,0.6468125581741333,0.30646374821662903,0.263973206281662,1.0,0.30646374821662903,0.23033910989761353,0.11887256056070328
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.23793351650238037,0.32255905866622925,0.733189046382904,0.2684692442417145,1.0,0.733189046382904,0.274120032787323,0.28538843989372253,1.0,0.733189046382904,0.30646374821662903,1.0,0.296735942363739,0.1826142966747284
wittenberg,0.19582515954971313,0.15746602416038513,0.42518264055252075,0.11192590743303299,0.2091197371482849,0.31221258640289307,0.3091261088848114,0.296735942363739,0.31221258640289307,0.2539619207382202,0.19082489609718323,0.296735942363739,0.31221258640289307,0.23033910989761353,0.296735942363739,1.0000001192092896,0.15716047585010529
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.20928232371807098,0.2826121151447296,0.4933079481124878,0.22473450005054474,0.4946078956127167,0.4933079481124878,0.23964712023735046,0.24666790664196014,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.23876431584358215,0.31091248989105225
having,0.4296937882900238,0.3157401978969574,0.1127433255314827,0.23916257917881012,0.24140845239162445,0.3821379244327545,0.20457294583320618,0.38889452815055847,0.3821379244327545,0.16383999586105347,0.17850029468536377,0.38889452815055847,0.3821379244327545,0.12366835027933121,0.38889452815055847,0.1820005625486374,0.22418256103992462
been,0.3339833617210388,0.2835664749145508,0.14683249592781067,0.17427095770835876,0.23746316134929657,0.3563927710056305,0.18344071507453918,0.31685134768486023,0.3563927710056305,0.11897768080234528,0.1849026381969452,0.31685134768486023,0.3563927710056305,0.1839655190706253,0.31685134768486023,0.23196685314178467,0.24354910850524902
called,0.39188069105148315,0.277748167514801,0.09754475206136703,0.22761890292167664,0.3495192527770996,0.489897221326828,0.06820658594369888,0.4222904443740845,0.489897221326828,0.2019328624010086,0.08359275758266449,0.4222904443740845,0.489897221326828,0.22025726735591888,0.4222904443740845,0.16249458491802216,0.18963319063186646
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.3060675263404846,0.38810545206069946,0.535392165184021,0.22204308211803436,0.41548454761505127,0.535392165184021,0.23310686647891998,0.1351224184036255,0.41548454761505127,0.535392165184021,0.20192374289035797,0.41548454761505127,0.20284001529216766,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3499310314655304,0.39493247866630554,1.0,0.23380520939826965,0.733189046382904,1.0,0.1939574033021927,0.19605974853038788,0.733189046382904,1.0,0.263973206281662,0.733189046382904,0.31221258640289307,0.22068053483963013
position,0.285004198551178,0.2170831561088562,0.15110158920288086,0.14982184767723083,0.12192842364311218,0.3183514177799225,0.2161322981119156,0.23636478185653687,0.3183514177799225,0.2126752734184265,0.2127538025379181,0.23636478185653687,0.3183514177799225,0.18426471948623657,0.23636478185653687,0.19822090864181519,0.15529610216617584
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.23793351650238037,0.32255905866622925,0.733189046382904,0.2684692442417145,1.0,0.733189046382904,0.274120032787323,0.28538843989372253,1.0,0.733189046382904,0.30646374821662903,1.0,0.296735942363739,0.1826142966747284
doctor,0.16867952048778534,0.18673314154148102,0.22596125304698944,0.20063038170337677,0.09970156848430634,0.2820442318916321,0.1726159304380417,0.16895952820777893,0.2820442318916321,0.3240536153316498,0.24222494661808014,0.16895952820777893,0.2820442318916321,0.2670247554779053,0.16895952820777893,0.18442080914974213,0.1462511420249939
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.2540470063686371,0.38021373748779297,0.6662389636039734,0.1815723329782486,0.5696388483047485,0.6662389636039734,0.23190923035144806,0.21257968246936798,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.2511049211025238,0.20430970191955566
bible,0.19124241173267365,0.24923516809940338,0.3825412392616272,0.1387040615081787,0.17348149418830872,0.27647915482521057,0.18871653079986572,0.25664499402046204,0.27647915482521057,0.4716483950614929,0.1810513287782669,0.25664499402046204,0.27647915482521057,0.20670735836029053,0.25664499402046204,0.269947350025177,0.22667601704597473
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.26709118485450745,0.26250120997428894,0.5934505462646484,0.26619550585746765,0.5352458953857422,0.5934505462646484,0.20223373174667358,0.17943686246871948,0.5352458953857422,0.5934505462646484,0.290679007768631,0.5352458953857422,0.30842825770378113,0.4130953550338745
