,along,with,english,and,mathematics,",",what,subject,replaced,values,education,for,fourth,year,students,?
in,0.3603311777114868,0.4080928862094879,0.19623121619224548,0.4954058527946472,0.2075900435447693,0.5201468467712402,0.30808621644973755,0.21163184940814972,0.2068215310573578,0.165708988904953,0.2654339671134949,0.4322226941585541,0.29149749875068665,0.3359307050704956,0.2676171064376831,0.20430970191955566
recent,0.18695296347141266,0.2035779356956482,0.1930038332939148,0.2640383541584015,0.1720512956380844,0.26883119344711304,0.24256184697151184,0.2755778133869171,0.16130945086479187,0.14384916424751282,0.11343423277139664,0.3207632005214691,0.18216632306575775,0.23897750675678253,0.18762287497520447,0.2544887959957123
years,0.1455339789390564,0.21224987506866455,0.17729589343070984,0.300204873085022,0.17374876141548157,0.2589467465877533,0.1981470286846161,0.2084028422832489,0.16525840759277344,0.11062347143888474,0.24918466806411743,0.2878222167491913,0.19898340106010437,0.5195499062538147,0.24958103895187378,0.1914375126361847
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
notably,0.27476316690444946,0.2748572528362274,0.17068268358707428,0.3233007490634918,0.10055635869503021,0.28631699085235596,0.1358402669429779,0.226237952709198,0.20105409622192383,0.06962094455957413,0.1043895035982132,0.2568889260292053,0.12526485323905945,0.16377654671669006,0.09784495085477829,0.10343469679355621
by,0.34227433800697327,0.39731505513191223,0.20002366602420807,0.4289871156215668,0.10236400365829468,0.3680937886238098,0.2455483376979828,0.24064159393310547,0.31910058856010437,0.16274970769882202,0.18719787895679474,0.3248702883720398,0.29941973090171814,0.28805047273635864,0.19252489507198334,0.17966607213020325
lifting,0.22178494930267334,0.23610354959964752,0.06708281487226486,0.2323833554983139,0.2435114085674286,0.19828829169273376,0.2479977011680603,0.20321708917617798,0.09881509095430374,0.1505565196275711,0.06563568115234375,0.302033394575119,0.11443543434143066,0.11665523052215576,0.1695536971092224,0.2032245248556137
the,0.39495137333869934,0.4223487675189972,0.23982001841068268,0.5171257257461548,0.17393603920936584,0.4933079481124878,0.42745697498321533,0.2387523651123047,0.2645455598831177,0.23992402851581573,0.23982903361320496,0.4739971458911896,0.40804702043533325,0.3609684407711029,0.25268980860710144,0.22068053483963013
moratorium,0.055434517562389374,0.12241626530885696,0.13609915971755981,0.20865881443023682,0.19085365533828735,0.22516612708568573,0.20226705074310303,0.10870421677827835,0.14899484813213348,0.15711449086666107,0.2857942283153534,0.26423928141593933,0.16072821617126465,0.16886603832244873,0.30778345465660095,0.1400432586669922
on,0.41361382603645325,0.40749499201774597,0.20717674493789673,0.4077630043029785,0.14061638712882996,0.49057599902153015,0.34226128458976746,0.2795393466949463,0.2418564409017563,0.20529034733772278,0.2338395118713379,0.36199691891670227,0.2738758623600006,0.27628999948501587,0.2211644947528839,0.2714994251728058
applications,0.11303357034921646,0.24006901681423187,0.10045181959867477,0.2504773437976837,0.41536635160446167,0.29862213134765625,0.20821766555309296,0.2919849157333374,0.14191587269306183,0.3735366463661194,0.27699142694473267,0.35100895166397095,0.14094339311122894,0.1568620353937149,0.30349063873291016,0.19125857949256897
for,0.249526709318161,0.39140474796295166,0.2594873905181885,0.5064792633056641,0.2045057862997055,0.4464869201183319,0.3017193675041199,0.28390559554100037,0.1929672509431839,0.2713778018951416,0.27265021204948425,0.9999999403953552,0.23288244009017944,0.29294124245643616,0.2460945099592209,0.264628142118454
new,0.23185831308364868,0.24325589835643768,0.22452884912490845,0.31402453780174255,0.163773313164711,0.36073189973831177,0.2130378633737564,0.11190926283597946,0.19021332263946533,0.19791527092456818,0.1733161062002182,0.2700757384300232,0.232254758477211,0.25045546889305115,0.19169281423091888,0.14782847464084625
courses,0.2526122033596039,0.21453464031219482,0.19692189991474152,0.32115012407302856,0.3730280101299286,0.2827310562133789,0.16680994629859924,0.27742794156074524,0.030495062470436096,0.2234325408935547,0.47089385986328125,0.2532649636268616,0.17632202804088593,0.22232379019260406,0.5292260646820068,0.15338684618473053
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
new,0.23185831308364868,0.24325589835643768,0.22452884912490845,0.31402453780174255,0.163773313164711,0.36073189973831177,0.2130378633737564,0.11190926283597946,0.19021332263946533,0.19791527092456818,0.1733161062002182,0.2700757384300232,0.232254758477211,0.25045546889305115,0.19169281423091888,0.14782847464084625
schools,0.19221381843090057,0.13740696012973785,0.21713261306285858,0.29319998621940613,0.2070075124502182,0.2760516405105591,0.1820785105228424,0.18936215341091156,0.10020945221185684,0.20630083978176117,0.6035618185997009,0.2320515662431717,0.11938796937465668,0.1730971336364746,0.6169943809509277,0.18349280953407288
and,0.4213258922100067,0.5477725267410278,0.3409043252468109,1.0,0.2017074078321457,0.6633074283599854,0.31309178471565247,0.2574312388896942,0.2584592401981354,0.2952605187892914,0.308173805475235,0.5064792633056641,0.27958914637565613,0.2506658732891083,0.28111961483955383,0.20544172823429108
conversions,0.19466984272003174,0.24003179371356964,0.15350523591041565,0.28360503911972046,0.2502029538154602,0.20644515752792358,0.23349939286708832,0.1967228204011917,0.22378841042518616,0.44508054852485657,0.22173920273780823,0.24001096189022064,0.14646098017692566,0.174749493598938,0.2132013738155365,0.21860064566135406
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
by,0.34227433800697327,0.39731505513191223,0.20002366602420807,0.4289871156215668,0.10236400365829468,0.3680937886238098,0.2455483376979828,0.24064159393310547,0.31910058856010437,0.16274970769882202,0.18719787895679474,0.3248702883720398,0.29941973090171814,0.28805047273635864,0.19252489507198334,0.17966607213020325
liberalizing,0.20964661240577698,0.3268117904663086,0.18210476636886597,0.34625330567359924,0.31679555773735046,0.31350812315940857,0.29602307081222534,0.3140646815299988,0.13174700736999512,0.29684242606163025,0.3302645683288574,0.2956860065460205,0.1049569845199585,0.1251799762248993,0.24234028160572052,0.1915537416934967
tuition,0.10351625084877014,0.21156993508338928,0.1743437647819519,0.28055885434150696,0.3588102161884308,0.2515327036380768,0.2307644784450531,0.3068929612636566,0.052951473742723465,0.2644655704498291,0.5783349871635437,0.3458143174648285,0.17625491321086884,0.29884806275367737,0.5524235367774963,0.2023361474275589
fee,0.16448530554771423,0.1669725626707077,0.21449901163578033,0.179038405418396,0.13420119881629944,0.1535777896642685,0.15150974690914154,0.18311068415641785,0.1467747986316681,0.18870076537132263,0.26457762718200684,0.27223673462867737,0.06600351631641388,0.2571037709712982,0.29114916920661926,0.13206739723682404
policy,0.07609253376722336,0.14287953078746796,0.2644411623477936,0.2148873209953308,0.21895985305309296,0.2903050184249878,0.3869883120059967,0.38984614610671997,0.15280263125896454,0.2358894795179367,0.3617604374885559,0.2759707272052765,0.1146445944905281,0.25289830565452576,0.24837781488895416,0.30462446808815
for,0.249526709318161,0.39140474796295166,0.2594873905181885,0.5064792633056641,0.2045057862997055,0.4464869201183319,0.3017193675041199,0.28390559554100037,0.1929672509431839,0.2713778018951416,0.27265021204948425,0.9999999403953552,0.23288244009017944,0.29294124245643616,0.2460945099592209,0.264628142118454
private,0.13822825253009796,0.20792533457279205,0.17193938791751862,0.2557651102542877,0.16640488803386688,0.1899166703224182,0.16778090596199036,0.21178118884563446,0.06993690878152847,0.17099741101264954,0.34071704745292664,0.22242696583271027,0.13050365447998047,0.14490066468715668,0.35454505681991577,0.14389030635356903
schools,0.19221381843090057,0.13740696012973785,0.21713261306285858,0.29319998621940613,0.2070075124502182,0.2760516405105591,0.1820785105228424,0.18936215341091156,0.10020945221185684,0.20630083978176117,0.6035618185997009,0.2320515662431717,0.11938796937465668,0.1730971336364746,0.6169943809509277,0.18349280953407288
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
by,0.34227433800697327,0.39731505513191223,0.20002366602420807,0.4289871156215668,0.10236400365829468,0.3680937886238098,0.2455483376979828,0.24064159393310547,0.31910058856010437,0.16274970769882202,0.18719787895679474,0.3248702883720398,0.29941973090171814,0.28805047273635864,0.19252489507198334,0.17966607213020325
replacing,0.26119914650917053,0.32068511843681335,0.19008171558380127,0.3180992901325226,0.12747152149677277,0.2327125072479248,0.1711706519126892,0.13076932728290558,0.722099781036377,0.20868468284606934,0.10986398160457611,0.29616579413414,0.2154364436864853,0.14447036385536194,0.12729902565479279,0.16467362642288208
values,0.1786247193813324,0.20002122223377228,0.10894089937210083,0.2952605187892914,0.3193718492984772,0.24435195326805115,0.28629231452941895,0.2833067774772644,0.15926630795001984,1.0,0.23228153586387634,0.2713778018951416,0.13329096138477325,0.19310586154460907,0.19557644426822662,0.23432563245296478
education,0.11758220195770264,0.11138669401407242,0.21933698654174805,0.308173805475235,0.33900830149650574,0.2718683183193207,0.19940856099128723,0.260346919298172,0.09458857029676437,0.23228153586387634,1.0,0.27265021204948425,0.1863071173429489,0.18821442127227783,0.5498206615447998,0.18067774176597595
for,0.249526709318161,0.39140474796295166,0.2594873905181885,0.5064792633056641,0.2045057862997055,0.4464869201183319,0.3017193675041199,0.28390559554100037,0.1929672509431839,0.2713778018951416,0.27265021204948425,0.9999999403953552,0.23288244009017944,0.29294124245643616,0.2460945099592209,0.264628142118454
third,0.2104470133781433,0.25535592436790466,0.14703424274921417,0.26207348704338074,0.13385488092899323,0.283071368932724,0.2033906877040863,0.17598795890808105,0.18043598532676697,0.12045943737030029,0.18979956209659576,0.2187870591878891,0.803348183631897,0.2643231749534607,0.18836264312267303,0.15394791960716248
and,0.4213258922100067,0.5477725267410278,0.3409043252468109,1.0,0.2017074078321457,0.6633074283599854,0.31309178471565247,0.2574312388896942,0.2584592401981354,0.2952605187892914,0.308173805475235,0.5064792633056641,0.27958914637565613,0.2506658732891083,0.28111961483955383,0.20544172823429108
fourth,0.21058647334575653,0.2221207469701767,0.16002148389816284,0.27958914637565613,0.15898099541664124,0.271299809217453,0.137417271733284,0.11225595325231552,0.21105003356933594,0.13329096138477325,0.1863071173429489,0.23288244009017944,1.0,0.2531149685382843,0.1956731677055359,0.13791213929653168
years,0.1455339789390564,0.21224987506866455,0.17729589343070984,0.300204873085022,0.17374876141548157,0.2589467465877533,0.1981470286846161,0.2084028422832489,0.16525840759277344,0.11062347143888474,0.24918466806411743,0.2878222167491913,0.19898340106010437,0.5195499062538147,0.24958103895187378,0.1914375126361847
with,0.47997185587882996,0.9999999403953552,0.1562870889902115,0.5477725267410278,0.19530506432056427,0.4120737314224243,0.2464839518070221,0.2275499850511551,0.24342618882656097,0.20002122223377228,0.11138669401407242,0.39140474796295166,0.2221207469701767,0.3220449686050415,0.17162418365478516,0.2433311939239502
english,0.1270628124475479,0.1562870889902115,0.9999999403953552,0.3409043252468109,0.1486419439315796,0.3339248597621918,0.25060737133026123,0.2734987735748291,0.1740964651107788,0.10894089937210083,0.21933698654174805,0.2594873905181885,0.16002148389816284,0.19212706387043,0.27463722229003906,0.23251567780971527
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
mathematics,0.0849556252360344,0.19530506432056427,0.1486419439315796,0.2017074078321457,1.0,0.24772751331329346,0.23833249509334564,0.29134610295295715,0.012651864439249039,0.3193718492984772,0.33900830149650574,0.2045057862997055,0.15898099541664124,0.1537426859140396,0.34201544523239136,0.1453448086977005
and,0.4213258922100067,0.5477725267410278,0.3409043252468109,1.0,0.2017074078321457,0.6633074283599854,0.31309178471565247,0.2574312388896942,0.2584592401981354,0.2952605187892914,0.308173805475235,0.5064792633056641,0.27958914637565613,0.2506658732891083,0.28111961483955383,0.20544172823429108
natural,0.16460445523262024,0.09072273224592209,0.18022336065769196,0.3004496097564697,0.290487140417099,0.30864179134368896,0.15666867792606354,0.15546850860118866,0.07348140329122543,0.21563178300857544,0.22520139813423157,0.20802545547485352,0.13090208172798157,0.10054826736450195,0.15329022705554962,0.16155436635017395
science,0.14407795667648315,0.16571007668972015,0.20844006538391113,0.2865735590457916,0.549027681350708,0.2623405158519745,0.2612018585205078,0.3176603615283966,0.08888046443462372,0.23924417793750763,0.41495081782341003,0.23603716492652893,0.2276507019996643,0.22018775343894958,0.32647907733917236,0.17974960803985596
at,0.2828983664512634,0.29126521944999695,0.18758416175842285,0.3571503460407257,0.1696816235780716,0.38314947485923767,0.2838611304759979,0.20078150928020477,0.11517383903265,0.15984205901622772,0.22585788369178772,0.34237727522850037,0.19002698361873627,0.3146436810493469,0.26965975761413574,0.21978627145290375
the,0.39495137333869934,0.4223487675189972,0.23982001841068268,0.5171257257461548,0.17393603920936584,0.4933079481124878,0.42745697498321533,0.2387523651123047,0.2645455598831177,0.23992402851581573,0.23982903361320496,0.4739971458911896,0.40804702043533325,0.3609684407711029,0.25268980860710144,0.22068053483963013
option,0.06025436520576477,0.170006662607193,0.1723259687423706,0.1499100774526596,0.14394110441207886,0.220294788479805,0.3053843677043915,0.2717423141002655,0.1354416310787201,0.30137717723846436,0.17475329339504242,0.3183421790599823,0.20652669668197632,0.18527856469154358,0.18643726408481598,0.3510825037956238
of,0.34889817237854004,0.41827285289764404,0.17198967933654785,0.5116966962814331,0.24904926121234894,0.4946078956127167,0.33290785551071167,0.21533280611038208,0.20067165791988373,0.21286797523498535,0.3015166223049164,0.4185989499092102,0.30335766077041626,0.2578314542770386,0.25513339042663574,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.23982001841068268,0.5171257257461548,0.17393603920936584,0.4933079481124878,0.42745697498321533,0.2387523651123047,0.2645455598831177,0.23992402851581573,0.23982903361320496,0.4739971458911896,0.40804702043533325,0.3609684407711029,0.25268980860710144,0.22068053483963013
school,0.14139780402183533,0.13135014474391937,0.22081100940704346,0.2752758264541626,0.22481544315814972,0.27141863107681274,0.18774057924747467,0.17263558506965637,0.08175726234912872,0.11467203497886658,0.5861870050430298,0.18618352711200714,0.12102727591991425,0.2321801781654358,0.6345757842063904,0.15091250836849213
",",0.29824912548065186,0.4120737314224243,0.3339248597621918,0.6633074283599854,0.24772751331329346,1.0000001192092896,0.3087472915649414,0.25792038440704346,0.21472671627998352,0.24435195326805115,0.2718683183193207,0.4464869201183319,0.271299809217453,0.28560417890548706,0.26501646637916565,0.31091248989105225
and,0.4213258922100067,0.5477725267410278,0.3409043252468109,1.0,0.2017074078321457,0.6633074283599854,0.31309178471565247,0.2574312388896942,0.2584592401981354,0.2952605187892914,0.308173805475235,0.5064792633056641,0.27958914637565613,0.2506658732891083,0.28111961483955383,0.20544172823429108
by,0.34227433800697327,0.39731505513191223,0.20002366602420807,0.4289871156215668,0.10236400365829468,0.3680937886238098,0.2455483376979828,0.24064159393310547,0.31910058856010437,0.16274970769882202,0.18719787895679474,0.3248702883720398,0.29941973090171814,0.28805047273635864,0.19252489507198334,0.17966607213020325
issuing,0.13251946866512299,0.22389622032642365,0.09844352304935455,0.18709920346736908,0.14731615781784058,0.1900309920310974,0.23831802606582642,0.17795222997665405,0.16233478486537933,0.19067370891571045,0.20463068783283234,0.26506444811820984,0.15565036237239838,0.2800566852092743,0.18125933408737183,0.19777479767799377
the,0.39495137333869934,0.4223487675189972,0.23982001841068268,0.5171257257461548,0.17393603920936584,0.4933079481124878,0.42745697498321533,0.2387523651123047,0.2645455598831177,0.23992402851581573,0.23982903361320496,0.4739971458911896,0.40804702043533325,0.3609684407711029,0.25268980860710144,0.22068053483963013
revised,0.1325611174106598,0.21975326538085938,0.190334290266037,0.17458297312259674,0.20894840359687805,0.2112094908952713,0.15843524038791656,0.2003205567598343,0.2029048204421997,0.1895555704832077,0.23087312281131744,0.17281793057918549,0.20074279606342316,0.15637657046318054,0.20537160336971283,0.1835426688194275
manual,0.11045835167169571,0.1973944753408432,0.17302833497524261,0.2190054953098297,0.15499916672706604,0.22073061764240265,0.2664133608341217,0.21144045889377594,0.06373930722475052,0.2069384753704071,0.20517706871032715,0.2320803701877594,0.11392349749803543,0.04493243619799614,0.18570631742477417,0.2593449652194977
of,0.34889817237854004,0.41827285289764404,0.17198967933654785,0.5116966962814331,0.24904926121234894,0.4946078956127167,0.33290785551071167,0.21533280611038208,0.20067165791988373,0.21286797523498535,0.3015166223049164,0.4185989499092102,0.30335766077041626,0.2578314542770386,0.25513339042663574,0.1826142966747284
regulations,0.19201263785362244,0.24787288904190063,0.12692242860794067,0.29460906982421875,0.22025106847286224,0.24835379421710968,0.21871556341648102,0.2887687385082245,0.15078280866146088,0.24721884727478027,0.2889412045478821,0.29771095514297485,0.07628941535949707,0.18265260756015778,0.22876499593257904,0.17806588113307953
for,0.249526709318161,0.39140474796295166,0.2594873905181885,0.5064792633056641,0.2045057862997055,0.4464869201183319,0.3017193675041199,0.28390559554100037,0.1929672509431839,0.2713778018951416,0.27265021204948425,0.9999999403953552,0.23288244009017944,0.29294124245643616,0.2460945099592209,0.264628142118454
private,0.13822825253009796,0.20792533457279205,0.17193938791751862,0.2557651102542877,0.16640488803386688,0.1899166703224182,0.16778090596199036,0.21178118884563446,0.06993690878152847,0.17099741101264954,0.34071704745292664,0.22242696583271027,0.13050365447998047,0.14490066468715668,0.35454505681991577,0.14389030635356903
schools,0.19221381843090057,0.13740696012973785,0.21713261306285858,0.29319998621940613,0.2070075124502182,0.2760516405105591,0.1820785105228424,0.18936215341091156,0.10020945221185684,0.20630083978176117,0.6035618185997009,0.2320515662431717,0.11938796937465668,0.1730971336364746,0.6169943809509277,0.18349280953407288
in,0.3603311777114868,0.4080928862094879,0.19623121619224548,0.4954058527946472,0.2075900435447693,0.5201468467712402,0.30808621644973755,0.21163184940814972,0.2068215310573578,0.165708988904953,0.2654339671134949,0.4322226941585541,0.29149749875068665,0.3359307050704956,0.2676171064376831,0.20430970191955566
august,0.14190809428691864,0.1911354959011078,0.30710455775260925,0.2596009075641632,0.1548239141702652,0.4532424807548523,0.2305731326341629,0.16010130941867828,0.15471702814102173,0.09769000858068466,0.15260665118694305,0.28123795986175537,0.18748021125793457,0.29198065400123596,0.15708604454994202,0.3006744682788849
1992,-0.005322941578924656,0.05290580168366432,0.19680820405483246,0.049611207097768784,0.10527157038450241,0.14831048250198364,0.12803657352924347,0.1423635482788086,-0.015320798382163048,-0.008615462109446526,0.22780296206474304,0.0788465216755867,0.06732933223247528,0.11173026263713837,0.21483249962329865,0.11522171646356583
.,0.27491724491119385,0.4446153938770294,0.2881386876106262,0.588965117931366,0.18747641146183014,0.6812511086463928,0.3567904531955719,0.2536076307296753,0.2553439438343048,0.2610633671283722,0.27047446370124817,0.4726039469242096,0.27895694971084595,0.32538118958473206,0.2607303857803345,0.4130953550338745
