,what,is,the,name,of,one,impressive,continuation,of,the,fermat,primality,test,?
baillie-psw,0.1344558447599411,0.1993332952260971,0.2523362934589386,0.14288778603076935,0.2528696358203888,0.18151874840259552,0.16206149756908417,0.11836577206850052,0.2528696358203888,0.2523362934589386,0.25887295603752136,0.21631985902786255,0.1903470903635025,0.15805628895759583
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3696635365486145,0.24559259414672852,0.2539788484573364,0.4946078956127167,0.4933079481124878,0.23757247626781464,0.2514013350009918,0.17614826560020447,0.31091248989105225
miller-rabin,0.20566798746585846,0.2335260808467865,0.292863667011261,0.14649885892868042,0.2625161111354828,0.2368570864200592,0.2576563358306885,0.1828477829694748,0.2625161111354828,0.292863667011261,0.3305162787437439,0.26360100507736206,0.20152559876441956,0.21750137209892273
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3696635365486145,0.24559259414672852,0.2539788484573364,0.4946078956127167,0.4933079481124878,0.23757247626781464,0.2514013350009918,0.17614826560020447,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.42438167333602905,0.31109392642974854,0.25166255235671997,0.5116966962814331,0.5171257257461548,0.14291872084140778,0.2639926075935364,0.22158049046993256,0.20544172823429108
solovay-strassen,0.1591489464044571,0.18707586824893951,0.2286502718925476,0.2040950357913971,0.2689172029495239,0.19391001760959625,0.15508292615413666,0.16582520306110382,0.2689172029495239,0.2286502718925476,0.3038293719291687,0.28192976117134094,0.1930670440196991,0.22620439529418945
tests,0.28057941794395447,0.19474288821220398,0.24070581793785095,0.1125551238656044,0.20151495933532715,0.231205016374588,0.1988101303577423,0.16532206535339355,0.20151495933532715,0.24070581793785095,0.23082596063613892,0.3223152756690979,0.7725468277931213,0.18650490045547485
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3696635365486145,0.24559259414672852,0.2539788484573364,0.4946078956127167,0.4933079481124878,0.23757247626781464,0.2514013350009918,0.17614826560020447,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.42537835240364075,0.17507977783679962,0.1796770989894867,0.39081433415412903,0.40399202704429626,0.19510826468467712,0.20207759737968445,0.19636113941669464,0.24591213464736938
guaranteed,0.27695000171661377,0.23053346574306488,0.3566535413265228,0.16352638602256775,0.3433346152305603,0.31800684332847595,0.20412787795066833,0.29042601585388184,0.3433346152305603,0.3566535413265228,0.2221614271402359,0.2802388072013855,0.19395165145397186,0.22782903909683228
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.4025384783744812,0.2536798119544983,0.28057393431663513,0.41548454761505127,0.535392165184021,0.17767852544784546,0.22107408940792084,0.23725658655166626,0.29463258385658264
fail,0.37353983521461487,0.1806677132844925,0.27147823572158813,0.03876838460564613,0.16776414215564728,0.24022410809993744,0.20254729688167572,0.19132930040359497,0.16776414215564728,0.27147823572158813,0.18611939251422882,0.2788512110710144,0.2773474454879761,0.3153959810733795
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.32580816745758057,0.19839008152484894,0.20440877974033356,0.42558613419532776,0.457212895154953,0.16871990263462067,0.1314685195684433,0.1877070963382721,0.21978627145290375
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.08738727122545242,0.32696738839149475,0.4537513554096222,0.20907320082187653,0.1980971097946167,0.32696738839149475,0.3428877890110016,0.24702224135398865,0.20076091587543488,0.1695597618818283,0.28866854310035706
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.18756690621376038,0.4300730526447296,0.4537518322467804,0.30870938301086426,0.20821155607700348,0.4300730526447296,0.4566698372364044,0.2104264497756958,0.26861488819122314,0.2230105698108673,0.2562315762042999
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.4999135136604309,0.2346878945827484,0.32713258266448975,1.0,0.733189046382904,0.19480057060718536,0.28515246510505676,0.164191335439682,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5514441132545471,0.2336897850036621,0.41826045513153076,0.733189046382904,1.0,0.20773477852344513,0.25188151001930237,0.19235259294509888,0.22068053483963013
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.4878559708595276,0.2029576301574707,0.344177782535553,0.35127586126327515,0.43061500787734985,0.24049046635627747,0.1824703961610794,0.1952582150697708,0.27391523122787476
when,0.4700249433517456,0.3471449911594391,0.5091903209686279,0.24618172645568848,0.3757161796092987,0.38307374715805054,0.25560852885246277,0.2724682092666626,0.3757161796092987,0.5091903209686279,0.17155969142913818,0.1335032433271408,0.2440095990896225,0.22841128706932068
applied,0.1944669634103775,0.21050988137722015,0.22842662036418915,0.18968766927719116,0.2825285494327545,0.21086962521076202,0.09021873027086258,0.16095970571041107,0.2825285494327545,0.22842662036418915,0.17758822441101074,0.2629193365573883,0.2262888103723526,0.15585725009441376
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.4025384783744812,0.2536798119544983,0.28057393431663513,0.41548454761505127,0.535392165184021,0.17767852544784546,0.22107408940792084,0.23725658655166626,0.29463258385658264
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.4910551905632019,0.25005456805229187,0.31851640343666077,0.5052502155303955,0.5829201340675354,0.2493271678686142,0.2352360039949417,0.2521366477012634,0.23916715383529663
composite,0.20413389801979065,0.2680354416370392,0.22363927960395813,0.1978839933872223,0.27240246534347534,0.21920278668403625,0.20618805289268494,0.13202452659606934,0.27240246534347534,0.22363927960395813,0.3371836841106415,0.301013320684433,0.24837084114551544,0.10732094198465347
number,0.23046229779720306,0.22390379011631012,0.35145696997642517,0.2084028571844101,0.2778518795967102,0.4248921275138855,0.18371881544589996,0.15720121562480927,0.2778518795967102,0.35145696997642517,0.33677148818969727,0.32976987957954407,0.19257770478725433,0.19256845116615295
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.4123194217681885,0.238035649061203,0.26805564761161804,0.5352458953857422,0.5934505462646484,0.24373872578144073,0.23931632936000824,0.23588362336158752,0.4130953550338745
