,what,type,of,government,investigations,apply,to,civil,disobedience,?
disobedience,0.3298627436161041,0.13337014615535736,0.31932318210601807,0.39617401361465454,0.3568483889102936,0.2940084934234619,0.30665844678878784,0.5442691445350647,1.0,0.19890835881233215
cases,0.2612028121948242,0.29624518752098083,0.31000128388404846,0.2118922472000122,0.37607407569885254,0.41677796840667725,0.2987212836742401,0.2025141716003418,0.2900480031967163,0.25599566102027893
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2521961033344269,0.2702087461948395,0.28494641184806824,0.4645031690597534,0.2541380822658539,0.2603943943977356,0.4130953550338745
,what,type,of,government,investigations,apply,to,civil,disobedience,?
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.23902073502540588,0.25581029057502747,0.36373811960220337,0.4451248347759247,0.1685788929462433,0.23370130360126495,0.264628142118454
example,0.3456268310546875,0.2937546968460083,0.3570667505264282,0.15536615252494812,0.10919713228940964,0.3542989194393158,0.3451666533946991,0.2001555860042572,0.24911116063594818,0.30374911427497864
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27344048023223877,0.2506360411643982,0.2953256368637085,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.31798112392425537,0.2768571972846985,0.23137710988521576,0.535392165184021,0.2477465271949768,0.30963727831840515,0.22068053483963013
suspect,0.361697256565094,0.15059641003608704,0.21128375828266144,0.20099622011184692,0.46620526909828186,0.2562604248523712,0.23814554512500763,0.20618052780628204,0.3589630424976349,0.2982812821865082
may,0.25739946961402893,0.1642589271068573,0.26447007060050964,0.21966363489627838,0.2376139611005783,0.21821507811546326,0.391582727432251,0.1700199544429779,0.24693389236927032,0.2768254578113556
need,0.39420950412750244,0.24363647401332855,0.24285943806171417,0.1825719028711319,0.1666090488433838,0.4995199739933014,0.42094892263412476,0.12274336069822311,0.18868818879127502,0.40413710474967957
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.28343796730041504,0.17082583904266357,0.3410952687263489,1.0,0.2019355595111847,0.30665844678878784,0.29463258385658264
decide,0.4684337377548218,0.16773280501365662,0.2682307958602905,0.26925548911094666,0.2586080729961395,0.4148571789264679,0.4438391625881195,0.18595875799655914,0.30717432498931885,0.35001131892204285
whether,0.5516265630722046,0.27249613404273987,0.24392437934875488,0.22815045714378357,0.2354150116443634,0.35867857933044434,0.43423423171043396,0.11485010385513306,0.2514246106147766,0.3150278329849243
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2456667572259903,0.1511283814907074,0.34362486004829407,0.38921234011650085,0.12588919699192047,0.2553665041923523,0.32389625906944275
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.2722996473312378,0.22343681752681732,0.4323161244392395,0.5149973034858704,0.18740713596343994,0.38157403469085693,0.41942933201789856
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.28343796730041504,0.17082583904266357,0.3410952687263489,1.0,0.2019355595111847,0.30665844678878784,0.29463258385658264
grant,0.18171831965446472,0.05530107766389847,0.23326964676380157,0.2673273980617523,0.20666109025478363,0.27384379506111145,0.2576783299446106,0.2656216025352478,0.25675421953201294,0.15586599707603455
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.25158295035362244,0.2125951200723648,0.23401778936386108,0.45503583550453186,0.21693918108940125,0.25352153182029724,0.23916715383529663
consent,0.3003043532371521,0.10614141821861267,0.24433499574661255,0.3107494115829468,0.23329126834869385,0.3209090530872345,0.34250709414482117,0.22940601408481598,0.37815549969673157,0.2684990465641022
search,0.20825417339801788,0.1345977783203125,0.14824159443378448,0.1303301602602005,0.3267732262611389,0.2057463675737381,0.2808291018009186,0.06062186509370804,0.15701471269130707,0.23093242943286896
of,0.33290785551071167,0.18112817406654358,1.0,0.3475167155265808,0.2303210347890854,0.23030845820903778,0.41548454761505127,0.24698495864868164,0.31932318210601807,0.1826142966747284
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.23050804436206818,0.2667959928512573,0.16787317395210266,0.3715193271636963,0.18942002952098846,0.3585605025291443,0.18075084686279297
property,0.24978817999362946,0.217777818441391,0.2299845814704895,0.3121843934059143,0.16227859258651733,0.3019718527793884,0.26292115449905396,0.23503997921943665,0.2735390365123749,0.16865147650241852
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.27344048023223877,0.2506360411643982,0.2953256368637085,0.44245919585227966,0.24795588850975037,0.2878543734550476,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2859337627887726,0.20238573849201202,0.2759774923324585,0.48971283435821533,0.25259146094322205,0.3041999638080597,0.20544172823429108
whether,0.5516265630722046,0.27249613404273987,0.24392437934875488,0.22815045714378357,0.2354150116443634,0.35867857933044434,0.43423423171043396,0.11485010385513306,0.2514246106147766,0.3150278329849243
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2456667572259903,0.1511283814907074,0.34362486004829407,0.38921234011650085,0.12588919699192047,0.2553665041923523,0.32389625906944275
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.2722996473312378,0.22343681752681732,0.4323161244392395,0.5149973034858704,0.18740713596343994,0.38157403469085693,0.41942933201789856
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.28343796730041504,0.17082583904266357,0.3410952687263489,1.0,0.2019355595111847,0.30665844678878784,0.29463258385658264
talk,0.4448079466819763,0.15528874099254608,0.15524029731750488,0.2201104760169983,0.18247298896312714,0.32716771960258484,0.30511119961738586,0.1379225254058838,0.20868781208992004,0.6033820509910583
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.28343796730041504,0.17082583904266357,0.3410952687263489,1.0,0.2019355595111847,0.30665844678878784,0.29463258385658264
police,0.1865120679140091,0.04544151574373245,0.19770009815692902,0.3918229341506958,0.41011282801628113,0.1456415355205536,0.27044278383255005,0.22153325378894806,0.3465489149093628,0.1765819936990738
officers,0.20936226844787598,0.07706690579652786,0.24383078515529633,0.3789760172367096,0.33174118399620056,0.18332460522651672,0.3041703402996063,0.29699206352233887,0.3412054479122162,0.14072641730308533
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2521961033344269,0.2702087461948395,0.28494641184806824,0.4645031690597534,0.2541380822658539,0.2603943943977356,0.4130953550338745
