,in,which,year,did,john,sheepshanks,donated,a,large,collection,of,paintings,?
intention,0.23223328590393066,0.2725229561328888,0.1756335198879242,0.36771532893180847,0.16788670420646667,0.1683426797389984,0.1959584802389145,0.2729932963848114,0.12230080366134644,0.10973333567380905,0.20242100954055786,0.16787314414978027,0.27262312173843384
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.2407056987285614,0.23987549543380737,0.27521181106567383,0.5052502155303955,0.3569655418395996,0.2915455996990204,1.0,0.21768251061439514,0.1826142966747284
forming,0.3025292158126831,0.39201000332832336,0.12562213838100433,0.15440939366817474,0.14097130298614502,0.2103802114725113,0.21889807283878326,0.2713898718357086,0.31106269359588623,0.14641061425209045,0.36614730954170227,0.13406610488891602,0.11404796689748764
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.20638683438301086,0.30057379603385925,0.25708192586898804,1.0,0.3740714490413666,0.24716788530349731,0.5052502155303955,0.15623857080936432,0.23916715383529663
'a,0.02476591430604458,-0.05600879713892937,0.07652643322944641,0.015590691938996315,0.22114001214504242,-0.018356095999479294,0.05889539420604706,0.0879582017660141,-0.09190484136343002,0.14933796226978302,0.03202611953020096,-0.056350190192461014,0.07730923593044281
national,0.28915393352508545,0.28337109088897705,0.20261619985103607,0.17743784189224243,0.12190906703472137,0.12023680657148361,0.2566697597503662,0.27889734506607056,0.19376996159553528,0.217006117105484,0.3314673602581024,0.18414539098739624,0.15643028914928436
gallery,0.21665531396865845,0.19994710385799408,0.11597850918769836,0.10746263712644577,0.12570537626743317,0.19808930158615112,0.3024440407752991,0.13071094453334808,0.25116419792175293,0.42902910709381104,0.1971534639596939,0.5526458621025085,0.18202216923236847
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.2407056987285614,0.23987549543380737,0.27521181106567383,0.5052502155303955,0.3569655418395996,0.2915455996990204,1.0,0.21768251061439514,0.1826142966747284
british,0.23084034025669098,0.2002234309911728,0.16501371562480927,0.2039594054222107,0.2667495906352997,0.31396764516830444,0.1522148698568344,0.1984395682811737,0.1757306456565857,0.15021207928657532,0.23701532185077667,0.16699564456939697,0.09711728990077972
art,0.2282189577817917,0.19862167537212372,0.15209953486919403,0.1711656004190445,0.14772957563400269,0.25941646099090576,0.327901154756546,0.1329297125339508,0.16677987575531006,0.3446033000946045,0.22648051381111145,0.535490870475769,0.138971745967865
',0.4158826768398285,0.32852497696876526,0.23947113752365112,0.25488927960395813,0.19397948682308197,0.2715352773666382,0.1792885661125183,0.48837921023368835,0.19764451682567596,0.2383844554424286,0.39136970043182373,0.17073166370391846,0.330942302942276
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.20638683438301086,0.30057379603385925,0.25708192586898804,1.0,0.3740714490413666,0.24716788530349731,0.5052502155303955,0.15623857080936432,0.23916715383529663
role,0.243671715259552,0.18845273554325104,0.16900014877319336,0.16237343847751617,0.1990225911140442,0.28213441371917725,0.11557938903570175,0.22880133986473083,0.11044587939977646,0.09877355396747589,0.1797693818807602,0.10556610673666,0.18676944077014923
since,0.4325680434703827,0.3523256182670593,0.31512683629989624,0.27613121271133423,0.1370808482170105,0.22505106031894684,0.20638856291770935,0.3303585946559906,0.2156819850206375,0.16554413735866547,0.35513219237327576,0.1852654069662094,0.2876587212085724
taken,0.2500644326210022,0.287870854139328,0.1478874534368515,0.2038538008928299,0.1658785045146942,0.20072928071022034,0.28684836626052856,0.2520231008529663,0.22489280998706818,0.19048383831977844,0.2889742851257324,0.21357741951942444,0.17662954330444336
on,0.46853652596473694,0.4245251417160034,0.27628999948501587,0.2670976221561432,0.194100484251976,0.32939526438713074,0.16190804541110992,0.3848365545272827,0.23191727697849274,0.2131180614233017,0.3966929316520691,0.20831486582756042,0.2714994251728058
by,0.370934396982193,0.40543368458747864,0.28805047273635864,0.18574509024620056,0.2502059042453766,0.3757704794406891,0.24880395829677582,0.32094135880470276,0.2555539309978485,0.2678082287311554,0.3646814823150635,0.24946486949920654,0.17966607213020325
tate,0.24848110973834991,0.170210599899292,0.17676149308681488,0.06125911697745323,0.23915334045886993,0.3812029957771301,0.24346697330474854,0.1407374143600464,0.09310640394687653,0.257776141166687,0.15911735594272614,0.2925175130367279,0.20980916917324066
britain,0.26246872544288635,0.25284263491630554,0.20549042522907257,0.23567047715187073,0.2414906769990921,0.29546239972114563,0.11698660999536514,0.18575294315814972,0.23009920120239258,0.1765190064907074,0.28899943828582764,0.19071927666664124,0.1268460750579834
;,0.092739537358284,-0.01244901679456234,0.00956164300441742,0.10727239400148392,-0.03077564761042595,-0.010300624184310436,0.006606978829950094,-0.02122584730386734,0.06796000897884369,0.06335505098104477,0.054534342139959335,0.026017429307103157,0.10349778085947037
artists,0.1669624298810959,0.15925386548042297,0.17299948632717133,0.20933641493320465,0.1472584307193756,0.28953954577445984,0.19301623106002808,0.14613932371139526,0.20514394342899323,0.28915879130363464,0.18416832387447357,0.525743842124939,0.1482434719800949
represented,0.33309870958328247,0.2635336220264435,0.1495601385831833,0.154952272772789,0.12029799073934555,0.13725821673870087,0.18903802335262299,0.3039659857749939,0.18677742779254913,0.1968824714422226,0.3891753554344177,0.21890172362327576,0.11276352405548096
are,0.3841303884983063,0.42922598123550415,0.1750577986240387,0.2159031480550766,0.12806348502635956,0.3077036142349243,0.13930656015872955,0.265255331993103,0.3467932939529419,0.22862131893634796,0.39081433415412903,0.2476382851600647,0.24591213464736938
william,0.21605195105075836,0.13988013565540314,0.12221778929233551,0.24349860846996307,0.45851513743400574,0.23687507212162018,0.18981784582138062,0.19269351661205292,0.10961806029081345,0.1617477536201477,0.20272590219974518,0.2111300528049469,0.14462219178676605
blake,0.20406444370746613,0.13002963364124298,0.1868458092212677,0.18454092741012573,0.31202176213264465,0.35687240958213806,0.17742018401622772,0.22544892132282257,0.14924806356430054,0.19274643063545227,0.173129603266716,0.2529239058494568,0.1444810926914215
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
james,0.1994210183620453,0.18419533967971802,0.12669162452220917,0.20904116332530975,0.4770623743534088,0.2803886830806732,0.1605204939842224,0.19130736589431763,0.10212062299251556,0.15626078844070435,0.18323110044002533,0.09725338965654373,0.12139993160963058
barry,0.18231528997421265,0.17567740380764008,0.10284958779811859,0.13091443479061127,0.3074069321155548,0.37693992257118225,0.17786905169487,0.2357623130083084,0.07544149458408356,0.16736797988414764,0.11729247868061066,0.14276781678199768,0.12684106826782227
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
henry,0.21735817193984985,0.16498084366321564,0.1817096471786499,0.22827239334583282,0.3833702504634857,0.3192232847213745,0.25211551785469055,0.24300003051757812,0.12368643283843994,0.230765700340271,0.2390729784965515,0.1520490050315857,0.16836383938789368
fuseli,0.1975700706243515,0.35025736689567566,0.1222158893942833,0.12981396913528442,0.10718420892953873,0.31310564279556274,0.17075258493423462,0.3182360529899597,0.27114564180374146,0.2138352245092392,0.21708132326602936,0.15212060511112213,0.1850273758172989
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
sir,0.2226593792438507,0.16247086226940155,0.10413563996553421,0.15892378985881805,0.34155043959617615,0.3368484079837799,0.23645460605621338,0.1604013890028,0.13568466901779175,0.14995771646499634,0.17569157481193542,0.21540594100952148,0.10503887385129929
edwin,0.1589140146970749,0.13674814999103546,0.1423584669828415,0.18906143307685852,0.33745673298835754,0.2765624225139618,0.20305557548999786,0.16274982690811157,0.15210089087486267,0.12794066965579987,0.1521919071674347,0.15527351200580597,0.1910800039768219
henry,0.21735817193984985,0.16498084366321564,0.1817096471786499,0.22827239334583282,0.3833702504634857,0.3192232847213745,0.25211551785469055,0.24300003051757812,0.12368643283843994,0.230765700340271,0.2390729784965515,0.1520490050315857,0.16836383938789368
landseer,0.29278597235679626,0.20276670157909393,0.19683457911014557,0.16034653782844543,0.21170541644096375,0.2821011245250702,0.1803368180990219,0.2875571846961975,0.2507847845554352,0.1601874977350235,0.28116604685783386,0.2915154695510864,0.14386266469955444
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
sir,0.2226593792438507,0.16247086226940155,0.10413563996553421,0.15892378985881805,0.34155043959617615,0.3368484079837799,0.23645460605621338,0.1604013890028,0.13568466901779175,0.14995771646499634,0.17569157481193542,0.21540594100952148,0.10503887385129929
david,0.17107756435871124,0.16383904218673706,0.08705317974090576,0.15711668133735657,0.38872188329696655,0.3035207688808441,0.2328645884990692,0.19156141579151154,0.12884238362312317,0.17162975668907166,0.191870778799057,0.10141903907060623,0.04158485680818558
wilkie,0.2423786073923111,0.1315290480852127,0.18097466230392456,0.21952703595161438,0.3954602777957916,0.39828526973724365,0.17722634971141815,0.23975518345832825,0.08601643145084381,0.16974714398384094,0.19975170493125916,0.2183210253715515,0.12453664839267731
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
william,0.21605195105075836,0.13988013565540314,0.12221778929233551,0.24349860846996307,0.45851513743400574,0.23687507212162018,0.18981784582138062,0.19269351661205292,0.10961806029081345,0.1617477536201477,0.20272590219974518,0.2111300528049469,0.14462219178676605
mulready,0.31907010078430176,0.3572736084461212,0.2983211278915405,0.311586856842041,0.29270729422569275,0.4562547206878662,0.29170548915863037,0.3672815263271332,0.2682036757469177,0.17615118622779846,0.3280111849308014,0.21895278990268707,0.2971127927303314
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
william,0.21605195105075836,0.13988013565540314,0.12221778929233551,0.24349860846996307,0.45851513743400574,0.23687507212162018,0.18981784582138062,0.19269351661205292,0.10961806029081345,0.1617477536201477,0.20272590219974518,0.2111300528049469,0.14462219178676605
powell,0.2602698802947998,0.18089722096920013,0.19956690073013306,0.17569278180599213,0.34062889218330383,0.42455947399139404,0.10669047385454178,0.20594172179698944,0.16175007820129395,0.1786218285560608,0.235233336687088,0.10911762714385986,0.2445029318332672
frith,0.1808868795633316,0.22261732816696167,0.18723401427268982,0.20133183896541595,0.3219396770000458,0.42126354575157166,0.1977866142988205,0.1604493260383606,0.15963661670684814,0.14566394686698914,0.21577191352844238,0.25657767057418823,0.0917111411690712
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.23961079120635986,0.3846465051174164,0.2569865584373474,0.427140474319458,0.2263888567686081,0.2277175933122635,0.4946078956127167,0.22040317952632904,0.31091248989105225
millais,0.2352529764175415,0.1706976443529129,0.22300095856189728,0.15864169597625732,0.33561190962791443,0.3670482039451599,0.229999840259552,0.21449428796768188,0.08022192120552063,0.24736066162586212,0.1970224827528,0.29847630858421326,0.13049952685832977
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.21634717285633087,0.3736935555934906,0.2513214945793152,0.3739250600337982,0.3404269814491272,0.2379438579082489,0.5116966962814331,0.2532086968421936,0.20544172823429108
hippolyte,0.22768142819404602,0.20010456442832947,0.12945370376110077,0.17592613399028778,0.22197283804416656,0.281328946352005,0.1786147505044937,0.22493600845336914,0.1140683963894844,0.10122256726026535,0.3028835952281952,0.16787190735340118,0.1894065886735916
delaroche,0.3078230321407318,0.21858884394168854,0.19799497723579407,0.1277758628129959,0.2327616810798645,0.36352694034576416,0.1982511729001999,0.27195319533348083,0.13036654889583588,0.15559792518615723,0.26778408885002136,0.25132662057876587,0.17048823833465576
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.26428887248039246,0.331969678401947,0.28309792280197144,0.50484299659729,0.2304532378911972,0.2516246736049652,0.5352458953857422,0.26640555262565613,0.4130953550338745
