,pneumatica,was,written,by,what,greek,writer,?
's,-0.029687123373150826,0.008974763564765453,-0.03439633175730705,-0.010884488001465797,0.02692362666130066,0.11929181218147278,0.06599142402410507,-0.023395681753754616
neck,0.21917107701301575,0.20437124371528625,0.07115618884563446,0.12408555299043655,0.21001802384853363,0.14710310101509094,0.09953627735376358,0.1379052996635437
with,0.1787288635969162,0.27411898970603943,0.21299967169761658,0.39731505513191223,0.2464839518070221,0.16820698976516724,0.11746663600206375,0.2433311939239502
water,0.3356035649776459,0.18750394880771637,0.03775560110807419,0.22562243044376373,0.17456887662410736,0.18714621663093567,0.10287924110889435,0.14731885492801666
resulted,0.16859722137451172,0.3113420605659485,0.11901910603046417,0.23799769580364227,0.14803820848464966,0.09786593168973923,0.10107769072055817,0.1391388475894928
in,0.1819676011800766,0.45514053106307983,0.20878943800926208,0.370934396982193,0.30808621644973755,0.17752651870250702,0.19054412841796875,0.20430970191955566
some,0.27315595746040344,0.21528802812099457,0.2738991379737854,0.306446373462677,0.4491020441055298,0.22450286149978638,0.14467483758926392,0.2562315762042999
water,0.3356035649776459,0.18750394880771637,0.03775560110807419,0.22562243044376373,0.17456887662410736,0.18714621663093567,0.10287924110889435,0.14731885492801666
rising,0.06499373912811279,0.22641846537590027,0.10685379058122635,0.18920043110847473,0.18883290886878967,0.09494293481111526,0.05705924332141876,0.07955946773290634
into,0.14073553681373596,0.2322220653295517,0.1337183266878128,0.30473223328590393,0.2180619090795517,0.16573834419250488,0.12510542571544647,0.15662476420402527
the,0.22078737616539001,0.48711544275283813,0.2582438886165619,0.4408751428127289,0.42745697498321533,0.23564283549785614,0.1583879292011261,0.22068053483963013
neck,0.21917107701301575,0.20437124371528625,0.07115618884563446,0.12408555299043655,0.21001802384853363,0.14710310101509094,0.09953627735376358,0.1379052996635437
.,0.25570186972618103,0.40146201848983765,0.25418123602867126,0.3936232924461365,0.3567904531955719,0.2338392436504364,0.1906910538673401,0.4130953550338745
