,in,u.s.,states,",",what,happens,to,the,life,expectancy,in,less,economically,equal,ones,?
equally,0.16446180641651154,0.0026703914627432823,0.20548315346240997,0.223611980676651,0.3545299768447876,0.2253909558057785,0.3164912164211273,0.25614944100379944,0.18802262842655182,0.32085880637168884,0.16446180641651154,0.40990474820137024,0.38763272762298584,0.6756974458694458,0.3316536247730255,0.22503766417503357
",",0.5201468467712402,0.030410487204790115,0.3315127193927765,1.0000001192092896,0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.24050940573215485,0.21352605521678925,0.5201468467712402,0.28111666440963745,0.2064574956893921,0.2120320051908493,0.32541337609291077,0.31091248989105225
life,0.27054134011268616,-0.01984347216784954,0.16182145476341248,0.24050940573215485,0.24693015217781067,0.23033027350902557,0.24560359120368958,0.23528170585632324,1.0,0.41130518913269043,0.27054134011268616,0.23771639168262482,0.18286171555519104,0.12060558050870895,0.19442054629325867,0.21677987277507782
expectancy,0.29253846406936646,-0.05716546252369881,0.26645779609680176,0.21352605521678925,0.2736549377441406,0.343675434589386,0.2905459403991699,0.2736141085624695,0.41130518913269043,1.0000001192092896,0.29253846406936646,0.41630464792251587,0.368080735206604,0.28105080127716064,0.2404395490884781,0.1959744244813919
is,0.5394441485404968,-0.05269147455692291,0.21939043700695038,0.4691906273365021,0.28837618231773376,0.3918035626411438,0.42745086550712585,0.5823672413825989,0.2110576033592224,0.3159034848213196,0.5394441485404968,0.3123510479927063,0.30745023488998413,0.20287640392780304,0.28782421350479126,0.22961433231830597
lower,0.27455443143844604,0.06458351761102676,0.19174249470233917,0.236776202917099,0.20079238712787628,0.22507953643798828,0.233318492770195,0.3463275134563446,0.19532732665538788,0.3399394154548645,0.27455443143844604,0.31475934386253357,0.19924014806747437,0.2082320898771286,0.17956726253032684,0.08471795171499252
in,1.0,-0.003064807504415512,0.3977442979812622,0.5201468467712402,0.30808621644973755,0.2737985849380493,0.45010748505592346,0.6662389636039734,0.27054134011268616,0.29253846406936646,1.0,0.2661931812763214,0.22761379182338715,0.12870801985263824,0.232247456908226,0.20430970191955566
more,0.32563260197639465,0.037427712231874466,0.22187471389770508,0.3696524500846863,0.3484537899494171,0.3236546516418457,0.47084665298461914,0.39758381247520447,0.2655809819698334,0.37683919072151184,0.32563260197639465,0.7355562448501587,0.35902535915374756,0.23232722282409668,0.46327778697013855,0.27894994616508484
unequal,0.20445258915424347,-0.12416569888591766,0.24380074441432953,0.16857154667377472,0.269809365272522,0.3011001944541931,0.2697896361351013,0.2615147829055786,0.1668432652950287,0.43580299615859985,0.20445258915424347,0.34520843625068665,0.39751482009887695,0.6766666173934937,0.19209417700767517,0.13482573628425598
countries,0.3027990758419037,-0.023569520562887192,0.4093204438686371,0.2966555655002594,0.22319257259368896,0.2239965945482254,0.3111797273159027,0.33290645480155945,0.07331186532974243,0.29843276739120483,0.3027990758419037,0.27201107144355774,0.35451722145080566,0.23252518475055695,0.31099721789360046,0.15128466486930847
(,0.3087427020072937,0.013905826024711132,0.21393048763275146,0.6363511681556702,0.2411840260028839,0.22396224737167358,0.30882009863853455,0.33289089798927307,0.16464252769947052,0.17581863701343536,0.3087427020072937,0.20576579868793488,0.04614991322159767,0.20419003069400787,0.24214616417884827,0.40561532974243164
r,0.15392769873142242,0.027785571292042732,0.1514400839805603,0.22747072577476501,0.14495669305324554,0.10890171676874161,0.1677994728088379,0.1519533395767212,0.13234472274780273,0.15044929087162018,0.15392769873142242,0.09129326045513153,0.01753304898738861,0.11021754145622253,0.13344143331050873,0.16570481657981873
=,-0.08381625264883041,-0.12619651854038239,-0.07762395590543747,-0.04015415534377098,0.07829900085926056,-0.042812883853912354,-0.02100103534758091,-0.01352626271545887,-0.015468291006982327,-0.045989494770765305,-0.08381625264883041,-0.015262160450220108,0.02434314228594303,0.016976352781057358,0.0025708365719765425,-0.005643122363835573
-.907,-0.03464481607079506,0.017329761758446693,-0.04304586723446846,0.016265593469142914,0.13907432556152344,0.2036355882883072,0.05269639939069748,-0.00819464586675167,0.07215756922960281,-0.004350109025835991,-0.03464481607079506,0.023645862936973572,-0.09007623046636581,-0.04741060361266136,0.14950303733348846,0.2522471249103546
),0.3326910734176636,0.008739588782191277,0.2059156745672226,0.63033527135849,0.26259949803352356,0.21613579988479614,0.31236231327056885,0.3456730246543884,0.17696817219257355,0.1730314940214157,0.3326910734176636,0.20886565744876862,0.0709194466471672,0.2060772031545639,0.23756976425647736,0.42300865054130554
.,0.5591574311256409,0.09558769315481186,0.33941102027893066,0.6812511086463928,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.3029138445854187,0.2723982334136963,0.5591574311256409,0.32668155431747437,0.20233392715454102,0.25790271162986755,0.3052959740161896,0.4130953550338745
