,new,cameras,were,introduced,for,the,game,",",what,degree,of,view,do,they,provide,viewers,?
cameras,0.16705705225467682,1.0000001192092896,0.2703001797199249,0.17623065412044525,0.2902202010154724,0.2402329444885254,0.2528468668460846,0.22994861006736755,0.22978083789348602,0.163183331489563,0.16742980480194092,0.22732165455818176,0.2337094247341156,0.35783517360687256,0.229058176279068,0.3489815592765808,0.1492827832698822
and,0.31402453780174255,0.24447834491729736,0.42175528407096863,0.27894338965415955,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.6633074283599854,0.31309178471565247,0.2947183847427368,0.5116966962814331,0.19056165218353271,0.276123583316803,0.5073080658912659,0.32960009574890137,0.20451174676418304,0.20544172823429108
microphones,0.2750701308250427,0.572182834148407,0.18457987904548645,0.22681684792041779,0.24135535955429077,0.23891586065292358,0.28385281562805176,0.23250597715377808,0.25977712869644165,0.08690527081489563,0.16244418919086456,0.14404414594173431,0.21341677010059357,0.3267412781715393,0.29335635900497437,0.3482167422771454,0.15805093944072723
along,0.23185831308364868,0.14359591901302338,0.30671337246894836,0.2102857530117035,0.249526709318161,0.39495137333869934,0.17132028937339783,0.29824912548065186,0.22421957552433014,0.20153968036174774,0.34889817237854004,0.09894323348999023,0.1786094307899475,0.2803424000740051,0.1970171183347702,0.10995558649301529,0.17134909331798553
with,0.24325589835643768,0.19811248779296875,0.3179011940956116,0.26105520129203796,0.39140474796295166,0.4223487675189972,0.19394829869270325,0.4120737314224243,0.2464839518070221,0.20720073580741882,0.41827285289764404,0.1253322958946228,0.23744353652000427,0.42091572284698486,0.3074512183666229,0.13734501600265503,0.2433311939239502
eyevision,0.25773105025291443,0.39013251662254333,0.20221620798110962,0.26413843035697937,0.28675514459609985,0.2950143814086914,0.3160180151462555,0.34547314047813416,0.31643226742744446,0.269321471452713,0.28018367290496826,0.3002799451351166,0.21118171513080597,0.22314129769802094,0.2684629261493683,0.34499382972717285,0.30570414662361145
360—an,0.030351489782333374,0.12500475347042084,0.12547411024570465,0.12482023239135742,0.09815157204866409,0.15752920508384705,0.12856929004192352,0.08069930970668793,0.0856505036354065,0.060089897364377975,0.15122100710868835,0.17192384600639343,0.010448658838868141,0.14581693708896637,0.16570883989334106,0.16556960344314575,0.09883584082126617
array,0.1893434226512909,0.32854369282722473,0.0685710534453392,0.08406934887170792,0.18669189512729645,0.17243307828903198,0.2123602032661438,0.22843918204307556,0.2076577991247177,0.1668885499238968,0.17498986423015594,0.1482245773077011,0.20275448262691498,0.18310296535491943,0.24107103049755096,0.20074805617332458,0.18988128006458282
of,0.343457967042923,0.16742980480194092,0.34038281440734863,0.23328952491283417,0.4185989499092102,0.733189046382904,0.2298848181962967,0.4946078956127167,0.33290785551071167,0.22760991752147675,1.0,0.21446028351783752,0.26150479912757874,0.3426007330417633,0.27198103070259094,0.1391541063785553,0.1826142966747284
36,-0.15667623281478882,-0.19595745205879211,-0.12239594757556915,-0.14379432797431946,-0.1792924404144287,-0.13033781945705414,-0.13389471173286438,-0.16098372638225555,-0.22702908515930176,-0.10430388152599335,-0.08931336551904678,-0.09531792998313904,-0.2083190232515335,-0.15973977744579315,-0.07698290050029755,-0.18953968584537506,-0.2611904740333557
cameras,0.16705705225467682,1.0000001192092896,0.2703001797199249,0.17623065412044525,0.2902202010154724,0.2402329444885254,0.2528468668460846,0.22994861006736755,0.22978083789348602,0.163183331489563,0.16742980480194092,0.22732165455818176,0.2337094247341156,0.35783517360687256,0.229058176279068,0.3489815592765808,0.1492827832698822
along,0.23185831308364868,0.14359591901302338,0.30671337246894836,0.2102857530117035,0.249526709318161,0.39495137333869934,0.17132028937339783,0.29824912548065186,0.22421957552433014,0.20153968036174774,0.34889817237854004,0.09894323348999023,0.1786094307899475,0.2803424000740051,0.1970171183347702,0.10995558649301529,0.17134909331798553
the,0.3845241069793701,0.2402329444885254,0.3906462490558624,0.242969810962677,0.4739971458911896,1.0,0.285271555185318,0.4933079481124878,0.42745697498321533,0.20765221118927002,0.733189046382904,0.25610461831092834,0.30239659547805786,0.49925389885902405,0.26373472809791565,0.24207380414009094,0.22068053483963013
upper,0.18185009062290192,0.12892523407936096,0.22874702513217926,0.14114658534526825,0.12166716158390045,0.35289278626441956,0.06997500360012054,0.22235287725925446,0.1592642068862915,0.1528986543416977,0.25818127393722534,0.16193795204162598,0.1312045454978943,0.19890227913856506,0.2309877574443817,0.1368015557527542,0.051342256367206573
deck,0.11992176622152328,0.2718364894390106,0.17414648830890656,0.14709289371967316,0.1429441124200821,0.19911137223243713,0.210598424077034,0.16577519476413727,0.15597642958164215,0.171048104763031,0.12409961968660355,0.15435869991779327,0.11454588919878006,0.1835424304008484,0.16328419744968414,0.2172602117061615,0.12176196277141571
that,0.29177987575531006,0.3057618737220764,0.35517072677612305,0.2056519091129303,0.4137635827064514,0.5473989248275757,0.27499276399612427,0.4137537479400635,0.6297725439071655,0.2588793933391571,0.41498205065727234,0.23331132531166077,0.44533252716064453,0.5710820555686951,0.367409884929657,0.2754804491996765,0.32716336846351624
can,0.22821471095085144,0.3125510513782501,0.2566237151622772,0.171160027384758,0.35690054297447205,0.312528520822525,0.23146793246269226,0.3139454126358032,0.34502777457237244,0.19439314305782318,0.2603091299533844,0.2083529680967331,0.45775556564331055,0.47909218072891235,0.3899819850921631,0.20660412311553955,0.3226337134838104
be,0.22046978771686554,0.24669234454631805,0.4064064621925354,0.18611350655555725,0.3801851272583008,0.4248143136501312,0.24152140319347382,0.39254459738731384,0.3929833769798279,0.17036838829517365,0.33904364705085754,0.23513229191303253,0.36575672030448914,0.4858434796333313,0.41814184188842773,0.24479320645332336,0.3324260413646698
used,0.154256209731102,0.3231108784675598,0.27636459469795227,0.3919791877269745,0.4236139953136444,0.3718377649784088,0.15115390717983246,0.3120402991771698,0.27546408772468567,0.14595767855644226,0.3075267970561981,0.1109624132514,0.3054939806461334,0.37411078810691833,0.366753488779068,0.13772284984588623,0.22430120408535004
to,0.33159172534942627,0.28243497014045715,0.31913647055625916,0.22615164518356323,0.4451248347759247,0.535392165184021,0.2540906071662903,0.44245919585227966,0.455847829580307,0.23240768909454346,0.41548454761505127,0.229315847158432,0.38876664638519287,0.5452046394348145,0.3479624092578888,0.2661592364311218,0.29463258385658264
provide,0.1687231808900833,0.229058176279068,0.20425377786159515,0.2114887684583664,0.42299434542655945,0.26373472809791565,0.13305369019508362,0.20966707170009613,0.27049049735069275,0.13086317479610443,0.27198103070259094,0.16089648008346558,0.36434707045555115,0.2950424253940582,1.0,0.16777147352695465,0.22704634070396423
a,0.3214259147644043,0.19803708791732788,0.17203083634376526,0.2573881149291992,0.44038116931915283,0.5829201340675354,0.23211604356765747,0.427140474319458,0.3320399522781372,0.25289660692214966,0.5052502155303955,0.22168859839439392,0.26237669587135315,0.3528250455856323,0.26036545634269714,0.17308323085308075,0.23916715383529663
360-degree,0.1623183786869049,0.20468385517597198,0.11359641700983047,0.21693310141563416,0.1914023756980896,0.23098298907279968,0.17099767923355103,0.23205557465553284,0.23459213972091675,0.9454160332679749,0.2376304715871811,0.17968645691871643,0.23341962695121765,0.21239888668060303,0.14528341591358185,0.10688462108373642,0.11276638507843018
view,0.15748095512390137,0.22732165455818176,0.13278506696224213,0.04547453671693802,0.1212775781750679,0.25610461831092834,0.1759258210659027,0.216712087392807,0.2818201184272766,0.1829012632369995,0.21446028351783752,1.0,0.20598536729812622,0.15261849761009216,0.16089648008346558,0.3354153037071228,0.17672975361347198
of,0.343457967042923,0.16742980480194092,0.34038281440734863,0.23328952491283417,0.4185989499092102,0.733189046382904,0.2298848181962967,0.4946078956127167,0.33290785551071167,0.22760991752147675,1.0,0.21446028351783752,0.26150479912757874,0.3426007330417633,0.27198103070259094,0.1391541063785553,0.1826142966747284
plays,0.09254811704158783,0.12792469561100006,0.1641818732023239,0.149881973862648,0.26689276099205017,0.1760704517364502,0.2833365499973297,0.24874751269817352,0.12965579330921173,0.12537585198879242,0.14677055180072784,0.042050257325172424,0.14544151723384857,0.21151885390281677,0.07514923810958862,0.12078382074832916,0.14138242602348328
and,0.31402453780174255,0.24447834491729736,0.42175528407096863,0.27894338965415955,0.5064792633056641,0.5171257257461548,0.25192898511886597,0.6633074283599854,0.31309178471565247,0.2947183847427368,0.5116966962814331,0.19056165218353271,0.276123583316803,0.5073080658912659,0.32960009574890137,0.20451174676418304,0.20544172823429108
``,-0.03575563058257103,-0.08977384120225906,0.006090171169489622,-0.045295145362615585,0.01270448137074709,0.029072100296616554,-0.06292625516653061,0.09681109338998795,0.008517155423760414,0.08519841730594635,0.06780257821083069,-0.07257454097270966,0.06628920882940292,0.0819322019815445,0.00022361247101798654,-0.031395092606544495,0.0685480609536171
bullet,0.11875489354133606,0.23297886550426483,0.15895190834999084,0.10385820269584656,0.24519377946853638,0.2809694707393646,0.21284426748752594,0.23763972520828247,0.23475071787834167,0.14766070246696472,0.2322121113538742,0.13208819925785065,0.1751335859298706,0.21494901180267334,0.14912886917591095,0.11665727198123932,0.16256383061408997
time,0.2320125252008438,0.2619260847568512,0.3104150593280792,0.24710574746131897,0.3992156386375427,0.43061500787734985,0.2928149104118347,0.3029961884021759,0.36319252848625183,0.20199277997016907,0.35127586126327515,0.1708688735961914,0.27283716201782227,0.3580583930015564,0.22206640243530273,0.1780913770198822,0.27391523122787476
'',-0.021915066987276077,0.05405961722135544,0.007215402089059353,0.06878387928009033,-0.04479556903243065,0.041273195296525955,0.07443881779909134,-0.037358131259679794,0.08143015950918198,0.05601005256175995,0.13035868108272552,0.029715314507484436,-0.00043653504690155387,-0.006317874416708946,0.024159517139196396,-0.016816217452287674,0.018684765323996544
effects,0.17473703622817993,0.3328736126422882,0.18522967398166656,0.1442498415708542,0.28118398785591125,0.25316479802131653,0.13980832695960999,0.23115523159503937,0.22572848200798035,0.17743855714797974,0.21244898438453674,0.1138213500380516,0.22921884059906006,0.23242710530757904,0.2582457959651947,0.2058037519454956,0.16749060153961182
.,0.35031336545944214,0.21658402681350708,0.3378238379955292,0.2799728810787201,0.4726039469242096,0.5934505462646484,0.2581658959388733,0.6812511086463928,0.3567904531955719,0.20956046879291534,0.5352458953857422,0.23733025789260864,0.3613996207714081,0.4510921239852905,0.23842981457710266,0.28379327058792114,0.4130953550338745
