,how,was,the,civil,disobedience,shown,in,antigone,?
obey,0.3490091562271118,0.132185697555542,0.20167401432991028,0.2464292049407959,0.501200795173645,0.15569894015789032,0.16623938083648682,0.14559194445610046,0.20692269504070282
her,0.23385033011436462,0.34084662795066833,0.354963481426239,0.17531102895736694,0.32259857654571533,0.1963970959186554,0.30892789363861084,0.3209836483001709,0.20310723781585693
conscience,0.2185904085636139,0.24309253692626953,0.19696292281150818,0.2559303343296051,0.47909438610076904,0.10856612026691437,0.20374783873558044,0.1576484739780426,0.23370258510112762
rather,0.3621583580970764,0.23478160798549652,0.31983619928359985,0.1287601739168167,0.2947552800178528,0.22919082641601562,0.26646825671195984,0.11775128543376923,0.3053998053073883
than,0.29763275384902954,0.1872616857290268,0.3227543234825134,0.12293031066656113,0.1432173252105713,0.26416149735450745,0.3270052373409271,0.11186344921588898,0.24917294085025787
human,0.29366981983184814,0.1688746064901352,0.3103327453136444,0.21929283440113068,0.30180588364601135,0.2526317536830902,0.23986108601093292,0.17268559336662292,0.19748784601688385
law,0.18813064694404602,0.21553055942058563,0.24548950791358948,0.31305259466171265,0.3980846405029297,0.0993892103433609,0.24850773811340332,0.10177954286336899,0.1528988480567932
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.2541380822658539,0.2603943943977356,0.3143177330493927,0.5591574311256409,0.23352663218975067,0.4130953550338745
,how,was,the,civil,disobedience,shown,in,antigone,?
one,0.3213292360305786,0.3752199709415436,0.5514441132545471,0.15266822278499603,0.20541732013225555,0.2880101203918457,0.4129433035850525,0.20232835412025452,0.2673267424106598
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,1.0,0.2477465271949768,0.30963727831840515,0.3387985825538635,0.6662389636039734,0.20033924281597137,0.22068053483963013
oldest,0.04958721250295639,0.29228392243385315,0.30836519598960876,0.09821687638759613,0.13601447641849518,0.1267608404159546,0.33251360058784485,0.1516818404197693,0.14864160120487213
depictions,0.24148894846439362,0.22501371800899506,0.2684508264064789,0.11556647717952728,0.36857280135154724,0.3857402801513672,0.22689732909202576,0.31593823432922363,0.14728380739688873
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
civil,0.10494508594274521,0.24303317070007324,0.2477465271949768,1.0,0.5442691445350647,0.07835855334997177,0.26466667652130127,0.1779717206954956,0.1494513899087906
disobedience,0.27056485414505005,0.28287848830223083,0.30963727831840515,0.5442691445350647,1.0,0.1522708535194397,0.3054615259170532,0.25068399310112,0.19890835881233215
is,0.22544461488723755,0.5810302495956421,0.5823672413825989,0.16941262781620026,0.21453623473644257,0.2509501576423645,0.5394441485404968,0.15813754498958588,0.22961433231830597
in,0.2601168751716614,0.45514053106307983,0.6662389636039734,0.26466667652130127,0.3054615259170532,0.2988935708999634,1.0,0.17945496737957,0.20430970191955566
sophocles,0.22383345663547516,0.2613391578197479,0.2736586928367615,0.1515890657901764,0.2748347222805023,0.13968190550804138,0.2046385407447815,0.44340935349464417,0.1973816305398941
',0.18823795020580292,0.33675912022590637,0.474788099527359,0.16727153956890106,0.20764939486980438,0.21459165215492249,0.4158826768398285,0.17648760974407196,0.330942302942276
play,0.1854511797428131,0.23784595727920532,0.24793598055839539,0.0800999104976654,0.18516378104686737,0.192574143409729,0.24321173131465912,0.22160761058330536,0.11059518158435822
antigone,0.05917906388640404,0.20026780664920807,0.20033924281597137,0.1779717206954956,0.25068399310112,0.15240617096424103,0.17945496737957,1.0,0.10473794490098953
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
in,0.2601168751716614,0.45514053106307983,0.6662389636039734,0.26466667652130127,0.3054615259170532,0.2988935708999634,1.0,0.17945496737957,0.20430970191955566
which,0.4852597713470459,0.2830964922904968,0.6521818041801453,0.13459211587905884,0.3121037483215332,0.3214279115200043,0.4840516746044159,0.15784083306789398,0.25814583897590637
antigone,0.05917906388640404,0.20026780664920807,0.20033924281597137,0.1779717206954956,0.25068399310112,0.15240617096424103,0.17945496737957,1.0,0.10473794490098953
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
one,0.3213292360305786,0.3752199709415436,0.5514441132545471,0.15266822278499603,0.20541732013225555,0.2880101203918457,0.4129433035850525,0.20232835412025452,0.2673267424106598
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,1.0,0.2477465271949768,0.30963727831840515,0.3387985825538635,0.6662389636039734,0.20033924281597137,0.22068053483963013
daughters,0.14200976490974426,0.19965700805187225,0.14048056304454803,0.13458435237407684,0.23573920130729675,0.138566255569458,0.15512987971305847,0.2919502258300781,0.13857798278331757
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
former,0.05102010443806648,0.2544213533401489,0.2251449078321457,0.17250412702560425,0.1721409410238266,0.10816802084445953,0.2668642997741699,0.13478094339370728,0.10570605844259262
king,0.13607946038246155,0.27377256751060486,0.25887003540992737,0.2031002789735794,0.27967801690101624,0.14697206020355225,0.2044914960861206,0.32412102818489075,0.19130074977874756
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
thebes,0.14592161774635315,0.24601739645004272,0.3074202537536621,0.13852077722549438,0.24273796379566193,0.20411409437656403,0.14054594933986664,0.46927374601364136,0.12076496332883835
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
oedipus,0.2622889280319214,0.21518371999263763,0.23250001668930054,0.17252084612846375,0.39767229557037354,0.23874270915985107,0.16694779694080353,0.5076553821563721,0.21369202435016632
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
defies,0.24489428102970123,0.2556408941745758,0.3342396020889282,0.27496370673179626,0.38298261165618896,0.30604276061058044,0.2628017067909241,0.2490464448928833,0.29705896973609924
creon,0.22357381880283356,0.2844116985797882,0.23209533095359802,0.17192846536636353,0.2603053152561188,0.13522478938102722,0.09571358561515808,0.36536380648612976,0.2820618748664856
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
the,0.33890387415885925,0.48711544275283813,1.0,0.2477465271949768,0.30963727831840515,0.3387985825538635,0.6662389636039734,0.20033924281597137,0.22068053483963013
current,0.17794625461101532,0.20140352845191956,0.3314409554004669,0.1636456847190857,0.10193347185850143,0.12844882905483246,0.1955713927745819,0.09661836177110672,0.12074550241231918
king,0.13607946038246155,0.27377256751060486,0.25887003540992737,0.2031002789735794,0.27967801690101624,0.14697206020355225,0.2044914960861206,0.32412102818489075,0.19130074977874756
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31932318210601807,0.24332952499389648,0.5696388483047485,0.2282322198152542,0.1826142966747284
thebes,0.14592161774635315,0.24601739645004272,0.3074202537536621,0.13852077722549438,0.24273796379566193,0.20411409437656403,0.14054594933986664,0.46927374601364136,0.12076496332883835
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.25911012291908264,0.5201468467712402,0.209270179271698,0.31091248989105225
who,0.4070430099964142,0.3318818509578705,0.3733934462070465,0.14972704648971558,0.34217217564582825,0.16586925089359283,0.2792111933231354,0.1943591684103012,0.26220351457595825
is,0.22544461488723755,0.5810302495956421,0.5823672413825989,0.16941262781620026,0.21453623473644257,0.2509501576423645,0.5394441485404968,0.15813754498958588,0.22961433231830597
trying,0.4241889417171478,0.19752094149589539,0.2930695712566376,0.1802179217338562,0.3077872097492218,0.17944620549678802,0.24387381970882416,0.11833140254020691,0.3144860565662384
to,0.44169697165489197,0.3636345863342285,0.535392165184021,0.2019355595111847,0.30665844678878784,0.23958280682563782,0.45010748505592346,0.12166310101747513,0.29463258385658264
stop,0.29546284675598145,0.1702059656381607,0.25771772861480713,0.2045789510011673,0.32520580291748047,0.20898482203483582,0.20196323096752167,0.12830546498298645,0.23117060959339142
her,0.23385033011436462,0.34084662795066833,0.354963481426239,0.17531102895736694,0.32259857654571533,0.1963970959186554,0.30892789363861084,0.3209836483001709,0.20310723781585693
from,0.22939439117908478,0.31171464920043945,0.40150508284568787,0.11420916765928268,0.1641564965248108,0.16422823071479797,0.4274188280105591,0.1413501501083374,0.19969791173934937
giving,0.295897513628006,0.2248714715242386,0.3626074492931366,0.10219912976026535,0.2674778699874878,0.28365159034729004,0.24607835710048676,0.11254570633172989,0.2052922248840332
her,0.23385033011436462,0.34084662795066833,0.354963481426239,0.17531102895736694,0.32259857654571533,0.1963970959186554,0.30892789363861084,0.3209836483001709,0.20310723781585693
brother,0.12895290553569794,0.30654317140579224,0.1885300725698471,0.10371534526348114,0.20120905339717865,0.11790630221366882,0.21517863869667053,0.2562076151371002,0.14267398416996002
polynices,0.2861127555370331,0.15795764327049255,0.2767927944660187,0.2303633838891983,0.25846990942955017,0.24076636135578156,0.25382286310195923,0.3100802004337311,0.23299169540405273
a,0.29312583804130554,0.4508470594882965,0.5829201340675354,0.21693918108940125,0.25352153182029724,0.2581788897514343,0.539380669593811,0.21860060095787048,0.23916715383529663
proper,0.3029749393463135,0.13788238167762756,0.3680674135684967,0.1727437525987625,0.21320024132728577,0.21065057814121246,0.23365779221057892,0.08763105422258377,0.2291053831577301
burial,0.17167499661445618,0.21821482479572296,0.23356176912784576,0.14172309637069702,0.24713389575481415,0.13190434873104095,0.233357235789299,0.18615010380744934,0.15331946313381195
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.2541380822658539,0.2603943943977356,0.3143177330493927,0.5591574311256409,0.23352663218975067,0.4130953550338745
