,what,did,luther,state,as,a,means,of,discouraging,mistreatment,of,jews,?
their,0.35142919421195984,0.38078752160072327,0.1988239735364914,0.18362310528755188,0.29218852519989014,0.29698723554611206,0.2709062397480011,0.4329940676689148,0.2948189377784729,0.2799428701400757,0.4329940676689148,0.2248561531305313,0.1898253709077835
conversion,0.21660274267196655,0.14528439939022064,0.16354045271873474,0.13370618224143982,0.2696652412414551,0.23848766088485718,0.12881484627723694,0.20104190707206726,0.3517911732196808,0.1950862556695938,0.20104190707206726,0.25484684109687805,0.1924358606338501
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2263980358839035,0.3815547823905945,0.32094135880470276,0.16834649443626404,0.3646814823150635,0.2071731984615326,0.17618748545646667,0.3646814823150635,0.17624309659004211,0.17966607213020325
proving,0.35093116760253906,0.2283623367547989,0.08653194457292557,0.2561001479625702,0.26982223987579346,0.22778788208961487,0.2525576651096344,0.29165971279144287,0.452768474817276,0.3218882083892822,0.29165971279144287,0.15144464373588562,0.3045685887336731
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.24252457916736603,0.4735107421875,0.47537946701049805,0.3582829535007477,0.41498205065727234,0.39807045459747314,0.2776859700679779,0.41498205065727234,0.27395346760749817,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3097178041934967,0.48381632566452026,0.5829201340675354,0.32225894927978516,0.733189046382904,0.2632078528404236,0.24852725863456726,0.733189046382904,0.24901628494262695,0.22068053483963013
old,0.22117848694324493,0.19123899936676025,0.15014880895614624,0.08174997568130493,0.24722114205360413,0.2846200466156006,0.18011392652988434,0.30522194504737854,0.15690355002880096,0.11269634962081909,0.30522194504737854,0.18086425960063934,0.20577076077461243
testament,0.24230371415615082,0.20634683966636658,0.350544273853302,0.12465912103652954,0.24205099046230316,0.15567231178283691,0.21449200809001923,0.2367868572473526,0.24932757019996643,0.2456900179386139,0.2367868572473526,0.4278111457824707,0.19962608814239502
could,0.4188697934150696,0.6308382749557495,0.1768653839826584,0.09943660348653793,0.32771480083465576,0.3736826181411743,0.31422117352485657,0.29043012857437134,0.323600172996521,0.2610895037651062,0.29043012857437134,0.20342198014259338,0.3411986827850342
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.22221757471561432,0.5230465531349182,0.39883795380592346,0.33581557869911194,0.33904364705085754,0.35522761940956116,0.24650314450263977,0.33904364705085754,0.20604680478572845,0.3324260413646698
shown,0.2601207196712494,0.192234605550766,0.10535307973623276,0.15048834681510925,0.29049909114837646,0.2581788897514343,0.21395868062973022,0.24332952499389648,0.27939045429229736,0.1214795708656311,0.24332952499389648,0.1534167379140854,0.2433658242225647
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.25557461380958557,0.42092081904411316,0.45503583550453186,0.2301892638206482,0.41548454761505127,0.3304569721221924,0.3144679069519043,0.41548454761505127,0.22399327158927917,0.29463258385658264
speak,0.3106061816215515,0.22975830733776093,0.1493251472711563,0.1813524067401886,0.20215177536010742,0.2206171452999115,0.28275758028030396,0.2317851483821869,0.21738800406455994,0.2347646802663803,0.2317851483821869,0.2627471387386322,0.2619509994983673
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.34253445267677307,0.3886612355709076,0.5052502155303955,0.29942914843559265,1.0,0.243498757481575,0.27717000246047974,1.0,0.2207300066947937,0.1826142966747284
jesus,0.307744562625885,0.18355801701545715,0.2590349614620209,0.11115250736474991,0.18451310694217682,0.19707651436328888,0.2061837613582611,0.21039734780788422,0.22116054594516754,0.20764680206775665,0.21039734780788422,0.4108753204345703,0.19975169003009796
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.19138646125793457,0.19191491603851318,0.19816316664218903,0.19802075624465942,0.27289092540740967,0.19404293596744537,0.20211605727672577,0.27289092540740967,0.3402741253376007,0.13772203028202057
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.31380724906921387,0.515582263469696,0.50484299659729,0.18089891970157623,0.5352458953857422,0.22337208688259125,0.32379162311553955,0.5352458953857422,0.2115412801504135,0.4130953550338745
