,in,an,ideal,moral,society,",",what,would,all,citizens,be,free,from,?
usually,0.28848564624786377,0.2654225528240204,0.2661822438240051,0.16911174356937408,0.1896013468503952,0.21946179866790771,0.32521089911460876,0.30977481603622437,0.34709247946739197,0.14592109620571136,0.4821065366268158,0.19287867844104767,0.25971752405166626,0.19435347616672516
in,1.0,0.2605783939361572,0.23391234874725342,0.15305006504058838,0.21229879558086395,0.5201468467712402,0.30808621644973755,0.30461156368255615,0.3335905969142914,0.28388577699661255,0.3481820821762085,0.25575435161590576,0.4274188280105591,0.20430970191955566
the,0.6662389636039734,0.4207492768764496,0.25375595688819885,0.20571894943714142,0.2789285480976105,0.4933079481124878,0.42745697498321533,0.4133751392364502,0.4860881567001343,0.29208630323410034,0.4248143136501312,0.22231732308864594,0.40150508284568787,0.22068053483963013
form,0.2815987169742584,0.1558980643749237,0.21771416068077087,0.1597861349582672,0.17224815487861633,0.21805599331855774,0.15868011116981506,0.22430874407291412,0.2039855718612671,0.17234522104263306,0.3391776382923126,0.2093220353126526,0.2607075572013855,0.1463010311126709
of,0.5696388483047485,0.32280945777893066,0.2763390839099884,0.21832716464996338,0.23646748065948486,0.4946078956127167,0.33290785551071167,0.3353942930698395,0.42798417806625366,0.24269554018974304,0.33904364705085754,0.2430545836687088,0.4249346852302551,0.1826142966747284
taxation,0.20385172963142395,0.16883617639541626,0.2086292803287506,0.3614729940891266,0.3224130868911743,0.20654340088367462,0.25329726934432983,0.3269658386707306,0.23589201271533966,0.44204679131507874,0.24537354707717896,0.2697170674800873,0.18132446706295013,0.16318899393081665
),0.3326910734176636,0.2873353958129883,0.16477736830711365,0.1792440265417099,0.11955338716506958,0.63033527135849,0.26259949803352356,0.2093871831893921,0.283302903175354,0.14120979607105255,0.24578070640563965,0.2045097053050995,0.2672361731529236,0.42300865054130554
",",0.5201468467712402,0.3581022024154663,0.18452070653438568,0.1717042773962021,0.20629194378852844,1.0000001192092896,0.3087472915649414,0.32586824893951416,0.425624817609787,0.2264837771654129,0.39254459738731384,0.2434854805469513,0.39760664105415344,0.31091248989105225
and,0.4954058527946472,0.2838519215583801,0.24742640554904938,0.23464179039001465,0.24110737442970276,0.6633074283599854,0.31309178471565247,0.34921059012413025,0.4542157053947449,0.23546771705150604,0.41766801476478577,0.29029855132102966,0.3601827025413513,0.20544172823429108
that,0.435920387506485,0.365763783454895,0.3302164673805237,0.28321540355682373,0.23252169787883759,0.4137537479400635,0.6297725439071655,0.5895259380340576,0.53305584192276,0.21861132979393005,0.6036020517349243,0.25286802649497986,0.3477667272090912,0.32716336846351624
the,0.6662389636039734,0.4207492768764496,0.25375595688819885,0.20571894943714142,0.2789285480976105,0.4933079481124878,0.42745697498321533,0.4133751392364502,0.4860881567001343,0.29208630323410034,0.4248143136501312,0.22231732308864594,0.40150508284568787,0.22068053483963013
ideal,0.23391234874725342,0.2175319790840149,1.0,0.3619282841682434,0.24502438306808472,0.18452070653438568,0.31059911847114563,0.36272573471069336,0.2244773805141449,0.16731247305870056,0.34239843487739563,0.24734379351139069,0.17060375213623047,0.13358637690544128
moral,0.15305006504058838,0.12254605442285538,0.3619282841682434,0.9999999403953552,0.3706456124782562,0.1717042773962021,0.3679145574569702,0.24749144911766052,0.19769109785556793,0.23331505060195923,0.19735367596149445,0.17188434302806854,0.11822504550218582,0.2608962953090668
society,0.21229879558086395,0.17547515034675598,0.24502438306808472,0.3706456124782562,0.9999998807907104,0.20629194378852844,0.23231269419193268,0.16268430650234222,0.2045668363571167,0.31148219108581543,0.17743872106075287,0.14072200655937195,0.18421071767807007,0.1373005360364914
would,0.30461156368255615,0.2650099992752075,0.36272573471069336,0.24749144911766052,0.16268430650234222,0.32586824893951416,0.45766422152519226,1.0000001192092896,0.41205164790153503,0.2770134210586548,0.5202695727348328,0.24462461471557617,0.26231399178504944,0.37178951501846313
be,0.3481820821762085,0.33041056990623474,0.34239843487739563,0.19735367596149445,0.17743872106075287,0.39254459738731384,0.3929833769798279,0.5202695727348328,0.42151448130607605,0.1949996054172516,1.0,0.2658192813396454,0.3107333183288574,0.3324260413646698
one,0.4129433035850525,0.2829729914665222,0.35328054428100586,0.19698289036750793,0.14336618781089783,0.3696635365486145,0.376489520072937,0.38529840111732483,0.4628787636756897,0.2251659482717514,0.4154875874519348,0.22942806780338287,0.32194891571998596,0.2673267424106598
where,0.5344807505607605,0.24824833869934082,0.31297698616981506,0.19573266804218292,0.11491526663303375,0.3149496018886566,0.4457937180995941,0.3602546751499176,0.36365973949432373,0.20865634083747864,0.3651217818260193,0.2434137910604477,0.3713873624801636,0.24793872237205505
all,0.3335905969142914,0.1916661262512207,0.2244773805141449,0.19769109785556793,0.2045668363571167,0.425624817609787,0.41981086134910583,0.41205164790153503,1.0000001192092896,0.31298479437828064,0.42151448130607605,0.2526548504829407,0.2866387963294983,0.29575422406196594
individuals,0.22240658104419708,0.21745453774929047,0.31591978669166565,0.2858208417892456,0.258024662733078,0.18873384594917297,0.25709760189056396,0.3373946249485016,0.39495205879211426,0.3868996798992157,0.4109807014465332,0.20159828662872314,0.17135262489318848,0.20243582129478455
are,0.3841303884983063,0.1556541919708252,0.22620883584022522,0.16817858815193176,0.16677267849445343,0.4062570035457611,0.29724663496017456,0.32024338841438293,0.5343062281608582,0.2201560139656067,0.5556803941726685,0.22470730543136597,0.2674213647842407,0.24591213464736938
free,0.25575435161590576,0.18691985309123993,0.24734379351139069,0.17188434302806854,0.14072200655937195,0.2434854805469513,0.22754132747650146,0.24462461471557617,0.2526548504829407,0.2701508104801178,0.2658192813396454,1.0,0.22002547979354858,0.1278279572725296
from,0.4274188280105591,0.20876385271549225,0.17060375213623047,0.11822504550218582,0.18421071767807007,0.39760664105415344,0.2737620174884796,0.26231399178504944,0.2866387963294983,0.16245996952056885,0.3107333183288574,0.22002547979354858,1.0,0.19969791173934937
force,0.21744468808174133,0.21655116975307465,0.1823953241109848,0.1804603636264801,0.1597387045621872,0.22091743350028992,0.16915984451770782,0.2111431211233139,0.1734381765127182,0.21135447919368744,0.16664405167102814,0.21837836503982544,0.14128944277763367,0.1650998443365097
.,0.5591574311256409,0.3581749200820923,0.19029678404331207,0.18012312054634094,0.18022798001766205,0.6812511086463928,0.3567904531955719,0.35067233443260193,0.43406882882118225,0.19396132230758667,0.4383580684661865,0.238864928483963,0.41536515951156616,0.4130953550338745
