,what,made,emigration,to,these,colonies,attractive,?
",",0.3087472915649414,0.32507219910621643,0.2729322612285614,0.44245919585227966,0.37613096833229065,0.23384660482406616,0.18948246538639069,0.31091248989105225
where,0.4457937180995941,0.20431210100650787,0.25249552726745605,0.47735077142715454,0.380450963973999,0.22480572760105133,0.2505108416080475,0.24793872237205505
they,0.4431931674480438,0.3347621262073517,0.2034022957086563,0.5452046394348145,0.6480963826179504,0.3918647766113281,0.2583445906639099,0.2753053903579712
were,0.22298263013362885,0.32412371039390564,0.22124026715755463,0.31913647055625916,0.587685227394104,0.32270577549934387,0.14344167709350586,0.17890112102031708
accepted,0.2928575575351715,0.21753937005996704,0.20632696151733398,0.2956836223602295,0.2700960040092468,0.17967885732650757,0.09155738353729248,0.19665466248989105
and,0.31309178471565247,0.34954607486724854,0.2547016441822052,0.48971283435821533,0.5314885973930359,0.311396062374115,0.27310436964035034,0.20544172823429108
allowed,0.2693612575531006,0.3681056797504425,0.24199217557907104,0.42967355251312256,0.33561277389526367,0.2647480070590973,0.18798774480819702,0.2309964895248413
to,0.455847829580307,0.3377571105957031,0.2972380816936493,1.0,0.46852558851242065,0.2835637629032135,0.2918094992637634,0.29463258385658264
worship,0.2504543364048004,0.13830558955669403,0.24137860536575317,0.2843751609325409,0.2925911545753479,0.2354203760623932,0.20998290181159973,0.17813213169574738
freely,0.3145614564418793,0.18460345268249512,0.15797825157642365,0.38363322615623474,0.3368503153324127,0.2712954580783844,0.13727490603923798,0.16730758547782898
.,0.3567904531955719,0.4032190144062042,0.29217660427093506,0.4645031690597534,0.3840779960155487,0.27309566736221313,0.16486114263534546,0.4130953550338745
