,what,did,dalton,think,the,atomic,ratios,were,between,atoms,in,compounds,?
the,0.42745697498321533,0.34736719727516174,0.26350104808807373,0.3102172613143921,1.0,0.20241498947143555,0.20106638967990875,0.3906462490558624,0.39067012071609497,0.1997222602367401,0.6662389636039734,0.18294313549995422,0.22068053483963013
atoms,0.2511626183986664,0.17240509390830994,0.33144569396972656,0.23780708014965057,0.1997222602367401,0.6516500115394592,0.39890268445014954,0.18063980340957642,0.2636514902114868,1.0000001192092896,0.1795038878917694,0.5730741024017334,0.17423541843891144
in,0.30808621644973755,0.2593238651752472,0.21548058092594147,0.23837615549564362,0.6662389636039734,0.1661578118801117,0.11642739921808243,0.3815755248069763,0.41100412607192993,0.1795038878917694,1.0,0.21471646428108215,0.20430970191955566
compounds,0.19472219049930573,0.19287091493606567,0.26694369316101074,0.23803822696208954,0.18294313549995422,0.3803640305995941,0.3188347816467285,0.19416937232017517,0.1722135990858078,0.5730741024017334,0.21471646428108215,0.9999999403953552,0.2057836651802063
would,0.45766422152519226,0.6268245577812195,0.18474698066711426,0.5148938894271851,0.4133751392364502,0.1986142247915268,0.23703205585479736,0.37426912784576416,0.2067808359861374,0.23502515256404877,0.30461156368255615,0.2261003702878952,0.37178951501846313
normally,0.30112072825431824,0.19544294476509094,0.17371498048305511,0.36862850189208984,0.3523634970188141,0.17192035913467407,0.31934455037117004,0.2533198595046997,0.23644132912158966,0.25189805030822754,0.27602890133857727,0.39827266335487366,0.20675471425056458
have,0.39808809757232666,0.3783526122570038,0.22955761849880219,0.5388241410255432,0.40389683842658997,0.1829570084810257,0.33011117577552795,0.5193349123001099,0.3203330636024475,0.2579924166202545,0.36843645572662354,0.33073630928993225,0.32991164922714233
the,0.42745697498321533,0.34736719727516174,0.26350104808807373,0.3102172613143921,1.0,0.20241498947143555,0.20106638967990875,0.3906462490558624,0.39067012071609497,0.1997222602367401,0.6662389636039734,0.18294313549995422,0.22068053483963013
simplest,0.3681354820728302,0.1826867014169693,0.19419358670711517,0.38536006212234497,0.29262542724609375,0.28624746203422546,0.429177463054657,0.1277463287115097,0.2454310953617096,0.42265331745147705,0.2474999874830246,0.45705193281173706,0.3028930425643921
atomic,0.24257957935333252,0.15765592455863953,0.31045907735824585,0.19797104597091675,0.20241498947143555,1.0000001192092896,0.2909190356731415,0.14927040040493011,0.1831418126821518,0.6516500115394592,0.1661578118801117,0.3803640305995941,0.16654692590236664
ratios,0.24166709184646606,0.1021246388554573,0.22480712831020355,0.2608862519264221,0.20106638967990875,0.2909190356731415,1.0000001192092896,0.20352791249752045,0.26911360025405884,0.39890268445014954,0.11642739921808243,0.3188347816467285,0.18215593695640564
with,0.2464839518070221,0.25472134351730347,0.18321429193019867,0.2712445855140686,0.4223487675189972,0.16652131080627441,0.23090088367462158,0.3179011940956116,0.3829993009567261,0.2722374200820923,0.4080928862094879,0.23910129070281982,0.2433311939239502
respect,0.35592806339263916,0.2958885431289673,0.13001957535743713,0.4134823679924011,0.2571326196193695,0.18907871842384338,0.2655545771121979,0.1715538501739502,0.24179786443710327,0.18190240859985352,0.16911892592906952,0.16385000944137573,0.2402682900428772
to,0.455847829580307,0.4452643394470215,0.2500130236148834,0.3748004138469696,0.535392165184021,0.17861005663871765,0.23026405274868011,0.31913647055625916,0.3639189600944519,0.24628525972366333,0.45010748505592346,0.29820382595062256,0.29463258385658264
one,0.376489520072937,0.27659472823143005,0.15166887640953064,0.38898006081581116,0.5514441132545471,0.2040625810623169,0.3113355338573456,0.3453167676925659,0.3030317425727844,0.25349053740501404,0.4129433035850525,0.24526165425777435,0.2673267424106598
another,0.4190070629119873,0.29175329208374023,0.20849540829658508,0.3798724412918091,0.5019711852073669,0.17248159646987915,0.24534067511558533,0.18328039348125458,0.26930251717567444,0.25494787096977234,0.3397690951824188,0.24306152760982513,0.295511931180954
.,0.3567904531955719,0.35288307070732117,0.3012639880180359,0.31119775772094727,0.5934505462646484,0.2299385666847229,0.21749508380889893,0.3378238379955292,0.30295518040657043,0.26239243149757385,0.5591574311256409,0.23886778950691223,0.4130953550338745
