,what,would,the,latter,apollo,missions,carry,to,the,moon,to,increase,exploration,?
lrv,0.20986685156822205,0.29721584916114807,0.16824360191822052,0.19609434902668,0.16689054667949677,0.23200343549251556,0.2240370810031891,0.19886943697929382,0.16824360191822052,0.16672542691230774,0.19886943697929382,0.2054326981306076,0.13346323370933533,0.3043598532676697
),0.26259949803352356,0.2093871831893921,0.3456730246543884,0.23538465797901154,0.15640953183174133,0.19086003303527832,0.1394006609916687,0.31236231327056885,0.3456730246543884,0.15997570753097534,0.31236231327056885,0.15013758838176727,0.20796135067939758,0.42300865054130554
increasing,0.2066856026649475,0.3102613389492035,0.34958165884017944,0.1890038400888443,0.11578527837991714,0.14180025458335876,0.23430417478084564,0.35017409920692444,0.34958165884017944,0.17290645837783813,0.35017409920692444,0.7875831723213196,0.2240702211856842,0.0681626945734024
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
exploration,0.24038591980934143,0.2122567892074585,0.3181801736354828,0.09876329451799393,0.33323782682418823,0.48404404520988464,0.16674748063087463,0.24928469955921173,0.3181801736354828,0.39042770862579346,0.24928469955921173,0.21230271458625793,1.0000001192092896,0.13539034128189087
area,0.21965408325195312,0.15958140790462494,0.37834644317626953,0.18237337470054626,0.08969485014677048,0.20223715901374817,0.11472007632255554,0.2797197997570038,0.37834644317626953,0.15429101884365082,0.2797197997570038,0.29045042395591736,0.19849485158920288,0.12640461325645447
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.30753543972969055,0.15251155197620392,0.2856438457965851,0.2731964588165283,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.2751924991607666,0.2651127278804779,0.20544172823429108
allowing,0.21854478120803833,0.513235330581665,0.3440283536911011,0.2371489405632019,0.11447594314813614,0.20591916143894196,0.2549276351928711,0.47026363015174866,0.3440283536911011,0.12151781469583511,0.47026363015174866,0.3449150323867798,0.17157965898513794,0.1434045135974884
televised,0.16330711543560028,0.23074430227279663,0.32855433225631714,0.22360028326511383,0.1466922163963318,0.1748080551624298,0.2253878116607666,0.23923970758914948,0.32855433225631714,0.14682771265506744,0.23923970758914948,0.1859910786151886,0.17191599309444427,0.12888526916503906
liftoff,0.261171817779541,0.3607306182384491,0.30135780572891235,0.19718541204929352,0.39490100741386414,0.3193695545196533,0.35577577352523804,0.3512379825115204,0.30135780572891235,0.26498207449913025,0.3512379825115204,0.26199573278427124,0.25492551922798157,0.2384125292301178
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.34553682804107666,0.1786269098520279,0.2598918080329895,0.23692575097084045,0.41548454761505127,0.733189046382904,0.18815091252326965,0.41548454761505127,0.3156060576438904,0.2918226718902588,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
lm,0.22412168979644775,0.20394809544086456,0.25534775853157043,0.1901111751794815,0.36199986934661865,0.27608075737953186,0.15032817423343658,0.17625956237316132,0.25534775853157043,0.3554265797138214,0.17625956237316132,0.18823781609535217,0.23406901955604553,0.2270602136850357
.,0.3567904531955719,0.35067233443260193,0.5934505462646484,0.23063406348228455,0.22384987771511078,0.2895781993865967,0.21299658715724945,0.4645031690597534,0.5934505462646484,0.2040150910615921,0.4645031690597534,0.24619564414024353,0.24335305392742157,0.4130953550338745
,what,would,the,latter,apollo,missions,carry,to,the,moon,to,increase,exploration,?
nasa,0.21178755164146423,0.17299184203147888,0.19786997139453888,0.020979018881917,0.4747956395149231,0.38373640179634094,0.15110450983047485,0.21193136274814606,0.19786997139453888,0.47473642230033875,0.21193136274814606,0.1267326921224594,0.5249575972557068,0.1809994876384735
publicized,0.2577330470085144,0.30993205308914185,0.24207065999507904,0.2071288824081421,0.18239550292491913,0.1696508228778839,0.10259359329938889,0.2407313734292984,0.24207065999507904,0.1323600858449936,0.2407313734292984,0.16411742568016052,0.21547278761863708,0.2513439953327179
a,0.3320399522781372,0.398599237203598,0.5829201340675354,0.2740139961242676,0.19996169209480286,0.2459585964679718,0.2364719659090042,0.45503583550453186,0.5829201340675354,0.23150557279586792,0.45503583550453186,0.24428929388523102,0.21042560040950775,0.23916715383529663
preliminary,0.3009800612926483,0.2671206593513489,0.3177361786365509,0.22415678203105927,0.17420513927936554,0.25550854206085205,0.12542156875133514,0.23860976099967957,0.3177361786365509,0.18187563121318817,0.23860976099967957,0.19674086570739746,0.24303029477596283,0.1416303664445877
list,0.22366273403167725,0.1953110247850418,0.2863321602344513,0.10756926983594894,0.036998406052589417,0.15603533387184143,0.12110307812690735,0.17417719960212708,0.2863321602344513,0.08568307012319565,0.17417719960212708,0.18297170102596283,0.1685759425163269,0.23630984127521515
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.34553682804107666,0.1786269098520279,0.2598918080329895,0.23692575097084045,0.41548454761505127,0.733189046382904,0.18815091252326965,0.41548454761505127,0.3156060576438904,0.2918226718902588,0.1826142966747284
eight,0.15383057296276093,0.18951989710330963,0.34254369139671326,0.08112996816635132,0.141656756401062,0.2043253481388092,0.22029462456703186,0.22227223217487335,0.34254369139671326,0.17428962886333466,0.22227223217487335,0.151163250207901,0.21972401440143585,0.11634626984596252
more,0.3484537899494171,0.446984201669693,0.39758381247520447,0.2578842043876648,0.16325661540031433,0.22517609596252441,0.26330211758613586,0.47084665298461914,0.39758381247520447,0.17048397660255432,0.47084665298461914,0.39601215720176697,0.2057887613773346,0.27894994616508484
planned,0.21141068637371063,0.3900475800037384,0.3010992109775543,0.138623908162117,0.25496646761894226,0.35098007321357727,0.14951618015766144,0.309917151927948,0.3010992109775543,0.18595750629901886,0.309917151927948,0.1958167403936386,0.25737354159355164,0.16188396513462067
landing,0.17083740234375,0.22148221731185913,0.24055521190166473,0.08534643799066544,0.3499414920806885,0.3587879240512848,0.17651960253715515,0.27316537499427795,0.24055521190166473,0.3334655165672302,0.27316537499427795,0.13195812702178955,0.30653929710388184,0.11133739352226257
sites,0.23563508689403534,0.19204260408878326,0.2751152217388153,0.07670709490776062,0.11792325973510742,0.2307382971048355,0.11154823750257492,0.2365284264087677,0.2751152217388153,0.13375431299209595,0.2365284264087677,0.19418875873088837,0.2377953976392746,0.20032718777656555
",",0.3087472915649414,0.32586824893951416,0.4933079481124878,0.2972133159637451,0.19808128476142883,0.2626538574695587,0.1951419711112976,0.44245919585227966,0.4933079481124878,0.18567080795764923,0.44245919585227966,0.20005576312541962,0.2491084635257721,0.31091248989105225
with,0.2464839518070221,0.38372042775154114,0.4223487675189972,0.2930402457714081,0.1249200850725174,0.21365633606910706,0.22976382076740265,0.4239959120750427,0.4223487675189972,0.20192916691303253,0.4239959120750427,0.2471977174282074,0.14636757969856262,0.2433311939239502
plans,0.2364979386329651,0.4360422194004059,0.30240729451179504,0.12168247252702713,0.2064361572265625,0.34980687499046326,0.19256894290447235,0.367337167263031,0.30240729451179504,0.18154370784759521,0.367337167263031,0.22941391170024872,0.3142237067222595,0.13513131439685822
to,0.455847829580307,0.5965728163719177,0.535392165184021,0.283441424369812,0.23190522193908691,0.29123765230178833,0.32521840929985046,1.0,0.535392165184021,0.17707908153533936,1.0,0.3378143310546875,0.24928469955921173,0.29463258385658264
increase,0.21153631806373596,0.29228541254997253,0.32049667835235596,0.19365595281124115,0.0992865338921547,0.14282995462417603,0.2729712128639221,0.3378143310546875,0.32049667835235596,0.14508390426635742,0.3378143310546875,1.0,0.21230271458625793,0.11119163036346436
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
mass,0.23905135691165924,0.20805642008781433,0.2284930944442749,0.16018187999725342,0.13589899241924286,0.15414763987064362,0.21079427003860474,0.20907121896743774,0.2284930944442749,0.21396735310554504,0.20907121896743774,0.2556792199611664,0.1976444572210312,0.2076406031847
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.34553682804107666,0.1786269098520279,0.2598918080329895,0.23692575097084045,0.41548454761505127,0.733189046382904,0.18815091252326965,0.41548454761505127,0.3156060576438904,0.2918226718902588,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
csm,0.16508343815803528,0.11080329865217209,0.15609420835971832,0.15093664824962616,0.44091352820396423,0.4198499023914337,0.17614081501960754,0.11701257526874542,0.15609420835971832,0.3297808766365051,0.11701257526874542,0.15648676455020905,0.3974517285823822,0.19925744831562042
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.30753543972969055,0.15251155197620392,0.2856438457965851,0.2731964588165283,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.2751924991607666,0.2651127278804779,0.20544172823429108
lm,0.22412168979644775,0.20394809544086456,0.25534775853157043,0.1901111751794815,0.36199986934661865,0.27608075737953186,0.15032817423343658,0.17625956237316132,0.25534775853157043,0.3554265797138214,0.17625956237316132,0.18823781609535217,0.23406901955604553,0.2270602136850357
for,0.3017193675041199,0.39877474308013916,0.4739971458911896,0.22359251976013184,0.18462510406970978,0.24688635766506195,0.2858029901981354,0.4451248347759247,0.4739971458911896,0.2043032944202423,0.4451248347759247,0.26647913455963135,0.2918529510498047,0.264628142118454
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
last,0.23175878822803497,0.2556133568286896,0.3698786795139313,0.25635161995887756,0.19937099516391754,0.18065673112869263,0.1571488380432129,0.30156898498535156,0.3698786795139313,0.2400616854429245,0.30156898498535156,0.21243950724601746,0.1353621929883957,0.22371746599674225
five,0.18688078224658966,0.23033055663108826,0.41977158188819885,0.1746496707201004,0.16365860402584076,0.23859652876853943,0.19711557030677795,0.29041585326194763,0.41977158188819885,0.1463347226381302,0.29041585326194763,0.17462942004203796,0.19546037912368774,0.18342848122119904
missions,0.21898438036441803,0.24290740489959717,0.26288601756095886,0.1701948493719101,0.3512161374092102,1.0,0.28122517466545105,0.29123765230178833,0.26288601756095886,0.30764681100845337,0.29123765230178833,0.14282995462417603,0.48404404520988464,0.21422071754932404
",",0.3087472915649414,0.32586824893951416,0.4933079481124878,0.2972133159637451,0.19808128476142883,0.2626538574695587,0.1951419711112976,0.44245919585227966,0.4933079481124878,0.18567080795764923,0.44245919585227966,0.20005576312541962,0.2491084635257721,0.31091248989105225
along,0.22421957552433014,0.26956912875175476,0.39495137333869934,0.20907481014728546,0.09613582491874695,0.21036021411418915,0.1602284163236618,0.2976071536540985,0.39495137333869934,0.1544431447982788,0.2976071536540985,0.20273888111114502,0.1970437616109848,0.17134909331798553
with,0.2464839518070221,0.38372042775154114,0.4223487675189972,0.2930402457714081,0.1249200850725174,0.21365633606910706,0.22976382076740265,0.4239959120750427,0.4223487675189972,0.20192916691303253,0.4239959120750427,0.2471977174282074,0.14636757969856262,0.2433311939239502
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
payload,0.18250827491283417,0.13916237652301788,0.16401338577270508,0.05661683902144432,0.31150853633880615,0.37204816937446594,0.39140185713768005,0.20078565180301666,0.16401338577270508,0.2508235573768616,0.20078565180301666,0.24528566002845764,0.31140726804733276,0.2877492606639862
capacity,0.16428391635417938,0.21672497689723969,0.1849547177553177,0.18428686261177063,0.09000040590763092,0.19864580035209656,0.30901557207107544,0.24764131009578705,0.1849547177553177,0.12593428790569305,0.24764131009578705,0.37413689494132996,0.18347394466400146,0.17383241653442383
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.34553682804107666,0.1786269098520279,0.2598918080329895,0.23692575097084045,0.41548454761505127,0.733189046382904,0.18815091252326965,0.41548454761505127,0.3156060576438904,0.2918226718902588,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
saturn,0.12153393030166626,0.21835042536258698,0.24189656972885132,0.12989723682403564,0.391809344291687,0.17527790367603302,0.13611479103565216,0.18787172436714172,0.24189656972885132,0.5790216326713562,0.18787172436714172,0.15758033096790314,0.3502233028411865,0.1619711071252823
v.,0.017213884741067886,0.03628528490662575,-0.028345759958028793,-0.061890508979558945,-0.027245862409472466,0.01206954475492239,0.05977484583854675,0.0018978832522407174,-0.028345759958028793,-0.036050111055374146,0.0018978832522407174,-0.014732059091329575,0.030727460980415344,0.13179227709770203
these,0.4164220690727234,0.3925110399723053,0.49086877703666687,0.28378671407699585,0.1771434247493744,0.33472466468811035,0.359192430973053,0.46852558851242065,0.49086877703666687,0.19515039026737213,0.46852558851242065,0.36185070872306824,0.2515515983104706,0.2571668326854706
final,0.20972409844398499,0.25731417536735535,0.3543182611465454,0.2547464966773987,0.12176132202148438,0.1626800149679184,0.08144234865903854,0.26099109649658203,0.3543182611465454,0.1337578296661377,0.26099109649658203,0.12925730645656586,0.1496524065732956,0.17315025627613068
missions,0.21898438036441803,0.24290740489959717,0.26288601756095886,0.1701948493719101,0.3512161374092102,1.0,0.28122517466545105,0.29123765230178833,0.26288601756095886,0.30764681100845337,0.29123765230178833,0.14282995462417603,0.48404404520988464,0.21422071754932404
would,0.45766422152519226,1.0000001192092896,0.4133751392364502,0.2951241731643677,0.20719991624355316,0.24290740489959717,0.2894904315471649,0.5965728163719177,0.4133751392364502,0.22023175656795502,0.5965728163719177,0.29228541254997253,0.2122567892074585,0.37178951501846313
combine,0.27796897292137146,0.21429170668125153,0.2880306839942932,0.1734994798898697,0.06542305648326874,0.18073590099811554,0.27257201075553894,0.2847091257572174,0.2880306839942932,0.09115546941757202,0.2847091257572174,0.29612910747528076,0.18179470300674438,0.23649157583713531
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
i,0.4411132335662842,0.4595685601234436,0.26687872409820557,0.23725363612174988,0.19223766028881073,0.16988936066627502,0.1744379848241806,0.3140375316143036,0.26687872409820557,0.20773661136627197,0.3140375316143036,0.1412343531847,0.15971067547798157,0.4695145785808563
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.30753543972969055,0.15251155197620392,0.2856438457965851,0.2731964588165283,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.2751924991607666,0.2651127278804779,0.20544172823429108
j,0.15030516684055328,0.14941096305847168,0.15695494413375854,0.15156932175159454,0.13373038172721863,0.10131992399692535,0.11164896190166473,0.11675981432199478,0.15695494413375854,0.18536539375782013,0.11675981432199478,0.09999800473451614,0.16626118123531342,0.14581649005413055
types,0.25706279277801514,0.16394191980361938,0.23509301245212555,0.10938766598701477,0.07698226720094681,0.17465922236442566,0.2709364593029022,0.20054484903812408,0.23509301245212555,0.1101294681429863,0.20054484903812408,0.32801124453544617,0.11991924047470093,0.1285012811422348
in,0.30808621644973755,0.30461156368255615,0.6662389636039734,0.27519580721855164,0.1461767554283142,0.2733149528503418,0.19860897958278656,0.45010748505592346,0.6662389636039734,0.1284755915403366,0.45010748505592346,0.25893163681030273,0.2304566651582718,0.20430970191955566
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
1967,-0.0218155886977911,-0.06800637394189835,-0.012038951739668846,-0.06387009471654892,-0.13542231917381287,-0.1345202475786209,-0.15851014852523804,-0.0018660398200154305,-0.012038951739668846,-0.14574888348579407,-0.0018660398200154305,-0.020015254616737366,-0.05532586947083473,0.017933469265699387
list,0.22366273403167725,0.1953110247850418,0.2863321602344513,0.10756926983594894,0.036998406052589417,0.15603533387184143,0.12110307812690735,0.17417719960212708,0.2863321602344513,0.08568307012319565,0.17417719960212708,0.18297170102596283,0.1685759425163269,0.23630984127521515
",",0.3087472915649414,0.32586824893951416,0.4933079481124878,0.2972133159637451,0.19808128476142883,0.2626538574695587,0.1951419711112976,0.44245919585227966,0.4933079481124878,0.18567080795764923,0.44245919585227966,0.20005576312541962,0.2491084635257721,0.31091248989105225
allowing,0.21854478120803833,0.513235330581665,0.3440283536911011,0.2371489405632019,0.11447594314813614,0.20591916143894196,0.2549276351928711,0.47026363015174866,0.3440283536911011,0.12151781469583511,0.47026363015174866,0.3449150323867798,0.17157965898513794,0.1434045135974884
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
cmp,0.2300279587507248,0.18313640356063843,0.2160838544368744,0.13290801644325256,0.10179437696933746,0.20179511606693268,0.2033856362104416,0.2117818146944046,0.2160838544368744,0.10580898821353912,0.2117818146944046,0.2425159364938736,0.17252033948898315,0.31603097915649414
to,0.455847829580307,0.5965728163719177,0.535392165184021,0.283441424369812,0.23190522193908691,0.29123765230178833,0.32521840929985046,1.0,0.535392165184021,0.17707908153533936,1.0,0.3378143310546875,0.24928469955921173,0.29463258385658264
operate,0.23576132953166962,0.29437458515167236,0.23581141233444214,0.12428256869316101,0.08511855453252792,0.2561166286468506,0.40108805894851685,0.3261392116546631,0.23581141233444214,0.05171601474285126,0.3261392116546631,0.33569398522377014,0.20131446421146393,0.16664595901966095
a,0.3320399522781372,0.398599237203598,0.5829201340675354,0.2740139961242676,0.19996169209480286,0.2459585964679718,0.2364719659090042,0.45503583550453186,0.5829201340675354,0.23150557279586792,0.45503583550453186,0.24428929388523102,0.21042560040950775,0.23916715383529663
package,0.18274888396263123,0.2550957202911377,0.19628381729125977,0.19881369173526764,0.16865327954292297,0.18557871878147125,0.27922260761260986,0.26714250445365906,0.19628381729125977,0.16325604915618896,0.26714250445365906,0.20253968238830566,0.15968623757362366,0.17711099982261658
of,0.33290785551071167,0.3353942930698395,0.733189046382904,0.34553682804107666,0.1786269098520279,0.2598918080329895,0.23692575097084045,0.41548454761505127,0.733189046382904,0.18815091252326965,0.41548454761505127,0.3156060576438904,0.2918226718902588,0.1826142966747284
lunar,0.18274477124214172,0.20055215060710907,0.23309995234012604,0.16386955976486206,0.48109763860702515,0.3653785288333893,0.1841992735862732,0.15437743067741394,0.23309995234012604,0.6080004572868347,0.15437743067741394,0.17496681213378906,0.4383805990219116,0.1628302037715912
orbital,0.2394261658191681,0.19512684643268585,0.16417881846427917,0.141046404838562,0.26148512959480286,0.27817216515541077,0.16956683993339539,0.20699875056743622,0.16417881846427917,0.4191090166568756,0.20699875056743622,0.15772564709186554,0.325469046831131,0.22483505308628082
sensors,0.2509327530860901,0.20250946283340454,0.22193503379821777,0.13597796857357025,0.16222171485424042,0.2714128792285919,0.22725443542003632,0.23180149495601654,0.22193503379821777,0.24681858718395233,0.23180149495601654,0.3061475157737732,0.22545239329338074,0.1501072198152542
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.30753543972969055,0.15251155197620392,0.2856438457965851,0.2731964588165283,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.2751924991607666,0.2651127278804779,0.20544172823429108
cameras,0.22978083789348602,0.25702670216560364,0.2402329444885254,0.19337254762649536,0.23073908686637878,0.26145774126052856,0.24542061984539032,0.28243497014045715,0.2402329444885254,0.25196051597595215,0.28243497014045715,0.18860922753810883,0.1859867423772812,0.1492827832698822
while,0.35511791706085205,0.38103634119033813,0.39804592728614807,0.3141389787197113,0.2109583169221878,0.2627766728401184,0.224240243434906,0.43899232149124146,0.39804592728614807,0.19663068652153015,0.43899232149124146,0.2049781084060669,0.1607554852962494,0.21076419949531555
his,0.26976513862609863,0.292866975069046,0.4394008219242096,0.2201921045780182,0.22865809500217438,0.2283373922109604,0.19489119946956635,0.3715193271636963,0.4394008219242096,0.20005729794502258,0.3715193271636963,0.1403461992740631,0.23985661566257477,0.18075084686279297
companions,0.18120864033699036,0.2089197039604187,0.25117260217666626,0.16790682077407837,0.23968933522701263,0.2755131125450134,0.20599791407585144,0.3149268925189972,0.25117260217666626,0.24311994016170502,0.3149268925189972,0.10692478716373444,0.27702221274375916,0.14333169162273407
were,0.22298263013362885,0.37426912784576416,0.3906462490558624,0.2214890420436859,0.183358833193779,0.30557745695114136,0.2568962872028351,0.31913647055625916,0.3906462490558624,0.15599286556243896,0.31913647055625916,0.19452497363090515,0.16969777643680573,0.17890112102031708
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.20572464168071747,0.16069947183132172,0.2538504898548126,0.22389066219329834,0.41031414270401,0.5107308030128479,0.20249907672405243,0.41031414270401,0.20996718108654022,0.22212070226669312,0.2714994251728058
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
surface,0.23580394685268402,0.2547634243965149,0.2555135488510132,0.18865302205085754,0.19678367674350739,0.2683989405632019,0.20122280716896057,0.23727688193321228,0.2555135488510132,0.3550443947315216,0.23727688193321228,0.28790292143821716,0.3361029326915741,0.14613434672355652
",",0.3087472915649414,0.32586824893951416,0.4933079481124878,0.2972133159637451,0.19808128476142883,0.2626538574695587,0.1951419711112976,0.44245919585227966,0.4933079481124878,0.18567080795764923,0.44245919585227966,0.20005576312541962,0.2491084635257721,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.30753543972969055,0.15251155197620392,0.2856438457965851,0.2731964588165283,0.48971283435821533,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.2751924991607666,0.2651127278804779,0.20544172823429108
allowing,0.21854478120803833,0.513235330581665,0.3440283536911011,0.2371489405632019,0.11447594314813614,0.20591916143894196,0.2549276351928711,0.47026363015174866,0.3440283536911011,0.12151781469583511,0.47026363015174866,0.3449150323867798,0.17157965898513794,0.1434045135974884
them,0.4994642734527588,0.5105606913566589,0.4788833558559418,0.278219997882843,0.20912344753742218,0.31734001636505127,0.34649279713630676,0.5916602611541748,0.4788833558559418,0.17136725783348083,0.5916602611541748,0.29120808839797974,0.18726816773414612,0.35435691475868225
to,0.455847829580307,0.5965728163719177,0.535392165184021,0.283441424369812,0.23190522193908691,0.29123765230178833,0.32521840929985046,1.0,0.535392165184021,0.17707908153533936,1.0,0.3378143310546875,0.24928469955921173,0.29463258385658264
stay,0.30565327405929565,0.38615211844444275,0.2869375944137573,0.13996709883213043,0.1245618686079979,0.17320698499679565,0.34440216422080994,0.39492106437683105,0.2869375944137573,0.15826813876628876,0.39492106437683105,0.24672676622867584,0.1328054815530777,0.22141321003437042
on,0.34226128458976746,0.35589995980262756,0.5107308030128479,0.20572464168071747,0.16069947183132172,0.2538504898548126,0.22389066219329834,0.41031414270401,0.5107308030128479,0.20249907672405243,0.41031414270401,0.20996718108654022,0.22212070226669312,0.2714994251728058
the,0.42745697498321533,0.4133751392364502,1.0,0.37523433566093445,0.2169172167778015,0.26288601756095886,0.26752355694770813,0.535392165184021,1.0,0.23613092303276062,0.535392165184021,0.32049667835235596,0.3181801736354828,0.22068053483963013
moon,0.15898863971233368,0.22023175656795502,0.23613092303276062,0.1504281610250473,0.512973427772522,0.30764681100845337,0.16144131124019623,0.17707908153533936,0.23613092303276062,1.0,0.17707908153533936,0.14508390426635742,0.39042770862579346,0.1442703753709793
for,0.3017193675041199,0.39877474308013916,0.4739971458911896,0.22359251976013184,0.18462510406970978,0.24688635766506195,0.2858029901981354,0.4451248347759247,0.4739971458911896,0.2043032944202423,0.4451248347759247,0.26647913455963135,0.2918529510498047,0.264628142118454
over,0.28007611632347107,0.3247411251068115,0.39856547117233276,0.24804142117500305,0.09949880093336105,0.258951336145401,0.2725665867328644,0.38635820150375366,0.39856547117233276,0.10991164296865463,0.38635820150375366,0.30482345819473267,0.1688123196363449,0.25742942094802856
three,0.24888746440410614,0.2433076798915863,0.43452659249305725,0.23232325911521912,0.10625588893890381,0.20720647275447845,0.17238779366016388,0.3043823838233948,0.43452659249305725,0.15777833759784698,0.3043823838233948,0.1008095070719719,0.18739032745361328,0.20928427577018738
