,what,type,of,flower,is,sought,on,midsummer,'s,eve,?
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22658979892730713,0.4691906273365021,0.25776931643486023,0.49057599902153015,0.25277140736579895,-0.0016132977325469255,0.21530404686927795,0.31091248989105225
looking,0.39359530806541443,0.13093411922454834,0.23140966892242432,0.16369083523750305,0.19272714853286743,0.24722185730934143,0.23807138204574585,0.16195178031921387,0.0519440658390522,0.10909783840179443,0.2733345925807953
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.1378098428249359,0.43268078565597534,0.28106895089149475,0.36199691891670227,0.25608283281326294,-0.07241261005401611,0.12257280200719833,0.264628142118454
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.220725879073143,0.5823672413825989,0.2821049392223358,0.5107308030128479,0.31286704540252686,-0.01540423184633255,0.21724742650985718,0.22068053483963013
fern,0.12784259021282196,0.16557437181472778,0.1308264583349228,0.3478202521800995,0.1420559287071228,0.018451502546668053,0.12679973244667053,0.2766473591327667,0.036290012300014496,0.2846314609050751,0.17424292862415314
flower,0.1672021597623825,0.1640741527080536,0.22062033414840698,0.9999999403953552,0.23760244250297546,0.09734266996383667,0.1314113885164261,0.27792614698410034,0.006465347483754158,0.22124455869197845,0.1527496725320816
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22658979892730713,0.4691906273365021,0.25776931643486023,0.49057599902153015,0.25277140736579895,-0.0016132977325469255,0.21530404686927795,0.31091248989105225
there,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.1534176766872406,0.3904260993003845,0.20458967983722687,0.3521401882171631,0.201234832406044,-0.04860968142747879,0.12383347004652023,0.29405656456947327
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.20358547568321228,0.5330929756164551,0.1030232235789299,0.268924742937088,0.22798795998096466,-0.008927806280553341,0.13086780905723572,0.24591213464736938
musical,0.22908931970596313,0.09681759774684906,0.2380346953868866,0.20356485247612,0.163146510720253,0.1934598833322525,0.19468769431114197,0.31952768564224243,0.06973093003034592,0.2003440260887146,0.187048077583313
performances,0.173678919672966,0.06636883318424225,0.21684497594833374,0.18365295231342316,0.1933518648147583,0.21942612528800964,0.23949122428894043,0.3980616629123688,0.10650395601987839,0.23171642422676086,0.15137696266174316
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22658979892730713,0.4691906273365021,0.25776931643486023,0.49057599902153015,0.25277140736579895,-0.0016132977325469255,0.21530404686927795,0.31091248989105225
dignitaries,0.21899975836277008,0.11668957769870758,0.3145325183868408,0.16224518418312073,0.14805243909358978,0.31092435121536255,0.21421630680561066,0.1809202879667282,-0.00394683750346303,0.13957218825817108,0.18319018185138702
',0.3245812654495239,0.2414226084947586,0.39136970043182373,0.20317289233207703,0.5508411526679993,0.12218863517045975,0.30823177099227905,0.3178054094314575,0.07651367038488388,0.16157418489456177,0.330942302942276
speeches,0.20405738055706024,0.11851530522108078,0.24828964471817017,0.1563987135887146,0.1775994449853897,0.3147333860397339,0.21681934595108032,0.3409883975982666,-0.020775018259882927,0.15826129913330078,0.16433930397033691
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22658979892730713,0.4691906273365021,0.25776931643486023,0.49057599902153015,0.25277140736579895,-0.0016132977325469255,0.21530404686927795,0.31091248989105225
fairs,0.18512210249900818,0.032681383192539215,0.1922711431980133,0.21272899210453033,0.1368483006954193,0.268305242061615,0.2724299728870392,0.343051940202713,0.05864143744111061,0.20509092509746552,0.12896586954593658
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.21547383069992065,0.3859752118587494,0.2640237808227539,0.4077630043029785,0.24777835607528687,0.06895173341035843,0.20105350017547607,0.20544172823429108
fireworks,0.1534557044506073,0.18734364211559296,0.17367783188819885,0.23791702091693878,0.1784132868051529,0.10014485567808151,0.23737284541130066,0.3811646103858948,0.0018341606482863426,0.2940622568130493,0.14339476823806763
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.1332201361656189,0.3899846076965332,0.19350388646125793,0.33887791633605957,0.23473557829856873,-0.010884488001465797,0.1898270845413208,0.17966607213020325
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.220725879073143,0.5823672413825989,0.2821049392223358,0.5107308030128479,0.31286704540252686,-0.01540423184633255,0.21724742650985718,0.22068053483963013
river,0.13815869390964508,0.06843157112598419,0.19903257489204407,0.24292834103107452,0.20670881867408752,0.07859272509813309,0.2033996731042862,0.16734302043914795,-0.03599277883768082,0.11473225802183151,0.15390869975090027
bank,0.13934029638767242,0.04035738855600357,0.2346848100423813,0.1467009037733078,0.21801011264324188,0.18891368806362152,0.21732264757156372,0.1440601795911789,0.07716244459152222,0.18667547404766083,0.09656643867492676
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22558121383190155,0.4569662809371948,0.1925266534090042,0.49257001280784607,0.2621072828769684,-0.003708066651597619,0.2145358771085739,0.4130953550338745
