,what,other,sources,of,high,oxidative,potential,can,add,to,a,fire,?
as,0.31749409437179565,0.42805421352386475,0.24908886849880219,0.3886612355709076,0.23253053426742554,0.18481546640396118,0.3014102578163147,0.3245031237602234,0.26099610328674316,0.42092081904411316,0.39550232887268066,0.15623275935649872,0.27043893933296204
peroxides,0.23469755053520203,0.32530510425567627,0.24253228306770325,0.22861802577972412,0.21708710491657257,0.7540566921234131,0.28609511256217957,0.3987659513950348,0.2849208116531372,0.2812531888484955,0.26327595114707947,0.2107122242450714,0.22121554613113403
",",0.3087472915649414,0.4446498453617096,0.3490506112575531,0.4946078956127167,0.27938312292099,0.14497366547584534,0.23060423135757446,0.3139454126358032,0.25646987557411194,0.44245919585227966,0.427140474319458,0.24915234744548798,0.31091248989105225
chlorates,0.23111651837825775,0.2680126130580902,0.27257847785949707,0.23014895617961884,0.23375043272972107,0.6945266127586365,0.31037238240242004,0.35196009278297424,0.2793880105018616,0.22658653557300568,0.27124613523483276,0.1867920309305191,0.16061019897460938
",",0.3087472915649414,0.4446498453617096,0.3490506112575531,0.4946078956127167,0.27938312292099,0.14497366547584534,0.23060423135757446,0.3139454126358032,0.25646987557411194,0.44245919585227966,0.427140474319458,0.24915234744548798,0.31091248989105225
nitrates,0.18288998305797577,0.30954447388648987,0.2887357175350189,0.22266438603401184,0.2318815141916275,0.6199844479560852,0.24832385778427124,0.36929386854171753,0.24832604825496674,0.22816568613052368,0.2659958600997925,0.24865514039993286,0.1485970914363861
",",0.3087472915649414,0.4446498453617096,0.3490506112575531,0.4946078956127167,0.27938312292099,0.14497366547584534,0.23060423135757446,0.3139454126358032,0.25646987557411194,0.44245919585227966,0.427140474319458,0.24915234744548798,0.31091248989105225
perchlorates,0.21595214307308197,0.2692108154296875,0.2549492120742798,0.2520774006843567,0.2530076503753662,0.6627334356307983,0.3035871982574463,0.392153799533844,0.3102451264858246,0.26240599155426025,0.31132739782333374,0.21699576079845428,0.19094200432300568
",",0.3087472915649414,0.4446498453617096,0.3490506112575531,0.4946078956127167,0.27938312292099,0.14497366547584534,0.23060423135757446,0.3139454126358032,0.25646987557411194,0.44245919585227966,0.427140474319458,0.24915234744548798,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.27464351058006287,0.5116966962814331,0.2911888659000397,0.12383092939853668,0.2564159035682678,0.3675691485404968,0.287198543548584,0.48971283435821533,0.3739250600337982,0.2478165328502655,0.20544172823429108
dichromates,0.2799220383167267,0.33301204442977905,0.29282626509666443,0.23791204392910004,0.19535110890865326,0.6603361368179321,0.3304086923599243,0.4213487505912781,0.31347036361694336,0.25388649106025696,0.2970806956291199,0.22006484866142273,0.2264411747455597
because,0.46729007363319397,0.3994961678981781,0.2764420807361603,0.4075504541397095,0.2518891990184784,0.22142456471920013,0.35188695788383484,0.4189445674419403,0.31118759512901306,0.5166091918945312,0.42230045795440674,0.18150149285793304,0.2528740465641022
they,0.4431931674480438,0.5182796120643616,0.28654763102531433,0.3426007330417633,0.23310178518295288,0.16087156534194946,0.2747988700866699,0.47909218072891235,0.269989013671875,0.5452046394348145,0.3528250455856323,0.20673824846744537,0.2753053903579712
can,0.34502777457237244,0.454561322927475,0.27231091260910034,0.2603091299533844,0.24255423247814178,0.362488329410553,0.39116546511650085,1.0,0.41459473967552185,0.4979398250579834,0.3915780484676361,0.1968497931957245,0.3226337134838104
donate,0.23159627616405487,0.23049026727676392,0.14549674093723297,0.23815786838531494,0.10725029557943344,0.27686649560928345,0.22173579037189484,0.2807237207889557,0.25521743297576904,0.34800976514816284,0.23023097217082977,0.1328268051147461,0.1821310967206955
oxygen,0.16781960427761078,0.2354368269443512,0.2407027781009674,0.16848602890968323,0.18708185851573944,0.5524711012840271,0.2748369574546814,0.3056217133998871,0.19902902841567993,0.24193501472473145,0.21662019193172455,0.2802748680114746,0.16786395013332367
to,0.455847829580307,0.4193183183670044,0.29232558608055115,0.41548454761505127,0.28947713971138,0.1776769459247589,0.3595958650112152,0.4979398250579834,0.3365766704082489,1.0,0.45503583550453186,0.2020210474729538,0.29463258385658264
a,0.3320399522781372,0.2806335389614105,0.16673140227794647,0.5052502155303955,0.22865821421146393,0.18754437565803528,0.32849350571632385,0.3915780484676361,0.24784277379512787,0.45503583550453186,1.0,0.2617572844028473,0.23916715383529663
fire,0.19359004497528076,0.20211538672447205,0.11264743655920029,0.20259131491184235,0.12679317593574524,0.16020140051841736,0.13481752574443817,0.1968497931957245,0.13822390139102936,0.2020210474729538,0.2617572844028473,0.9999999403953552,0.14396874606609344
.,0.3567904531955719,0.41511186957359314,0.25805729627609253,0.5352458953857422,0.24301011860370636,0.19549500942230225,0.23111921548843384,0.35783761739730835,0.2680947482585907,0.4645031690597534,0.50484299659729,0.2511917054653168,0.4130953550338745
