,what,applies,to,equally,to,constant,velocity,motion,as,it,does,to,rest,.
the,0.42745697498321533,0.2765985429286957,0.535392165184021,0.25614944100379944,0.535392165184021,0.2037150114774704,0.22094543278217316,0.30530840158462524,0.48381632566452026,0.6251175999641418,0.35928019881248474,0.535392165184021,0.41330549120903015,0.5934505462646484
vehicle,0.20767386257648468,0.24605007469654083,0.26649773120880127,0.1995074450969696,0.26649773120880127,0.18874196708202362,0.3097872734069824,0.2366567999124527,0.2114468663930893,0.2362637221813202,0.2039802223443985,0.26649773120880127,0.10025186836719513,0.19765201210975647
that,0.6297725439071655,0.3473225235939026,0.5436353087425232,0.4427568018436432,0.5436353087425232,0.2775205373764038,0.2781139016151428,0.2637788951396942,0.4735107421875,0.5921133160591125,0.4764937460422516,0.5436353087425232,0.3498731553554535,0.4460422694683075
is,0.28837618231773376,0.3432334363460541,0.42745086550712585,0.2864139676094055,0.42745086550712585,0.1972285658121109,0.18647955358028412,0.2224293351173401,0.43216490745544434,0.6328473687171936,0.4403602182865143,0.42745086550712585,0.26480963826179504,0.4569662809371948
at,0.2838611304759979,0.21024957299232483,0.36524343490600586,0.1647772490978241,0.36524343490600586,0.15509086847305298,0.20071503520011902,0.13668975234031677,0.28092536330223083,0.36473900079727173,0.17465277016162872,0.36524343490600586,0.21832938492298126,0.4549728035926819
rest,0.35225364565849304,0.24761956930160522,0.367563933134079,0.21948173642158508,0.367563933134079,0.27200305461883545,0.15683963894844055,0.22647081315517426,0.22337119281291962,0.31067076325416565,0.25197944045066833,0.367563933134079,1.0000001192092896,0.36049437522888184
or,0.33867141604423523,0.3925952911376953,0.38921234011650085,0.3547631800174713,0.38921234011650085,0.22250279784202576,0.21845124661922455,0.2264430671930313,0.4400654137134552,0.36389440298080444,0.4248845875263214,0.38921234011650085,0.25195372104644775,0.36683785915374756
the,0.42745697498321533,0.2765985429286957,0.535392165184021,0.25614944100379944,0.535392165184021,0.2037150114774704,0.22094543278217316,0.30530840158462524,0.48381632566452026,0.6251175999641418,0.35928019881248474,0.535392165184021,0.41330549120903015,0.5934505462646484
outside,0.3224688768386841,0.261848121881485,0.3292369544506073,0.24687659740447998,0.3292369544506073,0.1834026575088501,0.1725178211927414,0.14736996591091156,0.28646576404571533,0.31239452958106995,0.30347514152526855,0.3292369544506073,0.34507331252098083,0.28971612453460693
world,0.21669597923755646,0.1945732980966568,0.26213452219963074,0.2243422418832779,0.26213452219963074,0.12603890895843506,0.12535084784030914,0.15215636789798737,0.22848254442214966,0.2775384485721588,0.15434256196022034,0.26213452219963074,0.268987238407135,0.3177160322666168
that,0.6297725439071655,0.3473225235939026,0.5436353087425232,0.4427568018436432,0.5436353087425232,0.2775205373764038,0.2781139016151428,0.2637788951396942,0.4735107421875,0.5921133160591125,0.4764937460422516,0.5436353087425232,0.3498731553554535,0.4460422694683075
is,0.28837618231773376,0.3432334363460541,0.42745086550712585,0.2864139676094055,0.42745086550712585,0.1972285658121109,0.18647955358028412,0.2224293351173401,0.43216490745544434,0.6328473687171936,0.4403602182865143,0.42745086550712585,0.26480963826179504,0.4569662809371948
at,0.2838611304759979,0.21024957299232483,0.36524343490600586,0.1647772490978241,0.36524343490600586,0.15509086847305298,0.20071503520011902,0.13668975234031677,0.28092536330223083,0.36473900079727173,0.17465277016162872,0.36524343490600586,0.21832938492298126,0.4549728035926819
rest,0.35225364565849304,0.24761956930160522,0.367563933134079,0.21948173642158508,0.367563933134079,0.27200305461883545,0.15683963894844055,0.22647081315517426,0.22337119281291962,0.31067076325416565,0.25197944045066833,0.367563933134079,1.0000001192092896,0.36049437522888184
",",0.3087472915649414,0.35769712924957275,0.44245919585227966,0.223611980676651,0.44245919585227966,0.21295993030071259,0.2040358930826187,0.18457698822021484,0.48816442489624023,0.48329564929008484,0.28617382049560547,0.44245919585227966,0.3065745532512665,0.6812511086463928
the,0.42745697498321533,0.2765985429286957,0.535392165184021,0.25614944100379944,0.535392165184021,0.2037150114774704,0.22094543278217316,0.30530840158462524,0.48381632566452026,0.6251175999641418,0.35928019881248474,0.535392165184021,0.41330549120903015,0.5934505462646484
two,0.23363454639911652,0.18869450688362122,0.3343428373336792,0.36787331104278564,0.3343428373336792,0.18188536167144775,0.17807380855083466,0.25461938977241516,0.3029302954673767,0.28080877661705017,0.2100418359041214,0.3343428373336792,0.26909419894218445,0.3524959683418274
situations,0.38073766231536865,0.3701147139072418,0.3599810302257538,0.3267783522605896,0.3599810302257538,0.2886871099472046,0.29913872480392456,0.2524753212928772,0.2906748652458191,0.2855817973613739,0.359138160943985,0.3599810302257538,0.18426157534122467,0.23311331868171692
are,0.29724663496017456,0.3666144013404846,0.3504326641559601,0.41497212648391724,0.3504326641559601,0.1531907021999359,0.136089488863945,0.16249577701091766,0.3826591968536377,0.3617996573448181,0.3126322329044342,0.3504326641559601,0.2600870430469513,0.3452940285205841
considered,0.2834889590740204,0.29137930274009705,0.2954166829586029,0.387257844209671,0.2954166829586029,0.20506174862384796,0.07912305742502213,0.14792266488075256,0.4031961262226105,0.3332322835922241,0.24906520545482635,0.2954166829586029,0.20996850728988647,0.29356086254119873
to,0.455847829580307,0.3004893660545349,1.0,0.3164912164211273,1.0,0.26379308104515076,0.2513314187526703,0.26277783513069153,0.42092081904411316,0.513711154460907,0.4391997456550598,1.0,0.367563933134079,0.4645031690597534
be,0.3929833769798279,0.3767883777618408,0.4972836375236511,0.4442092776298523,0.4972836375236511,0.21310889720916748,0.24937674403190613,0.21529123187065125,0.5230465531349182,0.5203388929367065,0.28696945309638977,0.4972836375236511,0.2804461717605591,0.4383580684661865
physically,0.30163097381591797,0.2931196987628937,0.3394286632537842,0.4307287335395813,0.3394286632537842,0.29740437865257263,0.17861835658550262,0.27701306343078613,0.3122498095035553,0.28133973479270935,0.2650434374809265,0.3394286632537842,0.28918811678886414,0.20337125658988953
indistinguishable,0.2814302146434784,0.35451576113700867,0.2819238305091858,0.2799886167049408,0.2819238305091858,0.24523471295833588,0.20117872953414917,0.19233185052871704,0.25295311212539673,0.24633480608463287,0.2621765732765198,0.2819238305091858,0.22735971212387085,0.25759220123291016
.,0.3567904531955719,0.29075032472610474,0.4645031690597534,0.24975988268852234,0.4645031690597534,0.24043156206607819,0.19446231424808502,0.20181286334991455,0.515582263469696,0.5593622326850891,0.3022993505001068,0.4645031690597534,0.36049437522888184,1.0000001192092896
