,along,with,public,schools,",",what,type,of,school,was,recognized,under,the,south,african,schools,act,?
which,0.33404073119163513,0.46403205394744873,0.2544276714324951,0.23417861759662628,0.3658004403114319,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.19108018279075623,0.2830964922904968,0.28614500164985657,0.3235377371311188,0.6521818041801453,0.24635352194309235,0.17172859609127045,0.23417861759662628,0.3216746747493744,0.25814583897590637
includes,0.2941382825374603,0.2859180271625519,0.1657564789056778,0.17809028923511505,0.3228004276752472,0.17138352990150452,0.19023317098617554,0.4359378218650818,0.12970320880413055,0.2100689858198166,0.22969698905944824,0.14309555292129517,0.3388250470161438,0.22165009379386902,0.1725558340549469,0.17809028923511505,0.18004681169986725,0.14011523127555847
traditional,0.18461015820503235,0.230756476521492,0.16122452914714813,0.2547922730445862,0.25490131974220276,0.20066824555397034,0.24226014316082,0.32287317514419556,0.1822228729724884,0.1784529834985733,0.20512381196022034,0.11157094687223434,0.25703898072242737,0.20087814331054688,0.2106591761112213,0.2547922730445862,0.13093474507331848,0.1327509582042694
private,0.13822825253009796,0.20792533457279205,0.5126727223396301,0.4158569872379303,0.1899166703224182,0.16778090596199036,0.2055162489414215,0.18706899881362915,0.3584248125553131,0.18122155964374542,0.16613905131816864,0.15024513006210327,0.18291357159614563,0.16886739432811737,0.12125471979379654,0.4158569872379303,0.12148899585008621,0.14389030635356903
schools,0.19221381843090057,0.13740696012973785,0.4260808527469635,1.0,0.2760516405105591,0.1820785105228424,0.1240563839673996,0.265506386756897,0.7602541446685791,0.19736053049564362,0.21888026595115662,0.13950802385807037,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.18349280953407288
and,0.4213258922100067,0.5477725267410278,0.3227643668651581,0.29319998621940613,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2752758264541626,0.3740963041782379,0.2502152621746063,0.3005301356315613,0.5171257257461548,0.3140619993209839,0.2598888576030731,0.29319998621940613,0.2776535749435425,0.20544172823429108
schools,0.19221381843090057,0.13740696012973785,0.4260808527469635,1.0,0.2760516405105591,0.1820785105228424,0.1240563839673996,0.265506386756897,0.7602541446685791,0.19736053049564362,0.21888026595115662,0.13950802385807037,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.18349280953407288
which,0.33404073119163513,0.46403205394744873,0.2544276714324951,0.23417861759662628,0.3658004403114319,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.19108018279075623,0.2830964922904968,0.28614500164985657,0.3235377371311188,0.6521818041801453,0.24635352194309235,0.17172859609127045,0.23417861759662628,0.3216746747493744,0.25814583897590637
are,0.28655800223350525,0.38996943831443787,0.18111367523670197,0.30816179513931274,0.4062570035457611,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.17021894454956055,0.3076191842556,0.28007772564888,0.2196284979581833,0.40399202704429626,0.21281804144382477,0.20821034908294678,0.30816179513931274,0.22266654670238495,0.24591213464736938
privately,0.1708393394947052,0.28570976853370667,0.4336444139480591,0.3279704749584198,0.2463909536600113,0.2628958523273468,0.17362390458583832,0.14411099255084991,0.28322306275367737,0.2908223271369934,0.16255086660385132,0.22019296884536743,0.22518745064735413,0.1640017181634903,0.14909541606903076,0.3279704749584198,0.1526455581188202,0.1842089295387268
governed,0.17038346827030182,0.21110709011554718,0.17603439092636108,0.26262614130973816,0.24968869984149933,0.2713276147842407,0.13184580206871033,0.4198022782802582,0.17425014078617096,0.2891733646392822,0.41074785590171814,0.31140682101249695,0.3389590084552765,0.26389336585998535,0.1287996768951416,0.26262614130973816,0.28664612770080566,0.12964454293251038
[,0.14625036716461182,0.07157395780086517,0.2023129016160965,0.11263703554868698,0.08049847930669785,0.010752761736512184,0.052212439477443695,0.010817250236868858,0.13914847373962402,0.03263993561267853,0.0040602548979222775,-0.023501133546233177,0.07130392640829086,0.07770932465791702,0.009082647040486336,0.11263703554868698,0.07060564309358597,0.011015460826456547
clarification,0.17504321038722992,0.2658078372478485,0.2545865476131439,0.2485867291688919,0.3442647159099579,0.48417627811431885,0.21365037560462952,0.22668644785881042,0.15293389558792114,0.20704537630081177,0.20905785262584686,0.17462119460105896,0.2771701216697693,0.14838603138923645,0.13559453189373016,0.2485867291688919,0.23905454576015472,0.5103763937950134
needed,0.1885022521018982,0.33687737584114075,0.2087497115135193,0.18041753768920898,0.29017356038093567,0.3631289601325989,0.17002348601818085,0.27215874195098877,0.1213892251253128,0.227164626121521,0.15194901823997498,0.1624661386013031,0.3064746856689453,0.11007996648550034,0.1568935215473175,0.18041753768920898,0.19031214714050293,0.2863257825374603
],-0.019989337772130966,-0.05078836530447006,-0.06286804378032684,-0.06765652447938919,-0.10209845006465912,-0.03775298595428467,0.044324640184640884,-0.035044461488723755,-0.07880493998527527,0.0001094614781322889,0.011454916559159756,0.01791192591190338,-0.04779602214694023,-0.0007390985265374184,0.08211999386548996,-0.06765652447938919,-0.012444280087947845,-0.0022520492784678936
.,0.27491724491119385,0.4446153938770294,0.21888655424118042,0.2752705216407776,0.6812511086463928,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24214158952236176,0.40146201848983765,0.2562062442302704,0.2901604175567627,0.5934505462646484,0.2798699140548706,0.22406414151191711,0.2752705216407776,0.2025400698184967,0.4130953550338745
),0.17395511269569397,0.3069596290588379,0.15635275840759277,0.16219249367713928,0.63033527135849,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.18641386926174164,0.3267642855644226,0.15637043118476868,0.2076013684272766,0.3456730246543884,0.2002217173576355,0.14777451753616333,0.16219249367713928,0.15869061648845673,0.42300865054130554
