,since,what,year,did,the,university,offer,a,doctorate,in,cinema,&,media,studies,?
studies,0.11472364515066147,0.18772079050540924,0.13471458852291107,0.2509125769138336,0.22738903760910034,0.4639947712421417,0.1280844658613205,0.24775946140289307,0.4741878807544708,0.30442532896995544,0.1928764134645462,0.21265849471092224,0.23121844232082367,0.9999998807907104,0.1388726830482483
since,1.0000001192092896,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.4054957628250122,0.18180672824382782,0.1353169083595276,0.3303585946559906,0.1165817528963089,0.4325680434703827,0.2002744823694229,0.11394962668418884,0.1947530210018158,0.11472364515066147,0.2876587212085724
2000,-0.05223638564348221,-0.10562582314014435,0.00622312817722559,0.028451859951019287,-0.015081177465617657,-0.01898348145186901,-0.07980454713106155,-0.03899485245347023,0.016212046146392822,-0.0435720756649971,0.09557322412729263,0.05174524709582329,0.03187067434191704,-0.11323905736207962,-0.0824366956949234
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2830800712108612,0.427140474319458,0.278787225484848,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2289597988128662,0.07266713678836823,0.21000106632709503,0.24775946140289307,0.23916715383529663
master,0.10814322531223297,0.16430073976516724,0.18666596710681915,0.2253885716199875,0.19769129157066345,0.27631905674934387,0.26649364829063416,0.2078990340232849,0.38966116309165955,0.17882928252220154,0.13559582829475403,0.14030353724956512,0.09137978404760361,0.2682631015777588,0.11915034055709839
of,0.35513219237327576,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.30646374821662903,0.19393298029899597,0.5052502155303955,0.24986545741558075,0.5696388483047485,0.21800892055034637,0.19900451600551605,0.19700391590595245,0.26975658535957336,0.1826142966747284
fine,0.25137272477149963,0.34325724840164185,0.09834685921669006,0.16128887236118317,0.21014350652694702,0.18940693140029907,0.22927765548229218,0.25295814871788025,0.2706563472747803,0.24146175384521484,0.1839284747838974,0.10656403005123138,0.11756552010774612,0.1942773312330246,0.3000907599925995
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.3677407205104828,0.17612096667289734,0.27780044078826904,0.34350189566612244,0.09471383690834045
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.29577532410621643,0.1358654648065567,0.19773486256599426,0.30442532896995544,0.20430970191955566
visual,0.11181525141000748,0.25209182500839233,0.12389622628688812,0.15923425555229187,0.25769078731536865,0.20016902685165405,0.17019325494766235,0.2056368887424469,0.23357900977134705,0.1979106217622757,0.3069998323917389,0.144065260887146,0.2599133849143982,0.2484644502401352,0.15138444304466248
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.3677407205104828,0.17612096667289734,0.27780044078826904,0.34350189566612244,0.09471383690834045
(,0.26309698820114136,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.17126749455928802,0.3206180930137634,0.17533855140209198,0.3087427020072937,0.12428352236747742,0.21434709429740906,0.1559925377368927,0.1808423101902008,0.40561532974243164
early,0.3674798607826233,0.2454567849636078,0.22533860802650452,0.32047218084335327,0.34442198276519775,0.15928985178470612,0.14089396595954895,0.2710886299610138,0.17983312904834747,0.34672921895980835,0.16729767620563507,0.035171207040548325,0.1332087367773056,0.21367909014225006,0.15272949635982513
1970s,-0.0012751081958413124,-0.020239217206835747,0.01085821632295847,0.08396200090646744,0.004102230537682772,0.04262121394276619,0.09704717248678207,-0.008740115910768509,0.037553295493125916,0.057396724820137024,-0.06318040937185287,0.006725072395056486,-0.033472828567028046,0.03734111785888672,0.03861190751194954
),0.2939128279685974,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.20796938240528107,0.18990080058574677,0.3640355169773102,0.19214951992034912,0.3326910734176636,0.16941618919372559,0.1975884586572647,0.1801380068063736,0.18528133630752563,0.42300865054130554
",",0.3991432189941406,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2830800712108612,0.427140474319458,0.278787225484848,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
and,0.3515571057796478,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.3224562108516693,0.3739250600337982,0.26075127720832825,0.4954058527946472,0.17745845019817352,0.34093084931373596,0.28782835602760315,0.30504533648490906,0.20544172823429108
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2289597988128662,0.07266713678836823,0.21000106632709503,0.24775946140289307,0.23916715383529663
master,0.10814322531223297,0.16430073976516724,0.18666596710681915,0.2253885716199875,0.19769129157066345,0.27631905674934387,0.26649364829063416,0.2078990340232849,0.38966116309165955,0.17882928252220154,0.13559582829475403,0.14030353724956512,0.09137978404760361,0.2682631015777588,0.11915034055709839
of,0.35513219237327576,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.30646374821662903,0.19393298029899597,0.5052502155303955,0.24986545741558075,0.5696388483047485,0.21800892055034637,0.19900451600551605,0.19700391590595245,0.26975658535957336,0.1826142966747284
arts,0.21248376369476318,0.15975245833396912,0.14258131384849548,0.17368055880069733,0.23374557495117188,0.37832388281822205,0.1600625216960907,0.21388907730579376,0.3826029300689697,0.2445804625749588,0.3677407205104828,0.17612096667289734,0.27780044078826904,0.34350189566612244,0.09471383690834045
in,0.4325680434703827,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.3201795518398285,0.1875079721212387,0.539380669593811,0.287461519241333,1.0,0.29577532410621643,0.1358654648065567,0.19773486256599426,0.30442532896995544,0.20430970191955566
the,0.4054957628250122,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.263973206281662,0.21118608117103577,0.5829201340675354,0.22784000635147095,0.6662389636039734,0.23910944163799286,0.14992168545722961,0.19221965968608856,0.22738903760910034,0.22068053483963013
humanities,0.20456860959529877,0.2214164435863495,0.181696355342865,0.17006756365299225,0.2683351933956146,0.4582809805870056,0.29369911551475525,0.22024786472320557,0.5077166557312012,0.2875102758407593,0.3191070854663849,0.2680846154689789,0.304364949464798,0.47179368138313293,0.20595435798168182
with,0.3120420575141907,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.13264121115207672,0.2691042125225067,0.3783375024795532,0.1373106837272644,0.4080928862094879,0.10661371052265167,0.20013411343097687,0.1988309621810913,0.17316602170467377,0.2433311939239502
a,0.3303585946559906,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.20256656408309937,0.20917463302612305,1.0,0.1868133842945099,0.539380669593811,0.2289597988128662,0.07266713678836823,0.21000106632709503,0.24775946140289307,0.23916715383529663
creative,0.20000624656677246,0.2690553069114685,0.1346399486064911,0.24680769443511963,0.1688297688961029,0.2127530723810196,0.2538912296295166,0.20846913754940033,0.2830486297607422,0.1606689691543579,0.2680208384990692,0.12899257242679596,0.39279329776763916,0.20306284725666046,0.1945163905620575
writing,0.1957557201385498,0.3355313539505005,0.16977694630622864,0.2745545208454132,0.2579600512981415,0.2497800886631012,0.18619433045387268,0.3032566010951996,0.3103446364402771,0.26213181018829346,0.2307959794998169,0.07657216489315033,0.21655839681625366,0.2548045516014099,0.21497225761413574
track,0.2504723370075226,0.17872828245162964,0.2259327471256256,0.15564705431461334,0.22914014756679535,0.18352332711219788,0.16673888266086578,0.2417340874671936,0.17733286321163177,0.1798572689294815,0.20312142372131348,0.15230077505111694,0.18689557909965515,0.10299327969551086,0.11461397260427475
(,0.26309698820114136,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.17126749455928802,0.3206180930137634,0.17533855140209198,0.3087427020072937,0.12428352236747742,0.21434709429740906,0.1559925377368927,0.1808423101902008,0.40561532974243164
2000,-0.05223638564348221,-0.10562582314014435,0.00622312817722559,0.028451859951019287,-0.015081177465617657,-0.01898348145186901,-0.07980454713106155,-0.03899485245347023,0.016212046146392822,-0.0435720756649971,0.09557322412729263,0.05174524709582329,0.03187067434191704,-0.11323905736207962,-0.0824366956949234
),0.2939128279685974,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.20796938240528107,0.18990080058574677,0.3640355169773102,0.19214951992034912,0.3326910734176636,0.16941618919372559,0.1975884586572647,0.1801380068063736,0.18528133630752563,0.42300865054130554
.,0.431787371635437,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.290679007768631,0.23210087418556213,0.50484299659729,0.2497265785932541,0.5591574311256409,0.18445119261741638,0.16452857851982117,0.2313707321882248,0.22173671424388885,0.4130953550338745
