,who,challenged,the,plague,theory,first,?
modern,0.16937296092510223,0.21524415910243988,0.3283970355987549,0.14019879698753357,0.24909061193466187,0.33161288499832153,0.12475407868623734
bubonic,0.2813127040863037,0.15348803997039795,0.3366847634315491,0.6634843349456787,0.20446613430976868,0.2064424455165863,0.21706949174404144
plague,0.22886906564235687,0.126011922955513,0.2537761330604553,0.9999999403953552,0.1495029628276825,0.21400928497314453,0.11872942000627518
",",0.3365725874900818,0.26190248131752014,0.4933079481124878,0.2630122900009155,0.18095813691616058,0.34503069519996643,0.31091248989105225
leading,0.25606170296669006,0.28784021735191345,0.3809107840061188,0.1471012532711029,0.16465847194194794,0.2839837372303009,0.1360926628112793
him,0.5491244792938232,0.32372379302978516,0.39213326573371887,0.25028476119041443,0.20625251531600952,0.27283504605293274,0.23943768441677094
to,0.42656609416007996,0.2755841314792633,0.535392165184021,0.21845681965351105,0.21947365999221802,0.3792489171028137,0.29463258385658264
conclude,0.15049436688423157,0.33633098006248474,0.2706036865711212,0.2478858083486557,0.3179110288619995,0.2350834310054779,0.19442129135131836
that,0.45444270968437195,0.30831900238990784,0.5473989248275757,0.23825600743293762,0.36183905601501465,0.3482176661491394,0.32716336846351624
contemporary,0.21760618686676025,0.22141481935977936,0.25350451469421387,0.22920013964176178,0.2631925046443939,0.21206003427505493,0.09539991617202759
accounts,0.350053608417511,0.23118744790554047,0.20863397419452667,0.17410379648208618,0.20228615403175354,0.1839490532875061,0.32252734899520874
were,0.3188014328479767,0.25421831011772156,0.3906462490558624,0.24258224666118622,0.1573960781097412,0.3285558819770813,0.17890112102031708
exaggerations,0.2297840118408203,0.3166385889053345,0.2418900579214096,0.2240276038646698,0.25710824131965637,0.13957971334457397,0.2797716557979584
.,0.3541337847709656,0.21830077469348907,0.5934505462646484,0.2547653317451477,0.18047811090946198,0.4345304071903229,0.4130953550338745
