,what,would,mongol,armies,divert,in,order,to,cut,off,the,resources,of,cities,they,were,attacking,?
for,0.3017193675041199,0.39877474308013916,0.1556200236082077,0.1835252195596695,0.12519162893295288,0.4322226941585541,0.16561681032180786,0.4451248347759247,0.2519003450870514,0.20644043385982513,0.4739971458911896,0.27550825476646423,0.4185989499092102,0.21254107356071472,0.3466525673866272,0.33592689037323,0.2796705663204193,0.264628142118454
cities,0.161918506026268,0.1772249937057495,0.19590207934379578,0.2288758009672165,0.0987103059887886,0.32293570041656494,0.12821780145168304,0.20735321938991547,0.139131560921669,0.13462544977664948,0.2621172070503235,0.2586253881454468,0.29528072476387024,1.0,0.2399299144744873,0.2273229956626892,0.17062440514564514,0.13339310884475708
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
towns,0.1405455321073532,0.16380351781845093,0.10809022933244705,0.23495592176914215,0.12840144336223602,0.2862590253353119,0.12435346841812134,0.19498857855796814,0.1874975860118866,0.1603025645017624,0.2010425627231598,0.23458628356456757,0.23338152468204498,0.7089985609054565,0.21457254886627197,0.27066606283187866,0.16245174407958984,0.1348545402288437
by,0.2455483376979828,0.28394925594329834,0.1995033621788025,0.2393488734960556,0.16999752819538116,0.370934396982193,0.17732734978199005,0.33534231781959534,0.23997744917869568,0.28998351097106934,0.4408751428127289,0.19408294558525085,0.3646814823150635,0.14042139053344727,0.3391372263431549,0.4406847059726715,0.2473539113998413,0.17966607213020325
diverting,0.22474826872348785,0.2421446293592453,0.18835324048995972,0.17642691731452942,0.7819728255271912,0.1868630200624466,0.1822734922170639,0.2757093906402588,0.2569773495197296,0.26342448592185974,0.3091701865196228,0.3091807961463928,0.23825432360172272,0.14766672253608704,0.26780545711517334,0.19083629548549652,0.38258856534957886,0.1468629091978073
certain,0.4561643898487091,0.39805346727371216,0.18406303226947784,0.17350487411022186,0.21181410551071167,0.2942397892475128,0.332685261964798,0.4444960355758667,0.23889954388141632,0.17704899609088898,0.392071396112442,0.2768891751766205,0.40204232931137085,0.12656842172145844,0.4733622074127197,0.2825849652290344,0.20110243558883667,0.2516106069087982
rivers,0.14092835783958435,0.20428800582885742,0.20323389768600464,0.2669053077697754,0.2811034619808197,0.21755525469779968,0.1661335527896881,0.16915081441402435,0.14295049011707306,0.13673023879528046,0.25597620010375977,0.24774184823036194,0.2839193344116211,0.469966858625412,0.27208611369132996,0.1827416718006134,0.1412692368030548,0.15866327285766602
",",0.3087472915649414,0.32586824893951416,0.2229510098695755,0.2557220757007599,0.24508757889270782,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.23439376056194305,0.26180344820022583,0.4933079481124878,0.2789028584957123,0.4946078956127167,0.31927579641342163,0.390799880027771,0.36755475401878357,0.27158185839653015,0.31091248989105225
taking,0.24635453522205353,0.3150840401649475,0.19820794463157654,0.2159952074289322,0.22928966581821442,0.25282081961631775,0.1939512938261032,0.3001216948032379,0.26300331950187683,0.311210036277771,0.32714390754699707,0.2430947721004486,0.29240402579307556,0.13485421240329742,0.2738465666770935,0.18896862864494324,0.36983272433280945,0.19960761070251465
enemy,0.19785766303539276,0.21512284874916077,0.24240630865097046,0.41547465324401855,0.27375006675720215,0.17286726832389832,0.19081971049308777,0.24200193583965302,0.17931470274925232,0.18241947889328003,0.2552780210971832,0.18761949241161346,0.2035287618637085,0.08903004229068756,0.1944514364004135,0.22314204275608063,0.46972042322158813,0.09557300060987473
prisoners,0.18567563593387604,0.28534454107284546,0.12605738639831543,0.3758377134799957,0.22120177745819092,0.2508719265460968,0.1635344922542572,0.26021742820739746,0.23908549547195435,0.19727982580661774,0.2337981015443802,0.20869052410125732,0.24830745160579681,0.1954379379749298,0.3395736813545227,0.3973233699798584,0.24889911711215973,0.15790729224681854
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
driving,0.249915212392807,0.2690189480781555,0.11419109255075455,0.18230998516082764,0.24075596034526825,0.2480645477771759,0.07682555168867111,0.26946893334388733,0.19202600419521332,0.256956547498703,0.2537495791912079,0.15971346199512482,0.18947714567184448,0.14280804991722107,0.2496323585510254,0.18524359166622162,0.28385838866233826,0.0902169942855835
them,0.4994642734527588,0.5105606913566589,0.2579866647720337,0.3567352890968323,0.2622915208339691,0.29119014739990234,0.2939263880252838,0.5916602611541748,0.3182755708694458,0.33031392097473145,0.4788833558559418,0.3149339258670807,0.34503093361854553,0.2622779309749603,0.6924025416374207,0.4602346122264862,0.3783929646015167,0.35435691475868225
in,0.30808621644973755,0.30461156368255615,0.16958336532115936,0.23347583413124084,0.18872329592704773,1.0,0.24184700846672058,0.45010748505592346,0.1650969684123993,0.25627145171165466,0.6662389636039734,0.2161814570426941,0.5696388483047485,0.32293570041656494,0.4330179989337921,0.3815755248069763,0.25919467210769653,0.20430970191955566
front,0.19401875138282776,0.2491699457168579,0.16095870733261108,0.27560439705848694,0.1573265790939331,0.22647713124752045,0.1991966962814331,0.26463037729263306,0.1779939830303192,0.17420847713947296,0.3733479380607605,0.0621778629720211,0.2804802656173706,0.0553523488342762,0.26036298274993896,0.17649376392364502,0.22163718938827515,0.16351862251758575
of,0.33290785551071167,0.3353942930698395,0.22712039947509766,0.251925528049469,0.15920887887477875,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.26061776280403137,0.20023372769355774,0.733189046382904,0.2746381163597107,1.0,0.29528072476387024,0.3426007330417633,0.34038281440734863,0.24588508903980255,0.1826142966747284
the,0.42745697498321533,0.4133751392364502,0.2924198508262634,0.33505764603614807,0.23905237019062042,0.6662389636039734,0.3284194767475128,0.535392165184021,0.29221418499946594,0.2773582935333252,1.0,0.25734785199165344,0.733189046382904,0.2621172070503235,0.49925389885902405,0.3906462490558624,0.3005821406841278,0.22068053483963013
army,0.1698741316795349,0.21930839121341705,0.27053940296173096,0.6871604323387146,0.21690553426742554,0.25258398056030273,0.1918969452381134,0.22938482463359833,0.15395113825798035,0.14700277149677277,0.31011611223220825,0.1970912665128708,0.2669098675251007,0.15323852002620697,0.24016821384429932,0.2540908753871918,0.3199954628944397,0.180583193898201
",",0.3087472915649414,0.32586824893951416,0.2229510098695755,0.2557220757007599,0.24508757889270782,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.23439376056194305,0.26180344820022583,0.4933079481124878,0.2789028584957123,0.4946078956127167,0.31927579641342163,0.390799880027771,0.36755475401878357,0.27158185839653015,0.31091248989105225
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
adopting,0.2651776075363159,0.3156246244907379,0.2088821679353714,0.21326906979084015,0.23940759897232056,0.22470702230930328,0.11436985433101654,0.2958586812019348,0.07561707496643066,0.157655730843544,0.24929948151111603,0.2644748091697693,0.24967004358768463,0.14651401340961456,0.26605597138404846,0.20771948993206024,0.2118663489818573,0.21285787224769592
new,0.2130378633737564,0.30488598346710205,0.14177319407463074,0.16034503281116486,0.12460659444332123,0.3758552670478821,0.1788160651922226,0.33159172534942627,0.14521315693855286,0.1991615742444992,0.3845241069793701,0.1655859351158142,0.343457967042923,0.15534153580665588,0.2588704824447632,0.21711495518684387,0.16440291702747345,0.14782847464084625
ideas,0.42330971360206604,0.35757097601890564,0.18448598682880402,0.2220013588666916,0.09924730658531189,0.24198658764362335,0.15731871128082275,0.31791630387306213,0.13572555780410767,0.11760763078927994,0.22381870448589325,0.29008445143699646,0.22676146030426025,0.2328566312789917,0.3214314877986908,0.26104360818862915,0.15520702302455902,0.2857283353805542
",",0.3087472915649414,0.32586824893951416,0.2229510098695755,0.2557220757007599,0.24508757889270782,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.23439376056194305,0.26180344820022583,0.4933079481124878,0.2789028584957123,0.4946078956127167,0.31927579641342163,0.390799880027771,0.36755475401878357,0.27158185839653015,0.31091248989105225
techniques,0.19165433943271637,0.21086888015270233,0.14079231023788452,0.127865269780159,0.2484203726053238,0.22916999459266663,0.21670617163181305,0.2575913667678833,0.20631615817546844,0.12942759692668915,0.18448615074157715,0.30263957381248474,0.2114233523607254,0.0942295491695404,0.1641320288181305,0.19044029712677002,0.1774357557296753,0.1533757448196411
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
tools,0.3442733585834503,0.3473040759563446,0.1357872039079666,0.17014142870903015,0.13838014006614685,0.1255161464214325,0.16793428361415863,0.2906495928764343,0.24745126068592072,0.19461944699287415,0.18922023475170135,0.317731112241745,0.16475914418697357,0.12840232253074646,0.2799437940120697,0.22015118598937988,0.21885858476161957,0.30193743109703064
from,0.2737620174884796,0.26231399178504944,0.2123146951198578,0.13947497308254242,0.13338904082775116,0.4274188280105591,0.1814235895872116,0.4069952368736267,0.2308090329170227,0.2782316207885742,0.40150508284568787,0.25381729006767273,0.4249346852302551,0.21788457036018372,0.3321932256221771,0.29991888999938965,0.18816916644573212,0.19969791173934937
the,0.42745697498321533,0.4133751392364502,0.2924198508262634,0.33505764603614807,0.23905237019062042,0.6662389636039734,0.3284194767475128,0.535392165184021,0.29221418499946594,0.2773582935333252,1.0,0.25734785199165344,0.733189046382904,0.2621172070503235,0.49925389885902405,0.3906462490558624,0.3005821406841278,0.22068053483963013
people,0.32444337010383606,0.3082716464996338,0.1850784718990326,0.22195647656917572,0.2122044861316681,0.39605680108070374,0.1174502894282341,0.37275731563568115,0.08152670413255692,0.17644545435905457,0.36838498711586,0.23975947499275208,0.3251037895679474,0.42741721868515015,0.4418129622936249,0.35862088203430176,0.18615661561489105,0.23739641904830933
they,0.4431931674480438,0.5262938141822815,0.21323534846305847,0.30055537819862366,0.23756077885627747,0.4330179989337921,0.30929040908813477,0.5452046394348145,0.23222216963768005,0.2575175166130066,0.49925389885902405,0.3222109377384186,0.3426007330417633,0.2399299144744873,0.9999999403953552,0.5580583214759827,0.2711615264415741,0.2753053903579712
conquered,0.2095409482717514,0.25237250328063965,0.4539201557636261,0.4539634585380554,0.1368221789598465,0.287716805934906,0.12878665328025818,0.2174634039402008,0.15768182277679443,0.1671869307756424,0.3127642273902893,0.1798345297574997,0.30313581228256226,0.290310800075531,0.2669079303741455,0.3389958441257477,0.28333720564842224,0.12499574571847916
",",0.3087472915649414,0.32586824893951416,0.2229510098695755,0.2557220757007599,0.24508757889270782,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.23439376056194305,0.26180344820022583,0.4933079481124878,0.2789028584957123,0.4946078956127167,0.31927579641342163,0.390799880027771,0.36755475401878357,0.27158185839653015,0.31091248989105225
particularly,0.33027681708335876,0.3060716986656189,0.06540533900260925,0.16977648437023163,0.22914226353168488,0.33242201805114746,0.15329241752624512,0.33588847517967224,0.21289224922657013,0.11482206732034683,0.32132959365844727,0.3068288266658783,0.30258041620254517,0.18203993141651154,0.374696284532547,0.29172655940055847,0.2701580226421356,0.2644225060939789
in,0.30808621644973755,0.30461156368255615,0.16958336532115936,0.23347583413124084,0.18872329592704773,1.0,0.24184700846672058,0.45010748505592346,0.1650969684123993,0.25627145171165466,0.6662389636039734,0.2161814570426941,0.5696388483047485,0.32293570041656494,0.4330179989337921,0.3815755248069763,0.25919467210769653,0.20430970191955566
employing,0.2041444033384323,0.29953381419181824,0.16509558260440826,0.18323300778865814,0.22501002252101898,0.24749363958835602,0.17631183564662933,0.2626142203807831,0.28249210119247437,0.2102767378091812,0.2282872349023819,0.3703385889530182,0.2763727903366089,0.1744721233844757,0.23311367630958557,0.24849674105644226,0.352596640586853,0.162472665309906
muslim,0.2631456255912781,0.22541315853595734,0.3543543815612793,0.26161500811576843,0.17197668552398682,0.2092999517917633,0.13698290288448334,0.2551989257335663,0.05576830729842186,0.07087472081184387,0.28099653124809265,0.168341726064682,0.267849862575531,0.265593558549881,0.21469105780124664,0.21627043187618256,0.14251229166984558,0.17456822097301483
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
chinese,0.11643128097057343,0.20118212699890137,0.3877440094947815,0.19183601438999176,0.14319539070129395,0.20821347832679749,0.14368769526481628,0.17416036128997803,0.14350077509880066,0.07878411561250687,0.2785343527793884,0.16069044172763824,0.24275560677051544,0.08880391716957092,0.21403709053993225,0.22925853729248047,0.11713849008083344,0.20843194425106049
siege,0.12691979110240936,0.14733335375785828,0.341903954744339,0.444247305393219,0.3120550513267517,0.23684100806713104,0.09779619425535202,0.18065696954727173,0.16618704795837402,0.18965239822864532,0.26454421877861023,0.1238013207912445,0.24839437007904053,0.22121791541576385,0.13423193991184235,0.21970319747924805,0.3648863732814789,0.07257505506277084
engines,0.1634974628686905,0.24544674158096313,0.22080589830875397,0.18967995047569275,0.1750175505876541,0.18084456026554108,0.13533233106136322,0.24536406993865967,0.1400172859430313,0.18208691477775574,0.2245008647441864,0.26221466064453125,0.17593856155872345,0.21266579627990723,0.2806333899497986,0.27072596549987793,0.1235300824046135,0.18940703570842743
and,0.31309178471565247,0.34921059012413025,0.21553155779838562,0.25451672077178955,0.25042200088500977,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.2832682728767395,0.2800697982311249,0.5171257257461548,0.3116118013858795,0.5116966962814331,0.292957067489624,0.5073080658912659,0.42175528407096863,0.2966153919696808,0.20544172823429108
engineers,0.259060800075531,0.280722439289093,0.15127748250961304,0.26959386467933655,0.2345152348279953,0.20390598475933075,0.1333189755678177,0.2772461175918579,0.1768711656332016,0.15060819685459137,0.25282254815101624,0.272918701171875,0.189129039645195,0.1473959982395172,0.272575318813324,0.3026007413864136,0.0999242290854454,0.18139411509037018
to,0.455847829580307,0.5965728163719177,0.2125127911567688,0.23511818051338196,0.2937791645526886,0.45010748505592346,0.35544881224632263,1.0,0.27572008967399597,0.3533020317554474,0.535392165184021,0.3263809382915497,0.41548454761505127,0.20735321938991547,0.5452046394348145,0.31913647055625916,0.2621162533760071,0.29463258385658264
aid,0.1778782606124878,0.21784517168998718,0.14293073117733002,0.26316168904304504,0.2465437352657318,0.1754455417394638,0.15654446184635162,0.2690417766571045,0.16042578220367432,0.1981956511735916,0.21952909231185913,0.31105706095695496,0.20153990387916565,0.1550263911485672,0.19854378700256348,0.16526101529598236,0.2343926727771759,0.08358026295900345
the,0.42745697498321533,0.4133751392364502,0.2924198508262634,0.33505764603614807,0.23905237019062042,0.6662389636039734,0.3284194767475128,0.535392165184021,0.29221418499946594,0.2773582935333252,1.0,0.25734785199165344,0.733189046382904,0.2621172070503235,0.49925389885902405,0.3906462490558624,0.3005821406841278,0.22068053483963013
mongol,0.15870186686515808,0.15524601936340332,1.0000001192092896,0.35058408975601196,0.20329590141773224,0.16958336532115936,0.23754975199699402,0.2125127911567688,0.13593503832817078,0.14724689722061157,0.2924198508262634,0.1732160747051239,0.22712039947509766,0.19590207934379578,0.21323534846305847,0.21221880614757538,0.21752957999706268,0.12849251925945282
cavalry,0.19119445979595184,0.21136553585529327,0.3149062693119049,0.5635529160499573,0.22871200740337372,0.19365209341049194,0.19247525930404663,0.18357402086257935,0.18496347963809967,0.16739241778850555,0.2398451566696167,0.15007759630680084,0.20110179483890533,0.19894985854625702,0.23086807131767273,0.24652206897735596,0.3126641809940338,0.17862899601459503
in,0.30808621644973755,0.30461156368255615,0.16958336532115936,0.23347583413124084,0.18872329592704773,1.0,0.24184700846672058,0.45010748505592346,0.1650969684123993,0.25627145171165466,0.6662389636039734,0.2161814570426941,0.5696388483047485,0.32293570041656494,0.4330179989337921,0.3815755248069763,0.25919467210769653,0.20430970191955566
capturing,0.2118043303489685,0.22547227144241333,0.29867592453956604,0.38346147537231445,0.32756370306015015,0.26944997906684875,0.18691019713878632,0.25641369819641113,0.20986543595790863,0.22407905757427216,0.3348090946674347,0.2255479097366333,0.29810965061187744,0.15558932721614838,0.19842413067817688,0.19553908705711365,0.5133055448532104,0.1290988177061081
cities,0.161918506026268,0.1772249937057495,0.19590207934379578,0.2288758009672165,0.0987103059887886,0.32293570041656494,0.12821780145168304,0.20735321938991547,0.139131560921669,0.13462544977664948,0.2621172070503235,0.2586253881454468,0.29528072476387024,1.0,0.2399299144744873,0.2273229956626892,0.17062440514564514,0.13339310884475708
.,0.3567904531955719,0.35067233443260193,0.16751837730407715,0.22485259175300598,0.16845497488975525,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.2298540472984314,0.2869674861431122,0.5934505462646484,0.2478848099708557,0.5352458953857422,0.2525215446949005,0.4510921239852905,0.3378238379955292,0.2945772111415863,0.4130953550338745
