,along,with,electric,motors,",",what,power,sources,overtook,steam,engines,in,the,20th,century,?
",",0.29824912548065186,0.4120737314224243,0.22981849312782288,0.18115511536598206,1.0000001192092896,0.3087472915649414,0.2231994867324829,0.3490506112575531,0.23693259060382843,0.2264556586742401,0.20245449244976044,0.5201468467712402,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
when,0.3277623653411865,0.5075214505195618,0.25490424036979675,0.16224093735218048,0.36674630641937256,0.4700249433517456,0.28225177526474,0.19738903641700745,0.24916838109493256,0.29351481795310974,0.23498889803886414,0.4431333839893341,0.5091903209686279,0.19096055626869202,0.22992412745952606,0.22841128706932068
advances,0.2185145616531372,0.20318180322647095,0.1280137300491333,0.18296442925930023,0.25091618299484253,0.2105628252029419,0.23602217435836792,0.23007412254810333,0.3000488579273224,0.21999195218086243,0.234452486038208,0.22989708185195923,0.29882919788360596,0.21859605610370636,0.27623018622398376,0.12414493411779404
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.16666220128536224,0.23531174659729004,0.27268102765083313,0.19852672517299652,0.18084456026554108,1.0,0.6662389636039734,0.20743919909000397,0.3174034655094147,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.2647338807582855,0.27209216356277466,0.33106908202171326,0.23105813562870026,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
design,0.15996010601520538,0.17779715359210968,0.21938520669937134,0.29124051332473755,0.19350415468215942,0.23893405497074127,0.1789396107196808,0.12240029126405716,0.251080721616745,0.2571820318698883,0.38155606389045715,0.21856798231601715,0.27913451194763184,0.13021542131900787,0.1666169911623001,0.16351860761642456
of,0.34889817237854004,0.41827285289764404,0.17329032719135284,0.17503497004508972,0.4946078956127167,0.33290785551071167,0.25273123383522034,0.20696839690208435,0.3091469407081604,0.20239725708961487,0.17593856155872345,0.5696388483047485,0.733189046382904,0.21726468205451965,0.2826060354709625,0.1826142966747284
electric,0.22418370842933655,0.17031213641166687,1.0000001192092896,0.5180577039718628,0.22981849312782288,0.15451551973819733,0.34122735261917114,0.15173694491386414,0.182715505361557,0.3633075952529907,0.27716219425201416,0.19779469072818756,0.21345196664333344,0.156341090798378,0.13295488059520721,0.15674720704555511
motors,0.1210886687040329,0.12280909717082977,0.5180577039718628,1.0,0.18115511536598206,0.180420383810997,0.3177069425582886,0.10774842649698257,0.2423442006111145,0.3802523612976074,0.4789537489414215,0.16052447259426117,0.16861771047115326,0.12402648478746414,0.18192996084690094,0.16430476307868958
and,0.4213258922100067,0.5477725267410278,0.212884783744812,0.16620339453220367,0.6633074283599854,0.31309178471565247,0.27496716380119324,0.27464351058006287,0.25433361530303955,0.24133789539337158,0.21148960292339325,0.4954058527946472,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
internal,0.1540311872959137,0.27123862504959106,0.1605360507965088,0.1726006269454956,0.17594550549983978,0.2065390944480896,0.21354612708091736,0.214934304356575,0.21426260471343994,0.21935473382472992,0.35454675555229187,0.20769467949867249,0.24764955043792725,0.08135052025318146,0.11259422451257706,0.1665428727865219
combustion,0.10784672945737839,0.22355996072292328,0.3918512761592865,0.43737176060676575,0.2079315334558487,0.2678600549697876,0.37266677618026733,0.2775018811225891,0.22210413217544556,0.5523067712783813,0.5888161063194275,0.2270977944135666,0.2447446882724762,0.1313565969467163,0.2247992902994156,0.2177530825138092
engines,0.10451225191354752,0.21779674291610718,0.27716219425201416,0.4789537489414215,0.20245449244976044,0.1634974628686905,0.3073769509792328,0.2675727903842926,0.26960498094558716,0.4903687536716461,1.0000001192092896,0.18084456026554108,0.2245008647441864,0.15909530222415924,0.15469561517238617,0.18940703570842743
gradually,0.29036378860473633,0.27868422865867615,0.17216837406158447,0.18602712452411652,0.21068459749221802,0.29329201579093933,0.2739071249961853,0.1448703557252884,0.2777440845966339,0.3249153196811676,0.2578262388706207,0.2659119665622711,0.3209700584411621,0.17565283179283142,0.3531514108181,0.09310194849967957
resulted,0.22268496453762054,0.33347630500793457,0.11583350598812103,0.17652083933353424,0.21903154253959656,0.14803820848464966,0.20997053384780884,0.10142500698566437,0.3062188923358917,0.15236622095108032,0.15899501740932465,0.3197503983974457,0.2975946068763733,0.11773206293582916,0.18469388782978058,0.1391388475894928
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.16666220128536224,0.23531174659729004,0.27268102765083313,0.19852672517299652,0.18084456026554108,1.0,0.6662389636039734,0.20743919909000397,0.3174034655094147,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.2647338807582855,0.27209216356277466,0.33106908202171326,0.23105813562870026,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
replacement,0.20447938144207,0.25029611587524414,0.18422235548496246,0.18812064826488495,0.20311833918094635,0.19443123042583466,0.16288520395755768,0.15751875936985016,0.2083742469549179,0.19657087326049805,0.2605619430541992,0.2093958556652069,0.27791428565979004,0.18169400095939636,0.12066823244094849,0.14126648008823395
of,0.34889817237854004,0.41827285289764404,0.17329032719135284,0.17503497004508972,0.4946078956127167,0.33290785551071167,0.25273123383522034,0.20696839690208435,0.3091469407081604,0.20239725708961487,0.17593856155872345,0.5696388483047485,0.733189046382904,0.21726468205451965,0.2826060354709625,0.1826142966747284
reciprocating,0.18021881580352783,0.33139467239379883,0.30486777424812317,0.35149452090263367,0.2677263617515564,0.3255842924118042,0.289396196603775,0.2393709272146225,0.19911421835422516,0.2718157172203064,0.3725995421409607,0.21796420216560364,0.25304242968559265,0.19494643807411194,0.1584988236427307,0.2616906762123108
(,0.18445467948913574,0.29503780603408813,0.21627193689346313,0.19426745176315308,0.6363511681556702,0.2411840260028839,0.18972817063331604,0.27034464478492737,0.15891705453395844,0.11881943792104721,0.12876033782958984,0.3087427020072937,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.40561532974243164
piston,0.09953784197568893,0.20083224773406982,0.29808443784713745,0.37302228808403015,0.20961400866508484,0.13301563262939453,0.2695995271205902,0.13623753190040588,0.16851601004600525,0.3801049590110779,0.457582950592041,0.21022552251815796,0.22337445616722107,0.19398881494998932,0.17830562591552734,0.17207856476306915
),0.17395511269569397,0.3069596290588379,0.20331725478172302,0.1831868439912796,0.63033527135849,0.26259949803352356,0.20355020463466644,0.27196794748306274,0.1813487857580185,0.13912063837051392,0.14278316497802734,0.3326910734176636,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.42300865054130554
steam,0.22119560837745667,0.21801024675369263,0.3633075952529907,0.3802523612976074,0.2264556586742401,0.15672586858272552,0.35972869396209717,0.15929515659809113,0.25793948769569397,1.0000001192092896,0.4903687536716461,0.19852672517299652,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.113324373960495
engines,0.10451225191354752,0.21779674291610718,0.27716219425201416,0.4789537489414215,0.20245449244976044,0.1634974628686905,0.3073769509792328,0.2675727903842926,0.26960498094558716,0.4903687536716461,1.0000001192092896,0.18084456026554108,0.2245008647441864,0.15909530222415924,0.15469561517238617,0.18940703570842743
",",0.29824912548065186,0.4120737314224243,0.22981849312782288,0.18115511536598206,1.0000001192092896,0.3087472915649414,0.2231994867324829,0.3490506112575531,0.23693259060382843,0.2264556586742401,0.20245449244976044,0.5201468467712402,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
with,0.47997185587882996,0.9999999403953552,0.17031213641166687,0.12280909717082977,0.4120737314224243,0.2464839518070221,0.20798128843307495,0.17556439340114594,0.2375325709581375,0.21801024675369263,0.21779674291610718,0.4080928862094879,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.2433311939239502
shipping,0.2531803846359253,0.20407156646251678,0.1945353001356125,0.2507209777832031,0.2682719826698303,0.165150985121727,0.2547880709171295,0.22700609266757965,0.20250152051448822,0.3256213665008545,0.23539650440216064,0.22993473708629608,0.2677045166492462,0.18210355937480927,0.17756162583827972,0.1596645563840866
in,0.3603311777114868,0.4080928862094879,0.19779469072818756,0.16052447259426117,0.5201468467712402,0.30808621644973755,0.16666220128536224,0.23531174659729004,0.27268102765083313,0.19852672517299652,0.18084456026554108,1.0,0.6662389636039734,0.20743919909000397,0.3174034655094147,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.2647338807582855,0.27209216356277466,0.33106908202171326,0.23105813562870026,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
20th-century,0.1155850738286972,0.15519720315933228,0.14167384803295135,0.18524713814258575,0.2603204548358917,0.20272141695022583,0.14468327164649963,0.1383010447025299,0.26345086097717285,0.2452363520860672,0.16828007996082306,0.29701805114746094,0.31295427680015564,0.28133225440979004,0.9195145964622498,0.09023914486169815
relying,0.16125385463237762,0.29843270778656006,0.1593203991651535,0.1587011218070984,0.25783878564834595,0.4828588664531708,0.18872703611850739,0.358504056930542,0.2451765090227127,0.17968949675559998,0.19969779253005981,0.24007098376750946,0.33429455757141113,0.1436222493648529,0.2003585249185562,0.2699472904205322
upon,0.20018577575683594,0.2743939459323883,0.09843705594539642,0.10109321027994156,0.27234330773353577,0.2878674864768982,0.185079425573349,0.170523002743721,0.11588921397924423,0.17789241671562195,0.11513623595237732,0.20347267389297485,0.28184252977371216,0.08483634144067764,0.08612079173326492,0.13780277967453003
the,0.39495137333869934,0.4223487675189972,0.21345196664333344,0.16861771047115326,0.4933079481124878,0.42745697498321533,0.2647338807582855,0.27209216356277466,0.33106908202171326,0.23105813562870026,0.2245008647441864,0.6662389636039734,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
steam,0.22119560837745667,0.21801024675369263,0.3633075952529907,0.3802523612976074,0.2264556586742401,0.15672586858272552,0.35972869396209717,0.15929515659809113,0.25793948769569397,1.0000001192092896,0.4903687536716461,0.19852672517299652,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.113324373960495
turbine,0.1491495966911316,0.12040868401527405,0.3938206732273102,0.3969641625881195,0.21183495223522186,0.1404699683189392,0.4459681212902069,0.2093883752822876,0.22082850337028503,0.5301763415336609,0.4977881908416748,0.19420358538627625,0.1799832284450531,0.19678820669651031,0.15010763704776764,0.16315746307373047
.,0.27491724491119385,0.4446153938770294,0.23612159490585327,0.22580265998840332,0.6812511086463928,0.3567904531955719,0.2141435295343399,0.25805729627609253,0.2685813009738922,0.22855372726917267,0.24894580245018005,0.5591574311256409,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
