,how,successful,was,the,french,revised,efforts,?
british,0.17564475536346436,0.2522706687450409,0.31934812664985657,0.28973397612571716,0.43574923276901245,0.14794522523880005,0.1963055282831192,0.09711728990077972
resources,0.23077203333377838,0.08867855370044708,0.14124581217765808,0.25734785199165344,0.11615291237831116,0.1309133917093277,0.43449583649635315,0.26047492027282715
away,0.2374800741672516,0.13826514780521393,0.1712075024843216,0.29030847549438477,0.08094318956136703,0.09136843681335449,0.16565924882888794,0.15156377851963043
from,0.22939439117908478,0.19874407351016998,0.31171464920043945,0.40150508284568787,0.19660584628582,0.10490268468856812,0.15419499576091766,0.19969791173934937
north,0.12114071100950241,0.18976354598999023,0.29020047187805176,0.36298373341560364,0.14223402738571167,0.10927785933017731,0.1483149528503418,0.11829731613397598
america,0.19301444292068481,0.2432875782251358,0.2850865423679352,0.37090015411376953,0.15473008155822754,0.15376989543437958,0.19504527747631073,0.19333907961845398
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.5171257257461548,0.32751965522766113,0.17458297312259674,0.3115611970424652,0.20544172823429108
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,1.0,0.2555147111415863,0.2513941526412964,0.26890742778778076,0.22068053483963013
european,0.123964823782444,0.251537561416626,0.22463937103748322,0.3423081040382385,0.30328667163848877,0.13509485125541687,0.18679024279117584,0.14560863375663757
mainland,0.1310771405696869,0.17449264228343964,0.27667051553726196,0.3077244460582733,0.19582587480545044,0.09908968955278397,0.2034669816493988,0.1326279491186142
.,0.3287222981452942,0.361310213804245,0.40146201848983765,0.5934505462646484,0.2480926215648651,0.21657389402389526,0.22250142693519592,0.4130953550338745
,how,successful,was,the,french,revised,efforts,?
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,1.0,0.2555147111415863,0.2513941526412964,0.26890742778778076,0.22068053483963013
invasion,0.12191843241453171,0.19923119246959686,0.27169278264045715,0.32296645641326904,0.12546315789222717,0.11157938092947006,0.26852184534072876,0.18923960626125336
failed,0.24040576815605164,0.40484073758125305,0.32486093044281006,0.32787200808525085,0.15946078300476074,0.21101099252700806,0.36207231879234314,0.16487033665180206
both,0.3017238676548004,0.23398995399475098,0.2990766167640686,0.4931981563568115,0.25422075390815735,0.14197075366973877,0.30739468336105347,0.19455738365650177
militarily,0.20560473203659058,0.18217013776302338,0.24891023337841034,0.23774072527885437,0.18061049282550812,0.07861770689487457,0.37033700942993164,0.18128228187561035
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.5171257257461548,0.32751965522766113,0.17458297312259674,0.3115611970424652,0.20544172823429108
politically,0.19193656742572784,0.18511240184307098,0.29656219482421875,0.2379349023103714,0.1957128345966339,0.07170435041189194,0.29510074853897095,0.14733245968818665
",",0.22659391164779663,0.28826844692230225,0.45456063747406006,0.4933079481124878,0.28806620836257935,0.2112094908952713,0.20678693056106567,0.31091248989105225
as,0.33782753348350525,0.3002051115036011,0.3677520453929901,0.48381632566452026,0.20159029960632324,0.21643254160881042,0.2594930827617645,0.27043893933296204
pitt,0.1611364334821701,0.10882722586393356,0.2220979481935501,0.25984519720077515,0.17383159697055817,0.1195051297545433,0.13304908573627472,0.13721784949302673
again,0.31300485134124756,0.28795456886291504,0.35373377799987793,0.4104243218898773,0.17628790438175201,0.17243577539920807,0.22690878808498383,0.2679590880870819
planned,0.16940928995609283,0.23588864505290985,0.3590250015258789,0.3010992109775543,0.15546594560146332,0.25838395953178406,0.3137738108634949,0.16188396513462067
significant,0.23918341100215912,0.22736239433288574,0.187061607837677,0.35524800419807434,0.12340477854013443,0.24071581661701202,0.33696290850639343,0.18679562211036682
campaigns,0.16351677477359772,0.24641172587871552,0.22862818837165833,0.27786964178085327,0.1303323209285736,0.13207845389842987,0.4337310791015625,0.13006390631198883
against,0.22421614825725555,0.25497370958328247,0.22972732782363892,0.3090755045413971,0.12307969480752945,0.12825153768062592,0.26966172456741333,0.18095137178897858
new,0.20832711458206177,0.19698897004127502,0.2748313844203949,0.3845241069793701,0.1977054476737976,0.2676893174648285,0.19430527091026306,0.14782847464084625
france,0.13197430968284607,0.2079799622297287,0.2715669870376587,0.35517507791519165,0.5492131114006042,0.06276912987232208,0.19149892032146454,0.15069349110126495
",",0.22659391164779663,0.28826844692230225,0.45456063747406006,0.4933079481124878,0.28806620836257935,0.2112094908952713,0.20678693056106567,0.31091248989105225
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.5171257257461548,0.32751965522766113,0.17458297312259674,0.3115611970424652,0.20544172823429108
sent,0.2166701704263687,0.16857042908668518,0.3192673325538635,0.3010627329349518,0.1625688225030899,0.08817197382450104,0.22351476550102234,0.10903520882129669
funds,0.1763608604669571,0.1558588296175003,0.24675096571445465,0.23871955275535583,0.08690264821052551,0.14351440966129303,0.43744853138923645,0.12731410562992096
to,0.44169697165489197,0.2317596971988678,0.3636345863342285,0.535392165184021,0.1713797152042389,0.14988531172275543,0.36228540539741516,0.29463258385658264
britain,0.21808192133903503,0.2171248495578766,0.27792006731033325,0.29784059524536133,0.26548969745635986,0.2009318321943283,0.2283497452735901,0.1268460750579834
's,-0.026164190843701363,-0.01727212779223919,0.008974763564765453,-0.01540423184633255,0.0634014755487442,-0.16661804914474487,0.11025857925415039,-0.023395681753754616
ally,0.16849000751972198,0.2327779084444046,0.3238118886947632,0.23644182085990906,0.12109536677598953,0.06892059743404388,0.3085654079914093,0.10381226241588593
on,0.32655060291290283,0.22642658650875092,0.3909217119216919,0.5107308030128479,0.1382952481508255,0.17106640338897705,0.2287449687719345,0.2714994251728058
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,1.0,0.2555147111415863,0.2513941526412964,0.26890742778778076,0.22068053483963013
mainland,0.1310771405696869,0.17449264228343964,0.27667051553726196,0.3077244460582733,0.19582587480545044,0.09908968955278397,0.2034669816493988,0.1326279491186142
",",0.22659391164779663,0.28826844692230225,0.45456063747406006,0.4933079481124878,0.28806620836257935,0.2112094908952713,0.20678693056106567,0.31091248989105225
prussia,0.13865047693252563,0.08435679972171783,0.2695194482803345,0.26054897904396057,0.2987757921218872,0.14578835666179657,0.19648879766464233,0.09988865256309509
",",0.22659391164779663,0.28826844692230225,0.45456063747406006,0.4933079481124878,0.28806620836257935,0.2112094908952713,0.20678693056106567,0.31091248989105225
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.5171257257461548,0.32751965522766113,0.17458297312259674,0.3115611970424652,0.20544172823429108
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,1.0,0.2555147111415863,0.2513941526412964,0.26890742778778076,0.22068053483963013
french,0.14884154498577118,0.20162765681743622,0.2523815333843231,0.2555147111415863,1.0000001192092896,0.1001666933298111,0.1669636070728302,0.1386883556842804
navy,0.16149526834487915,0.14783832430839539,0.23916131258010864,0.2864058017730713,0.19822938740253448,0.07590950280427933,0.2705783545970917,0.10414517670869827
failed,0.24040576815605164,0.40484073758125305,0.32486093044281006,0.32787200808525085,0.15946078300476074,0.21101099252700806,0.36207231879234314,0.16487033665180206
in,0.2601168751716614,0.2864660918712616,0.45514053106307983,0.6662389636039734,0.22093388438224792,0.19535814225673676,0.21540255844593048,0.20430970191955566
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,1.0,0.2555147111415863,0.2513941526412964,0.26890742778778076,0.22068053483963013
1759,0.10018093883991241,0.06213913485407829,0.14427067339420319,0.15739603340625763,0.2195672243833542,0.12007644772529602,0.10174494236707687,0.13987982273101807
naval,0.1352083384990692,0.14506381750106812,0.2173636257648468,0.25506526231765747,0.22066450119018555,0.1377265602350235,0.18324708938598633,0.12642952799797058
battles,0.1357935070991516,0.17356163263320923,0.2371089905500412,0.32478782534599304,0.18328310549259186,0.09257376939058304,0.30023911595344543,0.18091581761837006
at,0.2154216170310974,0.23558123409748077,0.36707764863967896,0.457212895154953,0.17825756967067719,0.19740724563598633,0.16982221603393555,0.21978627145290375
lagos,0.08631931990385056,0.13131454586982727,0.21622778475284576,0.22225157916545868,0.1544565111398697,0.018925104290246964,0.14286430180072784,0.15489685535430908
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.5171257257461548,0.32751965522766113,0.17458297312259674,0.3115611970424652,0.20544172823429108
quiberon,0.18489526212215424,0.18680043518543243,0.2892554998397827,0.3581242859363556,0.24532707035541534,0.14673691987991333,0.15436285734176636,0.16563570499420166
bay,0.06300077587366104,0.12680073082447052,0.18626409769058228,0.2441686987876892,0.14029784500598907,0.0410052128136158,0.1333143562078476,0.10773546993732452
.,0.3287222981452942,0.361310213804245,0.40146201848983765,0.5934505462646484,0.2480926215648651,0.21657389402389526,0.22250142693519592,0.4130953550338745
