,which,female,anchor,from,today,joined,hugh,downs,on,20/20,?
stories,0.2257155478000641,0.17954596877098083,0.20877724885940552,0.19101926684379578,0.19036902487277985,0.11849551647901535,0.13877259194850922,0.1714131385087967,0.19654057919979095,0.140555277466774,0.20536305010318756
and,0.506277859210968,0.2491157501935959,0.1994468867778778,0.3601827025413513,0.37503334879875183,0.31977471709251404,0.23075641691684723,0.28101885318756104,0.4077630043029785,0.036012202501297,0.20544172823429108
interviews,0.16561231017112732,0.11397191137075424,0.1691611409187317,0.14492985606193542,0.13391314446926117,0.169316366314888,0.17208781838417053,0.17430490255355835,0.19797399640083313,0.0034621169324964285,0.1978021264076233
",",0.3658004403114319,0.1907428652048111,0.22460860013961792,0.39760664105415344,0.3282252550125122,0.23146051168441772,0.2536325752735138,0.26416540145874023,0.49057599902153015,0.11310062557458878,0.31091248989105225
with,0.46403205394744873,0.1273447424173355,0.15982146561145782,0.26272761821746826,0.22647687792778015,0.3091675937175751,0.19191284477710724,0.2080434262752533,0.40749499201774597,0.03371058404445648,0.2433311939239502
hugh,0.11573401838541031,0.12435365468263626,0.14081472158432007,0.1357870250940323,0.08509869128465652,0.19469968974590302,1.0,0.3535666763782501,0.1772109419107437,0.005182014778256416,0.12381613999605179
downs,0.23542733490467072,0.09766396880149841,0.11527609080076218,0.1524055451154709,0.10523935407400131,0.07415854930877686,0.3535666763782501,1.0,0.2255515307188034,0.15445071458816528,0.13175012171268463
appointed,0.08181466907262802,0.1926335096359253,0.09179813414812088,0.15758055448532104,0.08026774972677231,0.33986780047416687,0.2600167989730835,0.0979795828461647,0.15697096288204193,0.09689723700284958,0.13895352184772491
as,0.41006597876548767,0.19753755629062653,0.22086967527866364,0.3251767158508301,0.33237552642822266,0.19467419385910034,0.21902082860469818,0.22020046412944794,0.36047765612602234,0.013620398007333279,0.27043893933296204
its,0.5154205560684204,0.1943814903497696,0.20364241302013397,0.32706040143966675,0.2839072048664093,0.10521744936704636,0.13092055916786194,0.1500832736492157,0.34331920742988586,0.0031918606255203485,0.15103481709957123
anchor,0.20975476503372192,0.11628954857587814,1.0000001192092896,0.15385811030864716,0.19146613776683807,0.09912092983722687,0.14081472158432007,0.11527609080076218,0.2221996933221817,0.057467661798000336,0.12241752445697784
(,0.2589828372001648,0.18024283647537231,0.16623811423778534,0.25806233286857605,0.226308673620224,0.1366204470396042,0.19086666405200958,0.1813381463289261,0.28656116127967834,0.1548171490430832,0.40561532974243164
later,0.39698365330696106,0.1887812614440918,0.17659085988998413,0.34398579597473145,0.335295170545578,0.33255404233932495,0.19667722284793854,0.19884908199310303,0.30872204899787903,-0.022321971133351326,0.1417175978422165
paired,0.36493587493896484,0.22264134883880615,0.2687876522541046,0.14010563492774963,0.1640365719795227,0.31035640835762024,0.1592445969581604,0.13097988069057465,0.1519344300031662,0.014913427643477917,0.08378737419843674
alongside,0.2401341050863266,0.10097011178731918,0.20709213614463806,0.11485361307859421,0.21119487285614014,0.28430041670799255,0.1280745565891266,0.1970241814851761,0.289996474981308,0.021338757127523422,0.20579710602760315
his,0.32283493876457214,0.161404088139534,0.11329669505357742,0.3195365369319916,0.21750064194202423,0.2168387770652771,0.27744874358177185,0.21194274723529816,0.32064297795295715,-0.1143527403473854,0.18075084686279297
former,0.13964752852916718,0.24403969943523407,0.1573200225830078,0.18530778586864471,0.18204766511917114,0.30417701601982117,0.20607732236385345,0.130296990275383,0.18025436997413635,0.12708809971809387,0.10570605844259262
today,0.3886263072490692,0.1326179802417755,0.19146613776683807,0.22722198069095612,1.0000001192092896,0.16528558731079102,0.08509869128465652,0.10523935407400131,0.2263319492340088,0.1196354478597641,0.17338968813419342
colleague,0.1869908571243286,0.10374972224235535,0.07618309557437897,0.1203005462884903,0.12961585819721222,0.21800966560840607,0.20956629514694214,0.12899531424045563,0.18511906266212463,-0.08883319795131683,0.1546282321214676
barbara,0.1289471536874771,0.16756929457187653,0.14986971020698547,0.15553776919841766,0.17749740183353424,0.17956803739070892,0.2685032784938812,0.1760490983724594,0.22738945484161377,0.09216088056564331,0.15980994701385498
walters,0.1873197853565216,0.16718962788581848,0.2004120796918869,0.15112215280532837,0.18201957643032074,0.10578746348619461,0.30081889033317566,0.25744563341140747,0.22937092185020447,-0.028926491737365723,0.20491035282611847
),0.2758678197860718,0.190977543592453,0.16517075896263123,0.2672361731529236,0.2661649286746979,0.16901138424873352,0.19166460633277893,0.15757158398628235,0.29937487840652466,0.1489553451538086,0.42300865054130554
.,0.45942068099975586,0.28143510222435,0.17134621739387512,0.41536515951156616,0.30348071455955505,0.23954392969608307,0.20921537280082703,0.23834659159183502,0.49257001280784607,0.08967238664627075,0.4130953550338745
