,in,what,country,was,a,full-scale,working,railway,steam,locomotive,first,invented,?
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.5829201340675354,0.25189071893692017,0.25857484340667725,0.2692219316959381,0.23105813562870026,0.22304096817970276,0.49448907375335693,0.16009420156478882,0.22068053483963013
tramway,0.21678026020526886,0.2608603835105896,0.17530062794685364,0.2219129204750061,0.2360926866531372,0.24955934286117554,0.29187753796577454,0.6131868362426758,0.3604106903076172,0.4096893072128296,0.22583214938640594,0.16650962829589844,0.1270989626646042
from,0.4274188280105591,0.2737620174884796,0.21630296111106873,0.31171464920043945,0.322764128446579,0.15730977058410645,0.1803286075592041,0.16502360999584198,0.2270648181438446,0.1106991171836853,0.23348960280418396,0.15012529492378235,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.48711544275283813,0.5829201340675354,0.25189071893692017,0.25857484340667725,0.2692219316959381,0.23105813562870026,0.22304096817970276,0.49448907375335693,0.16009420156478882,0.22068053483963013
pen-y-darren,0.22968770563602448,0.1778748333454132,0.20315951108932495,0.34161701798439026,0.26998767256736755,0.22535035014152527,0.1470910906791687,0.19818927347660065,0.19914956390857697,0.17855165898799896,0.27006059885025024,0.1582718938589096,0.22408299148082733
ironworks,0.28005915880203247,0.1472932994365692,0.15478935837745667,0.27197265625,0.2146555781364441,0.28652486205101013,0.258708655834198,0.3559719920158386,0.3901495933532715,0.38290324807167053,0.2942066192626953,0.21944792568683624,0.11666838079690933
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.45456063747406006,0.427140474319458,0.21983574330806732,0.29007792472839355,0.21531596779823303,0.2264556586742401,0.19542674720287323,0.34503069519996643,0.21420055627822876,0.31091248989105225
near,0.40211278200149536,0.19414293766021729,0.09573370963335037,0.1933041363954544,0.25033900141716003,0.19699952006340027,0.1582113802433014,0.23610255122184753,0.14111174643039703,0.10163933038711548,0.14128509163856506,0.08051927387714386,0.10734958201646805
merthyr,0.21884311735630035,0.10009980201721191,0.12925873696804047,0.245259091258049,0.2142949253320694,0.2837520241737366,0.10289298743009567,0.3220284879207611,0.23959851264953613,0.22204113006591797,0.12852907180786133,0.13003088533878326,0.18144433200359344
tydfil,0.19683896005153656,0.08868876844644547,0.22143737971782684,0.18109680712223053,0.2516895830631256,0.31179720163345337,0.15362955629825592,0.35874322056770325,0.2739235460758209,0.25393617153167725,0.1963110715150833,0.05058905482292175,0.1899530440568924
to,0.45010748505592346,0.455847829580307,0.31281599402427673,0.3636345863342285,0.45503583550453186,0.22134050726890564,0.28215980529785156,0.20460735261440277,0.22894427180290222,0.17792721092700958,0.3792489171028137,0.16078732907772064,0.29463258385658264
abercynon,0.31569069623947144,0.1239716187119484,0.18315348029136658,0.31684720516204834,0.24730058014392853,0.2818678915500641,0.10797035694122314,0.36786460876464844,0.2030356079339981,0.22516798973083496,0.24485181272029877,0.13290521502494812,0.15294891595840454
in,1.0,0.30808621644973755,0.3040012717247009,0.45514053106307983,0.539380669593811,0.25651243329048157,0.3062970042228699,0.2326211929321289,0.19852672517299652,0.19649046659469604,0.4127444326877594,0.21565213799476624,0.20430970191955566
south,0.33642083406448364,0.15388517081737518,0.3392798602581024,0.2792486846446991,0.23680485785007477,0.17720454931259155,0.09478911012411118,0.2943040728569031,0.18148767948150635,0.19680382311344147,0.21650062501430511,0.0714084804058075,0.12336621433496475
wales,0.18714384734630585,0.1505342721939087,0.2466001957654953,0.18637675046920776,0.16283482313156128,0.18274113535881042,0.14914123713970184,0.24153657257556915,0.19992054998874664,0.1442752629518509,0.19307951629161835,0.1275644600391388,0.15627945959568024
.,0.5591574311256409,0.3567904531955719,0.26130348443984985,0.40146201848983765,0.50484299659729,0.3045337498188019,0.28468647599220276,0.20848026871681213,0.22855372726917267,0.23093467950820923,0.4345304071903229,0.2224365919828415,0.4130953550338745
