,at,what,point,does,oxygen,toxicity,begin,to,happen,?
50,-0.018447641283273697,-0.04124141484498978,-0.012633662670850754,0.00387978064827621,-0.03149377182126045,-0.03931225463747978,0.11290501058101654,-0.024239253252744675,0.05990912392735481,0.030512850731611252
%,0.18534855544567108,0.20738190412521362,0.1326776146888733,0.1996830552816391,0.25139331817626953,0.2532455027103424,0.08634915202856064,0.18513022363185883,0.16277112066745758,0.21441808342933655
oxygen,0.1428557187318802,0.16781960427761078,0.1446814239025116,0.2380215972661972,0.9999999403953552,0.47035717964172363,0.10920078307390213,0.24193501472473145,0.3087875247001648,0.16786395013332367
composition,0.20157793164253235,0.2385338991880417,0.17530468106269836,0.16113372147083282,0.23610040545463562,0.24440176784992218,0.11868799477815628,0.22475668787956238,0.15557228028774261,0.12543568015098572
at,1.0,0.2838611304759979,0.3500237762928009,0.17465277016162872,0.1428557187318802,0.14575502276420593,0.2332090437412262,0.36524343490600586,0.23348276317119598,0.21978627145290375
standard,0.2197922319173813,0.22809998691082,0.20446260273456573,0.24575825035572052,0.1331353485584259,0.14904655516147614,0.12341500073671341,0.1969985067844391,0.17362134158611298,0.17029257118701935
pressure,0.17761266231536865,0.2625555694103241,0.2650085389614105,0.21297191083431244,0.35798126459121704,0.3319023847579956,0.18658022582530975,0.30812981724739075,0.3347451388835907,0.142023503780365
or,0.21026140451431274,0.33867141604423523,0.284671813249588,0.4248845875263214,0.2669152021408081,0.2930833399295807,0.216823548078537,0.38921234011650085,0.40203189849853516,0.32389625906944275
2.5,-0.1575859785079956,-0.1488470584154129,-0.05752535164356232,-0.08747789263725281,-0.0011454253690317273,-0.024281924590468407,0.007160756271332502,-0.21053564548492432,-0.03574487939476967,0.058774158358573914
times,0.26909148693084717,0.21414996683597565,0.19479630887508392,0.23567602038383484,0.16570967435836792,0.16843046247959137,0.10490386933088303,0.32875269651412964,0.26349055767059326,0.18880689144134521
the,0.457212895154953,0.42745697498321533,0.3084787130355835,0.35928019881248474,0.20428593456745148,0.2071879506111145,0.34293439984321594,0.535392165184021,0.2880464494228363,0.22068053483963013
normal,0.25311094522476196,0.32813265919685364,0.25303372740745544,0.4030308723449707,0.28902506828308105,0.2746414542198181,0.27368104457855225,0.32997602224349976,0.39680540561676025,0.19617988169193268
sea-level,0.22048215568065643,0.23725837469100952,0.2344875931739807,0.2676715850830078,0.27106642723083496,0.2517127990722656,0.13889797031879425,0.2907949388027191,0.21029768884181976,0.2430570423603058
o,0.10196427255868912,0.1489914506673813,0.1122451052069664,0.1532406359910965,0.2476140707731247,0.16206879913806915,0.11252802610397339,0.1644444614648819,0.13077719509601593,0.23868927359580994
2,0.043934281915426254,-0.049862053245306015,0.017105478793382645,-0.06106966361403465,0.04063820466399193,-0.016258344054222107,0.05290265753865242,-0.0836251974105835,0.09589692950248718,0.001977203879505396
partial,0.13921613991260529,0.24140220880508423,0.2357732057571411,0.22354616224765778,0.15541093051433563,0.222350612282753,0.14616520702838898,0.19141130149364471,0.20716708898544312,0.16151700913906097
pressure,0.17761266231536865,0.2625555694103241,0.2650085389614105,0.21297191083431244,0.35798126459121704,0.3319023847579956,0.18658022582530975,0.30812981724739075,0.3347451388835907,0.142023503780365
of,0.42558613419532776,0.33290785551071167,0.269877165555954,0.3119818866252899,0.16848602890968323,0.22925862669944763,0.24830074608325958,0.41548454761505127,0.23650258779525757,0.1826142966747284
about,0.3110121488571167,0.47976887226104736,0.24537129700183868,0.26877498626708984,0.1566355675458908,0.25068432092666626,0.2457190752029419,0.391953706741333,0.3176879584789276,0.302409827709198
21,0.07048715651035309,-0.09070611000061035,0.005426599178463221,-0.14543862640857697,-0.03138424828648567,-0.08714253455400467,0.0028595684561878443,-0.14846622943878174,-0.06987406313419342,-0.01186173316091299
kpa,0.26304763555526733,0.17692479491233826,0.3339129686355591,0.1963731199502945,0.2132871299982071,0.20297949016094208,0.13577435910701752,0.20735129714012146,0.15409009158611298,0.2370387464761734
.,0.4549728035926819,0.3567904531955719,0.26374325156211853,0.3022993505001068,0.2554275095462799,0.2846810221672058,0.24827922880649567,0.4645031690597534,0.2506430745124817,0.4130953550338745
