,what,type,of,civil,disobedience,is,commonly,accepted,?
chosen,0.24263155460357666,0.15974712371826172,0.3265131711959839,0.09569620341062546,0.18869134783744812,0.2044381946325302,0.1677713543176651,0.35261595249176025,0.18667186796665192
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.3859752118587494,0.2290310114622116,0.24459291994571686,0.20544172823429108
legitimate,0.3080519735813141,0.16358645260334015,0.2887045741081238,0.20727308094501495,0.37167292833328247,0.16789257526397705,0.15492939949035645,0.3077470064163208,0.28191015124320984
means,0.2553325295448303,0.21914635598659515,0.29942914843559265,0.10155808925628662,0.23526199162006378,0.4087343215942383,0.3190959095954895,0.1714029610157013,0.21233566105365753
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.27548834681510925,0.2906060218811035,0.31091248989105225
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.062313709408044815,0.003403886454179883,0.0793738141655922,0.06412069499492645,0.0796879455447197,0.018684765323996544
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.22084347903728485,0.2850637137889862,0.4106791317462921,0.1945234090089798,0.3969357907772064,0.27921953797340393
holds,0.08176258951425552,0.15219196677207947,0.2644946873188019,0.09052738547325134,0.10259846597909927,0.3216874897480011,0.15327197313308716,0.14674749970436096,0.11379207670688629
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.23247161507606506,0.3513895273208618,0.32716336846351624
they,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.14507707953453064,0.3148254156112671,0.330102801322937,0.2591919004917145,0.2826702296733856,0.2753053903579712
do,0.4609605669975281,0.18961571156978607,0.26150479912757874,0.12413616478443146,0.26727163791656494,0.30895981192588806,0.2260909378528595,0.19696521759033203,0.4093979299068451
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.18740713596343994,0.38157403469085693,0.3776007890701294,0.24139097332954407,0.33146995306015015,0.41942933201789856
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.16153892874717712,0.22560594975948334,0.3613572418689728,0.26592907309532166,0.2593596875667572,0.32991164922714233
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.2571072280406952,0.2956836223602295,0.29463258385658264
be,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.3145580291748047,0.25402358174324036,0.3324260413646698
non-violent,0.25295090675354004,0.20079369843006134,0.29068154096603394,0.28569117188453674,0.48103633522987366,0.22772720456123352,0.2536598742008209,0.16294465959072113,0.21288378536701202
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.2135825902223587,0.2631440758705139,0.4130953550338745
,what,type,of,civil,disobedience,is,commonly,accepted,?
black,0.12054000794887543,0.16061070561408997,0.23966942727565765,0.12861737608909607,0.12741711735725403,0.20887219905853271,0.1651010513305664,0.12683942914009094,0.15159966051578522
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.06354409456253052,0.027719656005501747,0.02396530658006668,0.03893973305821419,0.001701323315501213,-0.023395681753754616
law,0.2145031988620758,0.051303401589393616,0.2816956341266632,0.31305259466171265,0.3980846405029297,0.18597714602947235,0.11260020732879639,0.27548524737358093,0.1528988480567932
dictionary,0.2296953797340393,0.14263023436069489,0.19259566068649292,0.15444257855415344,0.21349599957466125,0.21053703129291534,0.19610461592674255,0.21445484459400177,0.229842871427536
includes,0.17138352990150452,0.19023317098617554,0.4359378218650818,0.0961572527885437,0.13169167935848236,0.4033885896205902,0.29721128940582275,0.1306992918252945,0.14011523127555847
non-violence,0.2920989394187927,0.16162878274917603,0.2683275640010834,0.2934845983982086,0.5520256161689758,0.2057194709777832,0.24916571378707886,0.19730424880981445,0.24621649086475372
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.2769457697868347,0.26470789313316345,0.20430970191955566
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.15427452325820923,0.15781542658805847,0.4447362422943115,0.18993866443634033,0.1813732534646988,0.15103481709957123
definition,0.330344021320343,0.21244575083255768,0.24912455677986145,0.11440393328666687,0.20017720758914948,0.29006320238113403,0.27542364597320557,0.3203667402267456,0.2796523869037628
of,0.33290785551071167,0.18112817406654358,1.0,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.29300037026405334,0.2863047122955322,0.1826142966747284
civil,0.15091551840305328,0.05067194625735283,0.24698495864868164,1.0,0.5442691445350647,0.16941262781620026,0.14825324714183807,0.10546736419200897,0.1494513899087906
disobedience,0.3298627436161041,0.13337014615535736,0.31932318210601807,0.5442691445350647,1.0,0.21453623473644257,0.1869410127401352,0.2780596613883972,0.19890835881233215
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.2135825902223587,0.2631440758705139,0.4130953550338745
