,what,has,the,lower,rainfall,in,the,amazon,during,the,lgm,been,attributed,to,?
the,0.42745697498321533,0.4177538752555847,1.0,0.3463275134563446,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.4838213622570038,1.0,0.2530740201473236,0.3563927710056305,0.21220806241035461,0.535392165184021,0.22068053483963013
amazon,0.16355936229228973,0.1779293268918991,0.260541707277298,0.12892797589302063,0.26409438252449036,0.12227833271026611,0.260541707277298,1.0000001192092896,0.11170908063650131,0.260541707277298,0.11549964547157288,0.13283225893974304,0.0851762667298317,0.17033490538597107,0.18144656717777252
fan,0.10274515300989151,0.18500733375549316,0.163461834192276,0.01475477684289217,0.11228414624929428,0.09429174661636353,0.163461834192276,0.2319728136062622,0.1623983234167099,0.163461834192276,0.21062801778316498,0.17139670252799988,0.10932154953479767,0.18811891973018646,0.15863578021526337
indicate,0.24538113176822662,0.2552264332771301,0.2430160641670227,0.3281666934490204,0.14118735492229462,0.21759656071662903,0.2430160641670227,0.1705303192138672,0.1516575962305069,0.2430160641670227,0.17574737966060638,0.23159101605415344,0.2266310602426529,0.28129613399505615,0.23544088006019592
that,0.6297725439071655,0.41272613406181335,0.5473989248275757,0.25661587715148926,0.18002696335315704,0.435920387506485,0.5473989248275757,0.2228476107120514,0.31487685441970825,0.5473989248275757,0.30078765749931335,0.4152003228664398,0.2847778797149658,0.5436353087425232,0.32716336846351624
rainfall,0.1762358695268631,0.21212847530841827,0.24584579467773438,0.21854548156261444,1.0,0.24792563915252686,0.24584579467773438,0.26409438252449036,0.21561802923679352,0.24584579467773438,0.19919733703136444,0.1933216154575348,0.1777064949274063,0.18647831678390503,0.17489276826381683
in,0.30808621644973755,0.4173259735107422,0.6662389636039734,0.27455443143844604,0.24792563915252686,1.0,0.6662389636039734,0.12227833271026611,0.4627237319946289,0.6662389636039734,0.2136618196964264,0.3515113592147827,0.1462014615535736,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,1.0,0.3463275134563446,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.4838213622570038,1.0,0.2530740201473236,0.3563927710056305,0.21220806241035461,0.535392165184021,0.22068053483963013
basin,0.1565224826335907,0.18059469759464264,0.24553915858268738,0.2608475685119629,0.40976372361183167,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.17691287398338318,0.24553915858268738,0.12794210016727448,0.16447792947292328,0.16508513689041138,0.1498844176530838,0.14685653150081635
during,0.24137552082538605,0.23098520934581757,0.4838213622570038,0.18886689841747284,0.21561802923679352,0.4627237319946289,0.4838213622570038,0.11170908063650131,1.0,0.4838213622570038,0.18573607504367828,0.3273974359035492,0.18506503105163574,0.2828781306743622,0.1325719803571701
the,0.42745697498321533,0.4177538752555847,1.0,0.3463275134563446,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.4838213622570038,1.0,0.2530740201473236,0.3563927710056305,0.21220806241035461,0.535392165184021,0.22068053483963013
lgm,0.2686269283294678,0.20713575184345245,0.2530740201473236,0.21328595280647278,0.19919733703136444,0.2136618196964264,0.2530740201473236,0.11549964547157288,0.18573607504367828,0.2530740201473236,1.0,0.24985218048095703,0.18702849745750427,0.3050055503845215,0.27672693133354187
was,0.22111038863658905,0.40313825011253357,0.48711544275283813,0.1138346716761589,0.202146515250206,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.4470829963684082,0.48711544275283813,0.16878162324428558,0.518218457698822,0.2546660304069519,0.3636345863342285,0.18412111699581146
lower,0.20079238712787628,0.18122337758541107,0.3463275134563446,1.0,0.21854548156261444,0.27455443143844604,0.3463275134563446,0.12892797589302063,0.18886689841747284,0.3463275134563446,0.21328595280647278,0.1658165156841278,0.11306285858154297,0.233318492770195,0.08471795171499252
than,0.29388150572776794,0.32792407274246216,0.3227543234825134,0.37582775950431824,0.25724348425865173,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.2507126033306122,0.3227543234825134,0.2713335454463959,0.29363131523132324,0.13686655461788177,0.3192550539970398,0.24917294085025787
for,0.3017193675041199,0.450642853975296,0.4739971458911896,0.15945355594158173,0.12702062726020813,0.4322226941585541,0.4739971458911896,0.165912926197052,0.3448435664176941,0.4739971458911896,0.28871288895606995,0.39068686962127686,0.1315128058195114,0.4451248347759247,0.264628142118454
the,0.42745697498321533,0.4177538752555847,1.0,0.3463275134563446,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.4838213622570038,1.0,0.2530740201473236,0.3563927710056305,0.21220806241035461,0.535392165184021,0.22068053483963013
present,0.30940163135528564,0.21106018126010895,0.2829846143722534,0.1648130565881729,0.12102946639060974,0.23905439674854279,0.2829846143722534,0.08765508979558945,0.17243392765522003,0.2829846143722534,0.14804181456565857,0.19942724704742432,0.12137383967638016,0.2453051209449768,0.21759982407093048
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.236776202917099,0.2549014389514923,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.3225448727607727,0.4933079481124878,0.23149815201759338,0.34873589873313904,0.23475953936576843,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.5171257257461548,0.2802542746067047,0.21498344838619232,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.36462149024009705,0.5171257257461548,0.28099530935287476,0.3424558639526367,0.20042148232460022,0.48971283435821533,0.20544172823429108
this,0.5489566326141357,0.4198763072490692,0.6274310946464539,0.25191617012023926,0.2656606137752533,0.45205554366111755,0.6274310946464539,0.15259569883346558,0.34351885318756104,0.6274310946464539,0.27679625153541565,0.3736515939235687,0.2475186288356781,0.5759071707725525,0.3155723512172699
was,0.22111038863658905,0.40313825011253357,0.48711544275283813,0.1138346716761589,0.202146515250206,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.4470829963684082,0.48711544275283813,0.16878162324428558,0.518218457698822,0.2546660304069519,0.3636345863342285,0.18412111699581146
almost,0.2467888444662094,0.4124043881893158,0.3341992199420929,0.1464223712682724,0.224771186709404,0.3422279357910156,0.3341992199420929,0.16051292419433594,0.27011558413505554,0.3341992199420929,0.23027420043945312,0.34787431359291077,0.19598323106765747,0.2893180847167969,0.1372147500514984
certainly,0.4790121912956238,0.2507649064064026,0.2813522219657898,0.15692253410816193,0.1781291663646698,0.19669848680496216,0.2813522219657898,0.20060418546199799,0.19244065880775452,0.2813522219657898,0.22904564440250397,0.39351513981819153,0.3144872784614563,0.31219273805618286,0.4394175112247467
associated,0.15836219489574432,0.24781976640224457,0.2742886245250702,0.22996558248996735,0.18126359581947327,0.23328746855258942,0.2742886245250702,0.13181497156620026,0.21692219376564026,0.2742886245250702,0.24150922894477844,0.27932047843933105,0.3153400421142578,0.2648659348487854,0.1453326791524887
with,0.2464839518070221,0.44092974066734314,0.4223487675189972,0.1784515678882599,0.19864265620708466,0.4080928862094879,0.4223487675189972,0.21287250518798828,0.28545209765434265,0.4223487675189972,0.24719220399856567,0.2804456949234009,0.20208381116390228,0.4239959120750427,0.2433311939239502
reduced,0.11519023776054382,0.23560944199562073,0.2897622883319855,0.2903880774974823,0.27204614877700806,0.2766173183917999,0.2897622883319855,0.1122642531991005,0.2672589123249054,0.2897622883319855,0.3012416660785675,0.2916971445083618,0.21471211314201355,0.23179234564304352,0.10234767943620682
moist,0.1691630482673645,0.1858142465353012,0.23634515702724457,0.20188584923744202,0.4997849464416504,0.21136130392551422,0.23634515702724457,0.29526612162590027,0.20428742468357086,0.23634515702724457,0.21552857756614685,0.11122770607471466,0.13752330839633942,0.24313029646873474,0.12842220067977905
tropical,0.204971045255661,0.18080374598503113,0.18640398979187012,0.08240805566310883,0.5238292217254639,0.18481527268886566,0.18640398979187012,0.3167080283164978,0.15610024333000183,0.18640398979187012,0.19854553043842316,0.17332389950752258,0.14603455364704132,0.19421429932117462,0.16629411280155182
vegetation,0.2184489667415619,0.1763431578874588,0.27478766441345215,0.2156354784965515,0.4893377423286438,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.18522514402866364,0.27478766441345215,0.18740037083625793,0.1956852227449417,0.15261152386665344,0.2658894658088684,0.10736152529716492
cover,0.19970405101776123,0.22327254712581635,0.26727065443992615,0.14068499207496643,0.22466042637825012,0.19227565824985504,0.26727065443992615,0.21230551600456238,0.21908043324947357,0.26727065443992615,0.25923216342926025,0.17561019957065582,0.18314871191978455,0.2887181341648102,0.18414615094661713
in,0.30808621644973755,0.4173259735107422,0.6662389636039734,0.27455443143844604,0.24792563915252686,1.0,0.6662389636039734,0.12227833271026611,0.4627237319946289,0.6662389636039734,0.2136618196964264,0.3515113592147827,0.1462014615535736,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,1.0,0.3463275134563446,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.4838213622570038,1.0,0.2530740201473236,0.3563927710056305,0.21220806241035461,0.535392165184021,0.22068053483963013
basin,0.1565224826335907,0.18059469759464264,0.24553915858268738,0.2608475685119629,0.40976372361183167,0.22316701710224152,0.24553915858268738,0.41143864393234253,0.17691287398338318,0.24553915858268738,0.12794210016727448,0.16447792947292328,0.16508513689041138,0.1498844176530838,0.14685653150081635
.,0.3567904531955719,0.4105546176433563,0.5934505462646484,0.24347278475761414,0.21397745609283447,0.5591574311256409,0.5934505462646484,0.262887567281723,0.3485563397407532,0.5934505462646484,0.2719632685184479,0.33645182847976685,0.2074218988418579,0.4645031690597534,0.4130953550338745
