,what,honorary,title,does,bob,geldof,hold,?
ground,0.20688746869564056,0.13558822870254517,0.07306428253650665,0.25155168771743774,0.08704300969839096,0.14888747036457062,0.27762243151664734,0.11401822417974472
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
though,0.4089210331439972,0.1477394551038742,0.17419388890266418,0.44187110662460327,0.1459951549768448,0.20198431611061096,0.2707909345626831,0.3188856542110443
this,0.5489566326141357,0.1510968953371048,0.2553126811981201,0.4166489243507385,0.14487875998020172,0.1628715693950653,0.31573933362960815,0.3155723512172699
is,0.28837618231773376,0.18617857992649078,0.17983698844909668,0.4403602182865143,0.12528516352176666,0.20732557773590088,0.22212235629558563,0.22961433231830597
not,0.5449194312095642,0.1255732923746109,0.19091831147670746,0.6355478763580322,0.12475227564573288,0.19475507736206055,0.30054694414138794,0.41942933201789856
exercised,0.19286586344242096,0.23088084161281586,0.1968519240617752,0.20948223769664764,0.08784720301628113,0.15634748339653015,0.29726526141166687,0.16287676990032196
",",0.3087472915649414,0.23546987771987915,0.2202284336090088,0.28617382049560547,0.2413654923439026,0.3280203640460968,0.2803111970424652,0.31091248989105225
although,0.24844598770141602,0.16677917540073395,0.13673533499240875,0.3092105984687805,0.1509484350681305,0.16062265634536743,0.27167463302612305,0.15541206300258636
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
freemen,0.19465023279190063,0.25146934390068054,0.13792699575424194,0.08648316562175751,0.15346334874629974,0.3038967251777649,0.27868446707725525,0.08972366899251938
do,0.4609605669975281,0.1911379098892212,0.1419764757156372,0.5148232579231262,0.0906125083565712,0.15414299070835114,0.3113780915737152,0.4093979299068451
collect,0.3048895299434662,0.15428270399570465,0.1276412457227707,0.23322424292564392,0.1681179404258728,0.11330321431159973,0.32980623841285706,0.18531717360019684
rent,0.1816001832485199,0.1653764247894287,0.18669463694095612,0.1459416002035141,0.18917350471019745,0.3196234405040741,0.2503378093242645,0.1613055318593979
for,0.3017193675041199,0.2588484585285187,0.2096623331308365,0.35159170627593994,0.11195569485425949,0.20279689133167267,0.325223445892334,0.264628142118454
the,0.42745697498321533,0.2217240184545517,0.27465343475341797,0.35928019881248474,0.22041159868240356,0.21126411855220795,0.3067915439605713,0.22068053483963013
loss,0.21803489327430725,0.13195423781871796,0.08592671155929565,0.15357571840286255,0.07392606884241104,0.07972262799739838,0.21866551041603088,0.1312553584575653
of,0.33290785551071167,0.30781814455986023,0.18969319760799408,0.3119818866252899,0.1434977799654007,0.18134425580501556,0.2465030699968338,0.1826142966747284
privilege,0.29359346628189087,0.2821911871433258,0.29326847195625305,0.3071843981742859,0.05161137878894806,0.1788671612739563,0.264570951461792,0.2573690712451935
.,0.3567904531955719,0.21661584079265594,0.26782113313674927,0.3022993505001068,0.22169621288776398,0.24745051562786102,0.30296799540519714,0.4130953550338745
