,what,company,has,been,hosted,at,the,theatre,royal,for,over,25,years,?
as,0.31749409437179565,0.18860384821891785,0.351646363735199,0.3975982367992401,0.17284739017486572,0.28092536330223083,0.48381632566452026,0.2113364189863205,0.1588529497385025,0.44774648547172546,0.3506779670715332,0.14808721840381622,0.234328031539917,0.27043893933296204
well,0.4154493808746338,0.16097527742385864,0.3327649235725403,0.4239274561405182,0.17525748908519745,0.26019635796546936,0.42630070447921753,0.2317643016576767,0.20846298336982727,0.46352139115333557,0.3492421805858612,0.10401826351881027,0.27896180748939514,0.24815571308135986
as,0.31749409437179565,0.18860384821891785,0.351646363735199,0.3975982367992401,0.17284739017486572,0.28092536330223083,0.48381632566452026,0.2113364189863205,0.1588529497385025,0.44774648547172546,0.3506779670715332,0.14808721840381622,0.234328031539917,0.27043893933296204
touring,0.10975378006696701,0.20937320590019226,0.18386751413345337,0.22755296528339386,0.25831934809684753,0.1734619289636612,0.25922778248786926,0.25792017579078674,0.20690493285655975,0.21067330241203308,0.1695023626089096,0.09744226187467575,0.22492222487926483,0.08766266703605652
productions,0.18529511988162994,0.3998022973537445,0.16991721093654633,0.15726079046726227,0.2600787580013275,0.2057451456785202,0.2695383131504059,0.4290972650051117,0.15034636855125427,0.2502169609069824,0.12523087859153748,0.022478941828012466,0.17788074910640717,0.22681239247322083
of,0.33290785551071167,0.20467796921730042,0.3909035325050354,0.31685134768486023,0.18176968395709991,0.42558613419532776,0.733189046382904,0.19807180762290955,0.3112924098968506,0.4185989499092102,0.36136594414711,0.13541533052921295,0.2904134690761566,0.1826142966747284
west,0.1946573108434677,0.08896635472774506,0.24930864572525024,0.16488245129585266,0.1635068655014038,0.24495752155780792,0.32918402552604675,0.2150043547153473,0.18667423725128174,0.17698325216770172,0.14816707372665405,0.12112122029066086,0.20202039182186127,0.12088293582201004
end,0.29234179854393005,0.16449078917503357,0.19698017835617065,0.20738807320594788,0.15055154263973236,0.3223728835582733,0.39658910036087036,0.1874132603406906,0.12224115431308746,0.22042374312877655,0.24116770923137665,0.1287403702735901,0.2339317500591278,0.12543344497680664
musicals,0.22094140946865082,0.21537277102470398,0.19021405279636383,0.232353076338768,0.1873161643743515,0.23256681859493256,0.27113303542137146,0.39950376749038696,0.14925135672092438,0.2901791036128998,0.13857349753379822,0.07522319257259369,0.18142633140087128,0.22773084044456482
.,0.3567904531955719,0.266353577375412,0.4105546176433563,0.33645182847976685,0.22959090769290924,0.4549728035926819,0.5934505462646484,0.2394188642501831,0.19540183246135712,0.4726039469242096,0.37877383828163147,0.1367403268814087,0.31919315457344055,0.4130953550338745
