,how,many,affiliates,does,sinclair,broadcast,group,service,or,own,?
which,0.4852597713470459,0.5168171525001526,0.14681987464427948,0.39111801981925964,0.20261132717132568,0.26385819911956787,0.32466647028923035,0.25458550453186035,0.5105096101760864,0.3863328993320465,0.25814583897590637
serve,0.231308713555336,0.20049209892749786,0.17720745503902435,0.20105761289596558,0.09971477091312408,0.14002598822116852,0.11412312835454941,0.363063782453537,0.2785217761993408,0.2329162359237671,0.19925682246685028
as,0.33782753348350525,0.4070141911506653,0.19264055788516998,0.31202155351638794,0.20831122994422913,0.19535446166992188,0.2519444227218628,0.21829554438591003,0.4400654137134552,0.26007014513015747,0.27043893933296204
repeaters,0.2440631240606308,0.35552778840065,0.18280555307865143,0.25002333521842957,0.22070598602294922,0.3609050214290619,0.2027667760848999,0.20126861333847046,0.3129091262817383,0.28337934613227844,0.18885312974452972
of,0.2480744868516922,0.37253960967063904,0.1803562045097351,0.3119818866252899,0.18807722628116608,0.20155203342437744,0.25542253255844116,0.18425606191158295,0.3792596757411957,0.3269667625427246,0.1826142966747284
wbma-ld,0.14781850576400757,0.14707355201244354,0.21957707405090332,0.1550205945968628,0.2728192210197449,0.2226465493440628,0.12663958966732025,0.17962579429149628,0.12031630426645279,0.10012105852365494,0.16148127615451813
(,0.1676948219537735,0.1455259770154953,0.2129318118095398,0.2728188931941986,0.24281226098537445,0.26369622349739075,0.21665191650390625,0.13752473890781403,0.3582012951374054,0.14754116535186768,0.40561532974243164
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.35928019881248474,0.18596287071704865,0.2713715434074402,0.30795547366142273,0.22661015391349792,0.4174870550632477,0.334675133228302,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.257845014333725,0.18477381765842438,0.1429101675748825,0.12819473445415497,0.23300331830978394,0.18257638812065125,0.15706036984920502,0.10407363623380661,0.12401245534420013
low-power,0.3071058690547943,0.30872535705566406,0.26655763387680054,0.2686847746372223,0.3279098868370056,0.2572126090526581,0.21273134648799896,0.28702086210250854,0.30601856112480164,0.33001723885536194,0.23557345569133759
``,-0.01591024175286293,0.012824942357838154,-0.012144467793405056,0.06539655476808548,-0.045127127319574356,-0.05963921174407005,0.14310015738010406,0.017600590363144875,0.1197475790977478,0.0022472564596682787,0.0685480609536171
big,0.27570170164108276,0.30177563428878784,0.15715177357196808,0.22052116692066193,0.1729615479707718,0.14178170263767242,0.1769506186246872,0.03504246845841408,0.20641937851905823,0.1816633939743042,0.20497842133045197
four,0.1955733299255371,0.4139232039451599,0.21002264320850372,0.14431285858154297,0.22773583233356476,0.19108189642429352,0.281455397605896,0.13996493816375732,0.20491547882556915,0.20863807201385498,0.14532537758350372
'',-0.0029843549709767103,-0.016843097284436226,0.06331756711006165,-0.004023602232336998,0.03426745533943176,-0.02513778768479824,0.017886392772197723,-0.12121836096048355,0.04548122361302376,0.007983271963894367,0.018684765323996544
affiliate,0.08550060540437698,0.16680896282196045,0.9436173439025879,0.1453445851802826,0.1813294142484665,0.3083362877368927,0.25749412178993225,0.23554471135139465,0.14548462629318237,0.21970923244953156,0.10958297550678253
by,0.34370526671409607,0.3409687578678131,0.11500819772481918,0.143477201461792,0.2546863853931427,0.22584840655326843,0.2915726900100708,0.20538176596164703,0.30274316668510437,0.2755888104438782,0.17966607213020325
market,0.11605820059776306,0.2502439022064209,0.14149430394172668,0.18972931802272797,0.19377371668815613,0.17547227442264557,0.13126613199710846,0.2026260942220688,0.22086545825004578,0.188838392496109,0.12805593013763428
size,0.24571672081947327,0.1662924885749817,0.1837329864501953,0.23643629252910614,0.16660812497138977,0.09447482228279114,0.2148934304714203,0.09417112916707993,0.23418565094470978,0.19447654485702515,0.13693112134933472
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.28617382049560547,0.30944448709487915,0.24917922914028168,0.2809832692146301,0.2389259785413742,0.3769497275352478,0.2796398997306824,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.14681987464427948,0.39111801981925964,0.20261132717132568,0.26385819911956787,0.32466647028923035,0.25458550453186035,0.5105096101760864,0.3863328993320465,0.25814583897590637
itself,0.3019425570964813,0.2513459026813507,0.11600454151630402,0.43539851903915405,0.09712447226047516,0.24583908915519714,0.20261962711811066,0.1978731006383896,0.3667561411857605,0.3395880162715912,0.17933900654315948
is,0.22544461488723755,0.2649032473564148,0.10302519798278809,0.4403602182865143,0.22747954726219177,0.1702820062637329,0.22153858840465546,0.15705204010009766,0.41870999336242676,0.2145606279373169,0.22961433231830597
also,0.43506327271461487,0.6258217096328735,0.21966306865215302,0.4118025600910187,0.25345227122306824,0.23285190761089325,0.3116292357444763,0.24828767776489258,0.46319106221199036,0.36576277017593384,0.21848613023757935
simulcast,0.29025253653526306,0.28395819664001465,0.2974172532558441,0.13938061892986298,0.2387656420469284,0.507598340511322,0.24291758239269257,0.24427498877048492,0.1864069253206253,0.21387964487075806,0.1439180225133896
on,0.32655060291290283,0.32520127296447754,0.235525980591774,0.2568802833557129,0.2125832438468933,0.2845228910446167,0.22796137630939484,0.21384719014167786,0.2897229492664337,0.305448979139328,0.2714994251728058
a,0.29312583804130554,0.2872205972671509,0.12964963912963867,0.38201746344566345,0.2566797733306885,0.2046348601579666,0.2594761848449707,0.23104366660118103,0.48853766918182373,0.3093770742416382,0.23916715383529663
subchannel,0.22515808045864105,0.25200727581977844,0.38557785749435425,0.2504881024360657,0.2251933217048645,0.48864224553108215,0.2645067870616913,0.3311723470687866,0.2772718369960785,0.2203112542629242,0.2216910868883133
of,0.2480744868516922,0.37253960967063904,0.1803562045097351,0.3119818866252899,0.18807722628116608,0.20155203342437744,0.25542253255844116,0.18425606191158295,0.3792596757411957,0.3269667625427246,0.1826142966747284
former,0.05102010443806648,0.1638922393321991,0.1934986114501953,0.09810520708560944,0.190184086561203,0.10570050030946732,0.1476394087076187,0.09946072101593018,0.10326468199491501,0.14454880356788635,0.10570605844259262
wbma,0.10490672290325165,0.23028062283992767,0.21196426451206207,0.10161907970905304,0.2386072427034378,0.31802016496658325,0.15954408049583435,0.15461386740207672,0.16234543919563293,0.14751039445400238,0.20027267932891846
satellite,0.10482273995876312,0.15164341032505035,0.2347613126039505,0.0950787216424942,0.10535930097103119,0.40283894538879395,0.1520087569952011,0.3001212179660797,0.17109155654907227,0.16876991093158722,0.13568443059921265
wgww,0.2568303644657135,0.1867559552192688,0.2734631597995758,0.2718529999256134,0.21154583990573883,0.26975318789482117,0.14843617379665375,0.28667205572128296,0.19647052884101868,0.2256627380847931,0.46035540103912354
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.28617382049560547,0.30944448709487915,0.24917922914028168,0.2809832692146301,0.2389259785413742,0.3769497275352478,0.2796398997306824,0.31091248989105225
owned,0.10617922991514206,0.1969839334487915,0.3446543216705322,0.12177995592355728,0.28149834275245667,0.25112810730934143,0.24838334321975708,0.2411915808916092,0.17023096978664398,0.3358837366104126,0.1288648396730423
by,0.34370526671409607,0.3409687578678131,0.11500819772481918,0.143477201461792,0.2546863853931427,0.22584840655326843,0.2915726900100708,0.20538176596164703,0.30274316668510437,0.2755888104438782,0.17966607213020325
sinclair,0.14924894273281097,0.20111016929149628,0.1943127065896988,0.19696979224681854,1.0,0.18345536291599274,0.08703901618719101,0.20980766415596008,0.17182521522045135,0.2115691900253296,0.17342320084571838
partner,0.12743110954761505,0.1101469025015831,0.2555874288082123,0.1338118612766266,0.23419268429279327,0.1182931512594223,0.13931269943714142,0.1250234693288803,0.1701146960258484,0.18891175091266632,0.15119856595993042
company,0.15308363735675812,0.196149542927742,0.2566125988960266,0.14109405875205994,0.24752674996852875,0.2000226527452469,0.3087855577468872,0.265422523021698,0.16509704291820526,0.26400935649871826,0.12195809185504913
howard,0.20265468955039978,0.1810678243637085,0.20290933549404144,0.06285222619771957,0.2998448610305786,0.2604062259197235,0.14878474175930023,0.15410283207893372,0.1360960602760315,0.17721684277057648,0.0705622211098671
stirk,0.25330981612205505,0.2184281051158905,0.11538262665271759,0.2306676059961319,0.2988794445991516,0.17703963816165924,0.08000069856643677,0.17591971158981323,0.21155311167240143,0.17695482075214386,0.18809868395328522
holdings,0.1182105615735054,0.25688889622688293,0.31563133001327515,0.17626163363456726,0.3028135597705841,0.24345621466636658,0.24904675781726837,0.15416057407855988,0.25234127044677734,0.27134236693382263,0.14412938058376312
),0.17939934134483337,0.16602720320224762,0.20673665404319763,0.2575884759426117,0.24596130847930908,0.2233462631702423,0.23240500688552856,0.17408718168735504,0.3706604242324829,0.15735843777656555,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.17940016090869904,0.3022993505001068,0.27362552285194397,0.2280997633934021,0.27268800139427185,0.2115515172481537,0.36683785915374756,0.3061371147632599,0.4130953550338745
