,which,plateau,is,the,left,part,of,warsaw,on,?
m,0.0806538388133049,0.1962948888540268,0.22669823467731476,0.15156042575836182,0.09001647680997849,0.16122393310070038,0.14254631102085114,0.0717378631234169,0.23086261749267578,0.2618667185306549
(,0.2589828372001648,0.15212178230285645,0.35393038392066956,0.33289089798927307,0.23056362569332123,0.2208257019519806,0.35032153129577637,0.1835584193468094,0.28656116127967834,0.40561532974243164
32.8,0.1297878623008728,0.1340346336364746,0.07953553646802902,0.05249675363302231,0.11306682974100113,0.10786708444356918,0.02780185081064701,0.2189902812242508,0.05817990377545357,0.20566365122795105
to,0.5345056653022766,0.1365785449743271,0.42745086550712585,0.535392165184021,0.2724500000476837,0.2875264883041382,0.41548454761505127,0.1953994333744049,0.41031414270401,0.29463258385658264
82.0,-0.09393163025379181,-0.10790881514549255,-0.05178507789969444,0.0050141108222305775,0.06745147705078125,-0.0643608495593071,-0.06618098169565201,-0.009042135439813137,-0.003958712797611952,0.009940753690898418
ft,0.1790091097354889,0.31578460335731506,0.17731311917304993,0.16553674638271332,0.14547577500343323,0.15891514718532562,0.14259693026542664,0.14909812808036804,0.20155254006385803,0.17776548862457275
),0.2758678197860718,0.1625714898109436,0.37732169032096863,0.3456730246543884,0.23822903633117676,0.24734117090702057,0.3680361211299896,0.19817118346691132,0.29937487840652466,0.42300865054130554
above,0.29614752531051636,0.25863397121429443,0.3090769648551941,0.33988961577415466,0.17733021080493927,0.2061404585838318,0.24890293180942535,0.08813902735710144,0.3177962899208069,0.2521739900112152
vistula,0.2457333356142044,0.3354116976261139,0.2513207197189331,0.36214977502822876,0.17949846386909485,0.3278018534183502,0.2898311913013458,0.43355974555015564,0.20966413617134094,0.1677311211824417
level,0.3123716711997986,0.22769182920455933,0.24803997576236725,0.31442487239837646,0.10188562422990799,0.20581258833408356,0.23504668474197388,0.15921002626419067,0.2125781625509262,0.20528386533260345
),0.2758678197860718,0.1625714898109436,0.37732169032096863,0.3456730246543884,0.23822903633117676,0.24734117090702057,0.3680361211299896,0.19817118346691132,0.29937487840652466,0.42300865054130554
and,0.506277859210968,0.25292128324508667,0.3859752118587494,0.5171257257461548,0.2571277916431427,0.35301485657691956,0.5116966962814331,0.2083624005317688,0.4077630043029785,0.20544172823429108
on,0.4245251417160034,0.22522330284118652,0.3635730445384979,0.5107308030128479,0.30747801065444946,0.3598494827747345,0.3966929316520691,0.19170401990413666,0.9999999403953552,0.2714994251728058
the,0.6521818041801453,0.29697924852371216,0.5823672413825989,1.0,0.33113980293273926,0.527681291103363,0.733189046382904,0.23137180507183075,0.5107308030128479,0.22068053483963013
vistula,0.2457333356142044,0.3354116976261139,0.2513207197189331,0.36214977502822876,0.17949846386909485,0.3278018534183502,0.2898311913013458,0.43355974555015564,0.20966413617134094,0.1677311211824417
terraces,0.30067139863967896,0.41053491830825806,0.18607749044895172,0.25593048334121704,0.10906334221363068,0.21625575423240662,0.2573932707309723,0.19435186684131622,0.21991443634033203,0.07399796694517136
(,0.2589828372001648,0.15212178230285645,0.35393038392066956,0.33289089798927307,0.23056362569332123,0.2208257019519806,0.35032153129577637,0.1835584193468094,0.28656116127967834,0.40561532974243164
max,0.09651505947113037,0.08261378109455109,0.1595781147480011,0.1737208068370819,0.13540536165237427,0.1011495515704155,0.14415660500526428,0.13122829794883728,0.16922037303447723,0.13623468577861786
.,0.45942068099975586,0.22974298894405365,0.4569662809371948,0.5934505462646484,0.28830423951148987,0.32817673683166504,0.5352458953857422,0.26825499534606934,0.49257001280784607,0.4130953550338745
