,what,was,the,number,of,solo,tackles,that,von,miller,had,in,super,bowl,50,?
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.21440713107585907,0.2184165120124817,0.4731321930885315,0.2179601788520813,0.2989555597305298,0.3872550129890442,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
never,0.42662814259529114,0.3237079679965973,0.31617826223373413,0.2726603150367737,0.22336244583129883,0.2225242555141449,0.25195491313934326,0.5209618210792542,0.17429473996162415,0.16956479847431183,0.4868212640285492,0.3081892728805542,0.2512718141078949,0.14113658666610718,0.07441429048776627,0.24137508869171143
trailed,0.2551083266735077,0.27575740218162537,0.3216854929924011,0.21452021598815918,0.23236075043678284,0.20932911336421967,0.20515446364879608,0.34699052572250366,0.045913584530353546,0.1808706521987915,0.3418506681919098,0.23763661086559296,0.19099454581737518,0.12463924288749695,0.029879650101065636,0.2317388355731964
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.19312141835689545,0.2241174876689911,0.4460422694683075,0.20990465581417084,0.26640716195106506,0.37348684668540955,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
,what,was,the,number,of,solo,tackles,that,von,miller,had,in,super,bowl,50,?
denver,0.1275133192539215,0.2766761779785156,0.2052404284477234,0.1493568867444992,0.14595118165016174,0.16159214079380035,0.4180256724357605,0.12855929136276245,0.1650388240814209,0.2895999550819397,0.22139029204845428,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
linebacker,0.15475627779960632,0.24367733299732208,0.19719967246055603,0.1173713281750679,0.19011981785297394,0.20662087202072144,0.5526763200759888,0.13739195466041565,0.07443031668663025,0.30272817611694336,0.17168013751506805,0.22480759024620056,0.28596732020378113,0.4219481945037842,-0.06238196790218353,0.15540370345115662
von,0.18003655970096588,0.2042967826128006,0.21817399561405182,0.11608805507421494,0.19899946451187134,0.11115751415491104,0.09629620611667633,0.18165160715579987,1.0,0.21985934674739838,0.20912496745586395,0.20116294920444489,0.09019782394170761,0.05615047365427017,0.05839231237769127,0.13907472789287567
miller,0.11267764866352081,0.23326176404953003,0.21601076424121857,0.1401725858449936,0.153602734208107,0.24319517612457275,0.36091622710227966,0.21841725707054138,0.21985934674739838,0.9999998807907104,0.2584502100944519,0.19489489495754242,0.1263037472963333,0.12768206000328064,0.0038371188566088676,0.1295081228017807
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.1855042725801468,0.4069072902202606,0.17196130752563477,0.17499198019504547,0.33670201897621155,0.2042967826128006,0.23326176404953003,0.5927209258079529,0.45514053106307983,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
named,0.1525408923625946,0.37528327107429504,0.3521348536014557,0.16574423015117645,0.2820465862751007,0.09619814902544022,0.09240088611841202,0.2836160957813263,0.18845419585704803,0.09032490104436874,0.2452518343925476,0.28130269050598145,0.2206273078918457,0.18541297316551208,0.07201292365789413,0.1297498345375061
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.19262047111988068,0.14718765020370483,0.1858709752559662,0.23457856476306915,0.18258553743362427,0.09019782394170761,0.1263037472963333,0.17216899991035461,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.14966735243797302,0.2243070751428604,0.19199752807617188,0.34894615411758423,0.10987387597560883,0.05615047365427017,0.12768206000328064,0.1661457121372223,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
mvp,0.0985465794801712,0.23143374919891357,0.19830666482448578,0.14635056257247925,0.16760475933551788,0.18715620040893555,0.38997599482536316,0.14915303885936737,0.17494645714759827,0.17567558586597443,0.15855276584625244,0.15104249119758606,0.3814384639263153,0.5169888734817505,0.045483801513910294,0.19954749941825867
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.22751595079898834,0.22343356907367706,0.4137537479400635,0.1878369003534317,0.32534530758857727,0.35487717390060425,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
recording,0.19233113527297974,0.2667168378829956,0.2685704827308655,0.1833372265100479,0.20561589300632477,0.41659465432167053,0.2855217158794403,0.22315432131290436,0.18543459475040436,0.292163610458374,0.2556086480617523,0.2528064250946045,0.12307024002075195,0.12853030860424042,0.0861549898982048,0.18037092685699463
five,0.18688078224658966,0.310379296541214,0.41977158188819885,0.36543506383895874,0.3980514109134674,0.22790291905403137,0.12191976606845856,0.3205110728740692,0.11452800780534744,0.14455710351467133,0.3599399924278259,0.3634254038333893,0.16316142678260803,0.20672158896923065,0.027560986578464508,0.18342848122119904
solo,0.13319581747055054,0.17196130752563477,0.1489274650812149,0.21367822587490082,0.1226537674665451,1.0,0.18302708864212036,0.14284120500087738,0.11115751415491104,0.24319517612457275,0.20697036385536194,0.19488763809204102,0.1858709752559662,0.19199752807617188,0.12169281393289566,0.1560981124639511
tackles,0.17651943862438202,0.17499198019504547,0.19076409935951233,0.14126873016357422,0.17851661145687103,0.18302708864212036,1.0,0.1610833704471588,0.09629620611667633,0.36091622710227966,0.2658616602420807,0.18025051057338715,0.23457856476306915,0.34894615411758423,0.08310284465551376,0.20188532769680023
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.22751595079898834,0.22343356907367706,0.4137537479400635,0.1878369003534317,0.32534530758857727,0.35487717390060425,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2½,0.015523189678788185,-0.001251319656148553,0.028328148648142815,-0.06128312647342682,0.035375628620386124,-0.01643414981663227,-0.0175557192414999,-0.015697956085205078,-0.03199057653546333,-0.09513317793607712,-0.06147913634777069,-0.06574539840221405,0.056470829993486404,0.06224267557263374,0.09516675025224686,-0.02855924889445305
sacks,0.0888017937541008,0.1737009435892105,0.23296904563903809,0.1353389173746109,0.18118427693843842,0.11682747304439545,0.4936768114566803,0.1339585930109024,0.1289111226797104,0.23011738061904907,0.2547798454761505,0.2059689611196518,0.14356042444705963,0.2921851873397827,-0.021206974983215332,0.0761517658829689
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.22751595079898834,0.22343356907367706,0.4137537479400635,0.1878369003534317,0.32534530758857727,0.35487717390060425,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.21440713107585907,0.2184165120124817,0.4731321930885315,0.2179601788520813,0.2989555597305298,0.3872550129890442,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.4088359773159027,0.37726253271102905,0.2650649845600128,0.08377458155155182,0.3858162462711334,0.1465245485305786,0.19982647895812988,0.41487234830856323,0.36463531851768494,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.19645625352859497
forced,0.2257918417453766,0.21640066802501678,0.2571122944355011,0.11266591399908066,0.27082350850105286,0.16642728447914124,0.262871116399765,0.314667671918869,0.12442227452993393,0.16247615218162537,0.3529525697231293,0.2043643444776535,0.14922793209552765,0.1976994276046753,0.0028911917470395565,0.17547516524791718
fumbles,0.16688087582588196,0.22568732500076294,0.21007823944091797,0.18287357687950134,0.19014200568199158,0.2792752683162689,0.5880454778671265,0.18607169389724731,0.13662727177143097,0.28203272819519043,0.27008941769599915,0.1527000367641449,0.31058406829833984,0.38857853412628174,0.06075746566057205,0.1826416552066803
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.19312141835689545,0.2241174876689911,0.4460422694683075,0.20990465581417084,0.26640716195106506,0.37348684668540955,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
