,how,much,time,was,left,in,the,game,when,denver,took,the,score,to,24-10,?
completed,0.2009071707725525,0.19402572512626648,0.25892701745033264,0.3156263828277588,0.21439771354198456,0.2960484027862549,0.29278936982154846,0.12844088673591614,0.1893177628517151,0.06871111690998077,0.23780925571918488,0.29278936982154846,0.13628706336021423,0.2867361009120941,0.08951230347156525,0.08272653818130493
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.4508470594882965,0.19688890874385834,0.539380669593811,0.5829201340675354,0.23211604356765747,0.44397395849227905,0.179859921336174,0.18697012960910797,0.5829201340675354,0.19997252523899078,0.45503583550453186,0.10611336678266525,0.23916715383529663
pass,0.23911701142787933,0.1864519864320755,0.14543098211288452,0.1040167361497879,0.13408030569553375,0.18748411536216736,0.25961899757385254,0.16048191487789154,0.20427322387695312,0.16917091608047485,0.10032956302165985,0.25961899757385254,0.15402163565158844,0.28446894884109497,0.06681720167398453,0.09478675574064255
to,0.44169697165489197,0.40610215067863464,0.3679993152618408,0.3636345863342285,0.2724500000476837,0.45010748505592346,0.535392165184021,0.2540906071662903,0.5423505902290344,0.23706497251987457,0.24576251208782196,0.535392165184021,0.18782086670398712,1.0,0.1370219588279724,0.29463258385658264
bennie,0.2152804136276245,0.1841852068901062,0.19340810179710388,0.24956412613391876,0.22998997569084167,0.14135883748531342,0.1505264788866043,0.19599302113056183,0.16979438066482544,0.24019229412078857,0.17677608132362366,0.1505264788866043,0.21348826587200165,0.21008086204528809,0.09198607504367828,0.20028041303157806
fowler,0.1187034621834755,0.18556950986385345,0.18593765795230865,0.2713168263435364,0.11192092299461365,0.28292325139045715,0.2659781575202942,0.14616544544696808,0.15441814064979553,0.1875837743282318,0.17715765535831451,0.2659781575202942,0.17719882726669312,0.177781343460083,0.1085648313164711,0.19972145557403564
for,0.3308170735836029,0.2994346022605896,0.3992156386375427,0.3863949179649353,0.19966527819633484,0.4322226941585541,0.4739971458911896,0.2608485519886017,0.43402108550071716,0.22017966210842133,0.27585867047309875,0.4739971458911896,0.19645971059799194,0.4451248347759247,0.15010961890220642,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.4508470594882965,0.19688890874385834,0.539380669593811,0.5829201340675354,0.23211604356765747,0.44397395849227905,0.179859921336174,0.18697012960910797,0.5829201340675354,0.19997252523899078,0.45503583550453186,0.10611336678266525,0.23916715383529663
2-point,0.2674274444580078,0.2759537398815155,0.30854344367980957,0.16213767230510712,0.16091491281986237,0.22760647535324097,0.2521202266216278,0.1634867787361145,0.26801300048828125,0.13130846619606018,0.11591196060180664,0.2521202266216278,0.26211270689964294,0.3183855712413788,0.15816527605056763,0.3058913052082062
conversion,0.2233559489250183,0.27507176995277405,0.26034417748451233,0.12238868325948715,0.11976578086614609,0.19224700331687927,0.2308437079191208,0.16785351932048798,0.20718982815742493,0.19840008020401,0.06424526870250702,0.2308437079191208,0.1410120725631714,0.30520233511924744,0.0964546799659729,0.1924358606338501
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.45456063747406006,0.2448868453502655,0.5201468467712402,0.4933079481124878,0.2653886377811432,0.36674630641937256,0.25173696875572205,0.27655306458473206,0.4933079481124878,0.16025088727474213,0.44245919585227966,0.2118256539106369,0.31091248989105225
giving,0.295897513628006,0.2977124750614166,0.28124698996543884,0.2248714715242386,0.15319029986858368,0.24607835710048676,0.3626074492931366,0.1298762559890747,0.40573650598526,0.16773226857185364,0.27744996547698975,0.3626074492931366,0.18491075932979584,0.36088186502456665,0.03624221310019493,0.2052922248840332
denver,0.15631112456321716,0.1414055973291397,0.1789873242378235,0.2766761779785156,0.12383738905191422,0.2221570909023285,0.2052404284477234,0.18653830885887146,0.16849075257778168,1.0,0.11745014786720276,0.2052404284477234,0.1512077897787094,0.23706497251987457,0.13251790404319763,0.1520889848470688
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.4508470594882965,0.19688890874385834,0.539380669593811,0.5829201340675354,0.23211604356765747,0.44397395849227905,0.179859921336174,0.18697012960910797,0.5829201340675354,0.19997252523899078,0.45503583550453186,0.10611336678266525,0.23916715383529663
24–10,0.021224679425358772,-0.03766672685742378,0.025665562599897385,0.1353306919336319,0.06686916202306747,0.14988355338573456,0.1489364504814148,-0.025519149377942085,0.03456184267997742,0.006321663036942482,0.13327190279960632,0.1489364504814148,-0.024796534329652786,0.11808859556913376,0.3961145281791687,0.06738992035388947
lead,0.18518535792827606,0.20519433915615082,0.19779279828071594,0.1970783770084381,0.1929803192615509,0.2055644989013672,0.21995973587036133,0.18853990733623505,0.2627306580543518,0.23341892659664154,0.24198082089424133,0.21995973587036133,0.17366914451122284,0.23490607738494873,0.04612742364406586,0.14552436769008636
with,0.3525622487068176,0.2808258831501007,0.31862112879753113,0.27411898970603943,0.219827800989151,0.4080928862094879,0.4223487675189972,0.19394829869270325,0.5075214505195618,0.20079316198825836,0.1882828176021576,0.4223487675189972,0.1785384863615036,0.4239959120750427,0.14999385178089142,0.2433311939239502
3:08,0.23063595592975616,0.11862853169441223,0.10252485424280167,0.02700149640440941,-0.12044395506381989,0.06284826993942261,0.07741329073905945,0.01698661595582962,0.059221357107162476,-0.11080668866634369,-0.006309802643954754,0.07741329073905945,-0.004697441589087248,0.08819873631000519,0.038714699447155,0.1286461055278778
left,0.186065211892128,0.16526629030704498,0.18303614854812622,0.21956826746463776,1.0,0.21139952540397644,0.33113980293273926,0.12498873472213745,0.3236202895641327,0.12383738905191422,0.2711615264415741,0.33113980293273926,0.12552513182163239,0.2724500000476837,0.1462138593196869,0.13251960277557373
and,0.33647966384887695,0.38395699858665466,0.3025408685207367,0.3740963041782379,0.2571277916431427,0.4954058527946472,0.5171257257461548,0.25192898511886597,0.4716290831565857,0.20625516772270203,0.25750628113746643,0.5171257257461548,0.16766662895679474,0.48971283435821533,0.17880310118198395,0.20544172823429108
essentially,0.32683712244033813,0.33913829922676086,0.25111180543899536,0.223532572388649,0.12035003304481506,0.18692578375339508,0.2945486903190613,0.1122964546084404,0.34078249335289,0.04135323315858841,0.12036671489477158,0.2945486903190613,0.12745873630046844,0.31760740280151367,0.06533192098140717,0.24316146969795227
putting,0.34439438581466675,0.30048686265945435,0.36035627126693726,0.1507883369922638,0.25456079840660095,0.21577180922031403,0.3357599675655365,0.19991809129714966,0.3637876510620117,0.08546227216720581,0.2659660279750824,0.3357599675655365,0.1845034658908844,0.29401805996894836,0.12080270051956177,0.26915207505226135
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.48711544275283813,0.33113980293273926,0.6662389636039734,1.0,0.285271555185318,0.5091903209686279,0.2052404284477234,0.31657639145851135,1.0,0.2042495757341385,0.535392165184021,0.2025611251592636,0.22068053483963013
game,0.215279221534729,0.18956831097602844,0.2928149104118347,0.2568269371986389,0.12498873472213745,0.23986028134822845,0.285271555185318,0.9999998807907104,0.22596776485443115,0.18653830885887146,0.16754378378391266,0.285271555185318,0.3166070282459259,0.2540906071662903,0.15872761607170105,0.1829071193933487
away,0.2374800741672516,0.3118678331375122,0.2186182737350464,0.1712075024843216,0.286112517118454,0.2264246642589569,0.29030847549438477,0.13504602015018463,0.38308146595954895,0.12298056483268738,0.30410248041152954,0.29030847549438477,0.1456022560596466,0.36056286096572876,0.10665199160575867,0.15156377851963043
.,0.3287222981452942,0.3374604284763336,0.371569961309433,0.40146201848983765,0.28830423951148987,0.5591574311256409,0.5934505462646484,0.2581658959388733,0.475719153881073,0.2573630213737488,0.2481018751859665,0.5934505462646484,0.17928162217140198,0.4645031690597534,0.16212184727191925,0.4130953550338745
