,what,was,newcastle,named,as,the,most,type,of,city,in,the,uk,?
at,0.2838611304759979,0.36707764863967896,0.18403437733650208,0.1652292013168335,0.28092536330223083,0.457212895154953,0.22451047599315643,0.15147243440151215,0.42558613419532776,0.2310783565044403,0.4374977946281433,0.457212895154953,0.2534448504447937,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,0.2253497689962387,0.3521348536014557,0.48381632566452026,1.0,0.47635307908058167,0.21819381415843964,0.733189046382904,0.35769423842430115,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
university,0.20256435871124268,0.290752112865448,0.2205878645181656,0.19414468109607697,0.21858684718608856,0.263973206281662,0.19178320467472076,0.1053532287478447,0.30646374821662903,0.38537919521331787,0.3201795518398285,0.263973206281662,0.15801212191581726,0.11887256056070328
college,0.20568516850471497,0.275774210691452,0.22403597831726074,0.22071997821331024,0.18513722717761993,0.19751401245594025,0.15798422694206238,0.096743643283844,0.2384195327758789,0.28868162631988525,0.2160365730524063,0.19751401245594025,0.1376369744539261,0.11076676845550537
london,0.15188734233379364,0.3026486933231354,0.3328736424446106,0.13984811305999756,0.20291660726070404,0.27034124732017517,0.1537603884935379,0.1569826304912567,0.2159106284379959,0.32924479246139526,0.2785358726978302,0.27034124732017517,0.3872244656085968,0.11278104782104492
",",0.3087472915649414,0.45456063747406006,0.251589834690094,0.2530003488063812,0.48816442489624023,0.4933079481124878,0.3636029064655304,0.1804078221321106,0.4946078956127167,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.20204751193523407,0.23097854852676392,0.49487000703811646,0.5171257257461548,0.4309377074241638,0.16898801922798157,0.5116966962814331,0.2827445864677429,0.4954058527946472,0.5171257257461548,0.2701246440410614,0.20544172823429108
widex,0.22939370572566986,0.15405334532260895,0.2000333070755005,0.1125854030251503,0.22854791581630707,0.31486600637435913,0.24047479033470154,0.21199895441532135,0.2516777217388153,0.20135214924812317,0.23594772815704346,0.31486600637435913,0.27040156722068787,0.21149542927742004
",",0.3087472915649414,0.45456063747406006,0.251589834690094,0.2530003488063812,0.48816442489624023,0.4933079481124878,0.3636029064655304,0.1804078221321106,0.4946078956127167,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.21405641734600067,0.3292267918586731,0.39550232887268066,0.5829201340675354,0.3508910834789276,0.3813284635543823,0.5052502155303955,0.2349124401807785,0.539380669593811,0.5829201340675354,0.19665123522281647,0.23916715383529663
danish,0.09652101993560791,0.16968923807144165,0.16799454391002655,0.09573564678430557,0.13154220581054688,0.15316766500473022,0.14713849127292633,0.12772445380687714,0.11180341243743896,0.13369125127792358,0.14959366619586945,0.15316766500473022,0.24539032578468323,0.09872670471668243
hearing,0.34058091044425964,0.16393141448497772,0.2017260193824768,0.08731842786073685,0.1887696534395218,0.22072359919548035,0.19798244535923004,0.1425027996301651,0.23290106654167175,0.05964816361665726,0.20339344441890717,0.22072359919548035,0.16929486393928528,0.19994913041591644
aid,0.1778782606124878,0.15475519001483917,0.18508203327655792,0.07253468036651611,0.1832205206155777,0.21952909231185913,0.14857496321201324,0.16432234644889832,0.20153990387916565,0.10409966856241226,0.1754455417394638,0.21952909231185913,0.15203584730625153,0.08358026295900345
manufacturer,0.13465645909309387,0.22239656746387482,0.16911673545837402,0.18093203008174896,0.21778187155723572,0.18454907834529877,0.13275206089019775,0.20615890622138977,0.1593974381685257,0.21941490471363068,0.15855246782302856,0.18454907834529877,0.214359313249588,0.11731472611427307
",",0.3087472915649414,0.45456063747406006,0.251589834690094,0.2530003488063812,0.48816442489624023,0.4933079481124878,0.3636029064655304,0.1804078221321106,0.4946078956127167,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
newcastle,0.16276082396507263,0.25710436701774597,1.0000001192092896,0.13427768647670746,0.21526619791984558,0.2253497689962387,0.1667318046092987,0.14704859256744385,0.18781472742557526,0.32860881090164185,0.19270820915699005,0.2253497689962387,0.23818176984786987,0.0902252271771431
was,0.22111038863658905,1.0000001192092896,0.25710436701774597,0.37528327107429504,0.3677520453929901,0.48711544275283813,0.29933857917785645,0.14348182082176208,0.4069072902202606,0.3188765048980713,0.45514053106307983,0.48711544275283813,0.206756129860878,0.18412111699581146
named,0.1525408923625946,0.37528327107429504,0.13427768647670746,1.0,0.2754245400428772,0.3521348536014557,0.25594380497932434,0.0763472393155098,0.2820465862751007,0.20384898781776428,0.28130269050598145,0.3521348536014557,0.05041101574897766,0.1297498345375061
as,0.31749409437179565,0.3677520453929901,0.21526619791984558,0.2754245400428772,1.0,0.48381632566452026,0.3548237979412079,0.19307732582092285,0.3886612355709076,0.21195319294929504,0.3887844979763031,0.48381632566452026,0.1740327775478363,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.2253497689962387,0.3521348536014557,0.48381632566452026,1.0,0.47635307908058167,0.21819381415843964,0.733189046382904,0.35769423842430115,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
noisiest,0.28168216347694397,0.22141388058662415,0.24012364447116852,0.1619156152009964,0.18003228306770325,0.3690533936023712,0.38837558031082153,0.14721892774105072,0.31027519702911377,0.2904907166957855,0.32987865805625916,0.3690533936023712,0.2512776851654053,0.23616230487823486
city,0.17493832111358643,0.3188765048980713,0.32860881090164185,0.20384898781776428,0.21195319294929504,0.35769423842430115,0.24853192269802094,0.1293686032295227,0.32503411173820496,1.0,0.3911624252796173,0.35769423842430115,0.16125965118408203,0.13423943519592285
in,0.30808621644973755,0.45514053106307983,0.19270820915699005,0.28130269050598145,0.3887844979763031,0.6662389636039734,0.41416558623313904,0.20604541897773743,0.5696388483047485,0.3911624252796173,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.2253497689962387,0.3521348536014557,0.48381632566452026,1.0,0.47635307908058167,0.21819381415843964,0.733189046382904,0.35769423842430115,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
whole,0.38441845774650574,0.22826434671878815,0.15572836995124817,0.14931631088256836,0.26461637020111084,0.4517841339111328,0.3284025490283966,0.1471886783838272,0.4001069962978363,0.18709497153759003,0.30267009139060974,0.4517841339111328,0.13677044212818146,0.21052291989326477
of,0.33290785551071167,0.4069072902202606,0.18781472742557526,0.2820465862751007,0.3886612355709076,0.733189046382904,0.4178851246833801,0.18112817406654358,1.0,0.32503411173820496,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2253497689962387,0.3521348536014557,0.48381632566452026,1.0,0.47635307908058167,0.21819381415843964,0.733189046382904,0.35769423842430115,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
uk,0.17163191735744476,0.206756129860878,0.23818176984786987,0.05041101574897766,0.1740327775478363,0.2143084555864334,0.16839851438999176,0.15166042745113373,0.21513383090496063,0.16125965118408203,0.2261405885219574,0.2143084555864334,1.0,0.20222434401512146
",",0.3087472915649414,0.45456063747406006,0.251589834690094,0.2530003488063812,0.48816442489624023,0.4933079481124878,0.3636029064655304,0.1804078221321106,0.4946078956127167,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.1710812896490097,0.21388062834739685,0.40387406945228577,0.4223487675189972,0.336320698261261,0.1964726597070694,0.41827285289764404,0.19554263353347778,0.4080928862094879,0.4223487675189972,0.170000359416008,0.2433311939239502
an,0.2821882665157318,0.3694365322589874,0.162101611495018,0.17417411506175995,0.37218472361564636,0.4207492768764496,0.2748267352581024,0.21485474705696106,0.32280945777893066,0.17270074784755707,0.2605783939361572,0.4207492768764496,0.1160384938120842,0.19793890416622162
average,0.24068789184093475,0.18843130767345428,0.22202055156230927,0.14506758749485016,0.1320570707321167,0.27058175206184387,0.3094763457775116,0.1820821762084961,0.23717734217643738,0.20403116941452026,0.23465414345264435,0.27058175206184387,0.09694089740514755,0.21764592826366425
level,0.27376922965049744,0.12130098044872284,0.19523683190345764,0.06769127398729324,0.24387936294078827,0.31442487239837646,0.16153503954410553,0.2394816130399704,0.23504668474197388,0.16629761457443237,0.279204785823822,0.31442487239837646,0.10299212485551834,0.20528386533260345
of,0.33290785551071167,0.4069072902202606,0.18781472742557526,0.2820465862751007,0.3886612355709076,0.733189046382904,0.4178851246833801,0.18112817406654358,1.0,0.32503411173820496,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
80.4,-0.040164221078157425,0.02660682611167431,-0.06546568125486374,0.005020704120397568,0.02810313180088997,-0.08379905670881271,-0.07193869352340698,-0.016239099204540253,-0.12745219469070435,-0.06365562230348587,-0.09155842661857605,-0.08379905670881271,0.01411795150488615,0.05027459189295769
decibels,0.2504761219024658,0.1458076536655426,0.1593121886253357,0.09079748392105103,0.16482044756412506,0.25722044706344604,0.17240123450756073,0.17718245089054108,0.20114852488040924,0.16252756118774414,0.2030176818370819,0.25722044706344604,0.25914615392684937,0.1961279660463333
.,0.3567904531955719,0.40146201848983765,0.2714749276638031,0.24760639667510986,0.515582263469696,0.5934505462646484,0.35404038429260254,0.23195341229438782,0.5352458953857422,0.29856356978416443,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.4130953550338745
