,according,to,certain,geographical,theories,what,type,of,human,does,a,tropical,climate,produce,?
environments,0.19354009628295898,0.26333698630332947,0.2923738360404968,0.31247082352638245,0.2684851288795471,0.1853245049715042,0.1622692048549652,0.23282752931118011,0.32685691118240356,0.2379133701324463,0.2202896773815155,0.22651775181293488,0.43206486105918884,0.2951304614543915,0.1847371757030487
created,0.21241357922554016,0.2592601478099823,0.16141720116138458,0.2609228491783142,0.20498906075954437,0.20714101195335388,0.11768139898777008,0.32043445110321045,0.19994869828224182,0.20221839845180511,0.30777761340141296,0.17548330128192902,0.1615336835384369,0.23210777342319489,0.21177415549755096
uncivilized,0.23919472098350525,0.30975791811943054,0.29315808415412903,0.20979028940200806,0.27209901809692383,0.3917055130004883,0.11876881122589111,0.20133310556411743,0.3197126090526581,0.22976069152355194,0.1989755481481552,0.23676495254039764,0.2106473445892334,0.160164937376976,0.29815852642059326
people,0.2239774912595749,0.37275731563568115,0.2928566038608551,0.19360005855560303,0.24135687947273254,0.32444337010383606,0.21299324929714203,0.3251037895679474,0.23340152204036713,0.2198464572429657,0.3483705520629883,0.12431485205888748,0.19744884967803955,0.1451544314622879,0.23739641904830933
in,0.29259276390075684,0.45010748505592346,0.2942397892475128,0.25889667868614197,0.1867285519838333,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23986108601093292,0.214483380317688,0.539380669593811,0.18481527268886566,0.24209141731262207,0.21160131692886353,0.20430970191955566
need,0.14200109243392944,0.42094892263412476,0.4668112099170685,0.15204226970672607,0.18731816112995148,0.39420950412750244,0.24363647401332855,0.24285943806171417,0.2330739051103592,0.4234175384044647,0.30329999327659607,0.17986518144607544,0.1795302778482437,0.35419923067092896,0.40413710474967957
of,0.3307822346687317,0.41548454761505127,0.40204232931137085,0.3368765115737915,0.25074607133865356,0.33290785551071167,0.18112817406654358,1.0,0.3083189129829407,0.3119818866252899,0.5052502155303955,0.18125450611114502,0.25840428471565247,0.19541172683238983,0.1826142966747284
european,0.14247439801692963,0.21011990308761597,0.23178963363170624,0.21398453414440155,0.21133896708488464,0.15324164927005768,0.16010501980781555,0.2507138252258301,0.24801260232925415,0.11488570272922516,0.2254103124141693,0.10303959995508194,0.17430292069911957,0.1307576298713684,0.14560863375663757
guidance,0.26149243116378784,0.26691439747810364,0.3169398903846741,0.245871901512146,0.2955875098705292,0.36937031149864197,0.1821402609348297,0.25177156925201416,0.1775209754705429,0.2068021446466446,0.2720930278301239,0.17938381433486938,0.12271592766046524,0.18578875064849854,0.28245481848716736
.,0.29052162170410156,0.4645031690597534,0.2603873014450073,0.24650725722312927,0.18147483468055725,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24595768749713898,0.3022993505001068,0.50484299659729,0.24034054577350616,0.22208234667778015,0.2587496340274811,0.4130953550338745
,according,to,certain,geographical,theories,what,type,of,human,does,a,tropical,climate,produce,?
for,0.1956551969051361,0.4451248347759247,0.3654305636882782,0.24166621267795563,0.18592172861099243,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2089424729347229,0.35159170627593994,0.44038116931915283,0.1416725516319275,0.17355333268642426,0.24403390288352966,0.264628142118454
instance,0.20297206938266754,0.3533851206302643,0.4735497236251831,0.24728846549987793,0.2857356667518616,0.3862040638923645,0.27324962615966797,0.3011147379875183,0.2746964693069458,0.36771830916404724,0.40728384256362915,0.1571093648672104,0.17771075665950775,0.32920360565185547,0.30205854773521423
",",0.3107093870639801,0.44245919585227966,0.28759655356407166,0.2952534854412079,0.18424807488918304,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23877760767936707,0.28617382049560547,0.427140474319458,0.22246183454990387,0.224740669131279,0.19927625358104706,0.31091248989105225
american,0.11132238805294037,0.16338081657886505,0.15195192396640778,0.11070280522108078,0.17407403886318207,0.1909721940755844,0.1438770294189453,0.22180068492889404,0.1992449015378952,0.1448984146118164,0.22026167809963226,0.1813601702451706,0.09344017505645752,0.11855653673410416,0.18877598643302917
geographer,0.3245081603527069,0.1339537352323532,0.10820364952087402,0.611450731754303,0.29588618874549866,0.2046152949333191,0.05722803622484207,0.1514570564031601,0.13130716979503632,0.10766880214214325,0.16999410092830658,0.21221791207790375,0.3221738338470459,0.010705274529755116,0.1512303203344345
ellen,0.048444751650094986,0.20090872049331665,0.12293528020381927,0.10255353897809982,0.08780651539564133,0.10147091001272202,0.07511154562234879,0.09427336603403091,0.15558139979839325,0.10668879747390747,0.18887801468372345,0.08575908839702606,0.09391841292381287,0.051587458699941635,0.15828058123588562
churchill,0.08084182441234589,0.24589325487613678,0.1401911973953247,0.11246208846569061,0.17926724255084991,0.22929787635803223,0.06818142533302307,0.27261295914649963,0.07782243937253952,0.18082252144813538,0.15655584633350372,0.12810960412025452,0.11545203626155853,0.10572938621044159,0.2059834897518158
semple,0.14838364720344543,0.13676735758781433,0.06217322126030922,0.06823525577783585,0.06319132447242737,0.0802750512957573,0.08219944685697556,0.14551591873168945,0.11551056802272797,0.08377567678689957,0.2325635403394699,0.12363740056753159,0.06653990596532822,0.17328360676765442,0.15500497817993164
argued,0.3042967915534973,0.24650873243808746,0.2471752166748047,0.1779172122478485,0.3935803771018982,0.31776854395866394,0.13045991957187653,0.19172857701778412,0.2854573130607605,0.24246995151042938,0.1706712543964386,0.1614006757736206,0.1978204995393753,0.21284687519073486,0.18905270099639893
that,0.29146862030029297,0.5436353087425232,0.5381532907485962,0.25510987639427185,0.39760348200798035,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3200635015964508,0.4764937460422516,0.47537946701049805,0.2084600031375885,0.22277899086475372,0.3393034040927887,0.32716336846351624
even,0.23206503689289093,0.46467068791389465,0.4395081698894501,0.17402155697345734,0.25809624791145325,0.40872135758399963,0.1578398495912552,0.34735506772994995,0.26761510968208313,0.4671286940574646,0.3278432786464691,0.1858132928609848,0.1715449094772339,0.30068451166152954,0.30082517862319946
though,0.2541666030883789,0.46191829442977905,0.39900657534599304,0.22557052969932556,0.23822742700576782,0.4089210331439972,0.15306183695793152,0.37307101488113403,0.22188541293144226,0.44187110662460327,0.33230000734329224,0.22176751494407654,0.18021240830421448,0.25674834847450256,0.3188856542110443
human,0.1972850114107132,0.25612473487854004,0.3102077841758728,0.20282518863677979,0.29686933755874634,0.24243313074111938,0.11649816483259201,0.3083189129829407,1.0,0.23807655274868011,0.2368878275156021,0.18762627243995667,0.256576269865036,0.2181442826986313,0.19748784601688385
beings,0.24463145434856415,0.3099895119667053,0.3533659875392914,0.22934074699878693,0.4109647572040558,0.2935854196548462,0.12483075261116028,0.28097766637802124,0.618350088596344,0.24771037697792053,0.1799319088459015,0.17550131678581238,0.21107201278209686,0.2474403828382492,0.21276918053627014
originated,0.20638379454612732,0.2391701340675354,0.2759712040424347,0.2520008385181427,0.20268145203590393,0.17986609041690826,0.2570561468601227,0.27252769470214844,0.2057344615459442,0.21788303554058075,0.26375171542167664,0.17578281462192535,0.22726359963417053,0.14736533164978027,0.11205674707889557
in,0.29259276390075684,0.45010748505592346,0.2942397892475128,0.25889667868614197,0.1867285519838333,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23986108601093292,0.214483380317688,0.539380669593811,0.18481527268886566,0.24209141731262207,0.21160131692886353,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.392071396112442,0.3164447844028473,0.24012529850006104,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3103327453136444,0.35928019881248474,0.5829201340675354,0.18640398979187012,0.2693597674369812,0.23457570374011993,0.22068053483963013
tropics,0.2047577202320099,0.19660168886184692,0.2364102452993393,0.3257025480270386,0.1768181025981903,0.20271454751491547,0.16923800110816956,0.23250260949134827,0.2472037971019745,0.18665635585784912,0.17724643647670746,0.7459729909896851,0.4436626732349396,0.29447001218795776,0.151444211602211
they,0.16977015137672424,0.5452046394348145,0.4733622074127197,0.14348189532756805,0.27167144417762756,0.4431931674480438,0.1953689455986023,0.3426007330417633,0.2860458195209503,0.34390902519226074,0.3528250455856323,0.2685253918170929,0.16175749897956848,0.30373209714889526,0.2753053903579712
were,0.25184938311576843,0.31913647055625916,0.2825849652290344,0.14835225045681,0.23568083345890045,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.15361809730529785,0.046230707317590714,0.17203083634376526,0.17629246413707733,0.0955888032913208,0.18991003930568695,0.17890112102031708
only,0.2409883737564087,0.5096819996833801,0.49441349506378174,0.25175657868385315,0.210969939827919,0.41415658593177795,0.24842338263988495,0.49632513523101807,0.22740167379379272,0.45203697681427,0.47549712657928467,0.23681828379631042,0.18597126007080078,0.3197023570537567,0.2767370045185089
able,0.22565951943397522,0.529755175113678,0.38940224051475525,0.12260530889034271,0.1894196718931198,0.3404487371444702,0.12916481494903564,0.23883962631225586,0.262906551361084,0.37102675437927246,0.2874686121940613,0.1424839347600937,0.13753709197044373,0.2544192373752594,0.260649710893631
to,0.28520727157592773,1.0,0.4444960355758667,0.2409864366054535,0.21480143070220947,0.455847829580307,0.19930607080459595,0.41548454761505127,0.25612473487854004,0.4391997456550598,0.45503583550453186,0.19421429932117462,0.3023298978805542,0.30018290877342224,0.29463258385658264
become,0.1681850105524063,0.36996012926101685,0.25311192870140076,0.08974169194698334,0.14696602523326874,0.27134042978286743,0.09935444593429565,0.31678006052970886,0.17920324206352234,0.20048442482948303,0.3215816617012024,0.15303835272789001,0.14869263768196106,0.25874561071395874,0.19511328637599945
fully,0.15680080652236938,0.30777493119239807,0.2866545021533966,0.19013355672359467,0.17994868755340576,0.3561125099658966,0.1490090787410736,0.1846403181552887,0.2537485361099243,0.2599252462387085,0.25668543577194214,0.18092773854732513,0.18547576665878296,0.19114404916763306,0.2089291661977768
human,0.1972850114107132,0.25612473487854004,0.3102077841758728,0.20282518863677979,0.29686933755874634,0.24243313074111938,0.11649816483259201,0.3083189129829407,1.0,0.23807655274868011,0.2368878275156021,0.18762627243995667,0.256576269865036,0.2181442826986313,0.19748784601688385
in,0.29259276390075684,0.45010748505592346,0.2942397892475128,0.25889667868614197,0.1867285519838333,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23986108601093292,0.214483380317688,0.539380669593811,0.18481527268886566,0.24209141731262207,0.21160131692886353,0.20430970191955566
the,0.3202974498271942,0.535392165184021,0.392071396112442,0.3164447844028473,0.24012529850006104,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3103327453136444,0.35928019881248474,0.5829201340675354,0.18640398979187012,0.2693597674369812,0.23457570374011993,0.22068053483963013
temperate,0.20885924994945526,0.2527884244918823,0.2521686553955078,0.3586250841617584,0.1487855613231659,0.19948610663414001,0.23950283229351044,0.24992869794368744,0.22099371254444122,0.2180296778678894,0.19916774332523346,0.4502580165863037,0.5937181711196899,0.26980844140052795,0.16631656885147095
zone,0.15079420804977417,0.19147507846355438,0.18260233104228973,0.26290708780288696,0.14493045210838318,0.21381187438964844,0.1372411996126175,0.22467142343521118,0.11212195456027985,0.12067204713821411,0.19739283621311188,0.2254847139120102,0.23016920685768127,0.09544438123703003,0.1173049733042717
.,0.29052162170410156,0.4645031690597534,0.2603873014450073,0.24650725722312927,0.18147483468055725,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24595768749713898,0.3022993505001068,0.50484299659729,0.24034054577350616,0.22208234667778015,0.2587496340274811,0.4130953550338745
