,what,is,another,name,for,the,tabula,rogeriana,?
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,1.0,0.1973499059677124,0.1675933301448822,0.22068053483963013
andalusian,0.16759787499904633,0.1745094507932663,0.16999858617782593,0.17588257789611816,0.17841792106628418,0.27941614389419556,0.28231382369995117,0.3913934528827667,0.12756481766700745
al-idrisi,0.17800462245941162,0.2598316967487335,0.22790370881557465,0.2096373438835144,0.12298249453306198,0.2755300998687744,0.30138540267944336,0.3948473632335663,0.16847078502178192
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.25737348198890686,0.9999999403953552,0.4739971458911896,0.10135900974273682,0.19342857599258423,0.264628142118454
king,0.18449601531028748,0.193196102976799,0.14979210495948792,0.22814035415649414,0.17887762188911438,0.25887003540992737,0.08414456993341446,0.13629110157489777,0.19130074977874756
roger,0.1456337571144104,0.11618486046791077,0.18412356078624725,0.09509024024009705,0.202398419380188,0.1998666524887085,0.14175796508789062,0.4783751964569092,0.0969553217291832
ii,0.13866674900054932,0.18301032483577728,0.14765627682209015,0.13721589744091034,0.11304846405982971,0.2631464898586273,0.04533625394105911,0.19074572622776031,0.11928234249353409
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.733189046382904,0.1310339868068695,0.17414875328540802,0.1826142966747284
sicily,0.19869458675384521,0.10625676065683365,0.17347003519535065,0.12762299180030823,0.10400456935167313,0.19926249980926514,0.07131250947713852,0.3189416825771332,0.18028976023197174
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.22822228074073792,0.2578403055667877,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.5171257257461548,0.16210751235485077,0.24636268615722656,0.20544172823429108
entitled,0.3050041198730469,0.18727818131446838,0.2299620509147644,0.1648283153772354,0.20909465849399567,0.2671615183353424,0.10849936306476593,0.16856680810451508,0.2216128408908844
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.1001104861497879,0.01270448137074709,0.029072100296616554,0.030498163774609566,0.050730299204587936,0.0685480609536171
kitab,0.19677044451236725,0.19105501472949982,0.1788477897644043,0.21201685070991516,0.20394259691238403,0.24534200131893158,0.32740482687950134,0.17692536115646362,0.17836767435073853
rudjdjar,0.27811071276664734,0.3168294131755829,0.2516537308692932,0.2578473389148712,0.2713291645050049,0.3780645430088043,0.3546932637691498,0.3145131468772888,0.23599010705947876
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.003883055876940489,-0.04479556903243065,0.041273195296525955,0.05495042726397514,0.0019411522662267089,0.018684765323996544
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.18415923416614532,0.29081934690475464,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.1001104861497879,0.01270448137074709,0.029072100296616554,0.030498163774609566,0.050730299204587936,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,1.0,0.1973499059677124,0.1675933301448822,0.22068053483963013
book,0.2872225046157837,0.21808475255966187,0.22071021795272827,0.24604547023773193,0.22091296315193176,0.2652374505996704,0.2524474263191223,0.1467892825603485,0.20572158694267273
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.733189046382904,0.1310339868068695,0.17414875328540802,0.1826142966747284
roger,0.1456337571144104,0.11618486046791077,0.18412356078624725,0.09509024024009705,0.202398419380188,0.1998666524887085,0.14175796508789062,0.4783751964569092,0.0969553217291832
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.003883055876940489,-0.04479556903243065,0.041273195296525955,0.05495042726397514,0.0019411522662267089,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.17994076013565063,0.31601017713546753,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.14329981803894043,0.26739028096199036,0.4130953550338745
