,what,are,the,only,states,where,abc,does,n't,have,a,licensed,affiliate,?
served,0.1271134465932846,0.15295611321926117,0.25209251046180725,0.16004319489002228,0.28859075903892517,0.1684255450963974,0.16432487964630127,0.1031247079372406,0.11909802258014679,0.13305221498012543,0.19521114230155945,0.23021578788757324,0.24236620962619781,0.117141492664814
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.36511722207069397,0.23827408254146576,0.2641284465789795,0.17600902915000916,0.143477201461792,-0.025093624368309975,0.3359639644622803,0.32094135880470276,0.213125541806221,0.06732604652643204,0.17966607213020325
new,0.2130378633737564,0.1899496167898178,0.3845241069793701,0.3027914762496948,0.2868576645851135,0.26026442646980286,0.20663127303123474,0.1745370477437973,-0.016819652169942856,0.2689777910709381,0.3214259147644043,0.14952342212200165,0.19733105599880219,0.14782847464084625
york,0.15652963519096375,0.13096141815185547,0.3034006953239441,0.19947028160095215,0.34004098176956177,0.21910661458969116,0.25457969307899475,0.13478584587574005,0.12175535410642624,0.17621928453445435,0.205710306763649,0.11932123452425003,0.22300472855567932,0.15262620151042938
city,0.17493832111358643,0.19493703544139862,0.35769423842430115,0.18977274000644684,0.33636292815208435,0.2686662971973419,0.2157231718301773,0.10004369169473648,0.05279622972011566,0.154191792011261,0.2349124401807785,0.10322298854589462,0.2306055873632431,0.13423943519592285
o,0.1489914506673813,0.10547653585672379,0.19071193039417267,0.1458490490913391,0.15000249445438385,0.1953042894601822,0.22499863803386688,0.1532406359910965,0.08287324756383896,0.14207424223423004,0.18840523064136505,0.06284653395414352,0.21687158942222595,0.23868927359580994
&,0.11141876131296158,0.17888472974300385,0.14992168545722961,0.12420625239610672,0.14243322610855103,0.08200476318597794,0.1936885565519333,0.13294216990470886,0.042866576462984085,0.1609847992658615,0.07266713678836823,0.12411247938871384,0.07999526709318161,0.12596383690834045
o,0.1489914506673813,0.10547653585672379,0.19071193039417267,0.1458490490913391,0.15000249445438385,0.1953042894601822,0.22499863803386688,0.1532406359910965,0.08287324756383896,0.14207424223423004,0.18840523064136505,0.06284653395414352,0.21687158942222595,0.23868927359580994
wabc-tv,0.2753899097442627,0.2167525440454483,0.365464985370636,0.31843557953834534,0.3621530830860138,0.24559739232063293,0.5460134148597717,0.2439786195755005,-0.011257338337600231,0.23458439111709595,0.31063950061798096,0.2612811028957367,0.39491117000579834,0.2822728157043457
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4542345404624939,0.2974761426448822,0.43859338760375977,0.16453155875205994,0.3461615741252899,-0.0602874718606472,0.4711785912513733,0.3739250600337982,0.19729462265968323,0.19473032653331757,0.20544172823429108
philadelphia,0.15730510652065277,0.15433327853679657,0.22828452289104462,0.1860356330871582,0.2249263972043991,0.19628676772117615,0.2533737123012543,0.1184079647064209,0.09126888960599899,0.1585635542869568,0.15372835099697113,0.1371806263923645,0.2739221155643463,0.1888369768857956
o,0.1489914506673813,0.10547653585672379,0.19071193039417267,0.1458490490913391,0.15000249445438385,0.1953042894601822,0.22499863803386688,0.1532406359910965,0.08287324756383896,0.14207424223423004,0.18840523064136505,0.06284653395414352,0.21687158942222595,0.23868927359580994
&,0.11141876131296158,0.17888472974300385,0.14992168545722961,0.12420625239610672,0.14243322610855103,0.08200476318597794,0.1936885565519333,0.13294216990470886,0.042866576462984085,0.1609847992658615,0.07266713678836823,0.12411247938871384,0.07999526709318161,0.12596383690834045
o,0.1489914506673813,0.10547653585672379,0.19071193039417267,0.1458490490913391,0.15000249445438385,0.1953042894601822,0.22499863803386688,0.1532406359910965,0.08287324756383896,0.14207424223423004,0.18840523064136505,0.06284653395414352,0.21687158942222595,0.23868927359580994
wpvi-tv,0.19311726093292236,0.17477481067180634,0.3346294164657593,0.23435887694358826,0.2952505350112915,0.2444334328174591,0.4654618799686432,0.16067354381084442,0.03880792111158371,0.17930170893669128,0.26706022024154663,0.3230999708175659,0.43229296803474426,0.22201858460903168
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.11739356070756912,0.03983156383037567,-0.020392686128616333,-0.0012340332614257932,0.0650511160492897,0.01979796029627323,0.10650043189525604,-0.02122584730386734,0.09154365211725235,0.061708442866802216,0.10349778085947037
rhode,0.13167120516300201,0.11817692220211029,0.2171497344970703,0.2132096290588379,0.3511652946472168,0.19794882833957672,0.19540761411190033,0.15865996479988098,0.02444525808095932,0.189913809299469,0.21756064891815186,0.22436584532260895,0.257418155670166,0.1142183318734169
island,0.1299295574426651,0.18291404843330383,0.2837921977043152,0.22293788194656372,0.2117181122303009,0.21791329979896545,0.18038521707057953,0.08950044214725494,-0.07170455157756805,0.19539113342761993,0.2505504786968231,0.13685986399650574,0.16969183087348938,0.0887429490685463
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.44708555936813354,0.21939043700695038,0.3586711287498474,0.16037321090698242,0.4403602182865143,0.028099019080400467,0.3613572418689728,0.658733606338501,0.11482246220111847,0.10908813774585724,0.22961433231830597
served,0.1271134465932846,0.15295611321926117,0.25209251046180725,0.16004319489002228,0.28859075903892517,0.1684255450963974,0.16432487964630127,0.1031247079372406,0.11909802258014679,0.13305221498012543,0.19521114230155945,0.23021578788757324,0.24236620962619781,0.117141492664814
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.36511722207069397,0.23827408254146576,0.2641284465789795,0.17600902915000916,0.143477201461792,-0.025093624368309975,0.3359639644622803,0.32094135880470276,0.213125541806221,0.06732604652643204,0.17966607213020325
new,0.2130378633737564,0.1899496167898178,0.3845241069793701,0.3027914762496948,0.2868576645851135,0.26026442646980286,0.20663127303123474,0.1745370477437973,-0.016819652169942856,0.2689777910709381,0.3214259147644043,0.14952342212200165,0.19733105599880219,0.14782847464084625
bedford,0.1186041310429573,0.1735667735338211,0.23613980412483215,0.20778897404670715,0.23580925166606903,0.2548731863498688,0.17196804285049438,0.1460934579372406,0.005084106232970953,0.19613441824913025,0.21635225415229797,0.17266152799129486,0.19521166384220123,0.1353403776884079
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.4220978021621704,0.3315127193927765,0.3149496018886566,0.2097204476594925,0.28617382049560547,0.11016341298818588,0.3541618287563324,0.427140474319458,0.20353545248508453,0.20519042015075684,0.31091248989105225
massachusetts-licensed,0.2368072271347046,0.15340717136859894,0.26929324865341187,0.2690497636795044,0.39645102620124817,0.24910099804401398,0.2150086909532547,0.1728868931531906,0.11547506600618362,0.24056322872638702,0.2278304398059845,0.5333488583564758,0.2679787576198578,0.1859058141708374
wlne,0.2455216348171234,0.28620418906211853,0.3588241636753082,0.33029159903526306,0.21091607213020325,0.2657938003540039,0.19104604423046112,0.2186623364686966,0.12050978094339371,0.24362969398498535,0.2902912497520447,0.2100621908903122,0.19693344831466675,0.2021847367286682
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.11739356070756912,0.03983156383037567,-0.020392686128616333,-0.0012340332614257932,0.0650511160492897,0.01979796029627323,0.10650043189525604,-0.02122584730386734,0.09154365211725235,0.061708442866802216,0.10349778085947037
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4542345404624939,0.2974761426448822,0.43859338760375977,0.16453155875205994,0.3461615741252899,-0.0602874718606472,0.4711785912513733,0.3739250600337982,0.19729462265968323,0.19473032653331757,0.20544172823429108
delaware,0.18164442479610443,0.14536382257938385,0.25031036138534546,0.18631631135940552,0.41519221663475037,0.2482679933309555,0.21236278116703033,0.14036719501018524,-0.008784986101090908,0.18143777549266815,0.21505054831504822,0.1269925981760025,0.27689388394355774,0.08925230801105499
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.44708555936813354,0.21939043700695038,0.3586711287498474,0.16037321090698242,0.4403602182865143,0.028099019080400467,0.3613572418689728,0.658733606338501,0.11482246220111847,0.10908813774585724,0.22961433231830597
served,0.1271134465932846,0.15295611321926117,0.25209251046180725,0.16004319489002228,0.28859075903892517,0.1684255450963974,0.16432487964630127,0.1031247079372406,0.11909802258014679,0.13305221498012543,0.19521114230155945,0.23021578788757324,0.24236620962619781,0.117141492664814
by,0.2455483376979828,0.37842893600463867,0.4408751428127289,0.36511722207069397,0.23827408254146576,0.2641284465789795,0.17600902915000916,0.143477201461792,-0.025093624368309975,0.3359639644622803,0.32094135880470276,0.213125541806221,0.06732604652643204,0.17966607213020325
wpvi,0.14711928367614746,0.08377014100551605,0.1761910766363144,0.10881859064102173,0.1765090376138687,0.14384092390537262,0.23509278893470764,0.1283859759569168,0.38924339413642883,0.08863779157400131,0.16985861957073212,0.1946379542350769,0.15744929015636444,0.2416757494211197
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4542345404624939,0.2974761426448822,0.43859338760375977,0.16453155875205994,0.3461615741252899,-0.0602874718606472,0.4711785912513733,0.3739250600337982,0.19729462265968323,0.19473032653331757,0.20544172823429108
salisbury,0.15543417632579803,0.16254965960979462,0.25709521770477295,0.15645912289619446,0.17993712425231934,0.18781791627407074,0.08989359438419342,0.18066295981407166,0.08064555376768112,0.18383869528770447,0.18979917466640472,0.1880277693271637,0.147131085395813,0.13407976925373077
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.4220978021621704,0.3315127193927765,0.3149496018886566,0.2097204476594925,0.28617382049560547,0.11016341298818588,0.3541618287563324,0.427140474319458,0.20353545248508453,0.20519042015075684,0.31091248989105225
maryland,0.16073034703731537,0.16685490310192108,0.24129721522331238,0.13744089007377625,0.3677668273448944,0.21873363852500916,0.2196578085422516,0.15316224098205566,0.03956258296966553,0.16807131469249725,0.1839614063501358,0.1715472936630249,0.2344285398721695,0.1356351226568222
affiliate,0.16121849417686462,0.1953243762254715,0.2278994768857956,0.17645414173603058,0.2712634205818176,0.22532394528388977,0.2614424228668213,0.1453445851802826,-0.007390387821942568,0.1903684437274933,0.15037991106510162,0.2481568306684494,0.9999999403953552,0.10958297550678253
wmdt,0.2982940971851349,0.18916721642017365,0.2629529535770416,0.3079722821712494,0.3381457030773163,0.24066084623336792,0.23579564690589905,0.2172669619321823,0.0944308191537857,0.23634746670722961,0.24439455568790436,0.28293225169181824,0.24471306800842285,0.35484418272972107
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.31837013363838196,0.2059156745672226,0.20711064338684082,0.18381085991859436,0.2575884759426117,0.16805793344974518,0.22866283357143402,0.3640355169773102,0.09214137494564056,0.19913357496261597,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.49507418274879456,0.33941102027893066,0.41390106081962585,0.2567209303379059,0.3022993505001068,0.01884327083826065,0.41614407300949097,0.50484299659729,0.21411098539829254,0.19002677500247955,0.4130953550338745
