,why,should,one,not,go,to,jail,?
to,0.4100138247013092,0.44452130794525146,0.4025384783744812,0.5149973034858704,0.384844571352005,1.0,0.22650986909866333,0.29463258385658264
demean,0.24208100140094757,0.295383095741272,0.21973605453968048,0.3509797751903534,0.2040853202342987,0.32878556847572327,0.24242235720157623,0.21915172040462494
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
seriousness,0.2623680830001831,0.263074666261673,0.22478103637695312,0.31100112199783325,0.1480083465576172,0.284199059009552,0.2359038144350052,0.2175779640674591
of,0.28464117646217346,0.23792634904384613,0.4999135136604309,0.3307090103626251,0.21881330013275146,0.41548454761505127,0.1333254873752594,0.1826142966747284
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
protest,0.18201817572116852,0.21267084777355194,0.22410526871681213,0.227195143699646,0.17390236258506775,0.22359536588191986,0.37792471051216125,0.1878921240568161
...,-0.039959535002708435,-0.07162489742040634,-0.0329047329723835,-0.03594308719038963,-0.029628539457917213,-0.012529745697975159,0.12761658430099487,-0.07163430005311966
in,0.23227278888225555,0.23054338991641998,0.4129433035850525,0.3403114080429077,0.22233200073242188,0.45010748505592346,0.29173749685287476,0.20430970191955566
particular,0.41611579060554504,0.3509279787540436,0.4187047481536865,0.40213173627853394,0.1773575395345688,0.40318208932876587,0.0955941379070282,0.2741454839706421
",",0.2827242314815521,0.2706286907196045,0.3696635365486145,0.3769696354866028,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.31091248989105225
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
neo-conservative,0.18467079102993011,0.23836947977542877,0.18991105258464813,0.19242019951343536,0.06701590865850449,0.20380879938602448,0.15937893092632294,0.18709705770015717
insistence,0.3304547965526581,0.3625161349773407,0.2397981733083725,0.40877026319503784,0.20759163796901703,0.3614755868911743,0.18453176319599152,0.2511027157306671
on,0.2698206305503845,0.35256603360176086,0.3601475656032562,0.3516409695148468,0.23738256096839905,0.41031414270401,0.20507000386714935,0.2714994251728058
a,0.2667238116264343,0.2715131938457489,0.4910551905632019,0.3791346549987793,0.24019409716129303,0.45503583550453186,0.20816455781459808,0.23916715383529663
guilty,0.21428096294403076,0.19196780025959015,0.17315085232257843,0.31318390369415283,0.19140440225601196,0.1728491187095642,0.5065884590148926,0.17103199660778046
plea,0.26727294921875,0.2610860764980316,0.15266552567481995,0.2595071494579315,0.1678389012813568,0.24961312115192413,0.2800543010234833,0.25167709589004517
should,0.46524253487586975,0.9999999403953552,0.30376771092414856,0.5875406265258789,0.2605264186859131,0.44452130794525146,0.17062515020370483,0.4442402422428131
be,0.4042811989784241,0.6527681946754456,0.4154875874519348,0.5788898468017578,0.3084210157394409,0.4972836375236511,0.20116743445396423,0.3324260413646698
eliminated,0.13916240632534027,0.16540655493736267,0.16843748092651367,0.1480126827955246,0.13481028378009796,0.18241703510284424,0.13790112733840942,0.09558668732643127
.,0.32909876108169556,0.3516756594181061,0.4123194217681885,0.4824007451534271,0.3313661813735962,0.4645031690597534,0.2654972970485687,0.4130953550338745
'',-0.038651224225759506,0.09159162640571594,0.036477331072092056,0.04262445494532585,-0.060829803347587585,-0.009905828163027763,-0.016632461920380592,0.018684765323996544
,why,should,one,not,go,to,jail,?
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
key,0.17808502912521362,0.20867092907428741,0.24174045026302338,0.18082435429096222,0.14601223170757294,0.25827717781066895,0.10589631646871567,0.18782930076122284
point,0.319356232881546,0.26493120193481445,0.2811886668205261,0.2949138879776001,0.2041856199502945,0.3403111398220062,0.08821144700050354,0.19189560413360596
is,0.26410171389579773,0.33635082840919495,0.4544198513031006,0.3776007890701294,0.19626101851463318,0.42745086550712585,0.1632465124130249,0.22961433231830597
that,0.5601457357406616,0.4588061273097992,0.5133185982704163,0.6600887179374695,0.337613970041275,0.5436353087425232,0.19600741565227509,0.32716336846351624
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
spirit,0.20021681487560272,0.19171662628650665,0.20370915532112122,0.21703514456748962,0.19090090692043304,0.24216829240322113,0.13250946998596191,0.18818747997283936
of,0.28464117646217346,0.23792634904384613,0.4999135136604309,0.3307090103626251,0.21881330013275146,0.41548454761505127,0.1333254873752594,0.1826142966747284
protest,0.18201817572116852,0.21267084777355194,0.22410526871681213,0.227195143699646,0.17390236258506775,0.22359536588191986,0.37792471051216125,0.1878921240568161
should,0.46524253487586975,0.9999999403953552,0.30376771092414856,0.5875406265258789,0.2605264186859131,0.44452130794525146,0.17062515020370483,0.4442402422428131
be,0.4042811989784241,0.6527681946754456,0.4154875874519348,0.5788898468017578,0.3084210157394409,0.4972836375236511,0.20116743445396423,0.3324260413646698
maintained,0.16510885953903198,0.1941220611333847,0.20542451739311218,0.2596661150455475,0.23536774516105652,0.19650894403457642,0.13976170122623444,0.17174425721168518
all,0.3601224720478058,0.3966715335845947,0.4628787636756897,0.4974499046802521,0.3381942808628082,0.42520734667778015,0.18124648928642273,0.29575422406196594
the,0.30742117762565613,0.32399165630340576,0.5514441132545471,0.4310511648654938,0.29801803827285767,0.535392165184021,0.15714490413665771,0.22068053483963013
way,0.4614833891391754,0.4029439091682434,0.3798474967479706,0.4712067246437073,0.3457633852958679,0.4772548973560333,0.19468265771865845,0.31575819849967957
",",0.2827242314815521,0.2706286907196045,0.3696635365486145,0.3769696354866028,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.31091248989105225
whether,0.4825657606124878,0.4941921830177307,0.32185885310173035,0.5590019822120667,0.24043956398963928,0.43423423171043396,0.14730659127235413,0.3150278329849243
it,0.376611590385437,0.3525244891643524,0.4284902811050415,0.4651523232460022,0.26342496275901794,0.513711154460907,0.19181759655475616,0.25732165575027466
is,0.26410171389579773,0.33635082840919495,0.4544198513031006,0.3776007890701294,0.19626101851463318,0.42745086550712585,0.1632465124130249,0.22961433231830597
done,0.3333980143070221,0.3429616391658783,0.3247202932834625,0.41713568568229675,0.29694995284080505,0.2647212743759155,0.18869131803512573,0.36153489351272583
by,0.19170543551445007,0.2928081750869751,0.29445651173591614,0.291808545589447,0.1252865046262741,0.33534231781959534,0.17996975779533386,0.17966607213020325
remaining,0.21571965515613556,0.25223416090011597,0.41976359486579895,0.3343394994735718,0.18834875524044037,0.3465334177017212,0.16400869190692902,0.16961920261383057
in,0.23227278888225555,0.23054338991641998,0.4129433035850525,0.3403114080429077,0.22233200073242188,0.45010748505592346,0.29173749685287476,0.20430970191955566
jail,0.135487899184227,0.17062515020370483,0.21050457656383514,0.1941397488117218,0.2595185935497284,0.22650986909866333,0.9999999403953552,0.16329234838485718
",",0.2827242314815521,0.2706286907196045,0.3696635365486145,0.3769696354866028,0.3043581247329712,0.44245919585227966,0.2607647180557251,0.31091248989105225
or,0.3391086459159851,0.38324013352394104,0.4022330939769745,0.5119067430496216,0.2659039795398712,0.38921234011650085,0.1504494696855545,0.32389625906944275
by,0.19170543551445007,0.2928081750869751,0.29445651173591614,0.291808545589447,0.1252865046262741,0.33534231781959534,0.17996975779533386,0.17966607213020325
evading,0.38442400097846985,0.39014682173728943,0.29588496685028076,0.3950886130332947,0.23838064074516296,0.3431282341480255,0.2732826769351959,0.38648685812950134
it,0.376611590385437,0.3525244891643524,0.4284902811050415,0.4651523232460022,0.26342496275901794,0.513711154460907,0.19181759655475616,0.25732165575027466
.,0.32909876108169556,0.3516756594181061,0.4123194217681885,0.4824007451534271,0.3313661813735962,0.4645031690597534,0.2654972970485687,0.4130953550338745
