,what,are,three,examples,of,complexity,classes,associated,with,definitions,established,by,probabilistic,turing,machines,?
turing,0.2806522250175476,0.17666763067245483,0.21400944888591766,0.22628818452358246,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.12496623396873474,0.15793664753437042,0.2927422821521759,0.17400909960269928,0.21632690727710724,0.32914790511131287,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.25512105226516724,0.3025093972682953,0.15195970237255096,0.3613598346710205,0.18757474422454834,0.3310573697090149,0.273708313703537,0.14539353549480438,0.1873357594013214,0.2865908145904541,0.07625187188386917,0.24781198799610138,0.2866758108139038,0.4426501989364624,1.0,0.17646311223506927
;,0.10986888408660889,0.15315808355808258,0.09313292801380157,0.023555397987365723,0.054534342139959335,0.013201623223721981,0.07329844683408737,0.05939144268631935,0.12944702804088593,0.03353661298751831,0.08158086240291595,0.10469875484704971,-0.02523854374885559,-0.0509064756333828,-0.042604923248291016,0.10349778085947037
ac,0.12080251425504684,0.13838498294353485,0.05352921783924103,0.12420491874217987,0.09591341018676758,0.09365164488554001,0.18887367844581604,0.14298006892204285,0.0663527175784111,0.11386904120445251,0.10977379232645035,0.1186637356877327,0.1683168262243271,0.16126105189323425,0.12269695848226547,0.19071458280086517
and,0.31309178471565247,0.48576638102531433,0.3826501965522766,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.30157923698425293,0.5477725267410278,0.25120699405670166,0.2369968742132187,0.4289871156215668,0.1855754405260086,0.22459711134433746,0.2919604778289795,0.20544172823429108
nc,0.15436547994613647,0.13475705683231354,0.1409074068069458,0.1105312630534172,0.1582258641719818,0.1345045417547226,0.14629296958446503,0.1632889211177826,0.06544919312000275,0.17452485859394073,0.12372816354036331,0.14006605744361877,0.1877427101135254,0.050199009478092194,0.07853726297616959,0.1283540427684784
",",0.3087472915649414,0.4062570035457611,0.3347506821155548,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.27184680104255676,0.4120737314224243,0.2748112082481384,0.22739723324775696,0.3680937886238098,0.1886555552482605,0.2807261645793915,0.25857728719711304,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.40919098258018494,0.38271647691726685,0.5011631846427917,0.2941568195819855,0.2896202504634857,0.3083685338497162,0.46403205394744873,0.35068097710609436,0.26644110679626465,0.40543368458747864,0.36450162529945374,0.2775655686855316,0.34661024808883667,0.25814583897590637
are,0.29724663496017456,1.0,0.38895705342292786,0.5214043259620667,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.28055059909820557,0.38996943831443787,0.3480089008808136,0.13481727242469788,0.37842893600463867,0.2588419020175934,0.17666763067245483,0.3025093972682953,0.24591213464736938
defined,0.25343453884124756,0.2598877251148224,0.1854511797428131,0.3056606650352478,0.2659633457660675,0.32216620445251465,0.2014472633600235,0.3484164774417877,0.23112677037715912,0.576927125453949,0.29635512828826904,0.23525729775428772,0.3569490611553192,0.19055604934692383,0.1453070044517517,0.22494901716709137
using,0.27984681725502014,0.3385874032974243,0.17423652112483978,0.37008148431777954,0.24298200011253357,0.2878689169883728,0.20710119605064392,0.17376847565174103,0.3917884826660156,0.2746617794036865,0.1401502937078476,0.349493145942688,0.3011559545993805,0.2872474789619446,0.39130058884620667,0.2804589569568634
boolean,0.27341124415397644,0.23972216248512268,0.14091897010803223,0.289700448513031,0.15521764755249023,0.3921334147453308,0.25139960646629333,0.20316506922245026,0.13382364809513092,0.37884700298309326,0.079432412981987,0.10928058624267578,0.49229681491851807,0.37214887142181396,0.2949509620666504,0.31161975860595703
circuits,0.18163272738456726,0.281847208738327,0.19097301363945007,0.2694280743598938,0.26405566930770874,0.3720915615558624,0.20703531801700592,0.1557580977678299,0.12872202694416046,0.26595398783683777,0.1751297563314438,0.20276576280593872,0.2947719097137451,0.2664732336997986,0.3860131800174713,0.07647933810949326
;,0.10986888408660889,0.15315808355808258,0.09313292801380157,0.023555397987365723,0.054534342139959335,0.013201623223721981,0.07329844683408737,0.05939144268631935,0.12944702804088593,0.03353661298751831,0.08158086240291595,0.10469875484704971,-0.02523854374885559,-0.0509064756333828,-0.042604923248291016,0.10349778085947037
and,0.31309178471565247,0.48576638102531433,0.3826501965522766,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.30157923698425293,0.5477725267410278,0.25120699405670166,0.2369968742132187,0.4289871156215668,0.1855754405260086,0.22459711134433746,0.2919604778289795,0.20544172823429108
bqp,0.13864435255527496,0.181287482380867,0.18571968376636505,0.2116616666316986,0.1784011721611023,0.24594111740589142,0.16549146175384521,0.1667158007621765,0.2253616601228714,0.27128154039382935,0.1451381891965866,0.1279618889093399,0.277351975440979,0.1806178241968155,0.13465480506420135,0.18803688883781433
and,0.31309178471565247,0.48576638102531433,0.3826501965522766,0.35639533400535583,0.5116966962814331,0.2520415782928467,0.2892279624938965,0.30157923698425293,0.5477725267410278,0.25120699405670166,0.2369968742132187,0.4289871156215668,0.1855754405260086,0.22459711134433746,0.2919604778289795,0.20544172823429108
qma,0.2618003189563751,0.14132271707057953,0.16459886729717255,0.18105025589466095,0.15008953213691711,0.22094041109085083,0.20371733605861664,0.21199436485767365,0.1765545755624771,0.2699475884437561,0.14268901944160461,0.09072098881006241,0.21939216554164886,0.23636570572853088,0.1845434606075287,0.23617024719715118
",",0.3087472915649414,0.4062570035457611,0.3347506821155548,0.2687304615974426,0.4946078956127167,0.27822354435920715,0.26848307251930237,0.27184680104255676,0.4120737314224243,0.2748112082481384,0.22739723324775696,0.3680937886238098,0.1886555552482605,0.2807261645793915,0.25857728719711304,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.40919098258018494,0.38271647691726685,0.5011631846427917,0.2941568195819855,0.2896202504634857,0.3083685338497162,0.46403205394744873,0.35068097710609436,0.26644110679626465,0.40543368458747864,0.36450162529945374,0.2775655686855316,0.34661024808883667,0.25814583897590637
are,0.29724663496017456,1.0,0.38895705342292786,0.5214043259620667,0.39081433415412903,0.27680158615112305,0.2913099527359009,0.28055059909820557,0.38996943831443787,0.3480089008808136,0.13481727242469788,0.37842893600463867,0.2588419020175934,0.17666763067245483,0.3025093972682953,0.24591213464736938
defined,0.25343453884124756,0.2598877251148224,0.1854511797428131,0.3056606650352478,0.2659633457660675,0.32216620445251465,0.2014472633600235,0.3484164774417877,0.23112677037715912,0.576927125453949,0.29635512828826904,0.23525729775428772,0.3569490611553192,0.19055604934692383,0.1453070044517517,0.22494901716709137
using,0.27984681725502014,0.3385874032974243,0.17423652112483978,0.37008148431777954,0.24298200011253357,0.2878689169883728,0.20710119605064392,0.17376847565174103,0.3917884826660156,0.2746617794036865,0.1401502937078476,0.349493145942688,0.3011559545993805,0.2872474789619446,0.39130058884620667,0.2804589569568634
quantum,0.3095471262931824,0.2200530767440796,0.12282847613096237,0.18203707039356232,0.24717314541339874,0.3877669870853424,0.15355417132377625,0.13747689127922058,0.1917714923620224,0.31406697630882263,0.12018027901649475,0.15353511273860931,0.503058135509491,0.37597617506980896,0.3026863634586334,0.20770002901554108
turing,0.2806522250175476,0.17666763067245483,0.21400944888591766,0.22628818452358246,0.2670239806175232,0.41919052600860596,0.17569570243358612,0.12496623396873474,0.15793664753437042,0.2927422821521759,0.17400909960269928,0.21632690727710724,0.32914790511131287,1.0000001192092896,0.4426501989364624,0.1460462063550949
machines,0.25512105226516724,0.3025093972682953,0.15195970237255096,0.3613598346710205,0.18757474422454834,0.3310573697090149,0.273708313703537,0.14539353549480438,0.1873357594013214,0.2865908145904541,0.07625187188386917,0.24781198799610138,0.2866758108139038,0.4426501989364624,1.0,0.17646311223506927
.,0.3567904531955719,0.3452940285205841,0.34968629479408264,0.28905922174453735,0.5352458953857422,0.21340465545654297,0.24851149320602417,0.2184346318244934,0.4446153938770294,0.25005432963371277,0.23771190643310547,0.3936232924461365,0.22896455228328705,0.19254323840141296,0.22565115988254547,0.4130953550338745
