,in,what,year,was,hatmanis,and,stearn,'s,seminal,work,in,computational,complexity,received,?
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.2003926932811737,0.4289871156215668,0.22386537492275238,-0.010884488001465797,0.131548672914505,0.25005507469177246,0.370934396982193,0.2209896296262741,0.17643122375011444,0.22934994101524353,0.17966607213020325
juris,0.19349056482315063,0.12497681379318237,0.2061810940504074,0.22195065021514893,0.29138433933258057,0.16710282862186432,0.21560250222682953,0.022211065515875816,0.3132437467575073,0.1586868017911911,0.19349056482315063,0.23524533212184906,0.16661161184310913,0.23683124780654907,0.16114385426044464
hartmanis,0.2306250035762787,0.17896461486816406,0.24515683948993683,0.2562742531299591,0.7144092321395874,0.28281959891319275,0.26591530442237854,0.04682100936770439,0.22267141938209534,0.19502614438533783,0.2306250035762787,0.2779824137687683,0.23879489302635193,0.23122146725654602,0.226792111992836
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.26619186997413635,1.0,0.34638628363609314,0.06895173341035843,0.2632594406604767,0.37551814317703247,0.4954058527946472,0.28914058208465576,0.2520415782928467,0.24762246012687683,0.20544172823429108
richard,0.23321768641471863,0.19329693913459778,0.15675048530101776,0.26966050267219543,0.15304714441299438,0.22443673014640808,0.3248726427555084,-0.04731119051575661,0.07887817174196243,0.17795470356941223,0.23321768641471863,0.17627395689487457,0.18712715804576874,0.19781772792339325,0.15003317594528198
stearns,0.2727750241756439,0.09085679799318314,0.2581235468387604,0.2744402289390564,0.23330727219581604,0.30026283860206604,0.8098343014717102,0.042430579662323,0.15857718884944916,0.20315434038639069,0.2727750241756439,0.21159939467906952,0.11445251852273941,0.27213501930236816,0.10467979311943054
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.24078631401062012,0.4862271547317505,0.2612013518810272,0.0012731997994706035,0.15577071905136108,0.22960703074932098,0.3087427020072937,0.2595787048339844,0.19830146431922913,0.19827008247375488,0.40561532974243164
1965,0.006827604491263628,0.15314841270446777,0.1789858192205429,0.07673795521259308,0.010119873099029064,0.032571952790021896,-0.03870934620499611,0.0007335363770835102,-0.06411775946617126,0.12314679473638535,0.006827604491263628,0.019209105521440506,0.08488959074020386,0.04607776552438736,0.26302391290664673
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.24432756006717682,0.4961937665939331,0.27856382727622986,0.021107977256178856,0.15175843238830566,0.251366525888443,0.3326910734176636,0.2728332579135895,0.21122688055038452,0.2169337123632431,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3330657482147217,0.6633074283599854,0.43065840005874634,-0.0016132977325469255,0.22261923551559448,0.3283594250679016,0.5201468467712402,0.28742313385009766,0.27822354435920715,0.2926693558692932,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.25845208764076233,0.506277859210968,0.19349627196788788,0.03856118768453598,0.3098967671394348,0.30331435799598694,0.4840516746044159,0.3098025321960449,0.2941568195819855,0.15137042105197906,0.25814583897590637
laid,0.2162552922964096,0.1648951917886734,0.17952243983745575,0.2393600195646286,0.029964249581098557,0.22236867249011993,0.18989655375480652,0.038369715213775635,0.1901879459619522,0.26246318221092224,0.2162552922964096,0.1938391625881195,0.22311148047447205,0.2424507439136505,0.11215737462043762
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28168347477912903,0.20543506741523743,0.3881998062133789,0.2385709136724472,0.0021837172098457813,0.18670199811458588,0.2687481939792633,0.3576207756996155,0.2345632016658783,0.2140352427959442,0.1494208574295044,0.22020699083805084
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2648254930973053,0.5171257257461548,0.25308293104171753,-0.01540423184633255,0.24568264186382294,0.2704800069332123,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.24890556931495667,0.22068053483963013
definitions,0.21859706938266754,0.3369276225566864,0.16092878580093384,0.1263861060142517,0.2745674252510071,0.25120699405670166,0.08380049467086792,-0.06459112465381622,0.20232349634170532,0.2529650628566742,0.21859706938266754,0.3927425742149353,0.47425541281700134,0.15735584497451782,0.3035217523574829
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.20365147292613983,0.5116966962814331,0.26410359144210815,-0.03817026689648628,0.25387927889823914,0.23473061621189117,0.5696388483047485,0.2832651138305664,0.23338180780410767,0.2628524899482727,0.1826142966747284
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3641340136528015,0.19836436212062836,0.3025408685207367,0.21529604494571686,0.01301188487559557,0.10630541294813156,0.33320653438568115,0.3431483507156372,0.25503867864608765,0.2680857479572296,0.1648865044116974,0.27391523122787476
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.26619186997413635,1.0,0.34638628363609314,0.06895173341035843,0.2632594406604767,0.37551814317703247,0.4954058527946472,0.28914058208465576,0.2520415782928467,0.24762246012687683,0.20544172823429108
space,0.17648501694202423,0.20525942742824554,0.1583017259836197,0.14677780866622925,0.19116082787513733,0.22901733219623566,0.12652485072612762,-0.1200559139251709,0.18898577988147736,0.2294510304927826,0.17648501694202423,0.3148576319217682,0.2585889995098114,0.10016286373138428,0.1885536164045334
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.17062535881996155,0.19082823395729065,0.2520415782928467,0.08604516834020615,0.04128362610936165,0.2702244222164154,0.33681556582450867,0.20012179017066956,0.6165810823440552,1.0,0.16419602930545807,0.23062916100025177
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.26619186997413635,1.0,0.34638628363609314,0.06895173341035843,0.2632594406604767,0.37551814317703247,0.4954058527946472,0.28914058208465576,0.2520415782928467,0.24762246012687683,0.20544172823429108
proved,0.2292184680700302,0.23704653978347778,0.17665696144104004,0.3044681251049042,0.19119645655155182,0.23146256804466248,0.16074351966381073,0.02317718043923378,0.09848194569349289,0.25560256838798523,0.2292184680700302,0.33539673686027527,0.26469939947128296,0.26473289728164673,0.1678566187620163
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.2648254930973053,0.5171257257461548,0.25308293104171753,-0.01540423184633255,0.24568264186382294,0.2704800069332123,0.6662389636039734,0.18477948009967804,0.21171598136425018,0.24890556931495667,0.22068053483963013
hierarchy,0.09286253154277802,0.2107066512107849,0.09049926698207855,0.15232913196086884,0.2280726581811905,0.2264053225517273,0.09929745644330978,-0.021710066124796867,0.16674797236919403,0.17135462164878845,0.09286253154277802,0.33184555172920227,0.35947033762931824,0.04132671654224396,0.23208312690258026
theorems,0.17575396597385406,0.29447367787361145,0.13081984221935272,0.16863100230693817,0.1872560977935791,0.16718223690986633,0.16335666179656982,0.019164767116308212,0.21365895867347717,0.2439514845609665,0.17575396597385406,0.5278938412666321,0.4739520847797394,0.08313910663127899,0.19396957755088806
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.24708063900470734,0.588965117931366,0.3404482901096344,-0.003708066651597619,0.24109670519828796,0.33121398091316223,0.5591574311256409,0.24047870934009552,0.21340465545654297,0.25050681829452515,0.4130953550338745
