,what,fortification,was,built,in,the,19th,century,after,the,defeat,of,the,november,uprising,?
martyrdom,0.22830604016780853,0.23826093971729279,0.2598060965538025,0.13986451923847198,0.2129238396883011,0.2568643093109131,0.104874387383461,0.2898249626159668,0.20043537020683289,0.2568643093109131,0.18664415180683136,0.3053757846355438,0.2568643093109131,0.2381838858127594,0.28340038657188416,0.14655417203903198
and,0.31309178471565247,0.23916411399841309,0.3740963041782379,0.2814858853816986,0.4954058527946472,0.5171257257461548,0.2922728657722473,0.2726690471172333,0.3765919506549835,0.5171257257461548,0.23815137147903442,0.5116966962814331,0.5171257257461548,0.28525662422180176,0.20715351402759552,0.20544172823429108
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
museum,0.1771627515554428,0.18010547757148743,0.21266788244247437,0.2703644931316376,0.2407650351524353,0.24861779808998108,0.06397612392902374,0.21636970341205597,0.14579711854457855,0.24861779808998108,0.16942623257637024,0.23314370214939117,0.24861779808998108,0.14159776270389557,0.18826793134212494,0.14128351211547852
",",0.3087472915649414,0.25245150923728943,0.45456063747406006,0.22658206522464752,0.5201468467712402,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.38860568404197693,0.4933079481124878,0.2394917905330658,0.4946078956127167,0.4933079481124878,0.4120670258998871,0.2470635622739792,0.31091248989105225
is,0.28837618231773376,0.20480826497077942,0.5810302495956421,0.17778918147087097,0.5394441485404968,0.5823672413825989,0.21349595487117767,0.20648397505283356,0.2835143506526947,0.5823672413825989,0.15603870153427124,0.4854315221309662,0.5823672413825989,0.24317221343517303,0.16140395402908325,0.22961433231830597
only,0.41415658593177795,0.24274615943431854,0.36249664425849915,0.21501126885414124,0.42992329597473145,0.5497692227363586,0.19422417879104614,0.19097597897052765,0.3814272880554199,0.5497692227363586,0.1844947785139084,0.49632513523101807,0.5497692227363586,0.2757170498371124,0.11522416770458221,0.2767370045185089
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
beginning,0.3351518511772156,0.24175630509853363,0.35191401839256287,0.26592355966567993,0.3787442147731781,0.49622642993927,0.2265903353691101,0.4251898229122162,0.4301009774208069,0.49622642993927,0.28061431646347046,0.36558160185813904,0.49622642993927,0.2142486274242401,0.30487164855003357,0.19413669407367706
of,0.33290785551071167,0.28820934891700745,0.4069072902202606,0.23442776501178741,0.5696388483047485,0.733189046382904,0.16605104506015778,0.2826060354709625,0.3867455720901489,0.733189046382904,0.2543899118900299,1.0,0.733189046382904,0.19941139221191406,0.2703337073326111,0.1826142966747284
a,0.3320399522781372,0.26901647448539734,0.4508470594882965,0.23064446449279785,0.539380669593811,0.5829201340675354,0.200595885515213,0.19417014718055725,0.3831600844860077,0.5829201340675354,0.14495371282100677,0.5052502155303955,0.5829201340675354,0.22458937764167786,0.17451336979866028,0.23916715383529663
walk,0.2301073670387268,0.19872115552425385,0.18186725676059723,0.1656755805015564,0.22511781752109528,0.2452576905488968,0.1267956793308258,0.0981314480304718,0.1520298570394516,0.2452576905488968,0.12635882198810577,0.2157301902770996,0.2452576905488968,0.11499398201704025,0.1832333356142044,0.16110530495643616
in,0.30808621644973755,0.26542431116104126,0.45514053106307983,0.25829681754112244,1.0,0.6662389636039734,0.15408828854560852,0.3174034655094147,0.44050168991088867,0.6662389636039734,0.2583656907081604,0.5696388483047485,0.6662389636039734,0.27148663997650146,0.2857716679573059,0.20430970191955566
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
traces,0.1702120304107666,0.2964581549167633,0.20631249248981476,0.22420811653137207,0.2099975049495697,0.281084805727005,0.15465857088565826,0.26592937111854553,0.17133130133152008,0.281084805727005,0.08626209944486618,0.2722915709018707,0.281084805727005,0.07598115503787994,0.16616323590278625,0.1317649632692337
of,0.33290785551071167,0.28820934891700745,0.4069072902202606,0.23442776501178741,0.5696388483047485,0.733189046382904,0.16605104506015778,0.2826060354709625,0.3867455720901489,0.733189046382904,0.2543899118900299,1.0,0.733189046382904,0.19941139221191406,0.2703337073326111,0.1826142966747284
heroic,0.19843003153800964,0.2296793907880783,0.20410212874412537,0.12965847551822662,0.14933821558952332,0.24516884982585907,0.07202558219432831,0.22623275220394135,0.2149331271648407,0.24516884982585907,0.20890164375305176,0.2508719861507416,0.24516884982585907,0.10270944982767105,0.30243128538131714,0.20906680822372437
city,0.17493832111358643,0.3219543993473053,0.3188765048980713,0.2644844651222229,0.3911624252796173,0.35769423842430115,0.08246790617704391,0.22887252271175385,0.2613813877105713,0.35769423842430115,0.23607368767261505,0.32503411173820496,0.35769423842430115,0.1891610473394394,0.2471199333667755,0.13423943519592285
.,0.3567904531955719,0.25221243500709534,0.40146201848983765,0.2374027520418167,0.5591574311256409,0.5934505462646484,0.18941882252693176,0.27413639426231384,0.35870397090911865,0.5934505462646484,0.17890939116477966,0.5352458953857422,0.5934505462646484,0.3957616984844208,0.17839539051055908,0.4130953550338745
,what,fortification,was,built,in,the,19th,century,after,the,defeat,of,the,november,uprising,?
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
warsaw,0.10373849421739578,0.2523256838321686,0.2614976763725281,0.1988019347190857,0.22642600536346436,0.23137180507183075,0.06267636269330978,0.17518171668052673,0.20840071141719818,0.23137180507183075,0.19920501112937927,0.19253842532634735,0.23137180507183075,0.2274613380432129,0.4463900625705719,0.09769917279481888
citadel,0.1670060008764267,0.4395306408405304,0.2652580440044403,0.39788272976875305,0.2481575608253479,0.2966357171535492,0.13253241777420044,0.2727884352207184,0.19026868045330048,0.2966357171535492,0.18977609276771545,0.2896718978881836,0.2966357171535492,0.17338846623897552,0.2773192226886749,0.11120149493217468
",",0.3087472915649414,0.25245150923728943,0.45456063747406006,0.22658206522464752,0.5201468467712402,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.38860568404197693,0.4933079481124878,0.2394917905330658,0.4946078956127167,0.4933079481124878,0.4120670258998871,0.2470635622739792,0.31091248989105225
an,0.2821882665157318,0.1980258822441101,0.3694365322589874,0.11691489815711975,0.2605783939361572,0.4207492768764496,0.21951642632484436,0.185816690325737,0.20180045068264008,0.4207492768764496,0.11692599952220917,0.32280945777893066,0.4207492768764496,0.20648010075092316,0.18619123101234436,0.19793890416622162
impressive,0.2904619872570038,0.13482917845249176,0.19000840187072754,0.20783363282680511,0.17427729070186615,0.2336897850036621,0.1329633742570877,0.19040347635746002,0.20296218991279602,0.2336897850036621,0.1595926582813263,0.2346878945827484,0.2336897850036621,0.12390174716711044,0.17406636476516724,0.20495615899562836
19th-century,0.22180381417274475,0.2965702712535858,0.3491089642047882,0.2981792986392975,0.3094642162322998,0.33067989349365234,0.3152954876422882,0.9266403913497925,0.2180633842945099,0.33067989349365234,0.16279654204845428,0.2698702812194824,0.33067989349365234,0.2134334295988083,0.2876719534397125,0.09364749491214752
fortification,0.17844048142433167,1.0,0.2265128493309021,0.42768362164497375,0.26542431116104126,0.3080541789531708,0.054420601576566696,0.2953547239303589,0.22413910925388336,0.3080541789531708,0.2502618134021759,0.28820934891700745,0.3080541789531708,0.12759242951869965,0.2941809594631195,0.15231235325336456
built,0.1554843783378601,0.42768362164497375,0.3424932360649109,1.0000001192092896,0.25829681754112244,0.2950156033039093,0.17676536738872528,0.30604833364486694,0.21436075866222382,0.2950156033039093,0.21473832428455353,0.23442776501178741,0.2950156033039093,0.15144075453281403,0.17441952228546143,0.09449632465839386
after,0.21973377466201782,0.22413910925388336,0.49306565523147583,0.21436075866222382,0.44050168991088867,0.4565047025680542,0.1467827409505844,0.195833221077919,1.0,0.4565047025680542,0.35571539402008057,0.3867455720901489,0.4565047025680542,0.30227309465408325,0.2956438362598419,0.16608688235282898
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
defeat,0.16252544522285461,0.2502618134021759,0.24067381024360657,0.21473832428455353,0.2583656907081604,0.3182816207408905,0.1620699167251587,0.17289426922798157,0.35571539402008057,0.3182816207408905,1.0000001192092896,0.2543899118900299,0.3182816207408905,0.1597021222114563,0.41489437222480774,0.12980464100837708
of,0.33290785551071167,0.28820934891700745,0.4069072902202606,0.23442776501178741,0.5696388483047485,0.733189046382904,0.16605104506015778,0.2826060354709625,0.3867455720901489,0.733189046382904,0.2543899118900299,1.0,0.733189046382904,0.19941139221191406,0.2703337073326111,0.1826142966747284
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
november,0.23963461816310883,0.12759242951869965,0.4240739941596985,0.15144075453281403,0.27148663997650146,0.25734350085258484,0.10917075723409653,0.20934125781059265,0.30227309465408325,0.25734350085258484,0.1597021222114563,0.19941139221191406,0.25734350085258484,1.0,0.2346286177635193,0.3159552216529846
uprising,0.1901596337556839,0.2941809594631195,0.29597118496894836,0.17441952228546143,0.2857716679573059,0.2853594124317169,0.04302973300218582,0.28451061248779297,0.2956438362598419,0.2853594124317169,0.41489437222480774,0.2703337073326111,0.2853594124317169,0.2346286177635193,0.9999999403953552,0.13645027577877045
",",0.3087472915649414,0.25245150923728943,0.45456063747406006,0.22658206522464752,0.5201468467712402,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.38860568404197693,0.4933079481124878,0.2394917905330658,0.4946078956127167,0.4933079481124878,0.4120670258998871,0.2470635622739792,0.31091248989105225
was,0.22111038863658905,0.2265128493309021,1.0000001192092896,0.3424932360649109,0.45514053106307983,0.48711544275283813,0.24231374263763428,0.3521432876586914,0.49306565523147583,0.48711544275283813,0.24067381024360657,0.4069072902202606,0.48711544275283813,0.4240739941596985,0.29597118496894836,0.18412111699581146
a,0.3320399522781372,0.26901647448539734,0.4508470594882965,0.23064446449279785,0.539380669593811,0.5829201340675354,0.200595885515213,0.19417014718055725,0.3831600844860077,0.5829201340675354,0.14495371282100677,0.5052502155303955,0.5829201340675354,0.22458937764167786,0.17451336979866028,0.23916715383529663
place,0.2689766585826874,0.27002424001693726,0.26867109537124634,0.257998526096344,0.38128477334976196,0.4179787337779999,0.1415349841117859,0.23797056078910828,0.30468833446502686,0.4179787337779999,0.16602660715579987,0.2685627043247223,0.4179787337779999,0.1906445175409317,0.23424959182739258,0.2455766350030899
of,0.33290785551071167,0.28820934891700745,0.4069072902202606,0.23442776501178741,0.5696388483047485,0.733189046382904,0.16605104506015778,0.2826060354709625,0.3867455720901489,0.733189046382904,0.2543899118900299,1.0,0.733189046382904,0.19941139221191406,0.2703337073326111,0.1826142966747284
martyr,0.2033829540014267,0.24034574627876282,0.2604159712791443,0.16138680279254913,0.19628821313381195,0.1946948766708374,0.08434642106294632,0.2993474006652832,0.18138369917869568,0.1946948766708374,0.22186043858528137,0.21587124466896057,0.1946948766708374,0.23651748895645142,0.27711397409439087,0.17592120170593262
for,0.3017193675041199,0.21885338425636292,0.3863949179649353,0.19757427275180817,0.4322226941585541,0.4739971458911896,0.17519418895244598,0.18660898506641388,0.3650246858596802,0.4739971458911896,0.19396771490573883,0.4185989499092102,0.4739971458911896,0.276843786239624,0.1721724420785904,0.264628142118454
the,0.42745697498321533,0.3080541789531708,0.48711544275283813,0.2950156033039093,0.6662389636039734,1.0,0.24964287877082825,0.3617299497127533,0.4565047025680542,1.0,0.3182816207408905,0.733189046382904,1.0,0.25734350085258484,0.2853594124317169,0.22068053483963013
poles,0.12107034027576447,0.21129222214221954,0.10843423008918762,0.2071923315525055,0.17341306805610657,0.21806979179382324,0.142584890127182,0.21828579902648926,0.10520627349615097,0.21806979179382324,0.18467460572719574,0.15186354517936707,0.21806979179382324,0.07833469659090042,0.40443670749664307,0.06705328822135925
.,0.3567904531955719,0.25221243500709534,0.40146201848983765,0.2374027520418167,0.5591574311256409,0.5934505462646484,0.18941882252693176,0.27413639426231384,0.35870397090911865,0.5934505462646484,0.17890939116477966,0.5352458953857422,0.5934505462646484,0.3957616984844208,0.17839539051055908,0.4130953550338745
