,what,modern,city,did,khanbaliq,become,?
mongolia,0.18044717609882355,0.1973172128200531,0.2638658285140991,0.15721069276332855,0.4416992664337158,0.10888703167438507,0.12165829539299011
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.34479495882987976,0.260958194732666,0.3416603207588196,0.20544172823429108
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
henan,0.17805215716362,0.1588541567325592,0.32633209228515625,0.11624161899089813,0.43149545788764954,0.1243627741932869,0.15703129768371582
areas,0.23739881813526154,0.21886585652828217,0.294951468706131,0.19908885657787323,0.29268354177474976,0.23402047157287598,0.1273590475320816
to,0.455847829580307,0.193939670920372,0.20300441980361938,0.4452643394470215,0.19544236361980438,0.36996012926101685,0.29463258385658264
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
north,0.18673177063465118,0.19340261816978455,0.3820379972457886,0.16732536256313324,0.22195392847061157,0.13475657999515533,0.11829731613397598
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.2513895630836487,0.23828808963298798,0.31678006052970886,0.1826142966747284
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
yellow,0.17067797482013702,0.14069102704524994,0.13518892228603363,0.14123791456222534,0.15213698148727417,0.1700437068939209,0.142889603972435
river,0.13815869390964508,0.18365971744060516,0.3428632318973541,0.15783563256263733,0.2045009732246399,0.06347748637199402,0.15390869975090027
",",0.3087472915649414,0.2557750344276428,0.35839709639549255,0.3015086054801941,0.2590843141078949,0.29676204919815063,0.31091248989105225
was,0.22111038863658905,0.23571695387363434,0.3188765048980713,0.41399896144866943,0.21765540540218353,0.3147440552711487,0.18412111699581146
considered,0.2834889590740204,0.25818559527397156,0.20843389630317688,0.2623664438724518,0.23466023802757263,0.333471417427063,0.19909770786762238
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
most,0.3219912350177765,0.3127482533454895,0.24853192269802094,0.2822507321834564,0.19459319114685059,0.3827710449695587,0.2107497900724411
important,0.31164905428886414,0.3019230365753174,0.28580164909362793,0.22188524901866913,0.23220068216323853,0.27541792392730713,0.17812499403953552
region,0.2298986315727234,0.1651909053325653,0.38168054819107056,0.06474873423576355,0.29664698243141174,0.12715312838554382,0.13441751897335052
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.2513895630836487,0.23828808963298798,0.31678006052970886,0.1826142966747284
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
dynasty,0.17240095138549805,0.19542701542377472,0.19854308664798737,0.19201454520225525,0.4394320249557495,0.08342292159795761,0.15884074568748474
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.34479495882987976,0.260958194732666,0.3416603207588196,0.20544172823429108
directly,0.3618607521057129,0.1893884241580963,0.17010793089866638,0.2733418643474579,0.15201649069786072,0.158279687166214,0.2187996357679367
governed,0.2713276147842407,0.21872316300868988,0.27841126918792725,0.20241251587867737,0.29319658875465393,0.22679315507411957,0.12964454293251038
by,0.2455483376979828,0.14536865055561066,0.21020644903182983,0.18574509024620056,0.1586180329322815,0.1663227528333664,0.17966607213020325
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
central,0.17723965644836426,0.15431827306747437,0.2984377145767212,0.14962437748908997,0.22901533544063568,0.18665778636932373,0.14787602424621582
secretariat,0.1463027000427246,0.15096843242645264,0.24540966749191284,0.15516354143619537,0.3005297780036926,0.11114440113306046,0.11597823351621628
(,0.2411840260028839,0.15444137156009674,0.19590984284877777,0.18979617953300476,0.20887936651706696,0.17883598804473877,0.40561532974243164
or,0.33867141604423523,0.23133128881454468,0.129682257771492,0.28211739659309387,0.2633061110973358,0.24585704505443573,0.32389625906944275
zhongshu,0.1632460355758667,0.2400706708431244,0.2593187987804413,0.126580148935318,0.470165878534317,0.15755103528499603,0.15122734010219574
sheng,0.14850930869579315,0.16260670125484467,0.16817618906497955,0.11150078475475311,0.41733160614967346,0.11901596933603287,0.20650209486484528
),0.26259949803352356,0.17084072530269623,0.2113075703382492,0.18584993481636047,0.23545341193675995,0.1894923597574234,0.42300865054130554
at,0.2838611304759979,0.20050804316997528,0.2310783565044403,0.28390252590179443,0.1521873027086258,0.18341459333896637,0.21978627145290375
khanbaliq,0.2327791005373001,0.24596410989761353,0.3148355185985565,0.161152645945549,1.0000001192092896,0.09814608097076416,0.20082160830497742
(,0.2411840260028839,0.15444137156009674,0.19590984284877777,0.18979617953300476,0.20887936651706696,0.17883598804473877,0.40561532974243164
modern,0.2655639946460724,0.9999999403953552,0.222928985953331,0.21376098692417145,0.24596410989761353,0.1519596427679062,0.12475407868623734
beijing,0.09482144564390182,0.16275367140769958,0.3276571035385132,0.17402760684490204,0.3736023008823395,0.14514242112636566,0.16358482837677002
),0.26259949803352356,0.17084072530269623,0.2113075703382492,0.18584993481636047,0.23545341193675995,0.1894923597574234,0.42300865054130554
;,0.10986888408660889,0.0628311038017273,0.07572981715202332,0.10727239400148392,0.010660217143595219,-0.0328979529440403,0.10349778085947037
similarly,0.2804308831691742,0.22479479014873505,0.09562981873750687,0.26332491636276245,0.18624359369277954,0.17342734336853027,0.23036029934883118
",",0.3087472915649414,0.2557750344276428,0.35839709639549255,0.3015086054801941,0.2590843141078949,0.29676204919815063,0.31091248989105225
another,0.4190070629119873,0.17396774888038635,0.14786472916603088,0.29175329208374023,0.1758274883031845,0.32795262336730957,0.295511931180954
top-level,0.2527652382850647,0.1303534358739853,0.2546465992927551,0.14938370883464813,0.23432527482509613,0.1648831069469452,0.23824462294578552
administrative,0.2697139382362366,0.14905723929405212,0.3319414258003235,0.13005641102790833,0.3509629964828491,0.13679766654968262,0.15912041068077087
department,0.20655807852745056,0.1900252103805542,0.3027282655239105,0.12130371481180191,0.19156047701835632,0.10274436324834824,0.1343645304441452
called,0.3235960602760315,0.33006542921066284,0.22269156575202942,0.277748167514801,0.1969449818134308,0.2976289689540863,0.18963319063186646
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
bureau,0.183439701795578,0.13042674958705902,0.28031912446022034,0.13293471932411194,0.22507597506046295,0.07912028580904007,0.12716132402420044
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.2513895630836487,0.23828808963298798,0.31678006052970886,0.1826142966747284
buddhist,0.16616633534431458,0.1575864553451538,0.13729149103164673,0.0868711993098259,0.40831756591796875,0.1491037905216217,0.15461066365242004
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.34479495882987976,0.260958194732666,0.3416603207588196,0.20544172823429108
tibetan,0.12452398985624313,0.20777419209480286,0.050819531083106995,0.11004411429166794,0.3977362811565399,0.09077348560094833,0.14673879742622375
affairs,0.15737071633338928,0.094893679022789,0.1487990915775299,0.20013506710529327,0.2765714228153229,0.12104114890098572,0.11928717792034149
(,0.2411840260028839,0.15444137156009674,0.19590984284877777,0.18979617953300476,0.20887936651706696,0.17883598804473877,0.40561532974243164
or,0.33867141604423523,0.23133128881454468,0.129682257771492,0.28211739659309387,0.2633061110973358,0.24585704505443573,0.32389625906944275
xuanzheng,0.23771709203720093,0.21360932290554047,0.2888733446598053,0.20903801918029785,0.5658444762229919,0.16778568923473358,0.24503181874752045
yuan,0.13503028452396393,0.12391261756420135,0.14594675600528717,0.1467057168483734,0.4446955919265747,0.09187506139278412,0.12871281802654266
),0.26259949803352356,0.17084072530269623,0.2113075703382492,0.18584993481636047,0.23545341193675995,0.1894923597574234,0.42300865054130554
held,0.0974166989326477,0.19103728234767914,0.21825216710567474,0.18607917428016663,0.17322178184986115,0.20232746005058289,0.14103956520557404
administrative,0.2697139382362366,0.14905723929405212,0.3319414258003235,0.13005641102790833,0.3509629964828491,0.13679766654968262,0.15912041068077087
rule,0.30539435148239136,0.15233725309371948,0.1877291351556778,0.2618204951286316,0.3188764154911041,0.1801747977733612,0.1955260932445526
over,0.28007611632347107,0.13122066855430603,0.19206887483596802,0.2535076439380646,0.17199313640594482,0.28547099232673645,0.25742942094802856
the,0.42745697498321533,0.3283970355987549,0.35769423842430115,0.34736719727516174,0.20302322506904602,0.31731709837913513,0.22068053483963013
whole,0.38441845774650574,0.1152288019657135,0.18709497153759003,0.23628540337085724,0.1541096419095993,0.2208758294582367,0.21052291989326477
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.2513895630836487,0.23828808963298798,0.31678006052970886,0.1826142966747284
modern-day,0.3245202898979187,0.7580902576446533,0.2914242744445801,0.27556464076042175,0.31795933842658997,0.1875016838312149,0.2257315069437027
tibet,0.16768904030323029,0.17857423424720764,0.13810274004936218,0.1033388301730156,0.39766019582748413,0.12350007891654968,0.17537984251976013
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.34479495882987976,0.260958194732666,0.3416603207588196,0.20544172823429108
a,0.3320399522781372,0.24361324310302734,0.2349124401807785,0.2552328109741211,0.17606118321418762,0.3215816617012024,0.23916715383529663
part,0.3476244807243347,0.24953113496303558,0.3513805866241455,0.23558001220226288,0.1984895020723343,0.23726636171340942,0.08557961881160736
of,0.33290785551071167,0.3482828736305237,0.32503411173820496,0.2513895630836487,0.23828808963298798,0.31678006052970886,0.1826142966747284
sichuan,0.16707143187522888,0.13538673520088196,0.1930854469537735,0.09998093545436859,0.3872801959514618,0.13944801688194275,0.12777219712734222
",",0.3087472915649414,0.2557750344276428,0.35839709639549255,0.3015086054801941,0.2590843141078949,0.29676204919815063,0.31091248989105225
qinghai,0.14458763599395752,0.1529936045408249,0.3234596252441406,0.13426463305950165,0.5405696034431458,0.2034551352262497,0.20057429373264313
and,0.31309178471565247,0.3277876079082489,0.2827445864677429,0.34479495882987976,0.260958194732666,0.3416603207588196,0.20544172823429108
kashmir,0.2208980917930603,0.14696747064590454,0.16617262363433838,0.14447148144245148,0.5365854501724243,0.13681502640247345,0.06440603733062744
.,0.3567904531955719,0.22790057957172394,0.29856356978416443,0.35288307070732117,0.22103625535964966,0.32859939336776733,0.4130953550338745
