,what,does,the,ciliary,rosettes,do,to,decease,bulk,and,increase,density,?
may,0.25739946961402893,0.35508081316947937,0.2694292366504669,0.20604681968688965,0.20221629738807678,0.28230178356170654,0.391582727432251,0.32335028052330017,0.20203034579753876,0.34598252177238464,0.20830674469470978,0.11169058084487915,0.2768254578113556
pump,0.2035713642835617,0.218965083360672,0.21872945129871368,0.3261343240737915,0.17183467745780945,0.2159440815448761,0.20793113112449646,0.06506167352199554,0.1773742437362671,0.20642828941345215,0.28147444128990173,0.21413475275039673,0.24768272042274475
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.31614553928375244,0.2622329592704773,0.2054748237133026,0.27858173847198486,0.09520673006772995,0.2535833716392517,0.3054247498512268,0.269004762172699,0.3195847272872925,0.14731885492801666
out,0.3633197546005249,0.24808503687381744,0.39404502511024475,0.27399420738220215,0.1890839785337448,0.30558764934539795,0.42386990785598755,0.11010454595088959,0.2008257955312729,0.3881998062133789,0.31970974802970886,0.20206080377101898,0.22020699083805084
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26181280612945557,0.24854892492294312,0.26150479912757874,0.41548454761505127,0.17602989077568054,0.2895064651966095,0.5116966962814331,0.3156060576438904,0.2389363795518875,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.2600339353084564,0.3116762340068817,0.30239659547805786,0.535392165184021,0.14724557101726532,0.2220524251461029,0.5171257257461548,0.32049667835235596,0.2451544851064682,0.22068053483963013
mesoglea,0.26560238003730774,0.15918974578380585,0.27500203251838684,0.39390209317207336,0.33269718289375305,0.28406620025634766,0.20881178975105286,0.23536193370819092,0.2724214494228363,0.3101946711540222,0.23608441650867462,0.26094889640808105,0.2904593348503113
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2910118103027344,0.19573892652988434,0.38876664638519287,1.0,0.23695434629917145,0.2223905473947525,0.48971283435821533,0.3378143310546875,0.19789865612983704,0.29463258385658264
reduce,0.18258237838745117,0.27093231678009033,0.2735816240310669,0.24845612049102783,0.16964036226272583,0.2831265926361084,0.35182690620422363,0.12529665231704712,0.27191057801246643,0.2456025630235672,0.6145534515380859,0.19012169539928436,0.1462220549583435
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.19231703877449036,0.26586487889289856,0.18495778739452362,0.3691340684890747,0.07662072032690048,0.25992551445961,0.3841775357723236,0.29412996768951416,0.2326177954673767,0.15103481709957123
volume,0.18066860735416412,0.1341913491487503,0.2396446168422699,0.22065487504005432,0.15148086845874786,0.10494229942560196,0.16561628878116608,0.09073986858129501,0.3377750515937805,0.2648514211177826,0.2561616003513336,0.3251561224460602,0.1651400327682495
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2551077604293823,0.27064403891563416,0.276123583316803,0.48971283435821533,0.22675172984600067,0.3193436563014984,1.0,0.2751924991607666,0.2028898298740387,0.20544172823429108
increase,0.21153631806373596,0.19757407903671265,0.32049667835235596,0.28953832387924194,0.1645423322916031,0.25109392404556274,0.3378143310546875,0.16210582852363586,0.305052250623703,0.2751924991607666,1.0,0.31418555974960327,0.11119163036346436
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.19231703877449036,0.26586487889289856,0.18495778739452362,0.3691340684890747,0.07662072032690048,0.25992551445961,0.3841775357723236,0.29412996768951416,0.2326177954673767,0.15103481709957123
density,0.1728270947933197,0.1485164910554886,0.2451544851064682,0.18108241260051727,0.1968630850315094,0.14169186353683472,0.19789865612983704,0.11614202708005905,0.279838502407074,0.2028898298740387,0.31418555974960327,1.0,0.1457761973142624
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2485930472612381,0.23372650146484375,0.3613996207714081,0.4645031690597534,0.14394015073776245,0.2508670389652252,0.588965117931366,0.24619564414024353,0.2338748723268509,0.4130953550338745
,what,does,the,ciliary,rosettes,do,to,decease,bulk,and,increase,density,?
if,0.5277165174484253,0.4740144908428192,0.33724796772003174,0.2943502366542816,0.14791704714298248,0.4196736514568329,0.4559597074985504,0.1863027811050415,0.1862470954656601,0.3498523235321045,0.2895248830318451,0.21495655179023743,0.4441644251346588
they,0.4431931674480438,0.34390902519226074,0.49925389885902405,0.34588155150413513,0.3023682236671448,0.4667694866657257,0.5452046394348145,0.23337285220623016,0.23052199184894562,0.5073080658912659,0.2765698730945587,0.1604880541563034,0.2753053903579712
enter,0.2278345823287964,0.2293245643377304,0.3499310314655304,0.20224396884441376,0.09225238114595413,0.2698597013950348,0.3060675263404846,0.1596279889345169,0.09616406261920929,0.30870890617370605,0.24522827565670013,0.08374893665313721,0.11047764122486115
less,0.31119704246520996,0.33181050419807434,0.29185041785240173,0.24779875576496124,0.2829269766807556,0.27604779601097107,0.38397523760795593,0.08805079013109207,0.26876506209373474,0.35327455401420593,0.42019161581993103,0.2570672035217285,0.22418740391731262
dense,0.19609157741069794,0.19932720065116882,0.2397867739200592,0.3454364836215973,0.29913949966430664,0.22115403413772583,0.2475864589214325,0.12025749683380127,0.28831687569618225,0.25031840801239014,0.19455689191818237,0.4787416458129883,0.10843625664710999
brackish,0.14392901957035065,0.22311994433403015,0.27849212288856506,0.3995091915130615,0.3494930565357208,0.2070026993751526,0.19098733365535736,0.1516423225402832,0.22070693969726562,0.31305012106895447,0.2351917177438736,0.2678821384906769,0.13325713574886322
water,0.17456887662410736,0.29202038049697876,0.297396719455719,0.31614553928375244,0.2622329592704773,0.2054748237133026,0.27858173847198486,0.09520673006772995,0.2535833716392517,0.3054247498512268,0.269004762172699,0.3195847272872925,0.14731885492801666
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2289702296257019,0.241393581032753,0.3283645510673523,0.44245919585227966,0.2580532729625702,0.2566060423851013,0.6633074283599854,0.20005576312541962,0.2175186723470688,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.2600339353084564,0.3116762340068817,0.30239659547805786,0.535392165184021,0.14724557101726532,0.2220524251461029,0.5171257257461548,0.32049667835235596,0.2451544851064682,0.22068053483963013
ciliary,0.24280540645122528,0.25633177161216736,0.2600339353084564,0.9999999403953552,0.3152691721916199,0.27858516573905945,0.2910118103027344,0.22182607650756836,0.2785924971103668,0.2551077604293823,0.28953832387924194,0.18108241260051727,0.16919046640396118
rosettes,0.15621772408485413,0.1658385992050171,0.3116762340068817,0.3152691721916199,1.0,0.12152089923620224,0.19573892652988434,0.12136752158403397,0.2338082194328308,0.27064403891563416,0.1645423322916031,0.1968630850315094,0.08549460768699646
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.23874403536319733,0.25965800881385803,0.23402775824069977,0.45010748505592346,0.11246516555547714,0.19168980419635773,0.4954058527946472,0.25893163681030273,0.24213694036006927,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.2600339353084564,0.3116762340068817,0.30239659547805786,0.535392165184021,0.14724557101726532,0.2220524251461029,0.5171257257461548,0.32049667835235596,0.2451544851064682,0.22068053483963013
body,0.2143840193748474,0.27194929122924805,0.31682634353637695,0.3863484263420105,0.20385517179965973,0.1887626349925995,0.307265043258667,0.22583523392677307,0.186393603682518,0.2872275710105896,0.22312377393245697,0.15133391320705414,0.20136451721191406
cavity,0.21633920073509216,0.1917799860239029,0.3135981261730194,0.4901168942451477,0.28055086731910706,0.2324397712945938,0.21850472688674927,0.2068495899438858,0.2075013816356659,0.2212170660495758,0.23670066893100739,0.2639157176017761,0.16966374218463898
may,0.25739946961402893,0.35508081316947937,0.2694292366504669,0.20604681968688965,0.20221629738807678,0.28230178356170654,0.391582727432251,0.32335028052330017,0.20203034579753876,0.34598252177238464,0.20830674469470978,0.11169058084487915,0.2768254578113556
pump,0.2035713642835617,0.218965083360672,0.21872945129871368,0.3261343240737915,0.17183467745780945,0.2159440815448761,0.20793113112449646,0.06506167352199554,0.1773742437362671,0.20642828941345215,0.28147444128990173,0.21413475275039673,0.24768272042274475
this,0.5489566326141357,0.4166489243507385,0.6274310946464539,0.2969377934932709,0.2431902140378952,0.34963881969451904,0.5759071707725525,0.16233707964420319,0.25220903754234314,0.42353692650794983,0.3563258945941925,0.235915869474411,0.3155723512172699
into,0.2180619090795517,0.22312942147254944,0.39493247866630554,0.2804214656352997,0.1940273493528366,0.20546826720237732,0.38810545206069946,0.08819936215877533,0.20062533020973206,0.36597734689712524,0.19989873468875885,0.11808500438928604,0.15662476420402527
the,0.42745697498321533,0.35928019881248474,1.0,0.2600339353084564,0.3116762340068817,0.30239659547805786,0.535392165184021,0.14724557101726532,0.2220524251461029,0.5171257257461548,0.32049667835235596,0.2451544851064682,0.22068053483963013
mesoglea,0.26560238003730774,0.15918974578380585,0.27500203251838684,0.39390209317207336,0.33269718289375305,0.28406620025634766,0.20881178975105286,0.23536193370819092,0.2724214494228363,0.3101946711540222,0.23608441650867462,0.26094889640808105,0.2904593348503113
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2910118103027344,0.19573892652988434,0.38876664638519287,1.0,0.23695434629917145,0.2223905473947525,0.48971283435821533,0.3378143310546875,0.19789865612983704,0.29463258385658264
increase,0.21153631806373596,0.19757407903671265,0.32049667835235596,0.28953832387924194,0.1645423322916031,0.25109392404556274,0.3378143310546875,0.16210582852363586,0.305052250623703,0.2751924991607666,1.0,0.31418555974960327,0.11119163036346436
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.19231703877449036,0.26586487889289856,0.18495778739452362,0.3691340684890747,0.07662072032690048,0.25992551445961,0.3841775357723236,0.29412996768951416,0.2326177954673767,0.15103481709957123
bulk,0.19509074091911316,0.18534986674785614,0.2220524251461029,0.2785924971103668,0.2338082194328308,0.13353146612644196,0.2223905473947525,0.18061870336532593,1.0000001192092896,0.3193436563014984,0.305052250623703,0.279838502407074,0.14538165926933289
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2551077604293823,0.27064403891563416,0.276123583316803,0.48971283435821533,0.22675172984600067,0.3193436563014984,1.0,0.2751924991607666,0.2028898298740387,0.20544172823429108
decrease,0.20072416961193085,0.14950121939182281,0.2781965136528015,0.2447877824306488,0.1466129869222641,0.2077358216047287,0.2792290449142456,0.18962892889976501,0.23208563029766083,0.21722403168678284,0.8224512338638306,0.35235077142715454,0.08518534898757935
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.19231703877449036,0.26586487889289856,0.18495778739452362,0.3691340684890747,0.07662072032690048,0.25992551445961,0.3841775357723236,0.29412996768951416,0.2326177954673767,0.15103481709957123
density,0.1728270947933197,0.1485164910554886,0.2451544851064682,0.18108241260051727,0.1968630850315094,0.14169186353683472,0.19789865612983704,0.11614202708005905,0.279838502407074,0.2028898298740387,0.31418555974960327,1.0,0.1457761973142624
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.2289702296257019,0.241393581032753,0.3283645510673523,0.44245919585227966,0.2580532729625702,0.2566060423851013,0.6633074283599854,0.20005576312541962,0.2175186723470688,0.31091248989105225
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2910118103027344,0.19573892652988434,0.38876664638519287,1.0,0.23695434629917145,0.2223905473947525,0.48971283435821533,0.3378143310546875,0.19789865612983704,0.29463258385658264
avoid,0.2615243196487427,0.274709552526474,0.24833035469055176,0.23996581137180328,0.11963505297899246,0.3229144513607025,0.33193957805633545,0.13623417913913727,0.1577099859714508,0.2800402045249939,0.30049994587898254,0.11891795694828033,0.26885488629341125
sinking,0.20857955515384674,0.11221226304769516,0.2752021849155426,0.18550783395767212,0.16111667454242706,0.1409117430448532,0.2106480747461319,0.23309390246868134,0.2877507507801056,0.23797637224197388,0.19739778339862823,0.17076492309570312,0.20205460488796234
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2485930472612381,0.23372650146484375,0.3613996207714081,0.4645031690597534,0.14394015073776245,0.2508670389652252,0.588965117931366,0.24619564414024353,0.2338748723268509,0.4130953550338745
