,who,is,generally,considered,on,the,same,level,as,physicians,",",lawyers,",",engineers,",",and,accountants,(,chartered,or,cpa,),?
and,0.41279885172843933,0.3859752118587494,0.4087323546409607,0.3359341621398926,0.4077630043029785,0.5171257257461548,0.3205644488334656,0.29463574290275574,0.49487000703811646,0.19310346245765686,0.6633074283599854,0.21948325634002686,0.6633074283599854,0.23259219527244568,0.6633074283599854,1.0,0.30226755142211914,0.4862271547317505,0.22608929872512817,0.4713204801082611,0.18185937404632568,0.4961937665939331,0.20544172823429108
accountants,0.3623366057872772,0.19821657240390778,0.21693766117095947,0.2131434828042984,0.1868477761745453,0.22055897116661072,0.2567254900932312,0.18611401319503784,0.2781675159931183,0.3410586714744568,0.28154751658439636,0.43609726428985596,0.28154751658439636,0.456021249294281,0.28154751658439636,0.30226755142211914,1.0,0.16489192843437195,0.425305038690567,0.23149730265140533,0.34039580821990967,0.1786913275718689,0.18002422153949738
(,0.2443375140428543,0.35393038392066956,0.1831369251012802,0.22818490862846375,0.28656116127967834,0.33289089798927307,0.2173650562763214,0.2298942357301712,0.32029855251312256,0.11216530203819275,0.6363511681556702,0.15561872720718384,0.6363511681556702,0.11962000280618668,0.6363511681556702,0.4862271547317505,0.16489192843437195,0.9999999403953552,0.15624681115150452,0.3582012951374054,0.15780895948410034,0.9561100602149963,0.40561532974243164
chartered,0.19958792626857758,0.15873117744922638,0.1360531747341156,0.2195950448513031,0.21722577512264252,0.23650901019573212,0.11270508915185928,0.17478306591510773,0.21384654939174652,0.23434942960739136,0.2861229479312897,0.27822765707969666,0.2861229479312897,0.33135151863098145,0.2861229479312897,0.22608929872512817,0.425305038690567,0.15624681115150452,1.0000001192092896,0.16792486608028412,0.2744433879852295,0.1551082283258438,0.09353633224964142
or,0.31144875288009644,0.41870999336242676,0.5280534625053406,0.35840076208114624,0.2897229492664337,0.4174870550632477,0.36380261182785034,0.3087853193283081,0.4400654137134552,0.22061368823051453,0.3769497275352478,0.21246789395809174,0.3769497275352478,0.17755039036273956,0.3769497275352478,0.4713204801082611,0.23149730265140533,0.3582012951374054,0.16792486608028412,1.0000001192092896,0.14178970456123352,0.3706604242324829,0.32389625906944275
cpa,0.13937605917453766,0.12651750445365906,0.07567095756530762,0.18605877459049225,0.15010985732078552,0.1985725462436676,0.07971710711717606,0.21028348803520203,0.22359731793403625,0.1267678588628769,0.21027988195419312,0.22049200534820557,0.21027988195419312,0.2353493571281433,0.21027988195419312,0.18185937404632568,0.34039580821990967,0.15780895948410034,0.2744433879852295,0.14178970456123352,1.0000001192092896,0.1690402328968048,0.18010850250720978
),0.2457384318113327,0.37732169032096863,0.20006901025772095,0.2430245578289032,0.29937487840652466,0.3456730246543884,0.22932277619838715,0.2288828194141388,0.32161882519721985,0.12044284492731094,0.63033527135849,0.1555209457874298,0.63033527135849,0.1315361112356186,0.63033527135849,0.4961937665939331,0.1786913275718689,0.9561100602149963,0.1551082283258438,0.3706604242324829,0.1690402328968048,1.0,0.42300865054130554
.,0.3541337847709656,0.4569662809371948,0.3124077022075653,0.29356086254119873,0.49257001280784607,0.5934505462646484,0.3682591915130615,0.26056769490242004,0.515582263469696,0.2053295075893402,0.6812511086463928,0.21965870261192322,0.6812511086463928,0.14813724160194397,0.6812511086463928,0.588965117931366,0.1679275631904602,0.5072786808013916,0.1882878988981247,0.36683785915374756,0.20813636481761932,0.5363735556602478,0.4130953550338745
,who,is,generally,considered,on,the,same,level,as,physicians,",",lawyers,",",engineers,",",and,accountants,(,chartered,or,cpa,),?
teaching,0.2535073459148407,0.16213442385196686,0.24264408648014069,0.1915973424911499,0.22978223860263824,0.2182690054178238,0.17751914262771606,0.20119766891002655,0.2660074830055237,0.29104849696159363,0.2547089457511902,0.23514461517333984,0.2547089457511902,0.3296363949775696,0.2547089457511902,0.2573738694190979,0.4470091760158539,0.11451862007379532,0.2842215299606323,0.15916350483894348,0.27973756194114685,0.14468708634376526,0.20424684882164001
may,0.23082798719406128,0.322792649269104,0.2725909650325775,0.2943316698074341,0.3428080081939697,0.2694292366504669,0.2885487377643585,0.20910172164440155,0.32133710384368896,0.20769208669662476,0.5007920861244202,0.26552000641822815,0.5007920861244202,0.19927407801151276,0.5007920861244202,0.34598252177238464,0.20834805071353912,0.35500821471214294,0.14782491326332092,0.399771511554718,0.15331867337226868,0.3756577968597412,0.2768254578113556
be,0.3371641933917999,0.4819129705429077,0.4973081350326538,0.41927069425582886,0.37900757789611816,0.4248143136501312,0.3600577712059021,0.2645954489707947,0.5230465531349182,0.21560610830783844,0.39254459738731384,0.23327434062957764,0.39254459738731384,0.19294743239879608,0.39254459738731384,0.41766801476478577,0.2155536562204361,0.2349044382572174,0.10852864384651184,0.5260903835296631,0.12907931208610535,0.24578070640563965,0.3324260413646698
carried,0.20820923149585724,0.15077325701713562,0.24022792279720306,0.2745335102081299,0.26714009046554565,0.31854987144470215,0.16177313029766083,0.11642996966838837,0.2365865707397461,0.15883077681064606,0.2494087517261505,0.08553415536880493,0.2494087517261505,0.19986297190189362,0.2494087517261505,0.2700822949409485,0.1891661286354065,0.15161031484603882,0.23554043471813202,0.28878870606422424,0.1445522904396057,0.15070919692516327,0.1305524855852127
out,0.3129808306694031,0.2817855477333069,0.23811672627925873,0.18987083435058594,0.39060163497924805,0.39404502511024475,0.2890453636646271,0.17280593514442444,0.3124499022960663,0.15307246148586273,0.3161109685897827,0.21564893424510956,0.3161109685897827,0.21097412705421448,0.3161109685897827,0.3881998062133789,0.18920359015464783,0.20017710328102112,0.13469214737415314,0.30417007207870483,0.18654045462608337,0.20875944197177887,0.22020699083805084
informally,0.3044542372226715,0.3238075077533722,0.4188416302204132,0.2894967198371887,0.23841987550258636,0.3278867304325104,0.21247072517871857,0.12131497263908386,0.33709681034088135,0.18474386632442474,0.3138088583946228,0.24658706784248352,0.3138088583946228,0.19851566851139069,0.3138088583946228,0.28947508335113525,0.28437018394470215,0.16481415927410126,0.24196727573871613,0.35983577370643616,0.16099150478839874,0.17949514091014862,0.15135891735553741
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
within,0.18261831998825073,0.30135563015937805,0.4348568320274353,0.2339504212141037,0.2702226936817169,0.39827480912208557,0.2311868965625763,0.28162533044815063,0.2626299560070038,0.1955527514219284,0.2513136863708496,0.10846646875143051,0.2513136863708496,0.13364210724830627,0.2513136863708496,0.35049548745155334,0.1501479297876358,0.21063244342803955,0.19208237528800964,0.33908307552337646,0.12618838250637054,0.2227933555841446,0.1870293766260147
the,0.3733934462070465,0.5823672413825989,0.41466525197029114,0.4028765559196472,0.5107308030128479,1.0,0.4583131968975067,0.31442487239837646,0.48381632566452026,0.20843391120433807,0.4933079481124878,0.18563616275787354,0.4933079481124878,0.25282254815101624,0.4933079481124878,0.5171257257461548,0.22055897116661072,0.33289089798927307,0.23650901019573212,0.4174870550632477,0.1985725462436676,0.3456730246543884,0.22068053483963013
family,0.23428858816623688,0.20392227172851562,0.15362514555454254,0.19024676084518433,0.19757194817066193,0.2394849956035614,0.18208685517311096,0.05809697508811951,0.21415938436985016,0.1700577437877655,0.22142739593982697,0.18043549358844757,0.22142739593982697,0.14472246170043945,0.22142739593982697,0.23506124317646027,0.11136307567358017,0.11613968014717102,0.10625070333480835,0.18829230964183807,0.11886966973543167,0.15234941244125366,0.15222905576229095
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
which,0.3688730001449585,0.4457404911518097,0.5185179114341736,0.32509535551071167,0.4245251417160034,0.6521818041801453,0.4653036296367645,0.3123716711997986,0.41006597876548767,0.22369195520877838,0.3658004403114319,0.14797165989875793,0.3658004403114319,0.2529473602771759,0.3658004403114319,0.506277859210968,0.2663651406764984,0.2589828372001648,0.18971063196659088,0.5105096101760864,0.1258878856897354,0.2758678197860718,0.25814583897590637
is,0.24293622374534607,1.0,0.4094115197658539,0.4096149802207947,0.3635730445384979,0.5823672413825989,0.31152886152267456,0.24803997576236725,0.43216490745544434,0.12708066403865814,0.4691906273365021,0.16310353577136993,0.4691906273365021,0.1401476263999939,0.4691906273365021,0.3859752118587494,0.19821657240390778,0.35393038392066956,0.15873117744922638,0.41870999336242676,0.12651750445365906,0.37732169032096863,0.22961433231830597
called,0.3151143789291382,0.430266410112381,0.32207953929901123,0.4241243004798889,0.25462663173675537,0.489897221326828,0.36313101649284363,0.17928017675876617,0.2827680706977844,0.17715023458003998,0.26549121737480164,0.19242587685585022,0.26549121737480164,0.22378221154212952,0.26549121737480164,0.3251761794090271,0.22287869453430176,0.2546432614326477,0.22470968961715698,0.4293559193611145,0.1440012902021408,0.273923397064209,0.18963319063186646
homeschooling,0.2865576148033142,0.19772271811962128,0.27714863419532776,0.25061798095703125,0.29298868775367737,0.2592128813266754,0.21452628076076508,0.2639167308807373,0.2922753393650055,0.27216508984565735,0.2874177098274231,0.2704885005950928,0.2874177098274231,0.26367926597595215,0.2874177098274231,0.3135773241519928,0.3908270597457886,0.14640770852565765,0.2293541133403778,0.25345543026924133,0.28366023302078247,0.1602131575345993,0.2689463794231415
",",0.3365725874900818,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.49057599902153015,0.4933079481124878,0.3207721710205078,0.23317520320415497,0.48816442489624023,0.1914944052696228,1.0000001192092896,0.25310665369033813,1.0000001192092896,0.20086117088794708,1.0000001192092896,0.6633074283599854,0.28154751658439636,0.6363511681556702,0.2861229479312897,0.3769497275352478,0.21027988195419312,0.63033527135849,0.31091248989105225
or,0.31144875288009644,0.41870999336242676,0.5280534625053406,0.35840076208114624,0.2897229492664337,0.4174870550632477,0.36380261182785034,0.3087853193283081,0.4400654137134552,0.22061368823051453,0.3769497275352478,0.21246789395809174,0.3769497275352478,0.17755039036273956,0.3769497275352478,0.4713204801082611,0.23149730265140533,0.3582012951374054,0.16792486608028412,1.0000001192092896,0.14178970456123352,0.3706604242324829,0.32389625906944275
in,0.2792111933231354,0.5394441485404968,0.28190043568611145,0.28591203689575195,0.46853652596473694,0.6662389636039734,0.3692481815814972,0.279204785823822,0.3887844979763031,0.18599987030029297,0.5201468467712402,0.16819880902767181,0.5201468467712402,0.20390598475933075,0.5201468467712402,0.4954058527946472,0.25447729229927063,0.3087427020072937,0.20931436121463776,0.3586423695087433,0.17402882874011993,0.3326910734176636,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.41466525197029114,0.4028765559196472,0.5107308030128479,1.0,0.4583131968975067,0.31442487239837646,0.48381632566452026,0.20843391120433807,0.4933079481124878,0.18563616275787354,0.4933079481124878,0.25282254815101624,0.4933079481124878,0.5171257257461548,0.22055897116661072,0.33289089798927307,0.23650901019573212,0.4174870550632477,0.1985725462436676,0.3456730246543884,0.22068053483963013
wider,0.14686980843544006,0.21796871721744537,0.3863838016986847,0.2726098597049713,0.22761109471321106,0.3782990276813507,0.23044107854366302,0.26364511251449585,0.2960863709449768,0.17682749032974243,0.22190336883068085,0.14626669883728027,0.22190336883068085,0.17860856652259827,0.22190336883068085,0.3228212296962738,0.13518327474594116,0.17829595506191254,0.11301705241203308,0.30063560605049133,0.07519916445016861,0.1779964715242386,0.20532488822937012
community,0.245173841714859,0.26023760437965393,0.31759241223335266,0.19126693904399872,0.21522703766822815,0.2601400911808014,0.13416332006454468,0.14603418111801147,0.22733435034751892,0.20268575847148895,0.2761111557483673,0.21370087563991547,0.2761111557483673,0.1302803009748459,0.2761111557483673,0.2756517827510834,0.2261384129524231,0.18021008372306824,0.23928450047969818,0.26749277114868164,0.1762748807668686,0.18613839149475098,0.2380419820547104
.,0.3541337847709656,0.4569662809371948,0.3124077022075653,0.29356086254119873,0.49257001280784607,0.5934505462646484,0.3682591915130615,0.26056769490242004,0.515582263469696,0.2053295075893402,0.6812511086463928,0.21965870261192322,0.6812511086463928,0.14813724160194397,0.6812511086463928,0.588965117931366,0.1679275631904602,0.5072786808013916,0.1882878988981247,0.36683785915374756,0.20813636481761932,0.5363735556602478,0.4130953550338745
