,the,sand,bernardino,-,riverside,area,maintains,what,kind,of,district,?
",",0.4933079481124878,0.3080637454986572,0.3134419322013855,0.42609795928001404,0.3184468746185303,0.2664283812046051,0.1875990927219391,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.25852543115615845,0.31091248989105225
university,0.263973206281662,0.09591586142778397,0.2744377851486206,0.18906573951244354,0.43151989579200745,0.21217475831508636,0.17040471732616425,0.20256435871124268,0.07493893057107925,0.30646374821662903,0.22784672677516937,0.11887256056070328
town,0.2974243760108948,0.2374744564294815,0.23904888331890106,0.10626069456338882,0.323681503534317,0.38551488518714905,0.09100028872489929,0.19713185727596283,0.11708157509565353,0.26585668325424194,0.4479256868362427,0.09902279824018478
which,0.6521818041801453,0.25524887442588806,0.20370326936244965,0.22025257349014282,0.282682329416275,0.3276861011981964,0.32653695344924927,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.2036324292421341,0.25814583897590637
are,0.40399202704429626,0.24431867897510529,0.17114126682281494,0.16516205668449402,0.16002298891544342,0.25780194997787476,0.2869236171245575,0.29724663496017456,0.296465665102005,0.39081433415412903,0.17725017666816711,0.24591213464736938
in,0.6662389636039734,0.20298859477043152,0.28734850883483887,0.2593633532524109,0.30268025398254395,0.33632898330688477,0.21605880558490753,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.30883273482322693,0.20430970191955566
san,0.2858080565929413,0.21307599544525146,0.5765351057052612,0.17640797793865204,0.38028684258461,0.22260162234306335,0.10670089721679688,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.18726517260074615,0.10952327400445938
bernardino,0.2722903788089752,0.26232972741127014,1.0,0.2118971347808838,0.5291909575462341,0.2726062834262848,0.1769160032272339,0.09213948994874954,0.08998160064220428,0.26093193888664246,0.19070717692375183,0.11443846672773361
and,0.5171257257461548,0.3195117712020874,0.2651553452014923,0.32343366742134094,0.2747021019458771,0.3044000566005707,0.3021034300327301,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23884956538677216,0.20544172823429108
downtown,0.2602716088294983,0.1567990928888321,0.2855835556983948,0.12868812680244446,0.4194495379924774,0.37015464901924133,0.18014657497406006,0.1348404437303543,0.10888472944498062,0.21455974876880646,0.40016987919807434,0.15638743340969086
riverside,0.27102717757225037,0.22613409161567688,0.5291909575462341,0.14747680723667145,1.0000001192092896,0.271809458732605,0.2749793231487274,0.1112799271941185,0.12823820114135742,0.2871353030204773,0.27045688033103943,0.10042606294155121
.,0.5934505462646484,0.21919313073158264,0.22549861669540405,0.4330557584762573,0.3060722351074219,0.2760866582393646,0.23767796158790588,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23195737600326538,0.4130953550338745
