,changes,in,rainfall,reduced,what,kind,of,vegetation,cover,in,the,amazon,basin,?
the,0.3427845537662506,0.6662389636039734,0.24584579467773438,0.2897622883319855,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27478766441345215,0.26727065443992615,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
amazon,0.06073456630110741,0.12227833271026611,0.26409438252449036,0.1122642531991005,0.16355936229228973,0.13268502056598663,0.20143137872219086,0.36174994707107544,0.21230551600456238,0.12227833271026611,0.260541707277298,1.0000001192092896,0.41143864393234253,0.18144656717777252
fan,0.11569279432296753,0.09429174661636353,0.11228414624929428,0.01422356627881527,0.10274515300989151,0.18620151281356812,0.15768620371818542,0.06803476810455322,0.20761936902999878,0.09429174661636353,0.163461834192276,0.2319728136062622,0.14500099420547485,0.15863578021526337
indicate,0.22212208807468414,0.21759656071662903,0.14118735492229462,0.25650161504745483,0.24538113176822662,0.21867601573467255,0.25098979473114014,0.13494175672531128,0.1739017814397812,0.21759656071662903,0.2430160641670227,0.1705303192138672,0.17946135997772217,0.23544088006019592
that,0.33237403631210327,0.435920387506485,0.18002696335315704,0.2702723443508148,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.2737760543823242,0.24846096336841583,0.435920387506485,0.5473989248275757,0.2228476107120514,0.21932947635650635,0.32716336846351624
rainfall,0.20636938512325287,0.24792563915252686,1.0,0.27204614877700806,0.1762358695268631,0.1042984127998352,0.2068331092596054,0.4893377423286438,0.22466042637825012,0.24792563915252686,0.24584579467773438,0.26409438252449036,0.40976372361183167,0.17489276826381683
in,0.226434126496315,1.0,0.24792563915252686,0.2766173183917999,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.25661489367485046,0.19227565824985504,1.0,0.6662389636039734,0.12227833271026611,0.22316701710224152,0.20430970191955566
the,0.3427845537662506,0.6662389636039734,0.24584579467773438,0.2897622883319855,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27478766441345215,0.26727065443992615,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
basin,0.1280021071434021,0.22316701710224152,0.40976372361183167,0.18622015416622162,0.1565224826335907,0.10017956793308258,0.2557278275489807,0.3512457311153412,0.16352319717407227,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.14685653150081635
during,0.23536542057991028,0.4627237319946289,0.21561802923679352,0.2672589123249054,0.24137552082538605,0.15725892782211304,0.3869180977344513,0.18522514402866364,0.21908043324947357,0.4627237319946289,0.4838213622570038,0.11170908063650131,0.17691287398338318,0.1325719803571701
the,0.3427845537662506,0.6662389636039734,0.24584579467773438,0.2897622883319855,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27478766441345215,0.26727065443992615,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
lgm,0.2573396861553192,0.2136618196964264,0.19919733703136444,0.3012416660785675,0.2686269283294678,0.18124210834503174,0.20432956516742706,0.18740037083625793,0.25923216342926025,0.2136618196964264,0.2530740201473236,0.11549964547157288,0.12794210016727448,0.27672693133354187
was,0.17310309410095215,0.45514053106307983,0.202146515250206,0.1765998750925064,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.117296501994133,0.188062384724617,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.1841808706521988,0.18412111699581146
lower,0.19215598702430725,0.27455443143844604,0.21854548156261444,0.2903880774974823,0.20079238712787628,0.11616205424070358,0.31757521629333496,0.2156354784965515,0.14068499207496643,0.27455443143844604,0.3463275134563446,0.12892797589302063,0.2608475685119629,0.08471795171499252
than,0.2752169370651245,0.3270052373409271,0.25724348425865173,0.3444068133831024,0.29388150572776794,0.22328941524028778,0.33036211133003235,0.23724982142448425,0.22162169218063354,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.17700040340423584,0.24917294085025787
for,0.25747987627983093,0.4322226941585541,0.12702062726020813,0.2299892157316208,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.23696251213550568,0.23061032593250275,0.4322226941585541,0.4739971458911896,0.165912926197052,0.12089817970991135,0.264628142118454
the,0.3427845537662506,0.6662389636039734,0.24584579467773438,0.2897622883319855,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27478766441345215,0.26727065443992615,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
present,0.18881537020206451,0.23905439674854279,0.12102946639060974,0.08758240938186646,0.30940163135528564,0.10652836412191391,0.3116828501224518,0.16563625633716583,0.10144269466400146,0.23905439674854279,0.2829846143722534,0.08765508979558945,0.14395315945148468,0.21759982407093048
",",0.23045918345451355,0.5201468467712402,0.2549014389514923,0.19148744642734528,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.25971779227256775,0.24982257187366486,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.31091248989105225
and,0.27557092905044556,0.4954058527946472,0.21498344838619232,0.266709566116333,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.30153927206993103,0.27793973684310913,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20293349027633667,0.20544172823429108
this,0.4571877419948578,0.45205554366111755,0.2656606137752533,0.2960662245750427,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.3122807741165161,0.2599388659000397,0.45205554366111755,0.6274310946464539,0.15259569883346558,0.16637787222862244,0.3155723512172699
was,0.17310309410095215,0.45514053106307983,0.202146515250206,0.1765998750925064,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.117296501994133,0.188062384724617,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.1841808706521988,0.18412111699581146
almost,0.2368660569190979,0.3422279357910156,0.224771186709404,0.2578663229942322,0.2467888444662094,0.28220054507255554,0.3144364058971405,0.27802959084510803,0.25791695713996887,0.3422279357910156,0.3341992199420929,0.16051292419433594,0.2074488252401352,0.1372147500514984
certainly,0.26601532101631165,0.19669848680496216,0.1781291663646698,0.1897100806236267,0.4790121912956238,0.33414146304130554,0.2682153284549713,0.2297772318124771,0.24928303062915802,0.19669848680496216,0.2813522219657898,0.20060418546199799,0.18311142921447754,0.4394175112247467
associated,0.1613387167453766,0.23328746855258942,0.18126359581947327,0.20977652072906494,0.15836219489574432,0.24217857420444489,0.3077163100242615,0.13781945407390594,0.14678579568862915,0.23328746855258942,0.2742886245250702,0.13181497156620026,0.12735772132873535,0.1453326791524887
with,0.23350933194160461,0.4080928862094879,0.19864265620708466,0.2744283378124237,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.22369661927223206,0.3031909763813019,0.4080928862094879,0.4223487675189972,0.21287250518798828,0.1729910522699356,0.2433311939239502
reduced,0.25904256105422974,0.2766173183917999,0.27204614877700806,1.0,0.11519023776054382,0.19503970444202423,0.30275818705558777,0.2244480848312378,0.16209660470485687,0.2766173183917999,0.2897622883319855,0.1122642531991005,0.18622015416622162,0.10234767943620682
moist,0.18793314695358276,0.21136130392551422,0.4997849464416504,0.21558423340320587,0.1691630482673645,0.1523224115371704,0.1695757955312729,0.5608622431755066,0.264006108045578,0.21136130392551422,0.23634515702724457,0.29526612162590027,0.31801754236221313,0.12842220067977905
tropical,0.16882802546024323,0.18481527268886566,0.5238292217254639,0.16841906309127808,0.204971045255661,0.1973583847284317,0.18125450611114502,0.4096978008747101,0.11909740418195724,0.18481527268886566,0.18640398979187012,0.3167080283164978,0.3513433039188385,0.16629411280155182
vegetation,0.21773624420166016,0.25661489367485046,0.4893377423286438,0.2244480848312378,0.2184489667415619,0.18562087416648865,0.2547335922718048,1.0000001192092896,0.302956223487854,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.3512457311153412,0.10736152529716492
cover,0.12432882189750671,0.19227565824985504,0.22466042637825012,0.16209660470485687,0.19970405101776123,0.21347187459468842,0.26416900753974915,0.302956223487854,0.9999998807907104,0.19227565824985504,0.26727065443992615,0.21230551600456238,0.16352319717407227,0.18414615094661713
in,0.226434126496315,1.0,0.24792563915252686,0.2766173183917999,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.25661489367485046,0.19227565824985504,1.0,0.6662389636039734,0.12227833271026611,0.22316701710224152,0.20430970191955566
the,0.3427845537662506,0.6662389636039734,0.24584579467773438,0.2897622883319855,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27478766441345215,0.26727065443992615,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
basin,0.1280021071434021,0.22316701710224152,0.40976372361183167,0.18622015416622162,0.1565224826335907,0.10017956793308258,0.2557278275489807,0.3512457311153412,0.16352319717407227,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.14685653150081635
.,0.29733169078826904,0.5591574311256409,0.21397745609283447,0.23652395606040955,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.22089946269989014,0.22325164079666138,0.5591574311256409,0.5934505462646484,0.262887567281723,0.20696322619915009,0.4130953550338745
