,how,many,affiliates,carry,the,abc,network,feed,in,480i,standard,definition,?
transmit,0.3032159209251404,0.27260467410087585,0.19841676950454712,0.3629807233810425,0.2503734529018402,0.1837865710258484,0.2836081087589264,0.29043713212013245,0.14338745176792145,0.30627137422561646,0.18847939372062683,0.2940523624420166,0.16771046817302704
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.26752355694770813,1.0,0.2068762183189392,0.27187061309814453,0.2381063848733902,0.6662389636039734,0.18877369165420532,0.29008856415748596,0.23176956176757812,0.22068053483963013
network,0.22464405000209808,0.21386827528476715,0.437904417514801,0.22525767982006073,0.27187061309814453,0.4295894205570221,1.0000001192092896,0.20182470977306366,0.19496823847293854,0.1217377558350563,0.2163606882095337,0.2468663603067398,0.17853789031505585
's,-0.026164190843701363,0.01698932610452175,0.0659567192196846,0.016908660531044006,-0.01540423184633255,0.06670809537172318,0.07819218933582306,0.07618222385644913,-0.037580832839012146,-0.0004509086429607123,-0.011532524600625038,-0.07552970945835114,-0.023395681753754616
programming,0.26022371649742126,0.20624485611915588,0.2390740066766739,0.10558780282735825,0.17869283258914948,0.3165910840034485,0.38232916593551636,0.19772499799728394,0.17145347595214844,0.20883435010910034,0.22803175449371338,0.2705542743206024,0.22249025106430054
in,0.2601168751716614,0.41474202275276184,0.17909713089466095,0.19860897958278656,0.6662389636039734,0.1697147786617279,0.19496823847293854,0.17841142416000366,1.0,0.16859975457191467,0.24721406400203705,0.20306213200092316,0.20430970191955566
1080i,-0.037649061530828476,0.03400426357984543,-0.027218613773584366,-0.05912679433822632,-0.05581354722380638,0.057130202651023865,-0.008275508880615234,-0.07593300938606262,0.04425577446818352,0.013108385726809502,0.09100525826215744,0.03692299872636795,0.04275854676961899
hd,0.10104338079690933,0.1101500615477562,0.2809024155139923,0.15190386772155762,0.19996047019958496,0.24902278184890747,0.2807316184043884,0.1325361430644989,0.16095560789108276,0.2202499806880951,0.21808426082134247,0.274027556180954,0.1705414354801178
",",0.22659391164779663,0.40610817074775696,0.1943977326154709,0.1951419711112976,0.4933079481124878,0.2097204476594925,0.1932937651872635,0.22537048161029816,0.5201468467712402,0.2845563292503357,0.2593318521976471,0.24771931767463684,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.16603989899158478,0.224240243434906,0.39804592728614807,0.14978811144828796,0.14028114080429077,0.23791468143463135,0.3399278521537781,0.19763939082622528,0.25310489535331726,0.17337565124034882,0.21076419949531555
11,0.04696422442793846,0.13612139225006104,-0.11278949677944183,0.017792770639061928,-0.0219515822827816,0.045679375529289246,0.02350037358701229,0.21748952567577362,0.03469983860850334,-0.06937380880117416,-0.1258472204208374,-0.07911910861730576,-0.04295448586344719
other,0.3591516315937042,0.6324484348297119,0.20947124063968658,0.2943214774131775,0.44152235984802246,0.10159935057163239,0.23709821701049805,0.2799420952796936,0.39989137649536133,0.20725898444652557,0.269630491733551,0.2703663408756256,0.24682199954986572
affiliates,0.09554769098758698,0.18764927983283997,1.0000001192092896,0.1307568997144699,0.1912562996149063,0.26733168959617615,0.437904417514801,0.24159875512123108,0.17909713089466095,0.09371994435787201,0.1491154134273529,0.1521344631910324,0.11092336475849152
owned,0.10617922991514206,0.1969839334487915,0.3446543216705322,0.1085638627409935,0.1999378502368927,0.2405787706375122,0.28046050667762756,0.21135567128658295,0.22438469529151917,0.12358170747756958,0.05770871415734291,0.08503144979476929,0.1288648396730423
by,0.34370526671409607,0.3409687578678131,0.11500819772481918,0.14549952745437622,0.4408751428127289,0.17600902915000916,0.214903324842453,0.16765347123146057,0.370934396982193,0.20642447471618652,0.14653390645980835,0.11182640492916107,0.17966607213020325
various,0.3173779249191284,0.6290724873542786,0.19171391427516937,0.20688118040561676,0.3235042691230774,0.12460041046142578,0.21601898968219757,0.185180202126503,0.266343355178833,0.13527420163154602,0.2620546817779541,0.20796126127243042,0.12823495268821716
companies,0.1746106892824173,0.3244176208972931,0.3251097798347473,0.22542212903499603,0.26917189359664917,0.11513935029506683,0.3142971396446228,0.1787659376859665,0.2321794629096985,0.17673690617084503,0.2560451030731201,0.12224382162094116,0.14365637302398682
carry,0.29718565940856934,0.28331053256988525,0.1307568997144699,0.9999998807907104,0.26752355694770813,0.14462321996688843,0.22525767982006073,0.3020918071269989,0.19860897958278656,0.1914580911397934,0.18473996222019196,0.17127947509288788,0.17171701788902283
the,0.33890387415885925,0.4335206151008606,0.1912562996149063,0.26752355694770813,1.0,0.2068762183189392,0.27187061309814453,0.2381063848733902,0.6662389636039734,0.18877369165420532,0.29008856415748596,0.23176956176757812,0.22068053483963013
network,0.22464405000209808,0.21386827528476715,0.437904417514801,0.22525767982006073,0.27187061309814453,0.4295894205570221,1.0000001192092896,0.20182470977306366,0.19496823847293854,0.1217377558350563,0.2163606882095337,0.2468663603067398,0.17853789031505585
feed,0.25393974781036377,0.2199154794216156,0.24159875512123108,0.3020918071269989,0.2381063848733902,0.209929421544075,0.20182470977306366,1.0,0.17841142416000366,0.1553318202495575,0.05352959409356117,0.08459935337305069,0.19348634779453278
in,0.2601168751716614,0.41474202275276184,0.17909713089466095,0.19860897958278656,0.6662389636039734,0.1697147786617279,0.19496823847293854,0.17841142416000366,1.0,0.16859975457191467,0.24721406400203705,0.20306213200092316,0.20430970191955566
480i,0.2681073546409607,0.15436765551567078,0.09371994435787201,0.1914580911397934,0.18877369165420532,0.1115657389163971,0.1217377558350563,0.1553318202495575,0.16859975457191467,1.0,0.28365594148635864,0.3431239128112793,0.24774454534053802
standard,0.25041645765304565,0.23088975250720978,0.1491154134273529,0.18473996222019196,0.29008856415748596,0.15094728767871857,0.2163606882095337,0.05352959409356117,0.24721406400203705,0.28365594148635864,1.0,0.3563583791255951,0.17029257118701935
definition,0.25456923246383667,0.2543047368526459,0.1521344631910324,0.17127947509288788,0.23176956176757812,0.15801237523555756,0.2468663603067398,0.08459935337305069,0.20306213200092316,0.3431239128112793,0.3563583791255951,1.0,0.2796523869037628
either,0.35004037618637085,0.3275146186351776,0.20081108808517456,0.2862311005592346,0.3795609474182129,0.13232512772083282,0.16035856306552887,0.28578606247901917,0.2748357057571411,0.22347049415111542,0.28665509819984436,0.32648181915283203,0.31498292088508606
due,0.19407185912132263,0.214676633477211,0.17635716497898102,0.18499267101287842,0.22577603161334991,0.13995635509490967,0.15950633585453033,0.1667468398809433,0.2516716718673706,0.193317711353302,0.19972319900989532,0.21499131619930267,0.10954997688531876
to,0.44169697165489197,0.40243685245513916,0.19779101014137268,0.32521840929985046,0.535392165184021,0.1762417107820511,0.25940340757369995,0.2905908226966858,0.45010748505592346,0.24177202582359314,0.1969985067844391,0.2924377918243408,0.29463258385658264
technical,0.25349023938179016,0.24145440757274628,0.18817581236362457,0.1746509075164795,0.21600495278835297,0.029799440875649452,0.19349011778831482,0.0481514148414135,0.2375176101922989,0.17075924575328827,0.2296210527420044,0.2121788114309311,0.1962660700082779
considerations,0.27929630875587463,0.3180640637874603,0.29075807332992554,0.17228390276432037,0.32168442010879517,0.16699646413326263,0.17859207093715668,0.10384202003479004,0.21577352285385132,0.266914963722229,0.2915906608104706,0.3511446714401245,0.32653504610061646
for,0.3308170735836029,0.40972793102264404,0.21022890508174896,0.2858029901981354,0.4739971458911896,0.22510288655757904,0.253274142742157,0.20785245299339294,0.4322226941585541,0.28010743856430054,0.3173719346523285,0.2789401710033417,0.264628142118454
affiliates,0.09554769098758698,0.18764927983283997,1.0000001192092896,0.1307568997144699,0.1912562996149063,0.26733168959617615,0.437904417514801,0.24159875512123108,0.17909713089466095,0.09371994435787201,0.1491154134273529,0.1521344631910324,0.11092336475849152
of,0.2480744868516922,0.37253960967063904,0.1803562045097351,0.23692575097084045,0.733189046382904,0.14607268571853638,0.21800683438777924,0.13772912323474884,0.5696388483047485,0.1877402514219284,0.2296806275844574,0.24912455677986145,0.1826142966747284
other,0.3591516315937042,0.6324484348297119,0.20947124063968658,0.2943214774131775,0.44152235984802246,0.10159935057163239,0.23709821701049805,0.2799420952796936,0.39989137649536133,0.20725898444652557,0.269630491733551,0.2703663408756256,0.24682199954986572
major,0.12500809133052826,0.2907782793045044,0.23553700745105743,0.04446975886821747,0.31775903701782227,0.1743539571762085,0.21982574462890625,0.12611649930477142,0.3249945342540741,0.1714225560426712,0.14454703032970428,0.12057554721832275,0.19788557291030884
networks,0.23104870319366455,0.3009721040725708,0.443782776594162,0.21874715387821198,0.24705806374549866,0.350273072719574,0.8756695985794067,0.23468856513500214,0.17525765299797058,0.15918275713920593,0.23908038437366486,0.2529858946800232,0.17815114557743073
that,0.557814359664917,0.5391656160354614,0.1412908136844635,0.2923817038536072,0.5473989248275757,0.17440107464790344,0.2984007000923157,0.30548858642578125,0.435920387506485,0.2551833987236023,0.294244647026062,0.36495500802993774,0.32716336846351624
carry,0.29718565940856934,0.28331053256988525,0.1307568997144699,0.9999998807907104,0.26752355694770813,0.14462321996688843,0.22525767982006073,0.3020918071269989,0.19860897958278656,0.1914580911397934,0.18473996222019196,0.17127947509288788,0.17171701788902283
abc,0.19232043623924255,0.18267793953418732,0.26733168959617615,0.14462321996688843,0.2068762183189392,1.0000001192092896,0.4295894205570221,0.209929421544075,0.1697147786617279,0.1115657389163971,0.15094728767871857,0.15801237523555756,0.19065172970294952
programming,0.26022371649742126,0.20624485611915588,0.2390740066766739,0.10558780282735825,0.17869283258914948,0.3165910840034485,0.38232916593551636,0.19772499799728394,0.17145347595214844,0.20883435010910034,0.22803175449371338,0.2705542743206024,0.22249025106430054
on,0.32655060291290283,0.32520127296447754,0.235525980591774,0.22389066219329834,0.5107308030128479,0.2862928807735443,0.30190837383270264,0.2839498519897461,0.46853652596473694,0.12794165313243866,0.22459714114665985,0.21725256741046906,0.2714994251728058
a,0.29312583804130554,0.2872205972671509,0.12964963912963867,0.2364719659090042,0.5829201340675354,0.21331243216991425,0.17299489676952362,0.22033396363258362,0.539380669593811,0.2889051139354706,0.2876655161380768,0.2941339910030365,0.23916715383529663
digital,0.14452660083770752,0.18211199343204498,0.23681709170341492,0.1400996744632721,0.18361380696296692,0.2166869193315506,0.32411229610443115,0.11049119383096695,0.1500016450881958,0.23602433502674103,0.22945985198020935,0.2528928816318512,0.12982943654060364
subchannel,0.22515808045864105,0.25200727581977844,0.38557785749435425,0.2556581199169159,0.3338429033756256,0.410636305809021,0.5313095450401306,0.30448952317237854,0.25593438744544983,0.1857675462961197,0.24495986104011536,0.35440394282341003,0.2216910868883133
or,0.3378981947898865,0.36905089020729065,0.13946697115898132,0.3316584527492523,0.4174870550632477,0.10767780989408493,0.21460621058940887,0.2837058901786804,0.3586423695087433,0.28732040524482727,0.33366408944129944,0.3065267503261566,0.32389625906944275
because,0.48179173469543457,0.5294432640075684,0.1538560688495636,0.336722731590271,0.44596394896507263,0.13412843644618988,0.2064317762851715,0.25626304745674133,0.37423941493034363,0.22342389822006226,0.2327098846435547,0.32414939999580383,0.2528740465641022
a,0.29312583804130554,0.2872205972671509,0.12964963912963867,0.2364719659090042,0.5829201340675354,0.21331243216991425,0.17299489676952362,0.22033396363258362,0.539380669593811,0.2889051139354706,0.2876655161380768,0.2941339910030365,0.23916715383529663
primary,0.15994705259799957,0.22016435861587524,0.18657241761684418,0.13310927152633667,0.25688621401786804,0.045933280140161514,0.13293330371379852,0.16731828451156616,0.21150650084018707,0.1822933554649353,0.20806193351745605,0.18856999278068542,0.16286636888980865
feed,0.25393974781036377,0.2199154794216156,0.24159875512123108,0.3020918071269989,0.2381063848733902,0.209929421544075,0.20182470977306366,1.0,0.17841142416000366,0.1553318202495575,0.05352959409356117,0.08459935337305069,0.19348634779453278
abc,0.19232043623924255,0.18267793953418732,0.26733168959617615,0.14462321996688843,0.2068762183189392,1.0000001192092896,0.4295894205570221,0.209929421544075,0.1697147786617279,0.1115657389163971,0.15094728767871857,0.15801237523555756,0.19065172970294952
affiliate,0.08550060540437698,0.16680896282196045,0.9436173439025879,0.15517941117286682,0.2278994768857956,0.2614424228668213,0.3786352276802063,0.2382809966802597,0.2081480771303177,0.05536610633134842,0.12388798594474792,0.12431596219539642,0.10958297550678253
has,0.26820555329322815,0.4266262650489807,0.11928924173116684,0.16321200132369995,0.4177538752555847,0.23067910969257355,0.18401741981506348,0.15959493815898895,0.4173259735107422,0.20621933043003082,0.12612733244895935,0.2356703132390976,0.15994466841220856
not,0.4869767427444458,0.4369727373123169,0.18058036267757416,0.27368539571762085,0.4310511648654938,0.15984800457954407,0.15650825202465057,0.34308886528015137,0.3403114080429077,0.2566196918487549,0.27280810475349426,0.35584738850593567,0.41942933201789856
yet,0.44243067502975464,0.32759273052215576,0.13531091809272766,0.1772070974111557,0.32892218232154846,0.1261790543794632,0.17778578400611877,0.18413543701171875,0.2714422047138214,0.31421393156051636,0.33226335048675537,0.3372179865837097,0.4011770784854889
upgraded,0.1156696081161499,0.15394628047943115,0.1554773896932602,0.14936773478984833,0.22829687595367432,0.17365731298923492,0.19043080508708954,0.08990559726953506,0.1683087795972824,0.17578889429569244,0.18789851665496826,0.15099553763866425,0.15831376612186432
their,0.3316696584224701,0.4574248492717743,0.2329007089138031,0.3328152596950531,0.516537070274353,0.17463743686676025,0.2149965912103653,0.32847943902015686,0.34976133704185486,0.14024288952350616,0.16943970322608948,0.16472290456295013,0.1898253709077835
transmission,0.2645879089832306,0.21857616305351257,0.2443634271621704,0.30763205885887146,0.26124435663223267,0.19165827333927155,0.3315355181694031,0.21278542280197144,0.16582068800926208,0.3109109103679657,0.22566001117229462,0.27192357182502747,0.16372337937355042
equipment,0.24301184713840485,0.2631963789463043,0.16774365305900574,0.34533926844596863,0.22635069489479065,0.13784067332744598,0.23894046247005463,0.22089175879955292,0.1740107387304306,0.22358502447605133,0.26769471168518066,0.22936546802520752,0.0920877456665039
to,0.44169697165489197,0.40243685245513916,0.19779101014137268,0.32521840929985046,0.535392165184021,0.1762417107820511,0.25940340757369995,0.2905908226966858,0.45010748505592346,0.24177202582359314,0.1969985067844391,0.2924377918243408,0.29463258385658264
allow,0.35843566060066223,0.32432153820991516,0.24784690141677856,0.3673490583896637,0.27822166681289673,0.14492779970169067,0.2493346929550171,0.36989426612854004,0.21222905814647675,0.16240598261356354,0.2716103494167328,0.24210605025291443,0.2042745053768158
content,0.3220647871494293,0.25741738080978394,0.20752964913845062,0.1964641809463501,0.21174471080303192,0.18555805087089539,0.26545995473861694,0.29346799850463867,0.1518891453742981,0.2577263116836548,0.2425842434167862,0.37271976470947266,0.37093979120254517
to,0.44169697165489197,0.40243685245513916,0.19779101014137268,0.32521840929985046,0.535392165184021,0.1762417107820511,0.25940340757369995,0.2905908226966858,0.45010748505592346,0.24177202582359314,0.1969985067844391,0.2924377918243408,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.141836017370224,0.3520331084728241,0.4248143136501312,0.14780379831790924,0.21879678964614868,0.29234057664871216,0.3481820821762085,0.2964383065700531,0.26603180170059204,0.333861380815506,0.3324260413646698
presented,0.24352394044399261,0.23533928394317627,0.19673967361450195,0.09452038258314133,0.3251480758190155,0.2885449528694153,0.18833589553833008,0.12880857288837433,0.3047972023487091,0.10260778665542603,0.17091603577136993,0.22066651284694672,0.17025142908096313
in,0.2601168751716614,0.41474202275276184,0.17909713089466095,0.19860897958278656,0.6662389636039734,0.1697147786617279,0.19496823847293854,0.17841142416000366,1.0,0.16859975457191467,0.24721406400203705,0.20306213200092316,0.20430970191955566
hd,0.10104338079690933,0.1101500615477562,0.2809024155139923,0.15190386772155762,0.19996047019958496,0.24902278184890747,0.2807316184043884,0.1325361430644989,0.16095560789108276,0.2202499806880951,0.21808426082134247,0.274027556180954,0.1705414354801178
.,0.3287222981452942,0.3974229395389557,0.17940016090869904,0.21299658715724945,0.5934505462646484,0.2567209303379059,0.23909442126750946,0.2533789277076721,0.5591574311256409,0.2848495841026306,0.2521037757396698,0.2228187918663025,0.4130953550338745
