,which,nasa,orbiter,photographed,evidence,of,each,site,on,the,moon,that,a,manned,apollo,mission,landing,occurred,?
31,0.21851353347301483,-0.11276586353778839,-0.02261737547814846,0.005635051056742668,-0.02027631551027298,0.13315030932426453,0.15550485253334045,0.01621383987367153,0.09168531000614166,0.12550820410251617,0.00423995079472661,0.10916130989789963,0.029402639716863632,0.06688573956489563,-0.0612865649163723,-0.06697624176740646,0.16534368693828583,0.08640335500240326,-0.017570214346051216
mi,0.1577734351158142,0.19862517714500427,0.16640502214431763,0.12773294746875763,0.11965633183717728,0.13784633576869965,0.04782336950302124,0.15441155433654785,0.10586424171924591,0.12998802959918976,0.2236587405204773,0.1638389527797699,0.14334195852279663,0.2382081151008606,0.12650258839130402,0.17193743586540222,0.21924471855163574,0.06728057563304901,0.10264865309000015
),0.2758678197860718,0.15358616411685944,0.16987565159797668,0.08072511851787567,0.17992821335792542,0.3680361211299896,0.18692907691001892,0.19364769756793976,0.29937487840652466,0.3456730246543884,0.15997570753097534,0.23478686809539795,0.3640355169773102,0.12595675885677338,0.15640953183174133,0.1770586371421814,0.13495033979415894,0.18716245889663696,0.42300865054130554
above,0.29614752531051636,0.12940171360969543,0.19218632578849792,0.09778851270675659,0.27034828066825867,0.24890293180942535,0.219058558344841,0.05818082392215729,0.3177962899208069,0.33988961577415466,0.10631673038005829,0.32968869805336,0.21249589323997498,0.1618419736623764,0.15744930505752563,0.10534847527742386,0.18175232410430908,0.18398098647594452,0.2521739900112152
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
moon,0.19790339469909668,0.47473642230033875,0.5502121448516846,0.24912697076797485,0.16545778512954712,0.18815091252326965,0.19387416541576385,0.11383914202451706,0.20249907672405243,0.23613092303276062,1.0,0.28123724460601807,0.23150557279586792,0.3893072307109833,0.512973427772522,0.34793826937675476,0.3334655165672302,0.11444205790758133,0.1442703753709793
",",0.3658004403114319,0.18665438890457153,0.1914738565683365,0.19665037095546722,0.2751304507255554,0.4946078956127167,0.207483172416687,0.2036259025335312,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4137537479400635,0.427140474319458,0.1752677708864212,0.19808128476142883,0.21226151287555695,0.23283818364143372,0.28958946466445923,0.31091248989105225
began,0.15610557794570923,0.16119016706943512,0.17167431116104126,0.2404308170080185,0.17890125513076782,0.2330763041973114,0.20201124250888824,0.15292000770568848,0.29460400342941284,0.3059147596359253,0.13540337979793549,0.21520264446735382,0.21651826798915863,0.28679072856903076,0.15099135041236877,0.17537043988704681,0.19220004975795746,0.3092268705368042,0.1370266228914261
photographing,0.214287668466568,0.2940298914909363,0.30483439564704895,0.8756440281867981,0.23431622982025146,0.23001141846179962,0.1616639345884323,0.242364302277565,0.18230825662612915,0.2297779619693756,0.18170960247516632,0.21279911696910858,0.2639865577220917,0.22663243114948273,0.2629869282245636,0.22625461220741272,0.2819361686706543,0.12827874720096588,0.16179212927818298
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
remnants,0.22988684475421906,0.1190221905708313,0.24469415843486786,0.17510339617729187,0.26839858293533325,0.22459746897220612,0.13971808552742004,0.09456557780504227,0.2711198329925537,0.2785507142543793,0.2750496566295624,0.21027415990829468,0.169642835855484,0.16258101165294647,0.12400911748409271,0.14514175057411194,0.2275569587945938,0.3095652759075165,0.09044837206602097
of,0.5011631846427917,0.17935146391391754,0.13776440918445587,0.20250467956066132,0.2471507489681244,1.0,0.38460010290145874,0.24291633069515228,0.3966929316520691,0.733189046382904,0.18815091252326965,0.41498205065727234,0.5052502155303955,0.17604194581508636,0.1786269098520279,0.20170781016349792,0.22376328706741333,0.31296631693840027,0.1826142966747284
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
apollo,0.19047300517559052,0.4747956395149231,0.4864785969257355,0.26460501551628113,0.1170215755701065,0.1786269098520279,0.08984427154064178,0.11607958376407623,0.16069947183132172,0.2169172167778015,0.512973427772522,0.2014923095703125,0.19996169209480286,0.5195745825767517,0.9999999403953552,0.4094500243663788,0.3499414920806885,0.11116878688335419,0.191528782248497
program,0.3116832673549652,0.3442091643810272,0.31874358654022217,0.17013603448867798,0.09881012886762619,0.17376001179218292,0.24561364948749542,0.21871411800384521,0.23327119648456573,0.22986935079097748,0.20258519053459167,0.33504533767700195,0.2779408395290375,0.34068769216537476,0.3344622850418091,0.3676653504371643,0.2073235958814621,0.13538353145122528,0.1440187245607376
left,0.22905652225017548,0.13795265555381775,0.17533981800079346,0.14530062675476074,0.14274999499320984,0.2218635529279709,0.20934061706066132,0.16682709753513336,0.30747801065444946,0.33113980293273926,0.09804370254278183,0.2512504756450653,0.19688890874385834,0.17583492398262024,0.13033144176006317,0.1522214710712433,0.18743214011192322,0.14554914832115173,0.13251960277557373
on,0.4245251417160034,0.18220403790473938,0.22910837829113007,0.1854369342327118,0.2518981993198395,0.3966929316520691,0.30782750248908997,0.24843932688236237,0.9999999403953552,0.5107308030128479,0.20249907672405243,0.42569106817245483,0.3848365545272827,0.22706209123134613,0.16069947183132172,0.21317659318447113,0.31166619062423706,0.26309460401535034,0.2714994251728058
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
lunar,0.19250813126564026,0.4626382291316986,0.5458646416664124,0.26635751128196716,0.1887086033821106,0.204553484916687,0.20090074837207794,0.09118924289941788,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.24143245816230774,0.19755837321281433,0.47513729333877563,0.48109763860702515,0.3878321945667267,0.3707292675971985,0.22523705661296844,0.1628302037715912
surface,0.3333227038383484,0.27110713720321655,0.3937314450740814,0.23030507564544678,0.28211236000061035,0.24204103648662567,0.22477607429027557,0.17713935673236847,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.30130770802497864,0.24436084926128387,0.24560514092445374,0.19678367674350739,0.23021507263183594,0.3344675302505493,0.18189507722854614,0.14613434672355652
",",0.3658004403114319,0.18665438890457153,0.1914738565683365,0.19665037095546722,0.2751304507255554,0.4946078956127167,0.207483172416687,0.2036259025335312,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4137537479400635,0.427140474319458,0.1752677708864212,0.19808128476142883,0.21226151287555695,0.23283818364143372,0.28958946466445923,0.31091248989105225
and,0.506277859210968,0.12810774147510529,0.21550312638282776,0.1361491084098816,0.25004807114601135,0.5116966962814331,0.2984027564525604,0.19108152389526367,0.4077630043029785,0.5171257257461548,0.2018347829580307,0.4731321930885315,0.3739250600337982,0.21635916829109192,0.15251155197620392,0.16932862997055054,0.1899331510066986,0.21147121489048004,0.20544172823429108
photographed,0.15110497176647186,0.31225642561912537,0.362800657749176,1.0000001192092896,0.20763815939426422,0.20250467956066132,0.16924232244491577,0.21963049471378326,0.1854369342327118,0.2295689582824707,0.24912697076797485,0.21285352110862732,0.22357365489006042,0.2797808051109314,0.26460501551628113,0.20159044861793518,0.24375025928020477,0.1850147843360901,0.11054962873458862
each,0.5572347640991211,0.07703179121017456,0.1589244157075882,0.16924232244491577,0.14118215441703796,0.38460010290145874,1.0,0.11664608120918274,0.30782750248908997,0.470844566822052,0.19387416541576385,0.46111494302749634,0.434999018907547,0.1736491620540619,0.08984427154064178,0.11563625186681747,0.14816658198833466,0.21860980987548828,0.21173812448978424
site,0.25946786999702454,0.19461911916732788,0.1626918911933899,0.21963049471378326,0.24458177387714386,0.24291633069515228,0.11664608120918274,1.0000001192092896,0.24843932688236237,0.288954496383667,0.11383914202451706,0.19933675229549408,0.21085289120674133,0.0964241772890091,0.11607958376407623,0.20843540132045746,0.19270649552345276,0.19363029301166534,0.2014765441417694
where,0.5477990508079529,0.10755529254674911,0.18867406249046326,0.18958935141563416,0.22179295122623444,0.38066378235816956,0.3672003746032715,0.24231134355068207,0.37630224227905273,0.5003893971443176,0.11281176656484604,0.4876193106174469,0.40997210144996643,0.14348626136779785,0.08840306103229523,0.2506496012210846,0.17486439645290375,0.19075052440166473,0.24793872237205505
manned,0.21115973591804504,0.43264830112457275,0.533261775970459,0.2797808051109314,0.18776707351207733,0.17604194581508636,0.1736491620540619,0.0964241772890091,0.22706209123134613,0.2392944097518921,0.3893072307109833,0.208269864320755,0.1981727033853531,1.0000001192092896,0.5195745825767517,0.496903657913208,0.4160100221633911,0.2657901346683502,0.17514055967330933
apollo,0.19047300517559052,0.4747956395149231,0.4864785969257355,0.26460501551628113,0.1170215755701065,0.1786269098520279,0.08984427154064178,0.11607958376407623,0.16069947183132172,0.2169172167778015,0.512973427772522,0.2014923095703125,0.19996169209480286,0.5195745825767517,0.9999999403953552,0.4094500243663788,0.3499414920806885,0.11116878688335419,0.191528782248497
flights,0.22946235537528992,0.30193886160850525,0.3386271595954895,0.2578175663948059,0.14255474507808685,0.1994985193014145,0.1773909628391266,0.11700804531574249,0.25495460629463196,0.25325238704681396,0.18101656436920166,0.21495799720287323,0.19244733452796936,0.3876021206378937,0.2823284864425659,0.3179176449775696,0.5082048773765564,0.2546209692955017,0.1590299755334854
landed,0.19705185294151306,0.31004324555397034,0.4397619068622589,0.2714366316795349,0.1585601568222046,0.20002318918704987,0.17014920711517334,0.1504247486591339,0.3289313316345215,0.2935211956501007,0.34728366136550903,0.2327413409948349,0.21975062787532806,0.47131526470184326,0.3568655550479889,0.37830135226249695,0.6260813474655151,0.23597845435142517,0.1640893667936325
.,0.45942068099975586,0.22033250331878662,0.20437274873256683,0.17723479866981506,0.24887976050376892,0.5352458953857422,0.31204065680503845,0.22011229395866394,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.4460422694683075,0.50484299659729,0.2219262570142746,0.22384987771511078,0.2227463275194168,0.2410571426153183,0.2029680609703064,0.4130953550338745
,which,nasa,orbiter,photographed,evidence,of,each,site,on,the,moon,that,a,manned,apollo,mission,landing,occurred,?
in,0.4840516746044159,0.15705716609954834,0.1622316837310791,0.23397350311279297,0.16157563030719757,0.5696388483047485,0.30816060304641724,0.20704983174800873,0.46853652596473694,0.6662389636039734,0.1284755915403366,0.435920387506485,0.539380669593811,0.1528020054101944,0.1461767554283142,0.2224319875240326,0.2088729292154312,0.3479720652103424,0.20430970191955566
2008,-0.19497084617614746,-0.14218612015247345,-0.13050146400928497,-0.054712921380996704,-0.13328376412391663,-0.10678710788488388,-0.11714871972799301,-0.07497479021549225,-0.0002816536871250719,-0.06530369818210602,-0.06573435664176941,-0.2374892234802246,-0.08630643039941788,-0.08353892713785172,-0.06115962937474251,-0.1009819358587265,-0.10395634919404984,-0.09784901887178421,-0.09852470457553864
",",0.3658004403114319,0.18665438890457153,0.1914738565683365,0.19665037095546722,0.2751304507255554,0.4946078956127167,0.207483172416687,0.2036259025335312,0.49057599902153015,0.4933079481124878,0.18567080795764923,0.4137537479400635,0.427140474319458,0.1752677708864212,0.19808128476142883,0.21226151287555695,0.23283818364143372,0.28958946466445923,0.31091248989105225
japan,0.24209867417812347,0.11201322078704834,0.1799774318933487,0.09225460141897202,0.0968833938241005,0.2358245700597763,0.20697060227394104,0.18052968382835388,0.22320449352264404,0.22735914587974548,0.16235440969467163,0.20976011455059052,0.20427335798740387,0.21872621774673462,0.18061043322086334,0.21263286471366882,0.14155976474285126,0.18000587821006775,0.1312343180179596
aerospace,0.12066259235143661,0.4800499975681305,0.4008539319038391,0.22942182421684265,0.12199518829584122,0.22171205282211304,0.04348751902580261,0.15551814436912537,0.10392256081104279,0.18912936747074127,0.15023699402809143,0.1221509501338005,0.20454141497612,0.40081143379211426,0.2982948422431946,0.37380293011665344,0.26673951745033264,0.07276197522878647,0.1227976456284523
exploration,0.25444427132606506,0.5249575972557068,0.4568851590156555,0.2723746597766876,0.2770264148712158,0.2918226718902588,0.11970236897468567,0.2405180037021637,0.22212070226669312,0.3181801736354828,0.39042770862579346,0.26253843307495117,0.21042560040950775,0.4049815535545349,0.33323782682418823,0.4816056787967682,0.30653929710388184,0.22162611782550812,0.13539034128189087
agency,0.19986993074417114,0.32444897294044495,0.282977432012558,0.1607370525598526,0.18326473236083984,0.21890796720981598,0.15442368388175964,0.25013968348503113,0.18671666085720062,0.24253644049167633,0.16651509702205658,0.18285544216632843,0.186392143368721,0.2762060761451721,0.16036878526210785,0.3713327646255493,0.17502906918525696,0.09238260239362717,0.18185843527317047
's,0.03856118768453598,-0.09383333474397659,0.018980437889695168,0.0001243581937160343,0.06192260608077049,-0.03817026689648628,0.021750088781118393,0.007863886654376984,0.0026888418942689896,-0.01540423184633255,0.0421946756541729,0.04397977516055107,0.04866964742541313,0.009618762880563736,-0.020172206684947014,-0.010545115917921066,0.0075084492564201355,-0.034319814294576645,-0.023395681753754616
selene,0.17965950071811676,0.20549780130386353,0.3239171802997589,0.21509824693202972,0.07081076502799988,0.1390949934720993,0.09047095477581024,0.011038367636501789,0.11360711604356766,0.20395372807979584,0.2998065948486328,0.1745501607656479,0.1526487022638321,0.20824317634105682,0.3960883617401123,0.11857891827821732,0.17154105007648468,0.13505037128925323,0.09543700516223907
probe,0.23813797533512115,0.618739664554596,0.6479223370552063,0.3548429310321808,0.2921198308467865,0.16222909092903137,0.14878395199775696,0.17112265527248383,0.2452963888645172,0.24742954969406128,0.4977322220802307,0.28792744874954224,0.19919268786907196,0.5191490054130554,0.4673275053501129,0.5012336373329163,0.3899782598018646,0.15120524168014526,0.17372576892375946
observed,0.24417367577552795,0.18639370799064636,0.2688685655593872,0.27310821413993835,0.29260018467903137,0.24605341255664825,0.22796308994293213,0.07604698091745377,0.2414359599351883,0.26280322670936584,0.2362360805273056,0.3131817877292633,0.15875723958015442,0.29326382279396057,0.14318855106830597,0.10819678008556366,0.16596290469169617,0.45341062545776367,0.12128034234046936
evidence,0.2697778344154358,0.1671007126569748,0.1670653074979782,0.20763815939426422,1.0,0.2471507489681244,0.14118215441703796,0.24458177387714386,0.2518981993198395,0.25031140446662903,0.16545778512954712,0.4093261957168579,0.25465038418769836,0.18776707351207733,0.1170215755701065,0.1703682392835617,0.18013861775398254,0.3335704803466797,0.24151235818862915
of,0.5011631846427917,0.17935146391391754,0.13776440918445587,0.20250467956066132,0.2471507489681244,1.0,0.38460010290145874,0.24291633069515228,0.3966929316520691,0.733189046382904,0.18815091252326965,0.41498205065727234,0.5052502155303955,0.17604194581508636,0.1786269098520279,0.20170781016349792,0.22376328706741333,0.31296631693840027,0.1826142966747284
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
halo,0.2954997420310974,0.27344971895217896,0.38891324400901794,0.15164294838905334,0.15463905036449432,0.2288983315229416,0.2618996798992157,0.11510618031024933,0.2551766633987427,0.3211449384689331,0.3431098461151123,0.28839927911758423,0.2719981074333191,0.284932404756546,0.2693464159965515,0.30627524852752686,0.2171606570482254,0.13421407341957092,0.19959332048892975
surrounding,0.39034995436668396,0.08894868195056915,0.19621925055980682,0.20865760743618011,0.2246587574481964,0.36802753806114197,0.302638441324234,0.2340518832206726,0.26614251732826233,0.37289485335350037,0.12666548788547516,0.27859219908714294,0.24113072454929352,0.19193154573440552,0.05579029396176338,0.15090493857860565,0.30293703079223633,0.294681578874588,0.05288729816675186
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
apollo,0.19047300517559052,0.4747956395149231,0.4864785969257355,0.26460501551628113,0.1170215755701065,0.1786269098520279,0.08984427154064178,0.11607958376407623,0.16069947183132172,0.2169172167778015,0.512973427772522,0.2014923095703125,0.19996169209480286,0.5195745825767517,0.9999999403953552,0.4094500243663788,0.3499414920806885,0.11116878688335419,0.191528782248497
15,-0.08059433102607727,-0.050100188702344894,0.032173678278923035,-0.052072711288928986,0.030033890157938004,-0.02319195494055748,-0.1164836436510086,-0.05293053016066551,-0.025620462372899055,-0.011810222640633583,0.058026354759931564,-0.06895352154970169,-0.052463941276073456,0.02177385799586773,0.008580160327255726,0.052758242934942245,0.0018446494359523058,-0.0034133289009332657,-0.010706285014748573
lunar,0.19250813126564026,0.4626382291316986,0.5458646416664124,0.26635751128196716,0.1887086033821106,0.204553484916687,0.20090074837207794,0.09118924289941788,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.24143245816230774,0.19755837321281433,0.47513729333877563,0.48109763860702515,0.3878321945667267,0.3707292675971985,0.22523705661296844,0.1628302037715912
module,0.22564299404621124,0.326638400554657,0.37866705656051636,0.0942886546254158,0.08942151814699173,0.057198818773031235,0.20288780331611633,0.148163840174675,0.21363548934459686,0.15147453546524048,0.3536060154438019,0.25704696774482727,0.13346926867961884,0.33220410346984863,0.38253456354141235,0.2900471091270447,0.28224778175354004,0.08170732110738754,0.2131270468235016
blast,0.2979443371295929,0.13416889309883118,0.24635866284370422,0.0640777051448822,0.12397652119398117,0.194884791970253,0.15092501044273376,0.2297837883234024,0.17438611388206482,0.203541100025177,0.200932115316391,0.1949201375246048,0.22608648240566254,0.2425713688135147,0.23172755539417267,0.22705549001693726,0.17696042358875275,0.21313375234603882,0.19487640261650085
crater,0.24748368561267853,0.32634809613227844,0.4079374372959137,0.2633088529109955,0.24750547111034393,0.21727220714092255,0.09486997872591019,0.25422996282577515,0.19352537393569946,0.22436942160129547,0.4501974582672119,0.23496824502944946,0.25552091002464294,0.2695057988166809,0.30215543508529663,0.25579991936683655,0.3224138915538788,0.2889609932899475,0.1175018772482872
while,0.38669952750205994,0.15404534339904785,0.21373558044433594,0.21579381823539734,0.24604210257530212,0.3366928696632385,0.31327176094055176,0.1610451191663742,0.44084006547927856,0.39804592728614807,0.19663068652153015,0.43523597717285156,0.3733035624027252,0.27921152114868164,0.2109583169221878,0.2118077576160431,0.362802654504776,0.22742286324501038,0.21076419949531555
orbiting,0.2824857532978058,0.4962622821331024,0.8175016641616821,0.31612491607666016,0.22894299030303955,0.2235465943813324,0.2597247064113617,0.14263157546520233,0.24213190376758575,0.22328095138072968,0.5978970527648926,0.32491570711135864,0.2524934411048889,0.4410606026649475,0.3825299143791199,0.38189661502838135,0.371629536151886,0.1621696799993515,0.1700509786605835
above,0.29614752531051636,0.12940171360969543,0.19218632578849792,0.09778851270675659,0.27034828066825867,0.24890293180942535,0.219058558344841,0.05818082392215729,0.3177962899208069,0.33988961577415466,0.10631673038005829,0.32968869805336,0.21249589323997498,0.1618419736623764,0.15744930505752563,0.10534847527742386,0.18175232410430908,0.18398098647594452,0.2521739900112152
the,0.6521818041801453,0.19786997139453888,0.20272286236286163,0.2295689582824707,0.25031140446662903,0.733189046382904,0.470844566822052,0.288954496383667,0.5107308030128479,1.0,0.23613092303276062,0.5473989248275757,0.5829201340675354,0.2392944097518921,0.2169172167778015,0.22673439979553223,0.24055521190166473,0.3372073173522949,0.22068053483963013
lunar,0.19250813126564026,0.4626382291316986,0.5458646416664124,0.26635751128196716,0.1887086033821106,0.204553484916687,0.20090074837207794,0.09118924289941788,0.22814977169036865,0.23309995234012604,0.6080004572868347,0.24143245816230774,0.19755837321281433,0.47513729333877563,0.48109763860702515,0.3878321945667267,0.3707292675971985,0.22523705661296844,0.1628302037715912
surface,0.3333227038383484,0.27110713720321655,0.3937314450740814,0.23030507564544678,0.28211236000061035,0.24204103648662567,0.22477607429027557,0.17713935673236847,0.2674844264984131,0.2555135488510132,0.3550443947315216,0.30130770802497864,0.24436084926128387,0.24560514092445374,0.19678367674350739,0.23021507263183594,0.3344675302505493,0.18189507722854614,0.14613434672355652
.,0.45942068099975586,0.22033250331878662,0.20437274873256683,0.17723479866981506,0.24887976050376892,0.5352458953857422,0.31204065680503845,0.22011229395866394,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.4460422694683075,0.50484299659729,0.2219262570142746,0.22384987771511078,0.2227463275194168,0.2410571426153183,0.2029680609703064,0.4130953550338745
