,which,company,had,a,commercial,aired,for,free,as,a,result,of,the,quickbooks,contest,?
",",0.3658004403114319,0.2697763442993164,0.35487717390060425,0.427140474319458,0.26546892523765564,0.2195960283279419,0.4464869201183319,0.2434854805469513,0.48816442489624023,0.427140474319458,0.23341737687587738,0.4946078956127167,0.4933079481124878,0.34557226300239563,0.26351213455200195,0.31091248989105225
in,0.4840516746044159,0.22141718864440918,0.385026752948761,0.539380669593811,0.2615188956260681,0.21521411836147308,0.4322226941585541,0.25575435161590576,0.3887844979763031,0.539380669593811,0.25670310854911804,0.5696388483047485,0.6662389636039734,0.27834874391555786,0.3096996545791626,0.20430970191955566
which,1.0,0.25990763306617737,0.3188965916633606,0.56894451379776,0.28039100766181946,0.2307283580303192,0.44095608592033386,0.25454452633857727,0.41006597876548767,0.56894451379776,0.31989866495132446,0.5011631846427917,0.6521818041801453,0.3840883672237396,0.18239639699459076,0.25814583897590637
death,0.17868493497371674,0.1059088408946991,0.2926282584667206,0.16249743103981018,0.06466281414031982,0.13070429861545563,0.19869662821292877,0.12239740043878555,0.19013920426368713,0.16249743103981018,0.12127300351858139,0.23778599500656128,0.21438048779964447,0.14537860453128815,0.10098680108785629,0.21149799227714539
wish,0.2899854779243469,0.20549477636814117,0.2631490230560303,0.2952733337879181,0.16475896537303925,0.2250291258096695,0.2881307899951935,0.24624298512935638,0.2934901714324951,0.2952733337879181,0.26469337940216064,0.1985756903886795,0.25205081701278687,0.3157390058040619,0.16978420317173004,0.35864195227622986
coffee,0.1997203826904297,0.23402269184589386,0.12434262037277222,0.2200593799352646,0.2191660851240158,0.03884333744645119,0.22831618785858154,0.14819340407848358,0.2017608880996704,0.2200593799352646,0.0834907814860344,0.18473310768604279,0.20381483435630798,0.28235989809036255,0.17565950751304626,0.1695348024368286
had,0.3188965916633606,0.19269630312919617,0.9999999403953552,0.34897568821907043,0.15119320154190063,0.20218732953071594,0.3270139992237091,0.10895809531211853,0.3393979072570801,0.34897568821907043,0.24595926702022552,0.37755560874938965,0.3875846862792969,0.2560007870197296,0.17754459381103516,0.20728366076946259
a,0.56894451379776,0.22037413716316223,0.34897568821907043,1.0,0.2696971893310547,0.1767585724592209,0.44038116931915283,0.23877057433128357,0.39550232887268066,1.0,0.2767398953437805,0.5052502155303955,0.5829201340675354,0.3290599584579468,0.229091614484787,0.23916715383529663
30-second,0.2968699634075165,0.05657489225268364,0.17997312545776367,0.3324473798274994,0.11541673541069031,0.21285119652748108,0.20732535421848297,0.17601285874843597,0.21589268743991852,0.3324473798274994,0.24296846985816956,0.32984086871147156,0.3721327483654022,0.25064828991889954,0.1457606554031372,0.18454498052597046
commercial,0.28039100766181946,0.2870384752750397,0.15119320154190063,0.2696971893310547,1.0,0.2026880383491516,0.25690725445747375,0.22110521793365479,0.2411440908908844,0.2696971893310547,0.15067946910858154,0.21107374131679535,0.23051398992538452,0.28941214084625244,0.1535993218421936,0.04216946288943291
aired,0.2307283580303192,0.1785302758216858,0.20218732953071594,0.1767585724592209,0.2026880383491516,1.0000001192092896,0.14468124508857727,0.13047800958156586,0.17256414890289307,0.1767585724592209,0.09559004753828049,0.15519371628761292,0.2525516450405121,0.2540830969810486,0.23271557688713074,0.22283338010311127
free,0.25454452633857727,0.16017454862594604,0.10895809531211853,0.23877057433128357,0.22110521793365479,0.13047800958156586,0.2585347890853882,1.0,0.22831088304519653,0.23877057433128357,0.10524610430002213,0.2430545836687088,0.22231732308864594,0.3495238125324249,0.15106257796287537,0.1278279572725296
of,0.5011631846427917,0.20467796921730042,0.37755560874938965,0.5052502155303955,0.21107374131679535,0.15519371628761292,0.4185989499092102,0.2430545836687088,0.3886612355709076,0.5052502155303955,0.231380432844162,1.0,0.733189046382904,0.2620433568954468,0.2265491932630539,0.1826142966747284
charge,0.24471032619476318,0.20915955305099487,0.2643797695636749,0.2415132075548172,0.0973002091050148,0.12524966895580292,0.24153433740139008,0.22856684029102325,0.20160435140132904,0.2415132075548172,0.1594078689813614,0.27586498856544495,0.2730984687805176,0.18210305273532867,0.1310151219367981,0.0958876758813858
courtesy,0.1625784933567047,0.1326783150434494,0.20452700555324554,0.22637400031089783,0.09759218990802765,0.0949789509177208,0.2852654457092285,0.15509194135665894,0.27303197979927063,0.22637400031089783,0.21978329122066498,0.21695461869239807,0.2154114693403244,0.3523602783679962,0.24623355269432068,0.34395626187324524
of,0.5011631846427917,0.20467796921730042,0.37755560874938965,0.5052502155303955,0.21107374131679535,0.15519371628761292,0.4185989499092102,0.2430545836687088,0.3886612355709076,0.5052502155303955,0.231380432844162,1.0,0.733189046382904,0.2620433568954468,0.2265491932630539,0.1826142966747284
quickbooks,0.3840883672237396,0.2871352434158325,0.2560007870197296,0.3290599584579468,0.28941214084625244,0.2540830969810486,0.33893218636512756,0.3495238125324249,0.3233180344104767,0.3290599584579468,0.2794966995716095,0.2620433568954468,0.31170687079429626,1.0,0.15614621341228485,0.33220136165618896
.,0.45942068099975586,0.266353577375412,0.37348684668540955,0.50484299659729,0.2460125982761383,0.2278250902891159,0.4726039469242096,0.238864928483963,0.515582263469696,0.50484299659729,0.31092435121536255,0.5352458953857422,0.5934505462646484,0.35264942049980164,0.20280277729034424,0.4130953550338745
