,what,was,the,first,doctor,who,show,that,tvontario,ran,?
aired,0.1692323386669159,0.27861282229423523,0.2525516450405121,0.28434500098228455,0.23426684737205505,0.15698964893817902,0.5127021670341492,0.22264628112316132,0.27307212352752686,0.36634019017219543,0.22283338010311127
each,0.3353266417980194,0.14424845576286316,0.470844566822052,0.35237833857536316,0.1160493865609169,0.27337536215782166,0.25390446186065674,0.46111494302749634,0.17623651027679443,0.14904366433620453,0.21173812448978424
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.3264976441860199,0.2712797522544861,0.21484537422657013,0.41789430379867554,0.24595457315444946,0.29626965522766113,0.28360751271247864,0.1709602326154709
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.2443375140428543,0.21963447332382202,0.2264307141304016,0.2573746144771576,0.15457072854042053,0.40561532974243164
several,0.22446060180664062,0.25396689772605896,0.40559855103492737,0.2748492956161499,0.1561049073934555,0.30628830194473267,0.24447940289974213,0.40009650588035583,0.22210006415843964,0.20028574764728546,0.15595775842666626
years,0.1981470286846161,0.35855233669281006,0.2912273406982422,0.2958037853240967,0.1280619502067566,0.29867154359817505,0.1147797629237175,0.27599525451660156,0.2590563893318176,0.2505861222743988,0.1914375126361847
late,0.1576872020959854,0.4393066465854645,0.31481194496154785,0.37285134196281433,0.09912649542093277,0.19296042621135712,0.296935498714447,0.2700948715209961,0.26770344376564026,0.23393110930919647,0.11339222639799118
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.2457384318113327,0.22110877931118011,0.23478686809539795,0.2549140155315399,0.16648344695568085,0.42300865054130554
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.25530800223350525,0.17974799871444702,0.17793183028697968,0.20850101113319397,0.3152649402618408,0.14471903443336487,0.31254470348358154,0.16913433372974396
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.22950075566768646,0.42656609416007996,0.29833272099494934,0.5436353087425232,0.15465132892131805,0.23770277202129364,0.29463258385658264
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.3264976441860199,0.2712797522544861,0.21484537422657013,0.41789430379867554,0.24595457315444946,0.29626965522766113,0.28360751271247864,0.1709602326154709
24,0.01621486060321331,-0.06428006291389465,0.009148004464805126,-0.062416478991508484,0.009352179244160652,-0.03541684150695801,-0.02526264637708664,-0.03737577795982361,-0.05827411636710167,-0.03099837526679039,0.016154835000634193
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2792111933231354,0.27595704793930054,0.435920387506485,0.2929712235927582,0.2376149296760559,0.20430970191955566
1991,0.15930123627185822,0.12848040461540222,0.002508036559447646,0.00943188089877367,0.09401901066303253,0.230638325214386,-0.04954497143626213,0.07669968903064728,-0.056260522454977036,0.12706980109214783,0.175977423787117
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.3016606271266937,0.4460422694683075,0.28096485137939453,0.2478863000869751,0.4130953550338745
