,what,was,the,name,of,the,imperialistic,policy,in,china,?
age,0.1895245760679245,0.27072176337242126,0.24711290001869202,0.16161322593688965,0.2372717410326004,0.24711290001869202,0.17973493039608002,0.08489000797271729,0.30576348304748535,0.13905367255210876,0.16859300434589386
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2847146987915039,0.24393197894096375,0.5696388483047485,0.27699828147888184,0.1826142966747284
imperialism,0.24614648520946503,0.2349989414215088,0.2716025412082672,0.14788532257080078,0.29240643978118896,0.2716025412082672,0.8656792044639587,0.37139713764190674,0.2081184834241867,0.3532002568244934,0.14998586475849152
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.0002669610548764467,0.07160447537899017,0.07432962208986282,-0.06093733385205269,0.018684765323996544
generally,0.40614598989486694,0.25163960456848145,0.41466525197029114,0.13463717699050903,0.3127037584781647,0.41466525197029114,0.23172922432422638,0.3116374611854553,0.28190043568611145,0.23924624919891357,0.23411904275417328
refers,0.200907364487648,0.2717186212539673,0.3041703402996063,0.30829375982284546,0.341296911239624,0.3041703402996063,0.18952085077762604,0.1516113579273224,0.31722337007522583,0.14504006505012512,0.07924893498420715
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2331068515777588,0.26804789900779724,0.45010748505592346,0.1938052773475647,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
activities,0.21757790446281433,0.16647951304912567,0.2626894414424896,0.08623216301202774,0.23520112037658691,0.2626894414424896,0.19708454608917236,0.337988942861557,0.2027697116136551,0.20050100982189178,0.11289679259061813
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2847146987915039,0.24393197894096375,0.5696388483047485,0.27699828147888184,0.1826142966747284
european,0.15324164927005768,0.22463937103748322,0.3423081040382385,0.12683334946632385,0.2507138252258301,0.3423081040382385,0.28686872124671936,0.20156782865524292,0.23319172859191895,0.19770179688930511,0.14560863375663757
powers,0.24108682572841644,0.1728597730398178,0.25233519077301025,0.17903457581996918,0.22709226608276367,0.25233519077301025,0.2556436061859131,0.20335473120212555,0.16362762451171875,0.14951211214065552,0.17269276082515717
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.14301635324954987,0.18396732211112976,0.4274188280105591,0.17287437617778778,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
early,0.2454567849636078,0.4148794412612915,0.34442198276519775,0.1594075858592987,0.30937549471855164,0.34442198276519775,0.26214954257011414,0.10061527043581009,0.34672921895980835,0.25833550095558167,0.15272949635982513
18th,0.173826202750206,0.2556672692298889,0.2844390869140625,0.167507141828537,0.18507498502731323,0.2844390869140625,0.024651139974594116,0.12679333984851837,0.19408075511455536,0.09885366261005402,0.11879357695579529
century,0.20422613620758057,0.3521432876586914,0.3617299497127533,0.17616520822048187,0.2826060354709625,0.3617299497127533,0.2753470540046692,0.17394305765628815,0.3174034655094147,0.2393123060464859,0.1026201918721199
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.13352233171463013,0.3647414743900299,0.44071322679519653,0.15092702209949493,0.19307389855384827,0.38533157110214233,0.13262441754341125,0.16913433372974396
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2331068515777588,0.26804789900779724,0.45010748505592346,0.1938052773475647,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
middle,0.18312302231788635,0.21038298308849335,0.3405749201774597,0.19938592612743378,0.2799445688724518,0.3405749201774597,0.19180025160312653,0.13576628267765045,0.26767921447753906,0.20746536552906036,0.13139553368091583
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2847146987915039,0.24393197894096375,0.5696388483047485,0.27699828147888184,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
20th,0.1850772649049759,0.258506178855896,0.3097512125968933,0.20028391480445862,0.21726468205451965,0.3097512125968933,0.05982508510351181,0.17080999910831451,0.20743919909000397,0.16434916853904724,0.14985637366771698
century,0.20422613620758057,0.3521432876586914,0.3617299497127533,0.17616520822048187,0.2826060354709625,0.3617299497127533,0.2753470540046692,0.17394305765628815,0.3174034655094147,0.2393123060464859,0.1026201918721199
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21712644398212433,0.2903050184249878,0.5201468467712402,0.27650898694992065,0.31091248989105225
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.15795865654945374,0.2759707272052765,0.4322226941585541,0.15661011636257172,0.264628142118454
example,0.3456268310546875,0.16563157737255096,0.3755223751068115,0.252185195684433,0.3570667505264282,0.3755223751068115,0.2528037130832672,0.1952272653579712,0.30483278632164,0.18266978859901428,0.30374911427497864
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21712644398212433,0.2903050184249878,0.5201468467712402,0.27650898694992065,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.010330284014344215,0.06104245409369469,0.04765888676047325,0.09333697706460953,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
great,0.2562883198261261,0.19652196764945984,0.2822027802467346,0.16152743995189667,0.3168134391307831,0.2822027802467346,0.19489896297454834,0.1487407684326172,0.23348836600780487,0.1948464810848236,0.13135133683681488
game,0.2246788740158081,0.2568269371986389,0.285271555185318,0.17639878392219543,0.2298848181962967,0.285271555185318,0.13049815595149994,0.19555440545082092,0.23986028134822845,0.19421248137950897,0.1829071193933487
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.0002669610548764467,0.07160447537899017,0.07432962208986282,-0.06093733385205269,0.018684765323996544
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.18513795733451843,0.1459147185087204,1.0,0.267821341753006,0.20430970191955566
persian,0.1845901608467102,0.14728625118732452,0.24001385271549225,0.1692919135093689,0.20058591663837433,0.24001385271549225,0.2618028521537781,0.1573823094367981,0.16762448847293854,0.2570165693759918,0.11708208173513412
lands,0.16376858949661255,0.22538143396377563,0.3190511167049408,0.22866995632648468,0.2730972170829773,0.3190511167049408,0.18915389478206635,0.11731118708848953,0.22373557090759277,0.17065608501434326,0.10082722455263138
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21712644398212433,0.2903050184249878,0.5201468467712402,0.27650898694992065,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.010330284014344215,0.06104245409369469,0.04765888676047325,0.09333697706460953,0.0685480609536171
scramble,0.33524125814437866,0.14810127019882202,0.28342652320861816,0.14968670904636383,0.25340303778648376,0.28342652320861816,0.17809726297855377,0.1752493530511856,0.1930706799030304,0.1467124968767166,0.22532881796360016
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.15795865654945374,0.2759707272052765,0.4322226941585541,0.15661011636257172,0.264628142118454
africa,0.19696469604969025,0.1945687234401703,0.2903064787387848,0.17443768680095673,0.2694264054298401,0.2903064787387848,0.24375328421592712,0.2387048304080963,0.27806714177131653,0.3360494375228882,0.12926554679870605
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.0002669610548764467,0.07160447537899017,0.07432962208986282,-0.06093733385205269,0.018684765323996544
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.19888095557689667,0.2148873209953308,0.4954058527946472,0.27966102957725525,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2731722891330719,0.2358427494764328,0.6662389636039734,0.3110525608062744,0.22068053483963013
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.010330284014344215,0.06104245409369469,0.04765888676047325,0.09333697706460953,0.0685480609536171
open,0.2022915631532669,0.13277080655097961,0.2764171361923218,0.09410279989242554,0.17970167100429535,0.2764171361923218,0.19308584928512573,0.2090258151292801,0.27347445487976074,0.17617745697498322,0.20715104043483734
door,0.20838408172130585,0.1678711622953415,0.23557746410369873,0.1044120341539383,0.1459992229938507,0.23557746410369873,0.16155993938446045,0.16518376767635345,0.20952431857585907,0.1921950876712799,0.17460282146930695
policy,0.3869883120059967,0.1882478892803192,0.2358427494764328,0.12431322038173676,0.24393197894096375,0.2358427494764328,0.340385377407074,0.9999998807907104,0.1459147185087204,0.23752504587173462,0.30462446808815
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.0002669610548764467,0.07160447537899017,0.07432962208986282,-0.06093733385205269,0.018684765323996544
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.18513795733451843,0.1459147185087204,1.0,0.267821341753006,0.20430970191955566
china,0.13832437992095947,0.20567192137241364,0.3110525608062744,0.13050827383995056,0.27699828147888184,0.3110525608062744,0.3126913607120514,0.23752504587173462,0.267821341753006,1.0000001192092896,0.18007943034172058
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.23863494396209717,0.25152966380119324,0.5591574311256409,0.2979343831539154,0.4130953550338745
